"Description","Price"
"ALBUTEROL 2MG TB","2"
"ALBUTEROL 4MG TB","1"
"ALBUTEROL HFA 8GM INH","161"
"ALBUTEROL HFA 90MCG/PUFF","3"
"ALBUTEROL/IPRATROP 3ML INH","4"
"ALCOHOL","154"
"ALCOHOL BREATH ANALYSIS","42"
"ALCOHOL DEHYD 1ML IJ","75"
"ALCOHOL DEHYD 5ML IJ","332"
"ALDOLASE","58"
"ALDOSTERONE BLOOD","181"
"ALDOSTERONE URINE","181"
"ALENDRONATE 70MG TB","12"
"ALFENTANIL 0.5MG/ML 2ML IJ","40"
"ALISKIREN HEMIFUMARATE 150MGTB","32"
"ALISKIREN HEMIFUMARATE 300MGTB","42"
"ALK PHOS BONE SPECIFIC","97"
"ALK1","392"
"ALKALINE AGAR ELECTROPHORESIS","77"
"ALKALINE PHOSPHATASE","74"
"ALLERGEN","54"
"ALLERGEN IGG","65"
"ALLERGEN, ANIMAL, FEATHER MIX","85"
"ALLERGY INJ MULTI","26"
"ALLERGY INJ ONE","20"
"ALLOPURINOL 100MG TB","1"
"ALLOPURINOL 300MG TB","2"
"ALLOPURINOL 50MG TB","1"
"ALPHA 1 ANTITRYPSIN TOTAL","72"
"ALPHA FETOPROTEIN AMNIOTIC FL","104"
"ALPHA FETOPROTEIN SERUM","104"
"ALPHA FETOPROTEIN TOTAL & L3 %","134"
"ALPHA FETOPROTEIN TUMOR","115"
"ALPHA SUBUNIT, PIT, GLYCOPROTE","237"
"ALPRAZOLAM","146"
"ALPRAZOLAM 0.25MG TB","1"
"ALPRAZOLAM 0.5MG TB","1"
"ALPRAZOLAM 1MG TB","1"
"ALPROSTADIL 0.5MG 1ML IV","239"
"ALT (SGPT)","72"
"ALTEPLASE 1MG IJ (100MG)","236.09"
"ALTERNATE PATHWAY","177"
"ALUMINUM","112"
"AMANTADINE 100MG CP","12"
"AMEBIASIS AB","68"
"AMIKACIN 1000MG 4ML IJ","64"
"AMIKACIN 500MG 2ML IJ","40"
"AMIKACIN 50MG 10ML DIL","52"
"AMIKACIN LEVEL","145"
"AMILORIDE 5MG TB","13"
"AMILORIDE/HCTZ 5-50MG TB","1"
"AMINO ACID FRACTION","204"
"AMINO ACID PROFILE","204"
"AMINO ACID SCREEN URINE","100"
"AMINOCAP AC 500MG TB","14"
"AMINOCAP AC 5GM 20ML IJ","11"
"AMINOLEVULINIC ACID BLOOD","77"
"AMINOPHYLLINE 250MG 10ML IV","117"
"AMINOPHYLLINE 500MG 20ML IV","5"
"AMIODARONE","227"
"AMIODARONE 100MG TB","29"
"AMIODARONE 150MG 100ML IV","126.44"
"AMIODARONE 150MG 3ML IJ","13"
"AMIODARONE 200MG TB","3"
"AMIODARONE 360MG 200ML IV","147.32"
"AMIODARONE 450MG 9ML IJ","32"
"AMIODARONE 900MG 18ML IJ","41"
"AMITRIPTYLINE (ELAVIL) and NOR","146"
"AMITRIPTYLINE 100MG TB","2"
"AMITRIPTYLINE 10MG TB","1"
"AMITRIPTYLINE 25MG TB","1"
"AMITRIPTYLINE 50MG TB","1"
"AMITRIPTYLINE 75MG TB","1"
"AMLODIPINE 10MG TB","3"
"AMLODIPINE 2.5MG TB","2"
"AMLODIPINE 5MG TB","1"
"AMMONIA","152"
"AMMONIUM LAC 12% 225GM LT","12"
"AMNIO FETAL LUNG MATURITY","189"
"AMNISURE ROM TEST","276"
"AMOBARBITAL","146"
"AMOXI/ CLA 600MG 5ML LQ","7"
"AMOXI/CLA 1000MG XR TB","46"
"AMOXI/CLA 200MG/5ML 50ML LQ","65"
"AMOXI/CLA 250MG TB","46"
"AMOXI/CLA 250MG/5ML 75ML LQ","535"
"AMOXI/CLA 400MG SUS ED DOSE","13"
"AMOXI/CLA 400MG/5ML 75ML LQ","123"
"AMOXI/CLA 500MG TB","16"
"AMOXI/CLA 600MG/5ML 125ML LQ","128"
"AMOXI/CLA 600MG/5ML 75ML","86"
"AMOXI/CLA 875MG TB","12"
"AMOXICILLIN 250MG CP","2"
"AMOXICILLIN 250MG SUS ED DOSE","2"
"AMOXICILLIN 250MG TBCH","2"
"AMOXICILLIN 400MG 5ML LQ","2"
"AMOXICILLIN 4GM 50ML LQ","22"
"AMOXICILLIN 4GM 80ML LQ","32"
"AMOXICILLIN 500MG CP","2"
"AMOXICILLIN 7.5GM 150ML LQ","26"
"AMOXICILLIN 875MG TB","5"
"AMPHOTERICIN B 50MG IV","131"
"AMPICILLIN 125MG IJ","57"
"AMPICILLIN 1GM IJ","84"
"AMPICILLIN 250MG CP","1"
"AMPICILLIN 250MG IJ","16"
"AMPICILLIN 2GM IJ","61"
"AMPICILLIN 500MG CP","2"
"AMPICILLIN 500MG IJ","59"
"AMPICILLIN/SULBAC 1.5GM IJ","46"
"AMPICILLIN/SULBAC 3GM IJ","45"
"AMYL NITRITE 0.3ML AMP","6"
"AMYLASE BF","101"
"AMYLASE BLOOD","101"
"AMYLASE PANCREATIC","104"
"AMYLASE SALIVARY","104"
"AMYLASE URINE","101"
"AMYLASE, PANCREATIC FLUID","41"
"ANA IFA","148"
"ANA TITER","178"
"ANAEROBIC ISOLATE ID","195"
"ANAGRELIDE 0.5MG TB","68"
"ANASTROZOLE 1MG TB","4"
"ANDROSTENEDIONE","136"
"ANGIOTENSIN CONV ENZ","129"
"ANIDULAFUNGIN 100MG IJ","589"
"ANIDULAFUNGIN 50MG IJ","334"
"ANKLE 3VW LT","305"
"ANKLE 3VW RT","305"
"ANKLE AP LAT LT","279"
"ANKLE AP LAT RT","279"
"ANKLE BRACHIAL INDICES","510"
"ANKLE BRACHIAL INDICES BILAT","510"
"ANODYNE THERAPY","101"
"ANTABUSE URINE","125"
"ANTI ADRENAL CORTEX AB","174"
"ANTI CENTROMERE AB","148"
"ANTI DIURETIC HORMONE","152"
"ANTI DNA D STRANDED","94"
"ANTI DNA S STRANDED","106"
"ANTI GRANULOCYTE AB","109"
"ANTI HISTONE AB","120"
"ANTI JO-1 IGG AB","123"
"ANTI MAG ANTIBODY","120"
"ANTI MITOCHONDRIAL AB","174"
"ANTI NEUTROPHIL CYTO AB IGG","109"
"ANTI NEUTROPHIL CYTO AB TITER","174"
"ANTI NUCLEAR AB","65"
"ANTI NUCLEAR AB IGG","111"
"ANTI PM1 ANTIBODY","120"
"ANTI STRIATED MUSCLE","174"
"ANTI-68 KD","200"
"ANTIBODY ELUTION","131"
"ANTIBODY ID","278"
"ANTIBODY ID ADDITIONAL","278"
"ANTIBODY SCREEN","108"
"ANTIBODY TITER","92"
"ANTIGEN SCREEN /UNIT","86"
"ANTIGEN SCREEN PATIENT","125"
"ANTI-MULLERIAN HORMONE","239"
"ANTI-SMITH AB","123"
"ANTISTREPTOLYSIN O TITER","63"
"ANTISTREPTOTYSIN O SCREEN","42"
"ANTITHROMBIN III ACT","69"
"ANTITHROMBIN III ANTIGEN ASSAY","69"
"ANTITHROMBIN III HUM /IU","44"
"ANTITHYMOCYTE GLOB RABBIT 25MG","2916"
"ANTIVENIN SNAKE CROTAL EA VLIJ","14061"
"ANTIVENIN SPIDER BW L. MACTANS","269"
"AP SPECIAL STAIN II","173"
"AP50","141"
"APAP/BUT/CAF 325-50-40MG TB","1"
"APAP/OXYCO 325-10MG TB","11"
"APAP/OXYCO 325-5MG TB","2"
"APAP/OXYCO 325-7.5MG TB","10"
"APAP/TRAMADOL 325-37.5MG TB","20"
"APC RESISTANCE PANEL","68"
"APIXABAN 2.5MG TB","46"
"APIXABAN 5MG TB","46"
"APLIGRAF PER SQ CM","205"
"APOE GENOTYPING","610"
"APOLIPROTEIN A1","63"
"APOLIPROTEIN B","63"
"APP MLAY COMP ARM/HAND LT","138"
"APP MLAY COMP ARM/HAND RT","138"
"APP MLTLAY COMP LWR LEG BILTRL","271"
"APP OF FOREARM CAST","597"
"APP SKN GFT <100 EA AD 25 SQCM","1066"
"APP SKN GFT<100 1ST 25 SQCM HI","3211"
"APP SKN GFT<100 1ST 25 SQCM LO","1324"
"APP SKN GFT>100 1ST 25 SQCM HI","3211"
"APP SKN GFT>100 1ST 25 SQCM HI","5295"
"APP SKN GFT>100 1ST 25 SQCM LO","1324"
"APP SKN GFT>100 1ST 25 SQCM LO","3211"
"APPL MULTLAY COMP LWR LEG LT","196"
"APPL MULTLAY COMP LWR LEG RT","196"
"APPLY FINGER SPLINT","200"
"APPLY FOREARM SPLINT","196"
"APPLY FOREARM SPLINT - DYNAMIC","502"
"APPLY LONG ARM SPLINT","442"
"APPLY LONG LEG SPLINT","296"
"APPLY LOWER LEG SPLINT","196"
"APPLY RIGID TOTAL CONTACT CAST","444"
"APRACLONIDINE 0.5% 5ML OPS","635"
"APRACLONIDINE 1% 0.1ML OPS","145"
"APREPITANT 125MG CP","1096"
"APREPITANT 40MG CP","627"
"APREPITANT 80MG CP","812"
"APT (FETAL HEMOGLOBIN)","67"
"AQUAPHOR 100GM ONT","2"
"AQUAPHOR 454GM ONT","11"
"ARGATROBAN 1MG IJ (250MG)","22.73"
"ARGATROBAN 1MG IJ(125MG)","15.84"
"ARGININE 10% 300ML IJ","116"
"ARIPIPRAZOLE 10MG TB","158"
"ARIPIPRAZOLE 2.5MG TB","106"
"ARIPIPRAZOLE 2MG TB","158"
"ARIPIPRAZOLE 5MG TB","158"
"ARM INFANT LT","212"
"ARM INFANT RT","212"
"ARM NONVAS COMP LT","472"
"ARM NONVAS COMP RT","472"
"ARM NONVAS LMTD LT","416"
"ARM NONVAS LMTD RT","416"
"ARROW HIGH FLOW FLUID ADM","150"
"ARSENIC BLOOD","148"
"ARSENIC URINE","131"
"ART DOPP LWREXT PRESS BILAT WO","792"
"ART DOPP UP EXT PRESS BILAT WO","792"
"ART DUPLEX LOWER EXT LT","636"
"ARTERIAL PUNCTURE","60"
"ASA/BUT/CAF 325-50-40MG CP","4"
"ASCORBIC ACID 500MG 1ML IJ","3"
"ASPERGIL GALAC AG","106"
"ASPERGILLUS AB BY CF","68"
"ASPERGILLUS AB BY ID","103"
"ASPERGILLUS FUMIGATUS AB IGG","74"
"ASPIRIN ASSAY","118"
"AST (SGOT)","49"
"ATAZANAVIR 150MG CP","167"
"ATAZANAVIR 200MG CP","167"
"ATENOLOL 100MG TB","2"
"ATENOLOL 12.5MG TB","1"
"ATENOLOL 25MG TB","1"
"ATENOLOL 50MG TB","1"
"ATENOLOL/CHLORTH 50-25MG TB","1"
"ATIVAN","146"
"ATORVASTATIN 10MG TB","4"
"ATORVASTATIN 20MG TB","5"
"ATORVASTATIN 40MG TB","6"
"ATOVAQUONE 4500MG 30ML LQ","630"
"ATROP/HYO/PBAR/SCOP TB","5"
"ATROPINE 0.25MG 5ML SYG IJ","65"
"ATROPINE 0.4MG/ML 1ML IJ","12"
"ATROPINE 0.4MG/ML 20ML IJ","139"
"ATROPINE 1% 15ML OPS","273"
"ATROPINE 1% 3.5GM OPO","123"
"ATROPINE 1% 5ML OPS","121"
"ATROPINE 1MG 10ML SYG IJ","22"
"AUDIO PURE TONE AST 15MIN SP","101"
"AUDIO PURE TONE AST 30MIN SP","101"
"AUTOLOGOUS FEE","257"
"AZACITIDINE 100MG INJ","2541"
"AZATHIOPRINE 50MG TB","11"
"AZELASTINE 137MCG 30ML N/S","577"
"AZITHROMYCIN 200MG SUS ED DOSE","17"
"AZITHROMYCIN 250MG TB","32"
"AZITHROMYCIN 300MG 15ML LQ","139"
"AZITHROMYCIN 500MG IV","65"
"AZITHROMYCIN 600MG 15ML LQ","139"
"AZITHROMYCIN 600MG CP","36"
"AZTREONAM 1GM IJ","391"
"AZTREONAM 2GM IJ","657"
"B GLUCURONIDASE CSF","155"
"B PERTUSS IGA BLOT","59"
"B PERTUSS IGG BLOT","59"
"B PERTUSS IGM BLOT","59"
"B PERTUSSIS DFA","136"
"B.HENSELA IGG","65"
"B.HENSELA IGM","65"
"B+O 16.2/30MG SUP","208"
"B+O 16.2/60MG SUP","239"
"B-12 BINDING CAPACITY","63"
"BACITRACIN 50000U IJ","90"
"BACITRACIN 500U/GM 15GM ONT","2"
"BACITRACIN 500U/GM OPO","470"
"BACLOFEN 10000 MCG 20ML IT KT","1041"
"BACLOFEN 10MG TB","2"
"BACLOFEN 20MG TB","3"
"BACLOFEN 5MG TB","1"
"BACTERIAL ID-MALDI-TOF MS","71"
"BAG BLOOD IN-LINE ATS","179"
"BAG BLOODWARMER","110"
"BAG VENT DRAINAGE","287"
"BALSALAZIDE 750MG CP","2"
"BALSAM PERU/CASTOR OIL  5GMONT","44"
"BALSAM PERU/CASTOR OIL 60GMONT","180"
"BANDAGE SYSTEM COMPRESSION","79"
"BARBITUATES CONFIRM","146"
"BASIC METABOLIC PANEL","133"
"BCL-1 t(11;14)","383"
"BCL-1 t(14;18)","561"
"BCL6 (3q27)","392"
"BCR/ABL1 GENE MAJOR BP","52"
"BCR/ABL1 GENE MINOR BP","52"
"BCR/ABL1 t(9,22) FISH","389"
"BECLOMETHASONE 40MCG/PUFF","7"
"BECLOMETHASONE 80MCG/PUFF","7"
"BELL ALK/PHENOBARB 10ML LQ","19"
"BELL ALK/PHENOBARB 5ML LQ","5"
"BENAZEPRIL 20MG TB","1"
"BENZO/LAN/ALOE 20% 60ML SPR","5"
"BENZO/LAN/RESOR 1OZ CR","4"
"BENZO/MEN 6-10MG LOZ PK18","3"
"BENZOCAINE 10% 3/16OZ GL","4"
"BENZOCAINE 20%  SPRAY PERUSE","12"
"BENZOCAINE 20% 30GM ONT","5"
"BENZOCAINE 20% 5GM PAS","9"
"BENZOCAINE 7.5% 9.9GM GL","5"
"BENZONATATE 100MG PERLE","4"
"BENZTROPINE 0.5MG TB","1"
"BENZTROPINE 1MG TB","1"
"BENZTROPINE 2MG 2ML IJ","436"
"BENZTROPINE 2MG TB","2"
"BETA 2 MICROGLOBULIN","64"
"BETA HEMOLYTIC STREP ID","64"
"BETA STREPTOCCOCCI IDENT","69"
"BETA-HCG TUMOR MARKER","156"
"BETA-HYDROXYBUTYRATE","72"
"BETAM AC/NA PHOS 6MG IJ","81"
"BETAMETH DIPROP/CLOTRIM 15GMCR","29"
"BETAMETHA/DIP 0.05% 15GM CR","67"
"BETAMETHA/DIP 0.05% 15GM ONT","32"
"BETAMETHASONE 30MG 5ML IJ","252"
"BETAXOLOL 0.25% 10ML OPS","836"
"BETHANECHOL 10MG TB","4"
"BETHANECHOL 25MG TB","3"
"BETHANECHOL 5MG TB","2"
"BETHESDA TITER","378"
"BEZLOTOXUMAB 10MGIJ (1000MG)","179.8"
"BHCG QUANTITATIVE","90"
"BHCG TRI SCREEN","156"
"BICALUTAMIDE 50MG TB","14"
"BICARBONATE (CO2)","31"
"BILE ACIDS","61"
"BILIRUBIN AMNIOTIC FLUID","70"
"BILIRUBIN BF","53"
"BILIRUBIN DIRECT","59"
"BILIRUBIN TOTAL","53"
"BIOFEEDBACK GEN BRIEF","70"
"BIOFEEDBACK GEN EXT","70"
"BIOFEEDBACK GEN REG","70"
"BIOTINIDASE","70"
"BIPAP","1221"
"BISMUTH SUBSAL 120ML LQ","2"
"BISOPROLOL FUM 5MG TB","16"
"BISOPROLOL/HCTZ 10-6.25MG TB","1"
"BISOPROLOL/HCTZ 2.5-6.25MG TB","1"
"BISOPROLOL/HCTZ 5-6.25MG TB","1"
"BIVALIRUDIN 250MG IJ","3543"
"BK (POLYOMAVIRUS) DNA (QUAN)","260"
"BLACK LUNG REHAB SESSION","114"
"BLASTOMYCOSIS CF","88"
"BLASTOMYCOSIS ID","88"
"BLEEDING TIME","48"
"BLEOMYCIN 15U IJ","265"
"BLOOD CULTURE ID BY PCR","131"
"BLOOD GASES (ABG OR VBG)","201"
"BLOOD WHOLE PROC FEE","310"
"B-NAT PEPTIDE","224"
"BODY FLUID PH","42"
"BONE AGE","253"
"BONE LENGTH SCANOGRAM","324"
"BONE MARROW ASPIRATION","1101"
"BONE MARROW BIOPSY","1472"
"BONE MARROW SMEAR INTERP","260"
"BONE SURVEY COMPLETE","711"
"BONE SURVEY INFANT","296"
"BONE SURVEY LMTD","566"
"BOOT AC LARGE","284"
"BOOT AC MEDIUM","284"
"BOOT AC SMALL","851"
"BOOT AC XLARGE","284"
"BOOT HEELCARE","203"
"BOOT ROOKE","520"
"BORDETELLA PCR","273"
"BORDETELLA PERTUSSIS CULTURE","155"
"BORDETELLA PERTUSSIS DFA","73"
"BRACE ANKLE CUSTOM PED","79"
"BRACE ANKLE CUSTOM SM MED","137"
"BRACE KNEE KEY UNIVERSAL","421"
"BRACE SHORT LEG LG","187"
"BRACE SHORT LEG MED","187"
"BRACE SHORT LEG SM","187"
"BRAF MUTATION ANALYSIS","487"
"BRIMONIDINE 0.15% 5ML OPS","413"
"BRIMONIDINE 0.2% 5ML OPS","28"
"BRINZOLAMIDE 1% 10ML OPS","698"
"BROMOCRIPTINE 2.5MG TB","12"
"BRUCELLA ANTIBODY","56"
"BSS 15ML OPHTH IRRIG SOL","34"
"BSS 500ML OPHTH IRRIG SOL","64"
"BUDESONIDE 3MG CP","113"
"BUDESONIDE RESP 0.25MG 2MLIH","77"
"BUDESONIDE RESP 0.5MG/2ML INH","90"
"BUDESONIDE/FORMOTE 160-4.5 INH","609"
"BUDESONIDE/FORMOTE 160-4.5/PUF","11"
"BUDESONIDE/FORMOTE 80-4.5 INH","609"
"BUDESONIDE/FORMOTE 80-4.5/PUFF","11"
"BUMETANIDE 0.25MG/ML 2ML IJ","5"
"BUMETANIDE 0.25MG/ML 4ML IJ","22"
"BUMETANIDE 1MG TB","7"
"BUMETANIDE 2MG TB","9"
"BUNDLED ECHO-COMPLETE","2016"
"BUPIVACAIN .25% 50ML","20"
"BUPIVACAIN .25% W/EP 50ML IJ","52"
"BUPIVACAIN .5% 50ML IJ","29"
"BUPIVACAIN .5% W/EP 30ML IJ","19"
"BUPIVACAIN .5% W/EP 50ML IJ","75"
"BUPIVACAIN .75% 10ML IJ","27"
"BUPIVACAIN MF .25% 10ML IJ","14"
"BUPIVACAIN MF .25% 30ML IJ","15"
"BUPIVACAIN MF .25% W/EP 10MLIJ","17"
"BUPIVACAIN MF .25% W/EP 30MLIJ","30"
"BUPIVACAIN MF .5% 10ML IJ","17"
"BUPIVACAIN MF .5% 30ML IJ","16"
"BUPIVACAIN MF .5% W/EP 10ML IJ","20"
"BUPIVACAIN MF .75% 30ML IJ","42"
"BUPIVACAIN MF .75% W/DX 2ML SP","16"
"BUPRENORPH/NALOXONE 8-2MG TB","68"
"BUPRENORPHINE","146"
"BUPRENORPHINE 0.3MG 1ML IJ","26"
"BUPRENORPHINE 2MG TB","57"
"BUPRENORPHINE 8MG TB","89"
"BUPRENORPHINE CONFIRM","146"
"BUPRENORPHINE SCREEN TEST","209"
"BUPROPION 100MG TB","4"
"BUPROPION 100MG TBLA","4"
"BUPROPION 150MG TBLA","4"
"BUPROPION 150MG XL TB","29"
"BUPROPION 75MG TB","2"
"BUSPIRONE 10MG TB","2"
"BUSPIRONE 15MG TB","1"
"BUSPIRONE 5MG TB","2"
"BUTORPHANOL 10MG/ML 2.5ML N/S","126"
"BUTORPHANOL 1MG 1ML IJ","16"
"BUTORPHANOL 2MG 1ML IJ","17"
"BUTORPHANOL 4MG 2ML IJ","47"
"C BURNETII IGG PHASE I TITR","67"
"C BURNETII IGG PHASE II TITR","67"
"C BURNETII IGM PHASE I TITR","67"
"C BURNETII IGM PHASE II TITR","67"
"C DIFF CYTOTOXIN","138"
"C H PYLORI","47"
"C SPINE AP LAT 2 OR 3 VW","315"
"C SPINE FLEX EXT ONLY","315"
"C SPINE LAT ONLY","203"
"C SPINE LAT ONLY PORT","203"
"C SPINE SINGLE VW","203"
"C SPINE SWIMMERS VIEW","203"
"C SPINE W FLEX EXT","424"
"C SPINE W OBL FLEX EXT","565"
"C SPINE W OBLIQ","424"
"C1 ESTERASE INHIBITOR","248"
"C-1 ESTERASE INHIBITOR FUNCTL","141"
"C2 COMPLEMENT","248"
"C3","248"
"C3 COMPLEMENT","198"
"C4","248"
"C4 COMPLEMENT","198"
"C5 COMPLEMENT","248"
"CA 125","104"
"CA 15-3","93"
"CA 19-9","93"
"CA 27.29","93"
"CA ACE 667MG GCP","5"
"CA CL 1GM 10ML IJ","19"
"CA CL 1GM 10ML SYG","40"
"CA DISOD EDETATE 1GM 5ML IJ","624"
"CA GLUCONATE 1GM 10ML IJ","11"
"CADEXOMER 40GM GL","348"
"CADEXOMER 5GM PAD","71"
"CADMIUM URINE","64"
"CADMIUM WB","64"
"CAF/NA BENZ 125-125MG 2ML IJ","67"
"CAFFEINE CIT 60MG 3ML IJ","128"
"CAFFEINE CIT 60MG 3ML ORAL LQ","128"
"CAFFEINE LEVEL","142"
"CA-LA ENCEPHALITIS IGG AB","82"
"CA-LA ENCEPHALITIS IGM AB","85"
"CALCITONIN","120"
"CALCITONIN 200U/DOSE 3.7ML N/S","474"
"CALCITONIN 400U/2ML IJ","10562"
"CALCITRIOL 0.25MCG CP","10"
"CALCIUM BLOOD","22"
"CALCIUM IONIZED","138"
"CALCIUM IONIZED","129"
"CALCIUM URINE","39"
"CALMOSEPTINE 75GM ONT","5"
"CALPROTECTIN, FECAL","180"
"CALR MUTATION ANALYSIS","302"
"CAMPYLOBACTER EIA","140"
"CANALITH REPOSITIONING PROC","123"
"CANDIDA AG","100"
"CANDIDA ANTIGEN","90"
"CANISTER VAC WOUND","206"
"CANISTER VAC WOUND LARGE","333"
"CANNABINOIDS CONFIRM","167"
"CAPILLARY CELL HGB EVAL","56"
"CAPSAICIN 0.025% 60GM CR","4"
"CAPSAICIN 0.075% 60GM CR","6"
"CAPTOPRIL 12.5MG TB","1"
"CAPTOPRIL 25MG TB","1"
"CAPTOPRIL 50MG TB","1"
"CAPTOPRIL 6.25MG TB","1"
"CARB/LEV/ENTAC25-100-200MGTB","40"
"CARB/LEV/ENTAC37.5-150-200MGTB","40"
"CARBAMAZEPINE (TEGRETOL)","141"
"CARBAMAZEPINE 100MG 5ML LQ","6"
"CARBAMAZEPINE 100MG TBCH","2"
"CARBAMAZEPINE 100MG TBLA","5"
"CARBAMAZEPINE 200MG 10ML LQ","12"
"CARBAMAZEPINE 200MG TB","2"
"CARBAMAZEPINE 200MG TBLA","13"
"CARBAMAZEPINE XR 100MG CP","20"
"CARBAMAZEPINE XR 200MG CP","20"
"CARBAMIDE PEROX 10% 60ML TS","11"
"CARBIDOPA 25MG TB","11"
"CARBO-DEFICIENT TRANSFERRIN","181"
"CARBOPLATIN 50MG IJ (50MG)","83"
"CARBOPROST 250MCG/ML IJ","624"
"CARBOXHEMOGLOBIN QUANT","93"
"CARD THER PHASE 1 IP DAILY","136"
"CARD THER PHASE 2 W MON DAILY","162"
"CARD THER PHASE 3 W/O MON","157"
"CARDIAC STRESS TEST","892"
"CARDIAC STRESS TEST-ABORTED","892"
"CARDIOLIPIN IGA","103"
"CARDIOPULM RESUSCITATION","735"
"CARDIOVERSION","1030"
"CARISOPRODOL 350MG TB","2"
"CARNITINE ESTER","122"
"CARNITINE FREE","122"
"CARNITINE TOTAL","124"
"CAROTENE","79"
"CAROTENE SERUM TOTAL","79"
"CAROTID DUPLEX BILAT COMP","1114"
"CARVEDILOL 12.5MG TB","2"
"CARVEDILOL 25MG TB","2"
"CARVEDILOL 3.125MG TB","2"
"CARVEDILOL 6.25MG TB","2"
"CATECHOLAMINES BLOOD FRAC","113"
"CATH BROVIAC 2.7FR","857"
"CATH BROVIAC 4.2FR W/INTRODUCR","1139"
"CATH BROVIAC 6.6FR","1002"
"CATH CENTRAL VENOUS OXIMETRY","1221"
"CATH CURLED BENT NECK 615 LEFT","1198"
"CATH INTRAN IUP 200","208"
"CATH MAC 2.5MM 5FR SUCTION","106"
"CATH PACING BIPOLAR W/INTRO","1664"
"CATH PERITONEAL DIALYSIS","140"
"CATH PULMONARY ART","1216"
