"Description","Price"
"ADAPTER, LEAD","18702"
"ADAPTER, LEAD","25066"
"ADAPTER, LEAD","44491"
"ADAPTER, LEAD","55775"
"ADAPTOR SWIVEL ANGLE 525101","201"
"ADENOSINE 12MG 4ML IJ","141"
"ADENOSINE 60MG 20ML IJ","1851"
"ADENOSINE 6MG 2ML IJ","93"
"ADENOSINE 90MG 30ML IJ","2777"
"ADENOVIRUS ANTIBODY, SERUM","145"
"ADENOVIRUS ANTIGEN","106"
"ADENOVIRUS PCR","406"
"ADENOVIRUS TITER","84"
"ADHESION BARRIER","3274"
"ADHESION BARRIER","3544"
"ADL 15MIN OT","159"
"ADMINISTRATION FEE","146"
"ADRENAL ANGIO BILAT","6808"
"ADRENAL ANGIO LT","6243"
"ADRENAL ANGIO RT","6243"
"AEROBIKA OPEP DEVICE","488"
"AEROSOL COMPLEX PENTAM","252"
"AEROSOL TRTMNT INIT","188"
"AEROSOL TRTMNT SUBSEQ","188"
"AFB CULTURE (REFERRED)","144"
"AFB SMEAR","280"
"AFP TUMOR MARKER, SERUM","115"
"AIR CAST","169"
"AIRWAY RESISTANCE","223"
"ALBUMIN","106"
"ALBUMIN 25% 50ML IJ","797"
"ALBUMIN 5% 250ML IJ","797"
"ALBUMIN BODY FLUID","63"
"ALBUMIN BY NEPHELOMETRY","108"
"ALBUMIN OTHER SOURCE","108"
"ALBUMIN URINE","63"
"ALBUTEROL 0.042% 1.25MG 3ML IS","26"
"ALBUTEROL 0.083% 3ML IS","3"
"ALBUTEROL 0.5% 0.5ML IS","9"
"ALBUTEROL 0.5% 20ML IS","219"
"ALBUTEROL 2MG 5ML LQ","5"
"ALBUTEROL 2MG TB","3"
"ALBUTEROL 4MG TB","1"
"ALBUTEROL HFA 8GM INH","294"
"ALBUTEROL HFA 90MCG/PUFF","4"
"ALBUTEROL/IPRATROP 3ML INH","5"
"ALCOHOL","277"
"ALCOHOL DEHYD 1ML IJ","137"
"ALDOLASE","104"
"ALDOSTERONE BLOOD","325"
"ALDOSTERONE URINE","325"
"ALENDRONATE 70MG TB","22"
"ALFENTANIL 0.5MG/ML 2ML IJ","71"
"ALISKIREN HEMIFUMARATE 150MGTB","60"
"ALK PHOS BONE SPECIFIC","175"
"ALK1","703"
"ALKALINE AGAR ELECTROPHORESIS","139"
"ALKALINE PHOSPHATASE","133"
"ALLERGEN","97"
"ALLERGEN IGG","116"
"ALLERGEN, ANIMAL, FEATHER MIX","153"
"ALLOPURINOL 100MG TB","1"
"ALLOPURINOL 300MG TB","3"
"ALLOPURINOL 50MG TB","1"
"ALPHA 1 ANTITRYPSIN TOTAL","130"
"ALPHA FETOPROTEIN AMNIOTIC FL","187"
"ALPHA FETOPROTEIN SERUM","187"
"ALPHA FETOPROTEIN TOTAL & L3 %","254"
"ALPHA FETOPROTEIN TUMOR","206"
"ALPHA SUBUNIT, PIT, GLYCOPROTE","425"
"ALPRAZOLAM","263"
"ALPRAZOLAM 0.25MG TB","1"
"ALPRAZOLAM 0.5MG TB","1"
"ALPRAZOLAM 1MG TB","1"
"ALPROSTADIL 0.5MG 1ML IV","435"
"ALT (SGPT)","129"
"ALTEPLASE 1MG IJ  (2MG)","754.67"
"ALTEPLASE 1MG IJ (100MG)","420.08"
"ALTERNATE PATHWAY","318"
"ALUMINUM","201"
"AMANTADINE 100MG 10ML LQ","23"
"AMANTADINE 100MG CP","22"
"AMEBIASIS AB","123"
"AMIKACIN 1000MG 4ML IJ","116"
"AMIKACIN 500MG 2ML IJ","71"
"AMIKACIN 50MG 10ML DIL","93"
"AMIKACIN LEVEL","259"
"AMILORIDE 5MG TB","23"
"AMILORIDE/HCTZ 5-50MG TB","1"
"AMINO ACID FRACTION","367"
"AMINO ACID PROFILE","367"
"AMINO ACID SCREEN URINE","180"
"AMINOCAP AC 500MG TB","24"
"AMINOCAP AC 5GM 20ML IJ","20"
"AMINOLEVULINIC ACID BLOOD","139"
"AMINOPHYLLINE 250MG 10ML IV","205"
"AMINOPHYLLINE 500MG 20ML IV","7"
"AMIODARONE","407"
"AMIODARONE 150MG 100ML IV","229"
"AMIODARONE 150MG 3ML IJ","23"
"AMIODARONE 200MG TB","4"
"AMIODARONE 360MG 200ML IV","267"
"AMIODARONE 450MG 9ML IJ","59"
"AMIODARONE 900MG 18ML IJ","74"
"AMITRIPTYLINE (ELAVIL) and NOR","263"
"AMITRIPTYLINE 10MG TB","1"
"AMITRIPTYLINE 25MG TB","1"
"AMITRIPTYLINE 50MG TB","1"
"AMLODIPINE 2.5MG TB","3"
"AMLODIPINE 5MG TB","1"
"AMMONIA","274"
"AMMONIUM LAC 12% 225GM LT","20"
"AMNIO FETAL LUNG MATURITY","341"
"AMNISURE ROM TEST","497"
"AMOBARBITAL","263"
"AMOXI/ CLA 600MG 5ML LQ","15"
"AMOXI/CLA 1000MG XR TB","84"
"AMOXI/CLA 200MG/5ML 50ML LQ","119"
"AMOXI/CLA 250MG TB","84"
"AMOXI/CLA 250MG/5ML 75ML LQ","973"
"AMOXI/CLA 400MG/5ML 75ML LQ","224"
"AMOXI/CLA 500MG TB","27"
"AMOXI/CLA 600MG/5ML 75ML","155"
"AMOXI/CLA 875MG TB","22"
"AMOXICILLIN 250MG CP","3"
"AMOXICILLIN 250MG SUS ED DOSE","3"
"AMOXICILLIN 250MG TBCH","3"
"AMOXICILLIN 400MG 5ML LQ","3"
"AMOXICILLIN 4GM 50ML LQ","41"
"AMOXICILLIN 4GM 80ML LQ","60"
"AMOXICILLIN 500MG CP","3"
"AMOXICILLIN 875MG TB","7"
"AMPHOTERICIN B 50MG IV","237"
"AMPHOTERICIN B LIP 10MGIJ (50M","265.92"
"AMPICILLIN 125MG IJ","105"
"AMPICILLIN 1GM IJ","153"
"AMPICILLIN 250MG CP","1"
"AMPICILLIN 250MG IJ","27"
"AMPICILLIN 2GM IJ","111"
"AMPICILLIN 500MG CP","3"
"AMPICILLIN 500MG IJ","107"
"AMPICILLIN/SULBAC 1.5GM IJ","84"
"AMPICILLIN/SULBAC 3GM IJ","83"
"AMYL NITRITE 0.3ML AMP","8"
"AMYLASE BF","181"
"AMYLASE BLOOD","181"
"AMYLASE PANCREATIC","188"
"AMYLASE SALIVARY","188"
"AMYLASE URINE","181"
"AMYLASE, PANCREATIC FLUID","72"
"ANA IFA","266"
"ANA TITER","320"
"ANAEROBIC ISOLATE ID","350"
"ANAGRELIDE 0.5MG TB","123"
"ANASTROZOLE 1MG TB","5"
"ANCHOR","8"
"ANCHOR","1577"
"ANCHOR","1782"
"ANCHOR","1987"
"ANCHOR","2539"
"ANCHOR","2910"
"ANCHOR","3520"
"ANCHOR","3651"
"ANCHOR","3785"
"ANCHOR","5147"
"ANCHOR","5218"
"ANCHOR","8299"
"ANCHOR","8431"
"ANCHOR","8556"
"ANCHOR","17346"
"ANCHOR","501"
"ANCHOR","841"
"ANCHOR","2245"
"ANCHOR","3178"
"ANCHOR","3590"
"ANCHOR","4262"
"ANCHOR","8495"
"ANCHOR","8820"
"ANCHOR","165"
"ANCHOR","3114"
"ANCHOR","4058"
"ANCHOR","8083"
"ANCHOR","291"
"ANCHOR","4736"
"ANCHOR","6343"
"ANCHOR","5549"
"ANCHOR","222"
"ANCHOR","317"
"ANCHOR","1909"
"ANCHOR","4798"
"ANCHOR","11641"
"ANCHOR","330"
"ANCHOR","971"
"ANCHOR","1236"
"ANCHOR","210"
"ANCHOR","361"
"ANCHOR","1708"
"ANCHOR","89"
"ANCHOR","7483"
"ANCHOR","4523"
"ANCHOR","6411"
"ANCHOR","300"
"ANCHOR","4472"
"ANCHOR","1307"
"ANCHOR","278"
"ANCHOR","689"
"ANCHOR","904"
"ANCHOR","20"
"ANCHOR","37"
"ANCHOR","45"
"ANCHOR","64"
"ANCHOR","72"
"ANCHOR","103"
"ANCHOR","118"
"ANCHOR","128"
"ANCHOR","142"
"ANCHOR","151"
"ANCHOR","181"
"ANCHOR","196"
"ANCHOR","233"
"ANCHOR","247"
"ANCHOR","263"
"ANCHOR","367"
"ANCHOR","439"
"ANCHOR","568"
"ANCHOR","649"
"ANCHOR","757"
"ANCHOR","770"
"ANCHOR","1047"
"ANCHOR","1103"
"ANCHOR","1173"
"ANCHOR","1374"
"ANCHOR","1440"
"ANCHOR","1495"
"ANCHOR","1523"
"ANCHOR","1644"
"ANCHOR","1848"
"ANCHOR","2044"
"ANCHOR","2111"
"ANCHOR","2184"
"ANCHOR","2312"
"ANCHOR","2372"
"ANCHOR","2452"
"ANCHOR","2582"
"ANCHOR","2661"
"ANCHOR","2723"
"ANCHOR","2765"
"ANCHOR","2797"
"ANCHOR","2854"
"ANCHOR","2992"
"ANCHOR","3057"
"ANCHOR","3258"
"ANCHOR","3314"
"ANCHOR","3376"
"ANCHOR","3460"
"ANCHOR","3731"
"ANCHOR","3864"
"ANCHOR","3931"
"ANCHOR","3992"
"ANCHOR","4135"
"ANCHOR","4207"
"ANCHOR","4329"
"ANCHOR","4394"
"ANCHOR","4597"
"ANCHOR","4655"
"ANCHOR","4865"
"ANCHOR","4934"
"ANCHOR","5001"
"ANCHOR","5061"
"ANCHOR","5269"
"ANCHOR","5340"
"ANCHOR","5411"
"ANCHOR","5477"
"ANCHOR","5591"
"ANCHOR","5687"
"ANCHOR","5739"
"ANCHOR","5801"
"ANCHOR","5877"
"ANCHOR","5958"
"ANCHOR","6001"
"ANCHOR","6073"
"ANCHOR","6140"
"ANCHOR","6205"
"ANCHOR","6264"
"ANCHOR","6481"
"ANCHOR","6539"
"ANCHOR","6618"
"ANCHOR","6691"
"ANCHOR","6746"
"ANCHOR","6822"
"ANCHOR","6885"
"ANCHOR","6948"
"ANCHOR","7006"
"ANCHOR","7078"
"ANCHOR","7142"
"ANCHOR","7240"
"ANCHOR","7270"
"ANCHOR","7364"
"ANCHOR","7421"
"ANCHOR","7561"
"ANCHOR","7616"
"ANCHOR","7692"
"ANCHOR","7758"
"ANCHOR","7836"
"ANCHOR","7885"
"ANCHOR","7978"
"ANCHOR","8006"
"ANCHOR","8155"
"ANCHOR","8219"
"ANCHOR","8367"
"ANCHOR","8630"
"ANCHOR","8703"
"ANCHOR","8765"
"ANCHOR","8903"
"ANCHOR","8979"
"ANCHOR","9029"
"ANCHOR","9103"
"ANCHOR","9174"
"ANCHOR","9226"
"ANCHOR","9296"
"ANCHOR","9445"
"ANCHOR","9502"
"ANCHOR","9585"
"ANCHOR","9617"
"ANCHOR","9725"
"ANCHOR","9743"
"ANCHOR","9840"
"ANCHOR","9899"
"ANCHOR","9995"
"ANCHOR","10054"
"ANCHOR","10116"
"ANCHOR","10175"
"ANCHOR","10237"
"ANCHOR","10299"
"ANCHOR","10367"
"ANCHOR","10427"
"ANCHOR","10502"
"ANCHOR","10606"
"ANCHOR","10672"
"ANCHOR","10738"
"ANCHOR","10797"
"ANCHOR","10824"
"ANCHOR","10945"
"ANCHOR","10994"
"ANCHOR","11036"
"ANCHOR","11131"
"ANCHOR","11174"
"ANCHOR","11228"
"ANCHOR","11334"
"ANCHOR","11365"
"ANCHOR","11475"
"ANCHOR","11512"
"ANCHOR","11586"
"ANCHOR","11710"
"ANCHOR","11764"
"ANCHOR","11854"
"ANCHOR","11947"
"ANCHOR","11970"
"ANCHOR","12061"
"ANCHOR","12112"
"ANCHOR","12169"
"ANCHOR","12235"
"ANCHOR","12297"
"ANCHOR","12372"
"ANCHOR","12452"
"ANCHOR","12517"
"ANCHOR","12584"
"ANCHOR","12671"
"ANCHOR","12743"
"ANCHOR","12771"
"ANCHOR","12847"
"ANCHOR","12950"
"ANCHOR","12987"
"ANCHOR","13044"
"ANCHOR","13138"
"ANCHOR","13197"
"ANCHOR","13289"
"ANCHOR","13328"
"ANCHOR","13407"
"ANCHOR","13479"
"ANCHOR","13502"
"ANCHOR","13610"
"ANCHOR","13662"
"ANCHOR","13748"
"ANCHOR","13812"
"ANCHOR","13854"
"ANCHOR","13918"
"ANCHOR","13985"
"ANCHOR","14073"
"ANCHOR","14124"
"ANCHOR","14293"
"ANCHOR","14335"
"ANCHOR","14424"
"ANCHOR","14453"
"ANCHOR","14555"
"ANCHOR","14596"
"ANCHOR","14692"
"ANCHOR","14751"
"ANCHOR","14811"
"ANCHOR","14849"
"ANCHOR","14955"
"ANCHOR","15031"
"ANCHOR","15050"
"ANCHOR","15150"
"ANCHOR","15205"
"ANCHOR","15282"
"ANCHOR","15352"
"ANCHOR","15422"
"ANCHOR","15476"
"ANCHOR","15569"
"ANCHOR","15603"
"ANCHOR","15686"
"ANCHOR","15718"
"ANCHOR","15816"
"ANCHOR","15887"
"ANCHOR","15941"
"ANCHOR","15999"
"ANCHOR","16074"
"ANCHOR","16141"
"ANCHOR","16208"
"ANCHOR","16245"
"ANCHOR","16329"
"ANCHOR","16331"
"ANCHOR","16408"
"ANCHOR","16476"
"ANCHOR","16526"
"ANCHOR","16656"
"ANCHOR","16743"
"ANCHOR","16832"
"ANCHOR","16908"
"ANCHOR","16948"
"ANCHOR","16992"
"ANCHOR","17039"
"ANCHOR","17070"
"ANCHOR","17162"
"ANCHOR","17280"
"ANCHOR","17453"
"ANCHOR","17466"
"ANCHOR","17586"
"ANCHOR","17597"
"ANCHOR","17667"
"ANCHOR","17745"
"ANCHOR","17817"
"ANCHOR","17885"
"ANCHOR","17987"
"ANCHOR","18038"
"ANCHOR","18043"
"ANCHOR","18097"
"ANCHOR","18146"
"ANCHOR","18196"
"ANCHOR","18260"
"ANCHOR","18326"
"ANCHOR","18377"
"ANCHOR","18417"
"ANCHOR","18535"
"ANCHOR","18587"
"ANCHOR","18630"
"ANCHOR","18814"
"ANCHOR","18905"
"ANCHOR","18951"
"ANCHOR","19254"
"ANCHOR","19302"
"ANCHOR","19336"
"ANCHOR","19665"
"ANCHOR","19833"
"ANCHOR","19906"
"ANCHOR","19984"
"ANCHOR","20024"
"ANCHOR","20249"
"ANCHOR","20301"
"ANCHOR","20598"
"ANCHOR","20796"
"ANCHOR","20894"
"ANCHOR","20996"
"ANCHOR","21217"
"ANCHOR","21236"
"ANCHOR","21326"
"ANCHOR","21488"
"ANCHOR","21580"
"ANCHOR","21700"
"ANCHOR","21853"
"ANCHOR","21904"
"ANCHOR","21993"
"ANCHOR","22545"
"ANCHOR","22564"
"ANCHOR","22742"
"ANCHOR","23180"
"ANCHOR","23501"
"ANCHOR","23565"
"ANCHOR","23603"
"ANCHOR","23695"
"ANCHOR","24008"
"ANCHOR","24486"
"ANCHOR","24592"
"ANCHOR","24853"
"ANCHOR","25359"
"ANCHOR","26001"
"ANCHOR","26209"
"ANCHOR","26304"
"ANCHOR","26425"
"ANCHOR","26492"
"ANCHOR","26747"
"ANCHOR","26869"
"ANCHOR","26986"
"ANCHOR","26999"
"ANCHOR","27175"
"ANCHOR","27495"
"ANCHOR","27999"
"ANCHOR","28007"
"ANCHOR","28192"
"ANCHOR","28343"
"ANCHOR","28535"
"ANCHOR","28562"
"ANCHOR","28701"
"ANCHOR","29340"
"ANCHOR","29524"
"ANCHOR","29682"
"ANCHOR","29992"
"ANCHOR","30552"
"ANCHOR","30661"
"ANCHOR","30910"
"ANCHOR","31020"
"ANCHOR","31033"
"ANCHOR","31991"
"ANCHOR","32119"
"ANCHOR","32494"
"ANCHOR","32501"
"ANCHOR","32912"
"ANCHOR","32991"
"ANCHOR","33013"
"ANCHOR","33836"
"ANCHOR","33862"
"ANCHOR","34192"
"ANCHOR","34380"
"ANCHOR","34509"
"ANCHOR","35001"
"ANCHOR","35361"
"ANCHOR","35587"
"ANCHOR","35956"
"ANCHOR","36504"
"ANCHOR","36672"
"ANCHOR","37306"
"ANCHOR","37637"
"ANCHOR","37857"
"ANCHOR","37983"
"ANCHOR","38010"
"ANCHOR","38206"
"ANCHOR","38655"
"ANCHOR","39263"
"ANCHOR","39291"
"ANCHOR","39491"
"ANCHOR","39734"
"ANCHOR","39979"
"ANCHOR","40001"
"ANCHOR","40258"
"ANCHOR","40586"
"ANCHOR","40642"
"ANCHOR","40911"
"ANCHOR","41132"
"ANCHOR","41508"
"ANCHOR","41594"
"ANCHOR","41664"
"ANCHOR","41721"
"ANCHOR","42112"
"ANCHOR","42141"
"ANCHOR","42526"
"ANCHOR","42980"
"ANCHOR","43999"
"ANCHOR","44102"
"ANCHOR","44533"
"ANCHOR","44638"
"ANCHOR","44949"
"ANCHOR","46048"
"ANCHOR","46373"
"ANCHOR","46514"
"ANCHOR","46675"
"ANCHOR","46735"
"ANCHOR","46759"
"ANCHOR","46869"
"ANCHOR","46898"
"ANCHOR","46941"
"ANCHOR","47179"
"ANCHOR","47400"
"ANCHOR","47667"
"ANCHOR","47996"
"ANCHOR","48120"
"ANCHOR","48172"
"ANCHOR","48460"
"ANCHOR","48847"
"ANCHOR","49224"
"ANCHOR","49726"
"ANCHOR","50012"
"ANCHOR","50792"
"ANCHOR","51569"
"ANCHOR","52155"
"ANCHOR","52299"
"ANCHOR","52514"
"ANCHOR","53661"
"ANCHOR","53975"
"ANCHOR","54030"
"ANCHOR","54239"
"ANCHOR","54316"
"ANCHOR","54988"
"ANCHOR","55115"
"ANCHOR","55225"
"ANCHOR","55639"
"ANCHOR","55822"
"ANCHOR","56740"
"ANCHOR","56766"
"ANCHOR","56871"
"ANCHOR","57217"
"ANCHOR","57704"
"ANCHOR","57730"
"ANCHOR","57987"
"ANCHOR","58450"
"ANCHOR","58950"
"ANCHOR","59004"
"ANCHOR","59108"
"ANCHOR","59762"
"ANCHOR","59937"
"ANCHOR","65376"
"ANCHOR","88263"
"ANDROSTENEDIONE","245"
"ANES GEN MAIN EA ADD 15 MIN","739"
"ANES GEN MAIN FIRST 30 MIN","1568"
"ANES NON GAS MAIN EA ADD 15MIN","653"
"ANES NON GAS MAIN FIRST 30 MIN","1386"
"ANGIO EA ADD VES","3360"
"ANGIO FU W EXIST CATH","2299"
"ANGIOGRAPHY INTERNAL MAMMARY","2989"
"ANGIOGRAPHY SPINAL SELECT EA","4463"
"ANGIOTENSIN CONV ENZ","231"
"ANIDULAFUNGIN 100MG IJ","1073"
"ANIDULAFUNGIN 50MG IJ","608"
"ANKLE 3VW LT","548"
"ANKLE 3VW RT","548"
"ANKLE AP LAT LT","501"
"ANKLE AP LAT RT","501"
"ANOSCOPY","1656"
"ANTABUSE URINE","224"
"ANTI ADRENAL CORTEX AB","313"
"ANTI CENTROMERE AB","266"
"ANTI DIURETIC HORMONE","272"
"ANTI DNA D STRANDED","169"
"ANTI DNA S STRANDED","190"
"ANTI DNASE B","99"
"ANTI GRANULOCYTE AB","196"
"ANTI HISTONE AB","215"
"ANTI JO-1 IGG AB","221"
"ANTI MAG ANTIBODY","215"
"ANTI MITOCHONDRIAL AB","313"
"ANTI NEUTROPHIL CYTO AB IGG","196"
"ANTI NEUTROPHIL CYTO AB TITER","313"
"ANTI NUCLEAR AB","117"
"ANTI NUCLEAR AB IGG","200"
"ANTI PM1 ANTIBODY","215"
"ANTI STRIATED MUSCLE","313"
"ANTI-68 KD","358"
"ANTIBODY ELUTION","235"
"ANTIBODY ID","499"
"ANTIBODY ID ADDITIONAL","499"
"ANTIBODY SCREEN","193"
"ANTIBODY TITER","165"
"ANTIGEN SCREEN /UNIT","155"
"ANTIGEN SCREEN PATIENT","224"
"ANTI-MULLERIAN HORMONE","430"
"ANTI-SMITH AB","221"
"ANTISTREPTOLYSIN O TITER","113"
"ANTISTREPTOTYSIN O SCREEN","74"
"ANTITHROMBIN III ACT","124"
"ANTITHROMBIN III ANTIGEN ASSAY","124"
"ANTIVENIN SNAKE CROTAL EA VLIJ","25605"
"ANTIVENIN SPIDER BW L. MACTANS","490"
"AP SPECIAL STAIN II","311"
"AP50","253"
"APAP/BUT/CAF 325-50-40MG TB","1"
"APAP/OXYCO 325-10MG TB","20"
"APAP/OXYCO 325-5MG TB","3"
"APAP/OXYCO 325-7.5MG TB","19"
"APAP/TRAMADOL 325-37.5MG TB","38"
"APC RESISTANCE PANEL","123"
"APIXABAN 2.5MG TB","84"
"APIXABAN 5MG TB","84"
"APOE GENOTYPING","1095"
"APOLIPROTEIN A1","113"
"APOLIPROTEIN B","113"
"APP MLTLAY COMP LWR LEG BILTRL","486"
"APP OF FOREARM CAST","1072"
"APPL MULTLAY COMP LWR LEG LT","352"
"APPL MULTLAY COMP LWR LEG RT","352"
"APPLICATION ON-BODY INJECTOR","138"
"APPLY FINGER SPLINT","351"
"APPLY FOREARM SPLINT","351"
"APPLY FOREARM SPLINT - DYNAMIC","900"
"APPLY LONG ARM SPLINT","793"
"APPLY LONG LEG SPLINT","530"
"APPLY LOWER LEG SPLINT","351"
"APRACLONIDINE 0.5% 0.05ML OPS","14"
"APRACLONIDINE 0.5% 5ML OPS","1156"
"APRACLONIDINE 1% 0.1ML OPS","264"
"APREPITANT 125MG CP","1994"
"APREPITANT 40MG CP","1141"
"APREPITANT 80MG CP","1478"
"APT (FETAL HEMOGLOBIN)","121"
"AQUAPHOR 100GM ONT","3"
"AQUATIC THER 15MIN PT","174"
"ARGATROBAN 1MG IJ (250MG)","40.25"
"ARGATROBAN 1MG IJ(125MG)","28.04"
"ARGINAIDE PROTEIN SUPPLEMENT","8"
"ARIPIPRAZOLE 10MG TB","287"
"ARIPIPRAZOLE 15MG TB","287"
"ARIPIPRAZOLE 2.5MG TB","192"
"ARIPIPRAZOLE 2MG TB","287"
"ARIPIPRAZOLE 5MG TB","287"
"ARM INFANT LT","380"
"ARM INFANT RT","380"
"ARM NONVAS COMP LT","847"
"ARM NONVAS COMP RT","847"
"ARM NONVAS LMTD LT","747"
"ARM NONVAS LMTD RT","747"
"ARSENIC BLOOD","266"
"ARSENIC TRIOXIDE 1MG IJ (10MG)","422.04"
"ARSENIC URINE","234"
"ART DOPP LWR EXT PRESS LMTD WO","916"
"ART DOPP LWR EXT PRESS LT WO","1421"
"ART DOPP LWR EXT PRESS RT WO","1421"
"ART DOPP LWREXT PRESS BILAT WO","1421"
"ART DOPP UP EXT LT PRESS WO","1421"
"ART DOPP UP EXT PRESS BILAT WO","1421"
"ART DOPP UP EXT PRESS LMTD WO","916"
"ART DOPP UP EXT RT PRESS WO","1421"
"ART DUPLEX LOWER EXT LT","1142"
"ART DUPLEX LOWER EXT RT","1142"
"ART DUPLEX LWR EXT BILAT COMP","2153"
"ART DUPLEX UPPER EXT BIL COMP","2074"
"ART DUPLEX UPPER EXT LT","1077"
"ART DUPLEX UPPER EXT RT","1077"
"ART LINE PLACEMENT","1775"
"ARTERIAL PUNCTURE","107"
"ASCORBIC ACID 500MG 1ML IJ","4"
"ASPERGIL GALAC AG","190"
"ASPERGILLUS AB BY CF","123"
"ASPERGILLUS AB BY ID","184"
"ASPERGILLUS FUMIGATUS AB IGG","129"
"ASPIRIN ASSAY","212"
"AST (SGOT)","89"
"ATENOLOL 12.5MG TB","1"
"ATENOLOL 25MG TB","1"
"ATENOLOL 50MG TB","1"
"ATENOLOL/CHLORTH 50-25MG TB","1"
"ATIVAN","263"
"ATOMOXETINE 40MG CP","116"
"ATORVASTATIN 10MG TB","5"
"ATORVASTATIN 20MG TB","6"
"ATORVASTATIN 80MG TB","15"
"ATRACURIUM 10MG 1ML IJ","22"
"ATROP/HYO/PBAR/SCOP TB","7"
"ATROPINE 0.25MG 5ML SYG IJ","119"
"ATROPINE 0.4MG/ML 1ML IJ","22"
"ATROPINE 0.4MG/ML 20ML IJ","252"
"ATROPINE 1% 5ML OPS","221"
"ATROPINE 1MG 10ML SYG IJ","41"
"ATROPINE 1MG 1ML IJ","47"
"ATTACHMENT DRAIN TUBE","70"
"AUDIO PURE TONE AST 15MIN SP","177"
"AUDIO PURE TONE AST 30MIN SP","177"
"AUTOLOGOUS FEE","461"
"AZACITIDINE 100MG INJ","4626"
"AZACITIDINE 1MG IJ SQ (100MG)","46.26"
"AZATHIOPRINE 50MG TB","20"
"AZELASTINE 137MCG 30ML N/S","1050"
"AZITHROMYCIN 200MG SUS ED DOSE","29"
"AZITHROMYCIN 250MG TB","60"
"AZITHROMYCIN 300MG 15ML LQ","252"
"AZITHROMYCIN 500MG IV","117"
"AZITHROMYCIN 600MG 15ML LQ","252"
"AZTREONAM 1GM IJ","711"
"AZTREONAM 2GM IJ","1197"
"B GLUCURONIDASE CSF","278"
"B PERTUSS IGA BLOT","106"
"B PERTUSS IGG BLOT","106"
