"PROC
#",Procedure Description,"IP
Price","OP
Price",
90,BUR ROUND CARBIDE STRYKER,246,246,
91,BUR ROUND STRYKER 5.0,331,331,
92,BUR STRYKER,719,719,
93,C DIFFICILE TOXIN A AND B EIA,149,149,
94,C02 EXPIRED GAS DETERM DAILY,552,552,
95,CA 19-9,153,153,
96,CALCIUM,88,88,
97,CALCIUM IONIZED,152,152,
98,CALCIUM URINE,45,45,
99,CALIFORNIA ENCEPHALITIS,90,90,
100,CALPROTECTIN,160,160,
101,CANCER ANTIGEN 125,153,153,
102,CANCER SCREEN COLONOSCOPY HI RISK,"2,316","2,316",
103,CANDIDA SPECIES DP,144,144,
104,CANNULA TWISTN,182,182,
105,CARBAMAZEPINE TOTAL,117,117,
106,CARBON MONOXIDE DIFF (DLCO),413,413,
107,CARBOXYHEMOGLOBIN,203,203,
108,CARCINOEMBRYONIC ANTIGEN,139,139,
109,CARDIAC REHAB MONITORED OP,272,272,
110,CARDIAC REHAB PHYS SPV W/O CONT ECG,261,261,
111,CARDIOLIPIN ANTIBODY EACH LG C,225,225,
112,CARDIOVERSION EXTERNAL,"1,590","1,590",
113,CAST TOTAL CONTACT,641,641,
114,CATECHOLAMINE FRACT 24 HR U,185,185,
115,CATH ACCUCATH INTRAVASC ALL SIZES,179,179,
116,CATH FOLEY 3W ALL SIZES,84,84,
117,CATH NEXIVA,35,35,
118,CATH URETERAL 30,75,75,
119,CAUT CHEM TISSUE GRANULATION,453,453,
120,CAUTERY ELECTRODE LEEP 75,132,132,
121,CAUTERY ELECTRODE LOOP 225,663,663,
122,CAUTERY SUCTION COAG 40,102,102,
123,CBC W/AUTO DIFF OTHER,118,118,
124,CBC WITHOUT DIFFERENTIAL,98,98,
125,CELL COUNT MISC FLUID,128,128,
126,CELL COUNT MISC FLUID W/DIF,236,236,
127,CF HFO STATIC,105,105,
128,CF WHFO STATIC,145,145,
129,CF WHO STATIC,109,109,
130,CHLAMYDIA TRACH AMP PROBE T,402,402,
131,CHLORIDE RANDOM URINE,39,39,
132,CHOLESTEROL HDL,61,61,
133,CHOLESTEROL SERUM,37,37,
134,CLIA OCCULT BLOOD GAS FLUID,58,58,
135,CLIP APPLIER MULTIPLE LIGAMAX5,"1,001","1,001",
136,CLIP APPLIER UNIVERSAL EPIX,570,570,
137,CLOSTRIDIUM DIFFICILE TOXINGENES,241,241,
138,CMV IGM,172,172,
139,COLLECT BLOOD PORT/ACCESS DVC,112,112,
140,COLONOSCOPY FLEX DX,"2,955","2,955",
141,COLONOSCOPY FLEX W/INJ SUBMUC,"3,210","3,210",
142,COLONOSCOPY SCRN PT NOT HI RISK,"2,316","2,316",
143,COLONOSCOPY THRU STOMA,"1,730","1,730",
144,COLONOSCOPY W BAND LIGATION,"3,748","3,748",
145,COLONOSCOPY W/ABLATION,"4,323","4,323",
146,COLONOSCOPY W/BIOPSY,"3,210","3,210",
147,COLONOSCOPY W/HOT FORCEP,"3,644","3,644",
148,COLONOSCOPY W/REMOVE BY SNARE,"4,063","4,063",
149,COMPATIBILITY TEST-ELECTRONIC,551,551,
150,COMPLEMENT C1Q QUAN,89,89,
151,COMPREHENSIVE METABOLIC PAN,369,369,
152,CONCENTRATION FOR INF AGENT,64,64,
153,CORTISOL TOTAL,120,120,
154,CPAP INIT/MANAGEMENT FIRST DAY,375,375,
155,C-PEPTIDE,191,191,
156,CPR,"1,567","1,567",
157,C-REACTIVE PROTEIN,131,131,
158,CREATINE KINASE (CPK) TOTAL,103,103,
159,CREATININE ISTAT,73,73,
160,CREATININE URINE,59,59,
161,CRITICAL CARE >74 PER 30 MIN,791,791,
162,CRITICAL CARE 30-74 ADDL SVC,"2,903","2,903",
163,CROSSMATCH,551,551,
164,CRYSTAL ID LIGHT MICRO,53,53,
165,CT ABDOMEN AND PELVIS W AND W/O CONT,"3,712","3,712",
166,CT ABDOMEN AND PELVIS W CONT,"3,093","3,093",
167,CT ABDOMEN AND PELVIS W/O CONT,"2,615","2,615",
168,CT ABDOMEN W AND W/O CONTRAST,"2,421","2,421",
169,CT ABDOMEN W/CONTRAST,"1,934","1,934",
170,CT ABDOMEN W/O CONTRAST,"1,581","1,581",
171,CT CHEST W AND W/O CONTRAST,"2,288","2,288",
172,CT CHEST W/CONTRAST,"1,865","1,865",
173,CT CHEST W/O CONTRAST,"1,480","1,480",
174,CT C-SPINE W/O CONTRAST,"1,782","1,782",
175,CT HEAD/BRAIN W/CONTRAST,"2,051","2,051",
176,CT HEAD/BRAIN W/O CONTRAST,"1,422","1,422",
177,CT HEADBRAIN W AND WO CONTRAST,"2,486","2,486",
178,CT LOW EXT W/CONTRAST RT,"1,894","1,894",
179,CT LOW EXT W/O CONTRAST RT,"1,673","1,673",
180,CT LOWEXT W AND WO CONTRAST RT,"2,075","2,075",
181,CT L-SPINE W/CONTRAST,"2,088","2,088",
182,CT L-SPINE W/O CONTRAST,"1,782","1,782",
183,CT MAXILLOFACIAL W/CONTRAST,"1,608","1,608",
184,CT MAXILLOFACIAL W/O CONTRA,"1,301","1,301",
185,CT NECK W AND W/O CONTRAST,"2,467","2,467",
186,CT NECK W/CONTRAST,"1,976","1,976",
187,CT NECK W/O CONTRAST,"1,311","1,311",
188,CT ORBIT/SELLA/FOSSA/EAR W/CON,"1,806","1,806",
189,CT ORBIT/SELLA/FOSSA/EAR W/O CON,"1,539","1,539",
190,CT PELVIS W AND W/O CONTRAST,"1,935","1,935",
191,CT PELVIS W/CONTRAST,"1,733","1,733",
192,CT PELVIS W/O CONTRAST,"1,305","1,305",
193,CT T-SPINE W/CONTRAST,"1,892","1,892",
194,CT T-SPINE W/O CONTRAST,"1,720","1,720",
195,CT UP EXT W AND WO CONTRAST LT,"2,241","2,241",
196,CT UP EXT W/CONTRAST RT,"2,088","2,088",
197,CT UP EXT W/O CONTRAST RT,"1,658","1,658",
198,CTA ABDOMEN AND PELVIS W AND W/O CONTRAST,"3,155","3,155",
199,CTA ABDOMEN W AND W/O CONTRAST,"2,049","2,049",
200,CTA ABDOMINAL AORTA W/RUNOF,"2,442","2,442",
201,CTA CHEST W AND W/O CONT,"2,098","2,098",
202,CTA HEAD W AND W/O CONT,"2,155","2,155",
203,CTA LOW EXT W AND W/O CONT LT,"1,908","1,908",
204,CTA NECK W AND W/O CONT,"1,915","1,915",
205,CTA PELVIS W AND W/O CONTRAST,"1,817","1,817",
206,CULT BACTERIA BLOOD,84,84,
207,CULT FUNGI,133,133,
208,CULT PATHOGENIC ORGAN SCRN,104,104,
209,CULT STOOL ADDITIONAL PATHO,103,103,
210,CULT STOOL SALMONELLA SHIGE,239,239,
211,CULT TYPE ID BY NUCLEIC ACI,158,158,
212,CULTURE AFB,113,113,
213,CULTURE ANAEROBIC,338,338,
214,CULTURE BACTERIA AEROBIC,94,94,
215,CUP CHEST COMPRESSION DISP,256,256,
216,CUSHION CHAIR,109,109,
217,CUTTER LINEAR RELOADABLE 75MM,451,451,
218,CYCLIC CITRULLINATED PEPTID,133,133,
219,CYTOMEGALOVIRUS NEG UNIT CHARGE,106,106,
220,CYTOPATH NONGYN LB W/INTERP,695,695,
221,D DIMER QUAN ULTRA SEN,375,375,
222,DEBRIDE SKIN/SUBQ TISSUE,667,667,
223,DEBRIDEMENT SELECT 1ST  20 SQ CM,"1,206","1,206",
224,DEMO/EVAL SVN/IPPB/MDI,375,375,
225,DEOXYRIBONUCLEIC ACID ANTIB,101,101,
226,DERMABOND,130,130,
227,DERMABOND 0.5ML HI VISCOSITY,150,150,
228,DERMABOND 0.7ML,136,136,
229,DERMABOND 100,165,165,
230,DERMABOND ADHESIVE SKIN MINI,76,76,
231,DERMABOND ADVANCED,125,125,
232,DERMABOND PRINEO ETHICON,760,760,
233,DERMACARRIER 2195/12/13/14 ZIM,214,214,
234,DEVICE ABSRB WND CLOSR,192,192,
235,DEVICE FIXATN ABSORBATACK 30X,"2,184","2,184",
236,DEVICE LIGASURE LAP SEALER/DIVIDER,"3,396","3,396",
237,DEVICE TISSUE REMOVAL,"4,236","4,236",
238,DIFFERENTIAL MANUAL,26,26,
239,DIGOXIN,98,98,
240,DILATION ESOPHAGUS SOUND OR BO,"1,148","1,148",
241,DISK METHOD SENSITIVITY,51,51,
242,DISSECTOR ENDOSCOPIC BLUNT TIP,29,29,
243,DOPP SEG PRESS LWR LTD,344,344,
244,DRAIN FLAT 10MM TROICE,172,172,
245,DRAIN PLEUREVAC ADULT,182,182,
246,DRAIN PLEUREVAC ALL SIZES,182,182,
247,DRAIN WOUND SILICONE 10FR,63,63,
248,DRESS/DEBR BURN W/O ANES SM,307,307,
249,DRESSING EPISTAXIS ALL SIZES,105,105,
250,DRESSING HEMOSTAT SURGICEL 2X3,355,355,
251,DRESSING PRISMA MATRIX 4.34 SI,159,159,
252,DRESSING QUICK CLOT 5 X 5,460,460,
253,DRESSING SURGICEL,"1,219","1,219",
254,DRILL,"1,194","1,194",
255,DRILLBIT 1.0 - 3.5,355,355,
256,DRILLBIT 175,657,657,
257,DRILLBIT 2.0 140MM QC,615,615,
258,DRILLBIT 2.0-3.5 125-180MM,390,390,
259,DRILLBIT 2.7MM/3.5MM SYNTHES,"1,540","1,540",
260,DRILLBIT 2.8/2.9 QC 150-165MM,432,432,
261,DRILLBIT 225,919,919,
262,DRILLBIT 250,"1,038","1,038",
263,DRILLBIT 275,"1,069","1,069",
264,DRILLBIT 3.2MM 3 FLUTED,942,942,
265,DRILLBIT 300,"1,182","1,182",
266,DRILLBIT 375,852,852,
267,DRILLBIT 4.5MM,"2,211","2,211",
268,DRILLBIT 450,"1,709","1,709",
269,DRILLBIT 80,238,238,
270,DRILLBIT 800,"2,426","2,426",
271,DRILLBIT CANNULATD 5.0X300MM,"1,520","1,520",
272,DRILLBIT STANDARD 1.9-4.0MM,563,563,
273,DRUG SCREEN SINGLE,427,427,
274,DSG ADAPTIC TOUCH 8X12.75,75,75,
275,DSG AQUACEL 6X6,154,154,
276,DSG AQUACEL AG RIBBON 3/4X18,89,89,
277,DSG COBAN 2 LAYER COMPRESS SYS,82,82,
278,DSG DRAWTEX 4X4,76,76,
279,DSG MEPILEX AG 6X6,127,127,
280,DSG MEPILEX BORDER SACRUM 7.2,44,44,
281,DSG MEPILEX BORDER SACRUM 9.2,475,475,
282,DSG POLYMEM SILVER 4.25X4.25,38,38,
283,DSG SILVASORB GEL,128,128,
284,DUPLEX ABD ART/VENOUS LIMITED,703,703,
285,DUPLEX AORTA/ILIAC COMPLETE,793,793,
286,DUPLEX ART UPP EXTREM BILAT,827,827,
287,DUPLEX ARTERIAL FLOW; COMPL,"1,439","1,439",
288,DUPLEX EXT VEINS BILAT,"2,125","2,125",
289,DUPLEX EXT VEINS; UNIL/LIMIT,"1,298","1,298",
290,DUPLEX EXTRACRANIAL/CAROTID BI,803,803,
291,DUPLEX LE ART/BPG; BILAT,"1,456","1,456",
292,DUPLEX LE ART/BPG; UNIL/LIMIT,751,751,
293,DUPLEX UE ART/BPG; UNIL/LIMIT,562,562,
294,DX OPHTHAL B SCAN US,738,738,
295,EAST EQUINE ENCEPHALITIS,90,90,
296,ECHO 2D COMPL SPEC AND COLOR DOP,"2,502","2,502",
297,ECHO 2D W/ OR W/O M-MODE LIMIT,923,923,
298,ECHO 2D W/CONTRAST LIMITED,923,923,
299,ECHO 2D W/WO CONT SPECT/COLOR,"2,502","2,502",
300,ECHO AWAKE TEE,"4,193","4,193",
301,ECHO COLOR FLOW VELOCITY MAP,605,605,
302,ECHO TRANSTHORACIC,"2,502","2,502",
303,ECHO W/WO CONT/PHARM/ECG/PHYS,"2,502","2,502",
304,EGD DIAGNOSTIC,"2,178","2,178",
305,EGD W/BIOPSY,"2,991","2,991",
306,EGD W/ESOPH BALLOON DILATION,"2,715","2,715",
307,EGD W/REMOVE FB,"3,149","3,149",
308,EGD W/TUMOR/POLYP REMOVE SNARE,"3,487","3,487",
309,EGFR GENE ANALYSIS,"1,761","1,761",
310,EHRLICHIA HE IGG OR IGM TIT,154,154,
311,EKG ROUTINE TRACING ONLY,255,255,
312,ELASTASE 1,125,125,
313,ELECTRODE LLETZ,109,109,
314,ELECTROLYTES,61,61,
315,ENDO W/BIOPSY SINGLE/MULT,"1,882","1,882",
316,ENZYME DETECTION BETA LACTA,50,50,
317,ER VISIT LEVEL 1,360,360,
318,ER VISIT LEVEL 2,559,559,
319,ER VISIT LEVEL 3,905,905,
320,ER VISIT LEVEL 4,"1,444","1,444",
321,ESTROGEN RECEPTOR ASSAY,"1,120","1,120",
322,ETHYLENE GLYCOL Q,110,110,
323,EVAL FLUENCY 91-120 MIN,593,593,
324,EVAL SPEECH ONLY 0-30 MIN,495,495,
325,EVAL SPEECH/LANG 31-60 MIN,"1,036","1,036",
326,EVAL VOICE 61-90 MIN,567,567,
327,EVENT TRANSMISSION AND ANALYSIS,"1,059","1,059",
328,F2,359,359,
329,F5,461,461,
330,FATS OR LIPIDS FECES QUAL,93,93,
331,FECAL FAT QUANTITATIVE,116,116,
332,FERRITIN,100,100,
333,FIBRINOGEN,106,106,
334,FINGER/HEEL/EAR STICK,20,20,
335,FIXATOR EXT WIRE BOLT,"1,525","1,525",
336,FIXATOR EXTERNAL BOLT,522,522,
337,FIXATOR EXTERNAL BUSHING,719,719,
338,FIXATOR EXTERNAL CUBE,"1,414","1,414",
339,FIXATOR EXTERNAL FRAME,"25,194","25,194",
340,FIXATOR EXTERNAL NUT,224,224,
341,FIXATOR EXTERNAL POST,"1,743","1,743",
342,FLOW CELL SURF MARKR TC 1ST 1,"1,120","1,120",
343,FLOW CELL SURF MARKR TC ADDL,136,136,
344,FLOW CYTO INTRP 16 + MARKR 1,553,553,
345,FLUTTER VALVE INITIAL,229,229,
346,FLUTTER VALVE RX SUBSEQUENT,141,141,
347,FOLATES SERUM,108,108,
348,FRESH FROZEN PLASMA PROC,100,100,
349,GARDNERELLA VAGINALIS DP,144,144,
350,GAS DILUTION-LUNG VOLUMES,326,326,
351,GEL SILVA SORB,105,105,
352,GENTAMICIN RANDOM,123,123,
353,GGT,162,162,
354,GIARDIA SPECIFIC ANTIGEN EI,163,163,
355,GLUCOSE BLOOD,57,57,
356,GLUCOSE FLUID,141,141,
357,GLUCOSE METER BLOOD,39,39,
358,GLUCOSE TOLERANCE 3 SPECIME,83,83,
359,GLUCOSE TOLERANCE ADDL SPEC,30,30,
360,GONADOTROPIN CHORIONIC QUAN,259,259,
361,GRASPER LAPAROSCOPIC,178,178,
362,GRASPER REPOSABLE CARTRIDGE,270,270,
363,GUIDE FIBERSTICK ARTHREX,363,363,
364,GUIDE PIN 3.2X230MM ZMR,150,150,
365,GUIDEWIRE 1.1-1.25MM THREAD,142,142,
366,GUIDEWIRE 1.4MM,87,87,
367,GUIDEWIRE 30,76,76,
368,GUIDEWIRE 60,182,182,
369,GUIDEWIRE THREADED 2.0/2.8MM,219,219,
370,H PYLORI ANTIGEN STOOL EIA,185,185,
371,HAEMOPHILUS INFLUENZA 3520,116,116,
372,HAPTOGLOBIN,93,93,
373,HARMONIC ACE + SHEARS 23CM,"1,831","1,831",
374,HARMONIC ACE + SHEARS 36CM,"3,651","3,651",
375,HARMONIC ACE HANDPIECE 36CM,"3,582","3,582",
376,HEAVY METAL QUAN EACH,274,274,
377,HEMATOCRIT (H/H),22,22,
378,HEMATOCRIT FLUID,35,35,
379,HEMOGLOBIN (H/H),23,23,
380,HEMOGLOBIN A1C,105,105,
381,HEMOSTATIC AGENT 100,719,719,
382,HEMOSTATIC AGENT 400,960,960,
383,HEMOSTATIC AGENT 4-8 ETHICON,719,719,
384,HEMOSTATIC AGENT ARISTA AH,"1,340","1,340",
385,HEPATIC FUNCTION PANEL,234,234,
386,HEPATITIS A AB TOTAL,91,91,
387,HEPATITIS B SURF AB,109,109,
388,HEPATITIS B SURF AG,86,86,
389,HEPATITIS C AB,176,176,
390,HEPATITIS C QUANTIFICATION,323,323,
391,HERPES SIMPLEX AB TYPE 1,97,97,
392,HERPES SIMPLEX NONSPECIFIC,90,90,
393,HERPES SIMPLEX VIRUS AMP PROBE,637,637,
394,HISTOPLASMA AG,91,91,
395,HIV 1 ANTIGENS W/HIV 1 & 2 AB,176,176,
396,HIV1 AG W HIV1 AND 2 AB,176,176,
397,HLA MATCH ARC,189,189,
398,HOLTER SCAN ANALYSIS UP TO 48 HRS,"1,122","1,122",
399,HOLTER SCAN/REC/HKUP/DISC 48 HR,"1,062","1,062",
400,HOMOCYSTEINE,162,162,
401,HOMOGENIZATION TISSUE,66,66,
402,IA ANALYTE QUAL SEMI QUAN,92,92,
403,IDENTIFICATION AEROBIC,61,61,
404,IDENTIFICATION ANAEROBIC,69,69,
405,IDENTIFICATION MOLD,158,158,
406,IDENTIFICATION YEAST,147,147,
407,IMMOBILIZER KNEE 70,90,90,
408,IMMOBILIZER KNEE OTS,116,116,
409,IMMUNO EACH ADDL ANTIBODY STAIN,230,230,
410,IMMUNOFIXATION W/INTERPRET,164,164,
411,IMMUNOGLOBULIN G,68,68,
412,IMPLANT ANCHOR SUTURE,"1,707","1,707",
413,IMPLANT ANCHOR SUTURE SWIVELCK,"2,100","2,100",
414,IMPLANT BEAM FUSION,"5,408","5,408",
415,IMPLANT BENGAL STAKBLE CAGE SYS,"8,044","8,044",
416,IMPLANT BOLT,"5,337","5,337",
417,IMPLANT BOLT/NUT,747,747,
418,IMPLANT BONE MATRIX 5CC,"6,175","6,175",
419,IMPLANT EYE RING MALYUGIN,782,782,
420,IMPLANT FEMORAL COMPONENT,"4,940","4,940",
421,IMPLANT FEMORAL HEAD 22-36MM,"3,242","3,242",
422,IMPLANT HAMMERTOE PHALINX,"3,507","3,507",
423,IMPLANT HIP LINER ELEVATD/NEUTRL ZIM,"3,575","3,575",
424,IMPLANT HIP STEMS VERSYS STANDARD,"6,634","6,634",
425,IMPLANT HIP TOT ACETAB SHELL 38-80MM,"3,640","3,640",
426,IMPLANT HIP TOT BIPOLR LINR,"1,188","1,188",
427,IMPLANT HIP TOT BIPOLR SHELL,"2,400","2,400",
428,IMPLANT HIP TOT FEM HEAD 12/14,"1,485","1,485",
429,IMPLANT HIP TOT STEM FM VERS,"7,128","7,128",
430,IMPLANT KNEE FEM UNI HI FLX,"6,176","6,176",
431,IMPLANT KNEE PAT LCS/PFC SIGMA,"1,838","1,838",
432,IMPLANT KNEE PATELLA 900,"1,497","1,497",
433,IMPLANT KNEE TIB INSERT,"3,430","3,430",
434,IMPLANT KNEE TIBIAL TRAY,"3,885","3,885",
435,IMPLANT KNEE TOT ART SURF NEXGN,"2,494","2,494",
436,IMPLANT KNEE TOT FEM COMP POROUS,"7,833","7,833",
437,IMPLANT KNEE TOT UNI ART SURF,"1,578","1,578",
438,IMPLANT MESH PARIETEX PROGRIP,"1,279","1,279",
439,IMPLANT MESH PARIETEX VENTRAL PATCH,"2,868","2,868",
440,IMPLANT MESH PARIETX PROGRIP 20X15CM,"1,184","1,184",
441,IMPLANT MESH SFT,301,301,
442,IMPLANT MESH VENTRAL PATCH,"1,863","1,863",
443,IMPLANT NAIL HUMERL MULTILOC,"4,274","4,274",
444,IMPLANT PIN 200,781,781,
445,IMPLANT PIN DISTRACTOR SYNTHES,582,582,
446,IMPLANT PIN RUSH MEDULLARY 4.8 MM,461,461,
447,IMPLANT PIN STYLE 5/6 229MM,41,41,
448,IMPLANT PIN STYLE 5/6 229MM ZMR,89,89,
449,IMPLANT PLATE,"3,588","3,588",
450,IMPLANT PLATE 1100,"3,519","3,519",
451,IMPLANT PLATE 1300,"5,712","5,712",
452,IMPLANT PLATE 2.4/2.7 VA LCK STR FUSN 4HL,"3,214","3,214",
453,IMPLANT PLATE 2.7-3.5 TUB COMP,633,633,
454,IMPLANT PLATE 3.5 1/3 TUB 5H 68MM,645,645,
455,IMPLANT PLATE 49/119MM,759,759,
456,IMPLANT PLATE 850,"3,400","3,400",
457,IMPLANT PLATE EAGL/SKY LVL 3 4 5,"3,588","3,588",
458,IMPLANT PLATE LCP/DCP 4-7HL,696,696,
459,IMPLANT PLATE MTP/TMT,"3,685","3,685",
460,IMPLANT PLATE ORLNK/UNI/EDG/MAX,"3,262","3,262",
461,IMPLANT PLATE TIBIAL ZIMMER,"2,993","2,993",
462,IMPLANT PLATE ULS 3.5 1/3 TUB,717,717,
463,IMPLANT PLATE VERSA FX,"1,719","1,719",
464,IMPLANT PLATE Y,"3,476","3,476",
465,IMPLANT PORT POWERPORT 8FR,"1,584","1,584",
466,IMPLANT SCREW,"1,265","1,265",
467,IMPLANT SCREW 175,719,719,
468,IMPLANT SCREW 2.7 COR SELF TAP 10-60,185,185,
469,IMPLANT SCREW 200,619,619,
470,IMPLANT SCREW 275,957,957,
471,IMPLANT SCREW 33MM HEADED,479,479,
472,IMPLANT SCREW 375,"1,382","1,382",
473,IMPLANT SCREW 4.0 CAN 10-72MM,"1,598","1,598",
474,IMPLANT SCREW 4.0 CAN PT 10-60MM,84,84,
475,IMPLANT SCREW 4.0 LONG/SHRT THRD,"1,344","1,344",
476,IMPLANT SCREW 425,"1,252","1,252",
477,IMPLANT SCREW 475,"1,812","1,812",
478,IMPLANT SCREW 50,198,198,
479,IMPLANT SCREW 500,"2,074","2,074",
480,IMPLANT SCREW 6.5/7.3 20-180MM,"1,071","1,071",
481,IMPLANT SCREW AR1926B ARTHREX,"1,890","1,890",
482,IMPLANT SCREW BIOCOMPOSITE,"1,469","1,469",
483,IMPLANT SCREW BONE SELF TAP,566,566,
484,IMPLANT SCREW CANNULATD DS,"1,071","1,071",
485,IMPLANT SCREW COMPRESSION ZMR,324,324,
486,IMPLANT SCREW CORT 2.7/3.5 6-110,122,122,
487,IMPLANT SCREW CORT 4.5 LRG HEX SLFTAP,109,109,
488,IMPLANT SCREW CORT CANCELL 2.0/4.0,97,97,
489,IMPLANT SCREW CORTEX SELF TAP,102,102,
490,IMPLANT SCREW LOCK,643,643,
491,IMPLANT SCREW LOCK SELF TAP 3.5,519,519,
492,IMPLANT SCREW LOCK/NONLOCK 8-60,87,87,
493,IMPLANT SCREW MAGNA FX 7.0MM,854,854,
494,IMPLANT SCREW PERI LOCK 3.5 12-60,696,696,
495,IMPLANT SCREW SKY/AEGIS/UNI/EGL,"1,329","1,329",
496,IMPLANT SCREW THREADED 4.0,"1,153","1,153",
497,IMPLANT SCREW VA 2.7 T8 STARDRV,489,489,
498,IMPLANT SLOTTED HOLDING PIN,"1,041","1,041",
499,IMPLANT SPINAL PLATE CERV ANT 2LVL,"3,910","3,910",
500,IMPLANT SPINAL PRODISC C,"12,290","12,290",
501,INFECT AGENT ANTIGEN DET,88,88,
502,INFECT AGENT DET AMP PROBE,480,480,
503,INFLUENZA ANTIGEN RAPID,143,143,
504,INFLUENZA DNA AMP PROBE,508,508,
505,INJECT VACCINE/TOXOID EA ADDL,30,30,
506,INJECT VACCINE/TOXOID FIRST,116,116,
507,INJECTION IM/SUBQ/ANTIBIOTICS,157,157,
508,INJECTION IV EA ADDL DRUG,245,245,
509,INJECTION IV EA ADDL SAME DRUG,248,248,
510,INJECTION IV PUSH INITIAL,413,413,
511,INSERT BLADDER CATH,127,127,
512,INSERT CATH CV NONTNL 5+,"1,370","1,370",
513,INSERT TEMP BLADDER CATH,133,133,
514,INSTRUMENT CORE BIOPSY DISP,232,232,
515,INTERPHASE IN SITU HYBRID 100-300,293,293,
516,INTRO NEEDLE/CATH VEIN,59,59,
517,INTUBATION ENDOTRACHEAL,637,637,
518,IRON,49,49,
519,IRON BINDING CAPACITY UNSAT,65,65,
520,IRRAD LEUKORED PHER PLTS PR,"1,238","1,238",
