PROC #,Procedure Description,IP Price,OP Price,Note (*)
82,BOOT PREVALON,327.5,327.5,
83,BOOT WALKER,306.5,306.5,
84,BOWL VACUUM MIX ORTHO 175,349.5,349.5,
85,BRACE ANKLE STIRRUP OTS,83.5,83.5,
86,BRAF,957,957,
87,BUR BARREL 5.5MM STRYKER,681.5,681.5,
88,BUR PRECISION ENT,1273.5,1273.5,
89,BUR ROUND,1273.5,1273.5,
90,BUR ROUND CARBIDE STRYKER,245.5,245.5,
91,BUR ROUND STRYKER 5.0,330.5,330.5,
92,BUR STRYKER,719,719,
93,C DIFFICILE TOXIN A AND B EIA,149,149,
94,C02 EXPIRED GAS DETERM DAILY,552,552,
95,CA 19-9,152.5,152.5,
96,CALCIUM,88,88,
97,CALCIUM IONIZED,152,152,
98,CALCIUM URINE,45,45,
99,CALIFORNIA ENCEPHALITIS,90,90,
100,CALPROTECTIN,160,160,
101,CANCER ANTIGEN 125,152.5,152.5,
102,CANCER SCREEN COLONOSCOPY HI RISK,2315.5,2315.5,
103,CANDIDA SPECIES DP,143.5,143.5,
104,CANNULA TWISTN,181.5,181.5,
105,CARBAMAZEPINE TOTAL,117,117,
106,CARBON MONOXIDE DIFF (DLCO),412.5,412.5,
107,CARBOXYHEMOGLOBIN,203,203,
108,CARCINOEMBRYONIC ANTIGEN,139,139,
109,CARDIAC REHAB MONITORED OP,272,272,
110,CARDIAC REHAB PHYS SPV W/O CONT ECG,261,261,
111,CARDIOLIPIN ANTIBODY EACH LG C,224.5,224.5,
112,CARDIOVERSION EXTERNAL,1589.5,1589.5,
113,CAST TOTAL CONTACT,640.5,640.5,
114,CATECHOLAMINE FRACT 24 HR U,184.5,184.5,
115,CATH ACCUCATH INTRAVASC ALL SIZES,179,179,
116,CATH FOLEY 3W ALL SIZES,84,84,
117,CATH NEXIVA,35,35,
118,CATH URETERAL 30,74.5,74.5,
119,CAUT CHEM TISSUE GRANULATION,453,453,
120,CAUTERY ELECTRODE LEEP 75,131.5,131.5,
121,CAUTERY ELECTRODE LOOP 225,663,663,
122,CAUTERY SUCTION COAG 40,101.5,101.5,
123,CBC W/AUTO DIFF OTHER,117.5,117.5,
124,CBC WITHOUT DIFFERENTIAL,98,98,
125,CELL COUNT MISC FLUID,128,128,
126,CELL COUNT MISC FLUID W/DIF,235.5,235.5,
127,CF HFO STATIC,105,105,
128,CF WHFO STATIC,145,145,
129,CF WHO STATIC,109,109,
130,CHLAMYDIA TRACH AMP PROBE T,401.5,401.5,
131,CHLORIDE RANDOM URINE,39,39,
132,CHOLESTEROL HDL,60.5,60.5,
133,CHOLESTEROL SERUM,36.5,36.5,
134,CLIA OCCULT BLOOD GAS FLUID,58,58,
135,CLIP APPLIER MULTIPLE LIGAMAX5,1001,1001,
136,CLIP APPLIER UNIVERSAL EPIX,570,570,
137,CLOSTRIDIUM DIFFICILE TOXINGENES,240.5,240.5,
138,CMV IGM,171.5,171.5,
139,COLLECT BLOOD PORT/ACCESS DVC,111.5,111.5,
140,COLONOSCOPY FLEX DX,2954.5,2954.5,
141,COLONOSCOPY FLEX W/INJ SUBMUC,3210,3210,
142,COLONOSCOPY SCRN PT NOT HI RISK,2315.5,2315.5,
143,COLONOSCOPY THRU STOMA,1730,1730,
144,COLONOSCOPY W BAND LIGATION,3747.5,3747.5,
145,COLONOSCOPY W/ABLATION,4323,4323,
146,COLONOSCOPY W/BIOPSY,3210,3210,
147,COLONOSCOPY W/HOT FORCEP,3644,3644,
148,COLONOSCOPY W/REMOVE BY SNARE,4062.5,4062.5,
149,COMPATIBILITY TEST-ELECTRONIC,551,551,
150,COMPLEMENT C1Q QUAN,88.5,88.5,
151,COMPREHENSIVE METABOLIC PAN,369,369,
152,CONCENTRATION FOR INF AGENT,63.5,63.5,
153,CORTISOL TOTAL,119.5,119.5,
154,CPAP INIT/MANAGEMENT FIRST DAY,374.5,374.5,
155,C-PEPTIDE,190.5,190.5,
156,CPR,1567,1567,
157,C-REACTIVE PROTEIN,131,131,
158,CREATINE KINASE (CPK) TOTAL,102.5,102.5,
159,CREATININE ISTAT,73,73,
160,CREATININE URINE,58.5,58.5,
161,CRITICAL CARE >74 PER 30 MIN,791,791,
162,CRITICAL CARE 30-74 ADDL SVC,2902.5,2902.5,
163,CROSSMATCH,551,551,
164,CRYSTAL ID LIGHT MICRO,53,53,
165,CT ABDOMEN AND PELVIS W AND W/O CONT,3711.5,3711.5,
166,CT ABDOMEN AND PELVIS W CONT,3092.5,3092.5,
167,CT ABDOMEN AND PELVIS W/O CONT,2614.5,2614.5,
168,CT ABDOMEN W AND W/O CONTRAST,2421,2421,
169,CT ABDOMEN W/CONTRAST,1933.5,1933.5,
170,CT ABDOMEN W/O CONTRAST,1581,1581,
171,CT CHEST W AND W/O CONTRAST,2288,2288,
172,CT CHEST W/CONTRAST,1865,1865,
173,CT CHEST W/O CONTRAST,1479.5,1479.5,
174,CT C-SPINE W/O CONTRAST,1781.5,1781.5,
175,CT HEAD/BRAIN W/CONTRAST,2050.5,2050.5,
176,CT HEAD/BRAIN W/O CONTRAST,1422,1422,
177,CT HEADBRAIN W AND WO CONTRAST,2485.5,2485.5,
178,CT LOW EXT W/CONTRAST RT,1893.5,1893.5,
179,CT LOW EXT W/O CONTRAST RT,1672.5,1672.5,
180,CT LOWEXT W AND WO CONTRAST RT,2075,2075,
181,CT L-SPINE W/CONTRAST,2087.5,2087.5,
182,CT L-SPINE W/O CONTRAST,1781.5,1781.5,
183,CT MAXILLOFACIAL W/CONTRAST,1608,1608,
184,CT MAXILLOFACIAL W/O CONTRA,1301,1301,
185,CT NECK W AND W/O CONTRAST,2467,2467,
186,CT NECK W/CONTRAST,1975.5,1975.5,
187,CT NECK W/O CONTRAST,1311,1311,
188,CT ORBIT/SELLA/FOSSA/EAR W/CON,1806,1806,
189,CT ORBIT/SELLA/FOSSA/EAR W/O CON,1538.5,1538.5,
190,CT PELVIS W AND W/O CONTRAST,1934.5,1934.5,
191,CT PELVIS W/CONTRAST,1732.5,1732.5,
192,CT PELVIS W/O CONTRAST,1304.5,1304.5,
193,CT T-SPINE W/CONTRAST,1892,1892,
194,CT T-SPINE W/O CONTRAST,1720,1720,
195,CT UP EXT W AND WO CONTRAST LT,2241,2241,
196,CT UP EXT W/CONTRAST RT,2087.5,2087.5,
197,CT UP EXT W/O CONTRAST RT,1658,1658,
198,CTA ABDOMEN AND PELVIS W AND W/O CONTRAST,3155,3155,
199,CTA ABDOMEN W AND W/O CONTRAST,2049,2049,
200,CTA ABDOMINAL AORTA W/RUNOF,2442,2442,
201,CTA CHEST W AND W/O CONT,2098,2098,
202,CTA HEAD W AND W/O CONT,2154.5,2154.5,
203,CTA LOW EXT W AND W/O CONT LT,1908,1908,
204,CTA NECK W AND W/O CONT,1915,1915,
205,CTA PELVIS W AND W/O CONTRAST,1816.5,1816.5,
206,CULT BACTERIA BLOOD,84,84,
207,CULT FUNGI,133,133,
208,CULT PATHOGENIC ORGAN SCRN,103.5,103.5,
209,CULT STOOL ADDITIONAL PATHO,103,103,
210,CULT STOOL SALMONELLA SHIGE,238.5,238.5,
211,CULT TYPE ID BY NUCLEIC ACI,158,158,
212,CULTURE AFB,112.5,112.5,
213,CULTURE ANAEROBIC,337.5,337.5,
214,CULTURE BACTERIA AEROBIC,94,94,
215,CUP CHEST COMPRESSION DISP,256,256,
216,CUSHION CHAIR,109,109,
217,CUTTER LINEAR RELOADABLE 75MM,451,451,
218,CYCLIC CITRULLINATED PEPTID,133,133,
219,CYTOMEGALOVIRUS NEG UNIT CHARGE,105.5,105.5,
220,CYTOPATH NONGYN LB W/INTERP,695,695,
221,D DIMER QUAN ULTRA SEN,374.5,374.5,
222,DEBRIDE SKIN/SUBQ TISSUE,667,667,
223,DEBRIDEMENT SELECT 1ST  20 SQ CM,1205.5,1205.5,
224,DEMO/EVAL SVN/IPPB/MDI,374.5,374.5,
225,DEOXYRIBONUCLEIC ACID ANTIB,101,101,
226,DERMABOND,129.5,129.5,
227,DERMABOND 0.5ML HI VISCOSITY,149.5,149.5,
228,DERMABOND 0.7ML,136,136,
229,DERMABOND 100,164.5,164.5,
230,DERMABOND ADHESIVE SKIN MINI,75.5,75.5,
231,DERMABOND ADVANCED,124.5,124.5,
232,DERMABOND PRINEO ETHICON,759.5,759.5,
233,DERMACARRIER 2195/12/13/14 ZIM,213.5,213.5,
234,DEVICE ABSRB WND CLOSR,191.5,191.5,
235,DEVICE FIXATN ABSORBATACK 30X,2184,2184,
236,DEVICE LIGASURE LAP SEALER/DIVIDER,3395.5,3395.5,
237,DEVICE TISSUE REMOVAL,4236,4236,
238,DIFFERENTIAL MANUAL,26,26,
239,DIGOXIN,97.5,97.5,
240,DILATION ESOPHAGUS SOUND OR BO,1147.5,1147.5,
241,DISK METHOD SENSITIVITY,51,51,
242,DISSECTOR ENDOSCOPIC BLUNT TIP,28.5,28.5,
243,DOPP SEG PRESS LWR LTD,344,344,
244,DRAIN FLAT 10MM TROICE,171.5,171.5,
245,DRAIN PLEUREVAC ADULT,182,182,
246,DRAIN PLEUREVAC ALL SIZES,182,182,
247,DRAIN WOUND SILICONE 10FR,62.5,62.5,
248,DRESS/DEBR BURN W/O ANES SM,306.5,306.5,
249,DRESSING EPISTAXIS ALL SIZES,105,105,
250,DRESSING HEMOSTAT SURGICEL 2X3,355,355,
251,DRESSING PRISMA MATRIX 4.34 SI,158.5,158.5,
252,DRESSING QUICK CLOT 5 X 5,459.5,459.5,
253,DRESSING SURGICEL,1219,1219,
254,DRILL,1194,1194,
255,DRILLBIT 1.0 - 3.5,355,355,
256,DRILLBIT 175,656.5,656.5,
257,DRILLBIT 2.0 140MM QC,615,615,
258,DRILLBIT 2.0-3.5 125-180MM,390,390,
259,DRILLBIT 2.7MM/3.5MM SYNTHES,1539.5,1539.5,
260,DRILLBIT 2.8/2.9 QC 150-165MM,431.5,431.5,
261,DRILLBIT 225,919,919,
262,DRILLBIT 250,1037.5,1037.5,
263,DRILLBIT 275,1069,1069,
264,DRILLBIT 3.2MM 3 FLUTED,941.5,941.5,
265,DRILLBIT 300,1181.5,1181.5,
266,DRILLBIT 375,852,852,
267,DRILLBIT 4.5MM,2210.5,2210.5,
268,DRILLBIT 450,1709,1709,
269,DRILLBIT 80,238,238,
270,DRILLBIT 800,2425.5,2425.5,
271,DRILLBIT CANNULATD 5.0X300MM,1519.5,1519.5,
272,DRILLBIT STANDARD 1.9-4.0MM,562.5,562.5,
273,DRUG SCREEN SINGLE,427,427,
274,DSG ADAPTIC TOUCH 8X12.75,74.5,74.5,
275,DSG AQUACEL 6X6,153.5,153.5,
276,DSG AQUACEL AG RIBBON 3/4X18,88.5,88.5,
277,DSG COBAN 2 LAYER COMPRESS SYS,82,82,
278,DSG DRAWTEX 4X4,76,76,
279,DSG MEPILEX AG 6X6,127,127,
280,DSG MEPILEX BORDER SACRUM 7.2,43.5,43.5,
281,DSG MEPILEX BORDER SACRUM 9.2,475,475,
282,DSG POLYMEM SILVER 4.25X4.25,37.5,37.5,
283,DSG SILVASORB GEL,128,128,
284,DUPLEX ABD ART/VENOUS LIMITED,702.5,702.5,
285,DUPLEX AORTA/ILIAC COMPLETE,792.5,792.5,
286,DUPLEX ART UPP EXTREM BILAT,826.5,826.5,
287,DUPLEX ARTERIAL FLOW; COMPL,1439,1439,
288,DUPLEX EXT VEINS BILAT,2125,2125,
289,DUPLEX EXT VEINS; UNIL/LIMIT,1298,1298,
290,DUPLEX EXTRACRANIAL/CAROTID BI,803,803,
291,DUPLEX LE ART/BPG; BILAT,1456,1456,
292,DUPLEX LE ART/BPG; UNIL/LIMIT,750.5,750.5,
293,DUPLEX UE ART/BPG; UNIL/LIMIT,562,562,
294,DX OPHTHAL B SCAN US,737.5,737.5,
295,EAST EQUINE ENCEPHALITIS,90,90,
296,ECHO 2D COMPL SPEC AND COLOR DOP,2502,2502,
297,ECHO 2D W/ OR W/O M-MODE LIMIT,922.5,922.5,
298,ECHO 2D W/CONTRAST LIMITED,922.5,922.5,
299,ECHO 2D W/WO CONT SPECT/COLOR,2502,2502,
300,ECHO AWAKE TEE,4193,4193,
301,ECHO COLOR FLOW VELOCITY MAP,605,605,
302,ECHO TRANSTHORACIC,2502,2502,
303,ECHO W/WO CONT/PHARM/ECG/PHYS,2502,2502,
304,EGD DIAGNOSTIC,2177.5,2177.5,
305,EGD W/BIOPSY,2991,2991,
306,EGD W/ESOPH BALLOON DILATION,2714.5,2714.5,
307,EGD W/REMOVE FB,3148.5,3148.5,
308,EGD W/TUMOR/POLYP REMOVE SNARE,3486.5,3486.5,
309,EGFR GENE ANALYSIS,1760.5,1760.5,
310,EHRLICHIA HE IGG OR IGM TIT,153.5,153.5,
311,EKG ROUTINE TRACING ONLY,254.5,254.5,
312,ELASTASE 1,125,125,
313,ELECTRODE LLETZ,109,109,
314,ELECTROLYTES,60.5,60.5,
315,ENDO W/BIOPSY SINGLE/MULT,1882,1882,
316,ENZYME DETECTION BETA LACTA,49.5,49.5,
317,ER VISIT LEVEL 1,360,360,
318,ER VISIT LEVEL 2,559,559,
319,ER VISIT LEVEL 3,905,905,
320,ER VISIT LEVEL 4,1443.5,1443.5,
321,ESTROGEN RECEPTOR ASSAY,1119.5,1119.5,
322,ETHYLENE GLYCOL Q,109.5,109.5,
323,EVAL FLUENCY 91-120 MIN,593,593,
324,EVAL SPEECH ONLY 0-30 MIN,494.5,494.5,
325,EVAL SPEECH/LANG 31-60 MIN,1035.5,1035.5,
326,EVAL VOICE 61-90 MIN,567,567,
327,EVENT TRANSMISSION AND ANALYSIS,1058.5,1058.5,
328,F2,359,359,
329,F5,461,461,
330,FATS OR LIPIDS FECES QUAL,93,93,
331,FECAL FAT QUANTITATIVE,116,116,
332,FERRITIN,100,100,
333,FIBRINOGEN,105.5,105.5,
334,FINGER/HEEL/EAR STICK,20,20,
335,FIXATOR EXT WIRE BOLT,1525,1525,
336,FIXATOR EXTERNAL BOLT,522,522,
337,FIXATOR EXTERNAL BUSHING,719,719,
338,FIXATOR EXTERNAL CUBE,1414,1414,
339,FIXATOR EXTERNAL FRAME,25194,25194,
340,FIXATOR EXTERNAL NUT,224,224,
341,FIXATOR EXTERNAL POST,1743,1743,
342,FLOW CELL SURF MARKR TC 1ST 1,1119.5,1119.5,
343,FLOW CELL SURF MARKR TC ADDL,135.5,135.5,
344,FLOW CYTO INTRP 16 + MARKR 1,553,553,
345,FLUTTER VALVE INITIAL,229,229,
346,FLUTTER VALVE RX SUBSEQUENT,141,141,
347,FOLATES SERUM,108,108,
348,FRESH FROZEN PLASMA PROC,100,100,
349,GARDNERELLA VAGINALIS DP,143.5,143.5,
350,GAS DILUTION-LUNG VOLUMES,325.5,325.5,
351,GEL SILVA SORB,104.5,104.5,
352,GENTAMICIN RANDOM,123,123,
353,GGT,161.5,161.5,
354,GIARDIA SPECIFIC ANTIGEN EI,162.5,162.5,
355,GLUCOSE BLOOD,56.5,56.5,
356,GLUCOSE FLUID,141,141,
357,GLUCOSE METER BLOOD,39,39,
358,GLUCOSE TOLERANCE 3 SPECIME,83,83,
359,GLUCOSE TOLERANCE ADDL SPEC,29.5,29.5,
360,GONADOTROPIN CHORIONIC QUAN,258.5,258.5,
361,GRASPER LAPAROSCOPIC,177.5,177.5,
362,GRASPER REPOSABLE CARTRIDGE,270,270,
363,GUIDE FIBERSTICK ARTHREX,362.5,362.5,
364,GUIDE PIN 3.2X230MM ZMR,150,150,
365,GUIDEWIRE 1.1-1.25MM THREAD,142,142,
366,GUIDEWIRE 1.4MM,87,87,
367,GUIDEWIRE 30,75.5,75.5,
368,GUIDEWIRE 60,181.5,181.5,
369,GUIDEWIRE THREADED 2.0/2.8MM,219,219,
370,H PYLORI ANTIGEN STOOL EIA,184.5,184.5,
371,HAEMOPHILUS INFLUENZA 3520,116,116,
372,HAPTOGLOBIN,92.5,92.5,
373,HARMONIC ACE + SHEARS 23CM,1830.5,1830.5,
374,HARMONIC ACE + SHEARS 36CM,3651,3651,
375,HARMONIC ACE HANDPIECE 36CM,3582,3582,
376,HEAVY METAL QUAN EACH,273.5,273.5,
377,HEMATOCRIT (H/H),22,22,
378,HEMATOCRIT FLUID,34.5,34.5,
379,HEMOGLOBIN (H/H),22.5,22.5,
380,HEMOGLOBIN A1C,104.5,104.5,
381,HEMOSTATIC AGENT 100,718.5,718.5,
382,HEMOSTATIC AGENT 400,960,960,
383,HEMOSTATIC AGENT 4-8 ETHICON,718.5,718.5,
384,HEMOSTATIC AGENT ARISTA AH,1340,1340,
385,HEPATIC FUNCTION PANEL,234,234,
386,HEPATITIS A AB TOTAL,91,91,
387,HEPATITIS B SURF AB,109,109,
388,HEPATITIS B SURF AG,86,86,
389,HEPATITIS C AB,176,176,
390,HEPATITIS C QUANTIFICATION,323,323,
391,HERPES SIMPLEX AB TYPE 1,97,97,
392,HERPES SIMPLEX NONSPECIFIC,90,90,
393,HERPES SIMPLEX VIRUS AMP PROBE,637,637,
394,HISTOPLASMA AG,91,91,
395,HIV 1 ANTIGENS W/HIV 1 & 2 AB,176,176,
396,HIV1 AG W HIV1 AND 2 AB,176,176,
397,HLA MATCH ARC,189,189,
398,HOLTER SCAN ANALYSIS UP TO 48 HRS,1121.5,1121.5,
399,HOLTER SCAN/REC/HKUP/DISC 48 HR,1061.5,1061.5,
400,HOMOCYSTEINE,161.5,161.5,
401,HOMOGENIZATION TISSUE,65.5,65.5,
402,IA ANALYTE QUAL SEMI QUAN,92,92,
403,IDENTIFICATION AEROBIC,61,61,
404,IDENTIFICATION ANAEROBIC,69,69,
405,IDENTIFICATION MOLD,157.5,157.5,
406,IDENTIFICATION YEAST,147,147,
407,IMMOBILIZER KNEE 70,90,90,
408,IMMOBILIZER KNEE OTS,115.5,115.5,
409,IMMUNO EACH ADDL ANTIBODY STAIN,230,230,
410,IMMUNOFIXATION W/INTERPRET,163.5,163.5,
411,IMMUNOGLOBULIN G,68,68,
412,IMPLANT ANCHOR SUTURE,1706.5,1706.5,
413,IMPLANT ANCHOR SUTURE SWIVELCK,2100,2100,
414,IMPLANT BEAM FUSION,5408,5408,
415,IMPLANT BENGAL STAKBLE CAGE SYS,8044,8044,
416,IMPLANT BOLT,5336.5,5336.5,
417,IMPLANT BOLT/NUT,747,747,
418,IMPLANT BONE MATRIX 5CC,6175,6175,
419,IMPLANT EYE RING MALYUGIN,781.5,781.5,
420,IMPLANT FEMORAL COMPONENT,4940,4940,
421,IMPLANT FEMORAL HEAD 22-36MM,3242,3242,
422,IMPLANT HAMMERTOE PHALINX,3507,3507,
423,IMPLANT HIP LINER ELEVATD/NEUTRL ZIM,3575,3575,
424,IMPLANT HIP STEMS VERSYS STANDARD,6633.5,6633.5,
425,IMPLANT HIP TOT ACETAB SHELL 38-80MM,3640,3640,
426,IMPLANT HIP TOT BIPOLR LINR,1187.5,1187.5,
427,IMPLANT HIP TOT BIPOLR SHELL,2400,2400,
428,IMPLANT HIP TOT FEM HEAD 12/14,1484.5,1484.5,
429,IMPLANT HIP TOT STEM FM VERS,7128,7128,
430,IMPLANT KNEE FEM UNI HI FLX,6175.5,6175.5,
431,IMPLANT KNEE PAT LCS/PFC SIGMA,1837.5,1837.5,
432,IMPLANT KNEE PATELLA 900,1496.5,1496.5,
433,IMPLANT KNEE TIB INSERT,3430,3430,
434,IMPLANT KNEE TIBIAL TRAY,3885,3885,
435,IMPLANT KNEE TOT ART SURF NEXGN,2494,2494,
436,IMPLANT KNEE TOT FEM COMP POROUS,7833,7833,
437,IMPLANT KNEE TOT UNI ART SURF,1578,1578,
438,IMPLANT MESH PARIETEX PROGRIP,1278.5,1278.5,
439,IMPLANT MESH PARIETEX VENTRAL PATCH,2867.5,2867.5,
440,IMPLANT MESH PARIETX PROGRIP 20X15CM,1184,1184,
441,IMPLANT MESH SFT,301,301,
442,IMPLANT MESH VENTRAL PATCH,1863,1863,
443,IMPLANT NAIL HUMERL MULTILOC,4273.5,4273.5,
444,IMPLANT PIN 200,781,781,
445,IMPLANT PIN DISTRACTOR SYNTHES,582,582,
446,IMPLANT PIN RUSH MEDULLARY 4.8 MM,461,461,
447,IMPLANT PIN STYLE 5/6 229MM,40.5,40.5,
448,IMPLANT PIN STYLE 5/6 229MM ZMR,88.5,88.5,
449,IMPLANT PLATE,3588,3588,
450,IMPLANT PLATE 1100,3519,3519,
451,IMPLANT PLATE 1300,5712,5712,
452,IMPLANT PLATE 2.4/2.7 VA LCK STR FUSN 4HL,3214,3214,
453,IMPLANT PLATE 2.7-3.5 TUB COMP,633,633,
454,IMPLANT PLATE 3.5 1/3 TUB 5H 68MM,644.5,644.5,
455,IMPLANT PLATE 49/119MM,758.5,758.5,
456,IMPLANT PLATE 850,3400,3400,
457,IMPLANT PLATE EAGL/SKY LVL 3 4 5,3588,3588,
458,IMPLANT PLATE LCP/DCP 4-7HL,696,696,
459,IMPLANT PLATE MTP/TMT,3685,3685,
460,IMPLANT PLATE ORLNK/UNI/EDG/MAX,3261.5,3261.5,
461,IMPLANT PLATE TIBIAL ZIMMER,2992.5,2992.5,
462,IMPLANT PLATE ULS 3.5 1/3 TUB,716.5,716.5,
463,IMPLANT PLATE VERSA FX,1719,1719,
464,IMPLANT PLATE Y,3476,3476,
465,IMPLANT PORT POWERPORT 8FR,1583.5,1583.5,
466,IMPLANT SCREW,1265,1265,
467,IMPLANT SCREW 175,719,719,
468,IMPLANT SCREW 2.7 COR SELF TAP 10-60,184.5,184.5,
469,IMPLANT SCREW 200,619,619,
470,IMPLANT SCREW 275,956.5,956.5,
471,IMPLANT SCREW 33MM HEADED,479,479,
472,IMPLANT SCREW 375,1382,1382,
473,IMPLANT SCREW 4.0 CAN 10-72MM,1598,1598,
474,IMPLANT SCREW 4.0 CAN PT 10-60MM,83.5,83.5,
475,IMPLANT SCREW 4.0 LONG/SHRT THRD,1344,1344,
476,IMPLANT SCREW 425,1251.5,1251.5,
477,IMPLANT SCREW 475,1811.5,1811.5,
478,IMPLANT SCREW 50,197.5,197.5,
479,IMPLANT SCREW 500,2074,2074,
480,IMPLANT SCREW 6.5/7.3 20-180MM,1071,1071,
481,IMPLANT SCREW AR1926B ARTHREX,1890,1890,
482,IMPLANT SCREW BIOCOMPOSITE,1469,1469,
483,IMPLANT SCREW BONE SELF TAP,565.5,565.5,
484,IMPLANT SCREW CANNULATD DS,1071,1071,
485,IMPLANT SCREW COMPRESSION ZMR,323.5,323.5,
486,IMPLANT SCREW CORT 2.7/3.5 6-110,122,122,
487,IMPLANT SCREW CORT 4.5 LRG HEX SLFTAP,109,109,
488,IMPLANT SCREW CORT CANCELL 2.0/4.0,96.5,96.5,
489,IMPLANT SCREW CORTEX SELF TAP,102,102,
490,IMPLANT SCREW LOCK,643,643,
491,IMPLANT SCREW LOCK SELF TAP 3.5,519,519,
492,IMPLANT SCREW LOCK/NONLOCK 8-60,87,87,
493,IMPLANT SCREW MAGNA FX 7.0MM,854,854,
494,IMPLANT SCREW PERI LOCK 3.5 12-60,695.5,695.5,
495,IMPLANT SCREW SKY/AEGIS/UNI/EGL,1328.5,1328.5,
496,IMPLANT SCREW THREADED 4.0,1153,1153,
497,IMPLANT SCREW VA 2.7 T8 STARDRV,489,489,
498,IMPLANT SLOTTED HOLDING PIN,1041,1041,
499,IMPLANT SPINAL PLATE CERV ANT 2LVL,3910,3910,
500,IMPLANT SPINAL PRODISC C,12289.5,12289.5,
501,INFECT AGENT ANTIGEN DET,88,88,
502,INFECT AGENT DET AMP PROBE,479.5,479.5,
503,INFLUENZA ANTIGEN RAPID,142.5,142.5,
