"FACILITY_NAME","DRG","Total"
"SOVAH HEALTH - MARTINSVILLE     ","190",33842.125
"SOVAH HEALTH - MARTINSVILLE     ","191",25257.425
"SOVAH HEALTH - MARTINSVILLE     ","192",23209.2777777778
"SOVAH HEALTH - MARTINSVILLE     ","193",37314.2538860104
"SOVAH HEALTH - MARTINSVILLE     ","194",31477.1772151899
"SOVAH HEALTH - MARTINSVILLE     ","195",22086.1176470588
"SOVAH HEALTH - MARTINSVILLE     ","196",49517.6666666667
"SOVAH HEALTH - MARTINSVILLE     ","199",18261
"SOVAH HEALTH - MARTINSVILLE     ","200",22607
"SOVAH HEALTH - MARTINSVILLE     ","201",26581
"SOVAH HEALTH - MARTINSVILLE     ","202",24882.2222222222
"SOVAH HEALTH - MARTINSVILLE     ","203",22542.25
"SOVAH HEALTH - MARTINSVILLE     ","204",36396.5
"SOVAH HEALTH - MARTINSVILLE     ","205",29522.6666666667
"SOVAH HEALTH - MARTINSVILLE     ","206",38926.5
"SOVAH HEALTH - MARTINSVILLE     ","207",141586.461538462
"SOVAH HEALTH - MARTINSVILLE     ","208",73203.7674418605
"SOVAH HEALTH - MARTINSVILLE     ","229",51588
"SOVAH HEALTH - MARTINSVILLE     ","239",126996
"SOVAH HEALTH - MARTINSVILLE     ","240",64329.5
"SOVAH HEALTH - MARTINSVILLE     ","242",103093.571428571
"SOVAH HEALTH - MARTINSVILLE     ","243",86928.3333333333
"SOVAH HEALTH - MARTINSVILLE     ","244",54758.3333333333
"SOVAH HEALTH - MARTINSVILLE     ","246",152955.517241379
"SOVAH HEALTH - MARTINSVILLE     ","247",114725.028169014
"SOVAH HEALTH - MARTINSVILLE     ","248",124879
"SOVAH HEALTH - MARTINSVILLE     ","249",92903.75
"SOVAH HEALTH - MARTINSVILLE     ","250",108894
"SOVAH HEALTH - MARTINSVILLE     ","251",58434
"SOVAH HEALTH - MARTINSVILLE     ","252",83481.9166666667
"SOVAH HEALTH - MARTINSVILLE     ","253",92900.5
"SOVAH HEALTH - MARTINSVILLE     ","254",50461
"SOVAH HEALTH - MARTINSVILLE     ","258",77414
"SOVAH HEALTH - MARTINSVILLE     ","259",137202
"SOVAH HEALTH - MARTINSVILLE     ","264",119591.75
"SOVAH HEALTH - MARTINSVILLE     ","270",129084.6
"SOVAH HEALTH - MARTINSVILLE     ","271",88690.5
"SOVAH HEALTH - MARTINSVILLE     ","272",40398
"SOVAH HEALTH - MARTINSVILLE     ","280",45115.5348837209
"SOVAH HEALTH - MARTINSVILLE     ","281",46045.6551724138
"SOVAH HEALTH - MARTINSVILLE     ","282",47369.3
"SOVAH HEALTH - MARTINSVILLE     ","283",57939
"SOVAH HEALTH - MARTINSVILLE     ","284",8478
"SOVAH HEALTH - MARTINSVILLE     ","286",62528.2
"SOVAH HEALTH - MARTINSVILLE     ","287",61638.3846153846
"SOVAH HEALTH - MARTINSVILLE     ","288",59965
"SOVAH HEALTH - MARTINSVILLE     ","291",37295.4779116466
"SOVAH HEALTH - MARTINSVILLE     ","292",27807.4375
"SOVAH HEALTH - MARTINSVILLE     ","293",18141.0476190476
"SOVAH HEALTH - MARTINSVILLE     ","296",45005
"SOVAH HEALTH - MARTINSVILLE     ","299",72321
"SOVAH HEALTH - MARTINSVILLE     ","300",24849.8
"SOVAH HEALTH - MARTINSVILLE     ","301",13115.5
"SOVAH HEALTH - MARTINSVILLE     ","302",41797.5
"SOVAH HEALTH - MARTINSVILLE     ","303",32905
"SOVAH HEALTH - MARTINSVILLE     ","304",28239.4
"SOVAH HEALTH - MARTINSVILLE     ","305",25197.8333333333
"SOVAH HEALTH - MARTINSVILLE     ","308",32269.8571428571
"SOVAH HEALTH - MARTINSVILLE     ","309",24495.3636363636
"SOVAH HEALTH - MARTINSVILLE     ","310",19613.724137931
"SOVAH HEALTH - MARTINSVILLE     ","311",24402.25
"SOVAH HEALTH - MARTINSVILLE     ","312",33852.92
"SOVAH HEALTH - MARTINSVILLE     ","313",25134.2272727273
"SOVAH HEALTH - MARTINSVILLE     ","314",40366.3
"SOVAH HEALTH - MARTINSVILLE     ","315",28224.6923076923
"SOVAH HEALTH - MARTINSVILLE     ","316",22709.3333333333
"SOVAH HEALTH - MARTINSVILLE     ","326",123734.222222222
"SOVAH HEALTH - MARTINSVILLE     ","327",71378.25
"SOVAH HEALTH - MARTINSVILLE     ","328",115140
"SOVAH HEALTH - MARTINSVILLE     ","329",141284.454545455
"SOVAH HEALTH - MARTINSVILLE     ","330",80120.92
"SOVAH HEALTH - MARTINSVILLE     ","331",51127.8181818182
"SOVAH HEALTH - MARTINSVILLE     ","335",138349.8
"SOVAH HEALTH - MARTINSVILLE     ","336",99751.25
"SOVAH HEALTH - MARTINSVILLE     ","337",58829
"SOVAH HEALTH - MARTINSVILLE     ","339",30539
"SOVAH HEALTH - MARTINSVILLE     ","340",55209.1666666667
"SOVAH HEALTH - MARTINSVILLE     ","341",59045.3333333333
"SOVAH HEALTH - MARTINSVILLE     ","342",52294
"SOVAH HEALTH - MARTINSVILLE     ","343",48270.2857142857
"SOVAH HEALTH - MARTINSVILLE     ","344",138845
"SOVAH HEALTH - MARTINSVILLE     ","351",47946.3333333333
"SOVAH HEALTH - MARTINSVILLE     ","352",23254.5
"SOVAH HEALTH - MARTINSVILLE     ","353",134578.2
"SOVAH HEALTH - MARTINSVILLE     ","354",55601
"SOVAH HEALTH - MARTINSVILLE     ","355",32848.6
"SOVAH HEALTH - MARTINSVILLE     ","356",63389
"SOVAH HEALTH - MARTINSVILLE     ","357",43860
"SOVAH HEALTH - MARTINSVILLE     ","358",40887
"SOVAH HEALTH - MARTINSVILLE     ","368",44631.3333333333
"SOVAH HEALTH - MARTINSVILLE     ","369",35564.3333333333
"SOVAH HEALTH - MARTINSVILLE     ","370",38358
"SOVAH HEALTH - MARTINSVILLE     ","371",55868.5
"SOVAH HEALTH - MARTINSVILLE     ","372",25315.375
"SOVAH HEALTH - MARTINSVILLE     ","373",27231.4285714286
"SOVAH HEALTH - MARTINSVILLE     ","374",39610
"SOVAH HEALTH - MARTINSVILLE     ","375",61477.3333333333
"SOVAH HEALTH - MARTINSVILLE     ","377",52060.4444444444
"SOVAH HEALTH - MARTINSVILLE     ","378",33692.8805970149
"SOVAH HEALTH - MARTINSVILLE     ","379",20950.3181818182
"SOVAH HEALTH - MARTINSVILLE     ","380",24184
"SOVAH HEALTH - MARTINSVILLE     ","381",39135.1666666667
"SOVAH HEALTH - MARTINSVILLE     ","382",16311
"SOVAH HEALTH - MARTINSVILLE     ","384",15802.5
"SOVAH HEALTH - MARTINSVILLE     ","385",40399.5
"SOVAH HEALTH - MARTINSVILLE     ","386",24959
"SOVAH HEALTH - MARTINSVILLE     ","387",18424
"SOVAH HEALTH - MARTINSVILLE     ","388",40542.1304347826
"SOVAH HEALTH - MARTINSVILLE     ","389",22921.8684210526
"SOVAH HEALTH - MARTINSVILLE     ","390",20303.7083333333
"SOVAH HEALTH - MARTINSVILLE     ","391",31882.0571428571
"SOVAH HEALTH - MARTINSVILLE     ","392",26087.7073170732
"SOVAH HEALTH - MARTINSVILLE     ","393",40904.1538461538
"SOVAH HEALTH - MARTINSVILLE     ","394",32072.3333333333
"SOVAH HEALTH - MARTINSVILLE     ","395",16960
"SOVAH HEALTH - MARTINSVILLE     ","414",86652.3333333333
"SOVAH HEALTH - MARTINSVILLE     ","415",71377
"SOVAH HEALTH - MARTINSVILLE     ","416",46250.3333333333
"SOVAH HEALTH - MARTINSVILLE     ","417",64638
"SOVAH HEALTH - MARTINSVILLE     ","418",51252.3181818182
"SOVAH HEALTH - MARTINSVILLE     ","419",46931.4736842105
"SOVAH HEALTH - MARTINSVILLE     ","432",43566.6666666667
"SOVAH HEALTH - MARTINSVILLE     ","433",29942.8333333333
"SOVAH HEALTH - MARTINSVILLE     ","434",31339.5
"SOVAH HEALTH - MARTINSVILLE     ","435",81694
"SOVAH HEALTH - MARTINSVILLE     ","436",32525.5
"SOVAH HEALTH - MARTINSVILLE     ","438",36080.25
"SOVAH HEALTH - MARTINSVILLE     ","439",24924.0666666667
"SOVAH HEALTH - MARTINSVILLE     ","440",25029.44
"SOVAH HEALTH - MARTINSVILLE     ","441",45909.2941176471
"SOVAH HEALTH - MARTINSVILLE     ","442",24817.5
"SOVAH HEALTH - MARTINSVILLE     ","443",20279.6666666667
"SOVAH HEALTH - MARTINSVILLE     ","444",95425
"SOVAH HEALTH - MARTINSVILLE     ","445",22828
"SOVAH HEALTH - MARTINSVILLE     ","446",23612
"SOVAH HEALTH - MARTINSVILLE     ","462",128907.2
"SOVAH HEALTH - MARTINSVILLE     ","463",94930
"SOVAH HEALTH - MARTINSVILLE     ","464",45288.6666666667
"SOVAH HEALTH - MARTINSVILLE     ","467",114054.5
"SOVAH HEALTH - MARTINSVILLE     ","468",121948
"SOVAH HEALTH - MARTINSVILLE     ","469",97941.9230769231
"SOVAH HEALTH - MARTINSVILLE     ","470",72443.6363636364
"SOVAH HEALTH - MARTINSVILLE     ","474",72431
"SOVAH HEALTH - MARTINSVILLE     ","480",91981.2941176471
"SOVAH HEALTH - MARTINSVILLE     ","481",73632.275
"SOVAH HEALTH - MARTINSVILLE     ","482",63779.7333333333
"SOVAH HEALTH - MARTINSVILLE     ","483",114149.75
"SOVAH HEALTH - MARTINSVILLE     ","492",91364.25
"SOVAH HEALTH - MARTINSVILLE     ","493",83858.2
"SOVAH HEALTH - MARTINSVILLE     ","494",73516.6666666667
"SOVAH HEALTH - MARTINSVILLE     ","499",34399
"SOVAH HEALTH - MARTINSVILLE     ","500",162963
"SOVAH HEALTH - MARTINSVILLE     ","504",73382
"SOVAH HEALTH - MARTINSVILLE     ","505",94963
"SOVAH HEALTH - MARTINSVILLE     ","510",66405
"SOVAH HEALTH - MARTINSVILLE     ","511",85084
"SOVAH HEALTH - MARTINSVILLE     ","514",32791
"SOVAH HEALTH - MARTINSVILLE     ","534",17938
"SOVAH HEALTH - MARTINSVILLE     ","535",24869.6666666667
"SOVAH HEALTH - MARTINSVILLE     ","536",17868.2
"SOVAH HEALTH - MARTINSVILLE     ","539",56937.5
"SOVAH HEALTH - MARTINSVILLE     ","540",19664
"SOVAH HEALTH - MARTINSVILLE     ","543",25691.6666666667
"SOVAH HEALTH - MARTINSVILLE     ","550",11831
"SOVAH HEALTH - MARTINSVILLE     ","551",35297.25
"SOVAH HEALTH - MARTINSVILLE     ","552",28162.8571428571
"SOVAH HEALTH - MARTINSVILLE     ","554",32485.6
"SOVAH HEALTH - MARTINSVILLE     ","555",18526.5
"SOVAH HEALTH - MARTINSVILLE     ","556",22300.5
"SOVAH HEALTH - MARTINSVILLE     ","557",29853.7
"SOVAH HEALTH - MARTINSVILLE     ","558",26375.5
"SOVAH HEALTH - MARTINSVILLE     ","559",35008.6666666667
"SOVAH HEALTH - MARTINSVILLE     ","562",29467.5
"SOVAH HEALTH - MARTINSVILLE     ","563",21337.8333333333
"SOVAH HEALTH - MARTINSVILLE     ","564",42666.5
"SOVAH HEALTH - MARTINSVILLE     ","565",33926.5
"SOVAH HEALTH - MARTINSVILLE     ","566",70271
"SOVAH HEALTH - MARTINSVILLE     ","570",58873
"SOVAH HEALTH - MARTINSVILLE     ","571",33999.5
"SOVAH HEALTH - MARTINSVILLE     ","572",36273
"SOVAH HEALTH - MARTINSVILLE     ","573",106648.5
"SOVAH HEALTH - MARTINSVILLE     ","574",56108.6666666667
"SOVAH HEALTH - MARTINSVILLE     ","575",30016
"SOVAH HEALTH - MARTINSVILLE     ","577",25887
"SOVAH HEALTH - MARTINSVILLE     ","579",44536
"SOVAH HEALTH - MARTINSVILLE     ","580",53953
"SOVAH HEALTH - MARTINSVILLE     ","584",25409
"SOVAH HEALTH - MARTINSVILLE     ","585",19289
"SOVAH HEALTH - MARTINSVILLE     ","592",11804
"SOVAH HEALTH - MARTINSVILLE     ","598",1525
"SOVAH HEALTH - MARTINSVILLE     ","600",14233
"SOVAH HEALTH - MARTINSVILLE     ","601",18819
"SOVAH HEALTH - MARTINSVILLE     ","602",41392.6666666667
"SOVAH HEALTH - MARTINSVILLE     ","603",22231.8823529412
"SOVAH HEALTH - MARTINSVILLE     ","605",27894
"SOVAH HEALTH - MARTINSVILLE     ","607",37155.5
"SOVAH HEALTH - MARTINSVILLE     ","616",56183
"SOVAH HEALTH - MARTINSVILLE     ","617",61490.3333333333
"SOVAH HEALTH - MARTINSVILLE     ","618",44416
"SOVAH HEALTH - MARTINSVILLE     ","622",75791
"SOVAH HEALTH - MARTINSVILLE     ","623",30400.5
"SOVAH HEALTH - MARTINSVILLE     ","627",29824
"SOVAH HEALTH - MARTINSVILLE     ","628",87496
"SOVAH HEALTH - MARTINSVILLE     ","629",110873
"SOVAH HEALTH - MARTINSVILLE     ","637",34424.8888888889
"SOVAH HEALTH - MARTINSVILLE     ","638",24835.328125
"SOVAH HEALTH - MARTINSVILLE     ","639",22737.5
"SOVAH HEALTH - MARTINSVILLE     ","640",36676.4852941176
"SOVAH HEALTH - MARTINSVILLE     ","641",27327.8513513513
"SOVAH HEALTH - MARTINSVILLE     ","643",39710.5
"SOVAH HEALTH - MARTINSVILLE     ","644",27174.6
"SOVAH HEALTH - MARTINSVILLE     ","645",19668.7
"SOVAH HEALTH - MARTINSVILLE     ","655",58729
"SOVAH HEALTH - MARTINSVILLE     ","659",39571.5
"SOVAH HEALTH - MARTINSVILLE     ","660",44508
"SOVAH HEALTH - MARTINSVILLE     ","661",28154
"SOVAH HEALTH - MARTINSVILLE     ","662",85799
"SOVAH HEALTH - MARTINSVILLE     ","663",75098.25
"SOVAH HEALTH - MARTINSVILLE     ","668",57238.5
"SOVAH HEALTH - MARTINSVILLE     ","669",39020
"SOVAH HEALTH - MARTINSVILLE     ","670",53281
"SOVAH HEALTH - MARTINSVILLE     ","673",86500.5
"SOVAH HEALTH - MARTINSVILLE     ","674",57950
"SOVAH HEALTH - MARTINSVILLE     ","682",40799.6781609195
"SOVAH HEALTH - MARTINSVILLE     ","683",36300.1057692308
"SOVAH HEALTH - MARTINSVILLE     ","684",26949.75
"SOVAH HEALTH - MARTINSVILLE     ","689",31284.4432989691
"SOVAH HEALTH - MARTINSVILLE     ","690",28638.8709677419
"SOVAH HEALTH - MARTINSVILLE     ","693",53429.5
"SOVAH HEALTH - MARTINSVILLE     ","694",35812.1
"SOVAH HEALTH - MARTINSVILLE     ","696",39387.5
"SOVAH HEALTH - MARTINSVILLE     ","698",44900.2380952381
"SOVAH HEALTH - MARTINSVILLE     ","699",34110.7142857143
"SOVAH HEALTH - MARTINSVILLE     ","700",25899.25
"SOVAH HEALTH - MARTINSVILLE     ","711",106879
"SOVAH HEALTH - MARTINSVILLE     ","713",40719
"SOVAH HEALTH - MARTINSVILLE     ","715",71179
"SOVAH HEALTH - MARTINSVILLE     ","723",28686
"SOVAH HEALTH - MARTINSVILLE     ","726",20407
"SOVAH HEALTH - MARTINSVILLE     ","728",18655.6666666667
"SOVAH HEALTH - MARTINSVILLE     ","741",50604
"SOVAH HEALTH - MARTINSVILLE     ","742",60684
"SOVAH HEALTH - MARTINSVILLE     ","743",56758.1
"SOVAH HEALTH - MARTINSVILLE     ","744",66964
"SOVAH HEALTH - MARTINSVILLE     ","748",57700.5
"SOVAH HEALTH - MARTINSVILLE     ","754",50843
"SOVAH HEALTH - MARTINSVILLE     ","757",63466
"SOVAH HEALTH - MARTINSVILLE     ","758",19219
"SOVAH HEALTH - MARTINSVILLE     ","760",21383.25
"SOVAH HEALTH - MARTINSVILLE     ","761",54888
"SOVAH HEALTH - MARTINSVILLE     ","765",33441
"SOVAH HEALTH - MARTINSVILLE     ","766",31618.7906976744
"SOVAH HEALTH - MARTINSVILLE     ","767",28361
"SOVAH HEALTH - MARTINSVILLE     ","774",15796.72
"SOVAH HEALTH - MARTINSVILLE     ","775",15845.8962962963
"SOVAH HEALTH - MARTINSVILLE     ","776",9858.66666666667
"SOVAH HEALTH - MARTINSVILLE     ","779",27488.5
"SOVAH HEALTH - MARTINSVILLE     ","781",15019.1428571429
"SOVAH HEALTH - MARTINSVILLE     ","783",30264
"SOVAH HEALTH - MARTINSVILLE     ","784",40705
"SOVAH HEALTH - MARTINSVILLE     ","785",26523.6666666667
"SOVAH HEALTH - MARTINSVILLE     ","787",30392
"SOVAH HEALTH - MARTINSVILLE     ","788",36260.875
"SOVAH HEALTH - MARTINSVILLE     ","789",4975.4
"SOVAH HEALTH - MARTINSVILLE     ","792",6264
"SOVAH HEALTH - MARTINSVILLE     ","793",3749.5
"SOVAH HEALTH - MARTINSVILLE     ","794",5518.22727272727
"SOVAH HEALTH - MARTINSVILLE     ","795",5405.0775862069
"SOVAH HEALTH - MARTINSVILLE     ","798",43328
"SOVAH HEALTH - MARTINSVILLE     ","802",50189
"SOVAH HEALTH - MARTINSVILLE     ","803",41564
"SOVAH HEALTH - MARTINSVILLE     ","806",17147.5
"SOVAH HEALTH - MARTINSVILLE     ","807",16602.652173913
"SOVAH HEALTH - MARTINSVILLE     ","808",29566.6
"SOVAH HEALTH - MARTINSVILLE     ","809",33194.75
"SOVAH HEALTH - MARTINSVILLE     ","810",28362.5
"SOVAH HEALTH - MARTINSVILLE     ","811",37591.6071428571
"SOVAH HEALTH - MARTINSVILLE     ","812",25173.8709677419
"SOVAH HEALTH - MARTINSVILLE     ","813",39451.8
"SOVAH HEALTH - MARTINSVILLE     ","814",25238
"SOVAH HEALTH - MARTINSVILLE     ","815",41026
"SOVAH HEALTH - MARTINSVILLE     ","824",115496
"SOVAH HEALTH - MARTINSVILLE     ","825",83657
"SOVAH HEALTH - MARTINSVILLE     ","832",21719
"SOVAH HEALTH - MARTINSVILLE     ","833",15147
"SOVAH HEALTH - MARTINSVILLE     ","853",133083.135135135
"SOVAH HEALTH - MARTINSVILLE     ","854",58861.25
"SOVAH HEALTH - MARTINSVILLE     ","856",111925
"SOVAH HEALTH - MARTINSVILLE     ","857",47467
"SOVAH HEALTH - MARTINSVILLE     ","858",41818
"SOVAH HEALTH - MARTINSVILLE     ","862",89567.5
"SOVAH HEALTH - MARTINSVILLE     ","863",28846.3333333333
"SOVAH HEALTH - MARTINSVILLE     ","864",30110.75
"SOVAH HEALTH - MARTINSVILLE     ","866",43512
"SOVAH HEALTH - MARTINSVILLE     ","868",37371
"SOVAH HEALTH - MARTINSVILLE     ","869",25632
"SOVAH HEALTH - MARTINSVILLE     ","870",138528.636363636
"SOVAH HEALTH - MARTINSVILLE     ","871",50610.7922794118
"SOVAH HEALTH - MARTINSVILLE     ","872",27297.980952381
"SOVAH HEALTH - MARTINSVILLE     ","876",27404
"SOVAH HEALTH - MARTINSVILLE     ","880",33839
"SOVAH HEALTH - MARTINSVILLE     ","881",12344.8666666667
"SOVAH HEALTH - MARTINSVILLE     ","882",14022.25
"SOVAH HEALTH - MARTINSVILLE     ","884",37152.8571428571
"SOVAH HEALTH - MARTINSVILLE     ","885",16576.7995495495
"SOVAH HEALTH - MARTINSVILLE     ","886",24010
"SOVAH HEALTH - MARTINSVILLE     ","894",12414
"SOVAH HEALTH - MARTINSVILLE     ","896",37203.8
"SOVAH HEALTH - MARTINSVILLE     ","897",19719.064516129
"SOVAH HEALTH - MARTINSVILLE     ","902",31816.5
"SOVAH HEALTH - MARTINSVILLE     ","907",132667.5
"SOVAH HEALTH - MARTINSVILLE     ","908",47123.3333333333
"SOVAH HEALTH - MARTINSVILLE     ","915",67763
"SOVAH HEALTH - MARTINSVILLE     ","916",18403.5
"SOVAH HEALTH - MARTINSVILLE     ","917",48161.9756097561
"SOVAH HEALTH - MARTINSVILLE     ","918",28823.8
"SOVAH HEALTH - MARTINSVILLE     ","919",20334
"SOVAH HEALTH - MARTINSVILLE     ","920",27177.3333333333
"SOVAH HEALTH - MARTINSVILLE     ","921",16532.5
"SOVAH HEALTH - MARTINSVILLE     ","922",32268
"SOVAH HEALTH - MARTINSVILLE     ","934",126681
"SOVAH HEALTH - MARTINSVILLE     ","947",25841.3333333333
"SOVAH HEALTH - MARTINSVILLE     ","948",31532.6666666667
"SOVAH HEALTH - MARTINSVILLE     ","951",7130.875
"SOVAH HEALTH - MARTINSVILLE     ","956",129031
"SOVAH HEALTH - MARTINSVILLE     ","975",24040
"SOVAH HEALTH - MARTINSVILLE     ","976",17345
"SOVAH HEALTH - MARTINSVILLE     ","981",99467.5625
"SOVAH HEALTH - MARTINSVILLE     ","982",75625.875
"SOVAH HEALTH - MARTINSVILLE     ","983",43855.5
"SOVAH HEALTH - MARTINSVILLE     ","987",68568.25
"SOVAH HEALTH - MARTINSVILLE     ","988",19807
"SOVAH HEALTH - MARTINSVILLE     ","989",40591
