"Facility","Description","Price"
"Martinsville","CL TX SUPRATRANSCONDL FX",3769
"Martinsville","STRAPPING TOES",2929
"Martinsville","CLSD TX RAD FX W MANIP",1739
"Martinsville","SPLNT APPLY FOREARM",548
"Martinsville","SPLINT APPLY LONG ARM",548
"Martinsville","CLSD TX HUM CON FX W\O",2077
"Martinsville","EXPLORE WOUND EXTREM",3025
"Martinsville","FACIAL INTERM 5.1-7.5CM",2929
"Martinsville","INJ STEROID LUMB",2077
"Martinsville","REP COMP TRUNK 1.1-2.5CM",2786
"Martinsville","AMPU FING/THUMB W/DIR CL",2786
"Martinsville","ER VISIT LVL II",567
"Martinsville","SIMPLE 12.6 TO 20CM",2698
"Martinsville","REPR WND 2.6-7.5CM SMPL",4057
"Martinsville","I&D PERIANAL ABSCESS",2987
"Martinsville","SECONDARY CLOSURE WOUND",2786
"Martinsville","BURN LG W/O ANES",1914
"Martinsville","INTERNAL CARDIOVERSION",1564
"Martinsville","LAY CLOS TRNK\EXT > 30CM",2786
"Martinsville","INCISE FORESKIN",2786
"Martinsville","REDUCTION DIGIT W/O ANES",2929
"Martinsville","DRAIN SCROTAL ABSCESS",2077
"Martinsville","UNNA BOOT",2929
"Martinsville","CLSD TX CLAVICLE FX WO",1662
"Martinsville","TX BURN 1ST DEGREE LOCAL",2744
"Martinsville","BURN SM W/O ANES",3373
"Martinsville","LAY CLOS N\H\F >30CM",2786
"Martinsville","CLSD TX STRNCLAV DIL W\M",2077
"Martinsville","CLSD TX THUMB DISLOCT W\",3025
"Martinsville","CLOSD TX ULNAR FX W\MANP",2077
"Martinsville","CLOSED TX HUMERUS FX WO",1662
"Martinsville","LAY CLOS N\H\F 12.6-20CM",4126
"Martinsville","CAUTERY CHEMICAL",422
"Martinsville","CAST APPLY FOREARM",2744
"Martinsville","CLSD TX TRNSSCPHPERILUNR",2786
"Martinsville","CAST REMOVAL ARM/LEG",2929
"Martinsville","CLSD FX PELV RING FX\DS",3712
"Martinsville","ER VISIT LVL IV",1457
"Martinsville","CLSD TX ARTICULAR FX WO",3025
"Martinsville","CRICHOTHYROIDTMY EMRG",4358
"Martinsville","CLSD TX HUM FX W\MANIP",2786
"Martinsville","TREATMENT FEMUR SHAFT FX",3523
"Martinsville","REPAIR BLD VESSEL UP EXT",5117
"Martinsville","CLSD TX RAD\ULNA FX WITH",3850
"Martinsville","NAIL PLATE AVULSION SNGL",2419
"Martinsville","CLSD TX FX DIST TIBIA WO",2810
"Martinsville","NAIL DRAIN BLOOD",2419
"Martinsville","REP VERMILION <1/2 HT",3084
"Martinsville","OBS CARE INITIAL HOUR",2442
"Martinsville","SIMPLE 20.1 TO 30CM",3583
"Martinsville","ER VISIT LEVEL V",2555
"Martinsville","REMOV FB LARYNX",3441
"Martinsville","FB REMOVAL EYELID",2929
"Martinsville","CNTRL NASAL BLD POST SUB",1662
"Martinsville","CLSD TX RAD\INTERC\DX CL",2077
"Martinsville","TX SESAMOID BONE FX",3025
"Martinsville","SIMPLE 7.6 TO 12.5CM",2642
"Martinsville","REP VAGINAL LACERATION",2810
"Martinsville","CLSD TX HUM CON FX W\MAN",2077
"Martinsville","CNTRL NASAL BLD POST INT",2455
"Martinsville","DESTRUCT LESION <= 14",3025
"Martinsville","IM/SQ INJECTION",176
"Martinsville","INTRA-ARTERIAL INJECTION",28
"Martinsville","CLSD TX WRIST FX WO MANP",3025
"Martinsville","CLSD TX ANKLE TALUS FX",3025
"Martinsville","STRAPPING CHEST",2929
"Martinsville","FACIAL INTERMED <2.5CM",2929
"Martinsville","BLOOD PATCH",2077
"Martinsville","COMPLEX REPAIR 2.6-7.5CM",4803
"Martinsville","DEB SUBQ TISSUE 20CM <",2230
"Martinsville","TX ULNA SHAFT FX",2744
"Martinsville","INTERMEDIATE <2.5CM",4027
"Martinsville","LARYNGOSCOPY FB REMOVAL",3833
"Martinsville","REDUCTION ANKLE W/O MAN",1815
"Martinsville","FACIAL COMPLEX 2.6-7.5CM",3084
"Martinsville","COMPLEX SCALP EA ADDL <5",930
"Martinsville","FNA W/IMAGE",2789
"Martinsville","REM HEMORRHOID CLOT",2929
"Martinsville","PORT FLUSH ONLY",331
"Martinsville","REMOVE FB EYE EMBEDDED",2788
"Martinsville","REPR WND 12.6-20CM SMPL",3299
"Martinsville","CLSD TX HIP DISL WO MAN",3221
"Martinsville","LARYNGOSCOPY",2566
"Martinsville","MOD SED OTH QHP EA",312
"Martinsville","TX ANKLE TRIMALEOLAR FX",2810
"Martinsville","CLSD TX SHL BL FX W\O MN",2077
"Martinsville","SIMPLE <2.5 CM",2929
"Martinsville","CLOSED TX DISLOCATED JAW",3025
"Martinsville","BLADDER IRRIGATION SIMPL",3753
"Martinsville","CLSD RED DISTAL TIBIA",4018
"Martinsville","FACIAL COMPLEX 1.1-2.5CM",3084
"Martinsville","SIMPLE WOUND DEHISCE REP",2010
"Martinsville","COMPLEX SCALP 1.1-2.5CM",2698
"Martinsville","STRAPPING HAND/FINGER",2169
"Martinsville","CL TX ULN\RAD FX W\O MAN",2419
"Martinsville","CLSD TX BIMALLE FX WITH",2248
"Martinsville","CL TX SUPR\TRANSCONDR WO",2077
"Martinsville","INTERMED 7.6 TO 12.5CM",4198
"Martinsville","CLSD TX METACARPAL FX",2744
"Martinsville","SPINAL PUNC THERAP",2010
"Martinsville","CL TX ANKLE TALUS FX W\M",2786
"Martinsville","I&D\ASPIRATION SIMPLE",3465
"Martinsville","CLOSED TX ULNAR SHAFT",2744
"Martinsville","MOD SED OTH QHP<5YRS",503
"Martinsville","INJ NERVE BLOCK",3025
"Martinsville","REVISION AMPUTATN FINGER",3927
"Martinsville","TX FOOT DISLOCAT TARSAL",3025
"Martinsville","INCISION PERITONEUM",5084
"Martinsville","SIMPLE < 2.5CM",2929
"Martinsville","IV PUSH INITIAL DRUG",596
"Martinsville","INTERMED 20.1 TO 30CM",2435
"Martinsville","CLSD TX SHL BL FX W\MAN",2077
"Martinsville","CLSD TX CLAV FX W\M MAN",1662
"Martinsville","WOUND EXPLORE EXTREMITY",3025
"Martinsville","I\D BARTH GLAND ABSCESS",3025
"Martinsville","REMOVE IMPACT CERUMEN",2419
"Martinsville","REPAIR TRUNK 2.6-7.5CM",3084
"Martinsville","REGIONAL NERVE BLOCK",2462
"Martinsville","CLOSD TX ELBOW DISLOC WO",2967
"Martinsville","CAST APPLY SHORT LEG",2744
"Martinsville","I&D PERITONSILLAR ABSCES",2077
"Martinsville","MOD SED OTH QHP=>5YR",411
"Martinsville","CLOSD TX HIP DISLOCAT WO",1884
"Martinsville","I & D AXILLA",2010
"Martinsville","INFUSION THERAP\DIAG 1ST",716
"Martinsville","LAY CLOS F\E\E\N 12.6CM",2807
"Martinsville","CLOSD TX DISTL FIBULA FX",1884
"Martinsville","BIOPSY EACH ADDL LESION",2744
"Martinsville","TX FOOT DISLTARSO\METATR",3025
"Martinsville","COLLECT BLOOD VAD",261
"Martinsville","CLOSED TX TIBIA FRACTURE",1662
"Martinsville","GASTRIC INTUBATION",227
"Martinsville","FB REMOVE CORNEA WO SLIT",2419
"Martinsville","CRITICAL CARE ADD 30 MIN",785
"Martinsville","CLSD TX LUNATE DISLOC W\",2077
"Martinsville","CL TX FX PHAL WO MANP EA",2744
"Martinsville","OBS CARE HOURLY",2442
"Martinsville","CLD TX METATARSAL FX W\M",3025
"Martinsville","REM IMPCTD CERUMEN",284
"Martinsville","STRAPPING HIP",3607
"Martinsville","IV THROMBOLYSIS CORONARY",2911
"Martinsville","REP HC MOUTH >2.6CM",3769
"Martinsville","COMPLEX EA ADDL <5CM",1269
"Martinsville","CLOT REMOVAL NOSEBLEED",2248
"Martinsville","ART CATH FOR SAMPLE PERC",3273
"Martinsville","CLOSD TX FRACTURE NOSE",2230
"Martinsville","TX HAND DISLOCATION",2744
"Martinsville","CLSD TX HUM SFT FX W\MAN",1662
"Martinsville","FB REMOVAL PHARYNX",2929
"Martinsville","CLSD TX FEM FX DIS W\MAN",2993
"Martinsville","DRN FINGER ABSCESS COMP",2077
"Martinsville","IV THROMBOLYSIS CEREBRAL",3763
"Martinsville","PROCTOSIGMOIDOSCOPY",3025
"Martinsville","REP VERMILION <1/2 HT",3084
"Martinsville","REPAIR EXTNSR TENDN HAND",2978
"Martinsville","CL TX PAT FX W/O MAN",1884
"Martinsville","IV HYDRATION 1ST HR",585
"Martinsville","CLOSED TX KNEE W/O ANES",2655
"Martinsville","CLSD TX CALCAN FX WO MAN",1662
"Martinsville","TX FOOT DISL TALSOTARSAL",3025
"Martinsville","CLSD TX WRIST CARP FX WO",3025
"Martinsville","DRAINAGE NOSE ABSCESS",2675
"Martinsville","REPR WOND 7.6-12.5CM SMP",4057
"Martinsville","ENDOTRACHEAL INTUBATION",1088
"Martinsville","DRAIN EXT AUD CNL ABSCS",2169
"Martinsville","ASP/INJ GANGLION CYST",3025
"Martinsville","DEB SUBQ TISSUE 20CM EA",2744
"Martinsville","CLOSD TX RADIUS\ULNA FX",2419
"Martinsville","REDUCTION TOE W/O ANESTH",2929
"Martinsville","I&D LOWER ARM ABSCESS",3846
"Martinsville","REDUCTION (TOE)",2929
"Martinsville","CLOSD TX PROX FIBIA FX",1662
"Martinsville","MOD SED SAM QHPEA15",60
"Martinsville","INSERT SWAN GANZ",1829
"Martinsville","DISLOCATE TX W\ANESTHES",1662
"Martinsville","CLSD TX HUM FX W\ MANIP",2786
"Martinsville","INSERT STR CATH COLLECT",2929
"Martinsville","STRAPPING ELBOW/WRIST",1955
"Martinsville","CLSD TX FEM SHFT W/O MAN",1940
"Martinsville","LAY CLOS N\H\F 7.6-12CM",4126
"Martinsville","DX BRONCHOSCOPY/WASH",2010
"Martinsville","REPAIR LIP",3084
"Martinsville","CLOSD TX PATELLAR FX",1884
"Martinsville","SIMPLE 5.1 TO 7.5CM",2929
"Martinsville","ANOSCOPY W/FB REMOVAL",2010
"Martinsville","SA ANOSCOPY",3736
"Martinsville","TX EPICONDYLR HUM FX W\O",2786
"Martinsville","FECAL IMPACTION REMOVAL",2419
"Martinsville","DRN FINGER ABSCESS SIMPL",2672
"Martinsville","NASAL\SINUS ENDOSCOPY",2566
"Martinsville","REDUCTION ANKLE",2010
"Martinsville","OPEN TX DISTAL PHALANGE",3927
"Martinsville","CLSD TX DISTAL RADIUS FX",3448
"Martinsville","CLSD TX ELBOW FX W\ANES",2744
"Martinsville","ER VISIT LVL III",846
"Martinsville","CLSD TX ARTICULAR MANIP",3713
"Martinsville","CONTROL NASAL\ORAL BLEED",3577
"Martinsville","CLSD TX STERNUM FRACTURE",3712
"Martinsville","INTERMED <2.5CM",3863
"Martinsville","FB REMOV CORNEA W\SLIT",2419
"Martinsville","DEBRIDEMENT BONE",2230
"Martinsville","REMOVE FB MOUTH SIMPLE",2100
"Martinsville","LARYNGOSCOPY",2929
"Martinsville","SPLINT APPLY LOWER LEG",548
"Martinsville","INGROWN NAIL",1977
"Martinsville","THORACOTOMY/REPAIR",4162
"Martinsville","COMPLEX REPAIR 1.1-2.5CM",2784
"Martinsville","INTERMED 12.6 TO 20CM",2698
"Martinsville","CARDIOVERSION ELECTRICAL",1499
"Martinsville","CLSD TX METATARSAL FX",2744
"Martinsville","CLSD TX HUM FX W\O MANIP",2077
"Martinsville","CL TX RAD DIS FX W MANIP",3493
"Martinsville","CLSD TX THUMB FX W\MANIP",2077
"Martinsville","ESOPHAGOSCOPY",2077
"Martinsville","CAST APPLY LONG ARM",2744
"Martinsville","URINARY CATH SIMPLE",276
"Martinsville","I&D VULVA PERINEUM",3713
"Martinsville","CLOSD TX MED MALLEOUS FX",1662
"Martinsville","CLOSD TX PHALNGE SHAFT",2230
"Martinsville","TRACH TUBE CHANGE",2642
"Martinsville","CPR",1365
"Martinsville","IRRIG CORPORA CAVERNOSA",2077
"Martinsville","STRAP ANKLE/FOOT",2021
"Martinsville","LAYER CLOS F\E\E\N\>3CM",2786
"Martinsville","IMMUNIZATION ADMIN",120
"Martinsville","CLOSD TX HUMERUS FX WITH",2215
"Martinsville","NAIL PLATE AVULSION ADDL",2419
"Martinsville","CLOSD TX RADIUS SHAFT FX",2230
"Martinsville","REDUCTN RAD HEAD W/O",2929
"Martinsville","STRAPPING APPLY SHOULDER",2419
"Martinsville","FACIAL INTERM 7.6-12.5CM",2698
"Martinsville","CLSD TX STNCLV DISL WO M",2077
"Martinsville","CLSD TX WRIST CARP FX W",2077
"Martinsville","FB REMOVE EYE",3003
"Martinsville","URINARY CATH COMPLEX",3863
"Martinsville","CLSD TX FINGER DISL MANP",4027
"Martinsville","TX HIP ARTHRPLSTY DISLOC",2993
"Martinsville","REPAIR LAC TONGUE <2.5CM",2698
"Martinsville","CLSD TX MALL FX W MANIP",2115
"Martinsville","CONTRL NASAL BLDG COMPLX",2787
"Martinsville","REPLANTATION DIGIT",15538
"Martinsville","CLSD TX PATEL DISL W/O",1914
"Martinsville","INTERMED 2.6 TO 7.5CM",4027
"Martinsville","TX EPICNDYLR HUM FX MAN",2077
"Martinsville","SIMPLE 2.6 TO 5CM",3863
"Martinsville","MOD SED SAM QHP<5Y",128
"Martinsville","CLSD TX ULNAR STYLOID FX",3025
"Martinsville","I&D ABSCESS MOUTH SIMPLE",3025
"Martinsville","I&D ABCESS EYELID",2927
"Martinsville","DRAINAGE GUM LESION",2455
"Martinsville","NAIL AND MATRIX EXCISE",1143
"Martinsville","TX SUP\TRNCONDYLR HUM FX",2077
"Martinsville","CLSD TX SHFT DIS\FX NECK",2786
"Martinsville","REPAIR EXTENSOR TENDON",3927
"Martinsville","CLOSD TX FINGER DISLOCAT",2744
"Martinsville","INJ ANES TRIGEM NERVE",3863
"Martinsville","INTERMED 2.6 TO 7.5CM",4561
"Martinsville","WOUND PACKING",2010
"Martinsville","CL TX METATAR FX WO MANI",2744
"Martinsville","TRUNK COMPLEX EA ADDL <5",515
"Martinsville","CLSD TX KNEECAP",2010
"Martinsville","BURN MED W/O ANES",2929
"Martinsville","CLOSED TX FEMORAL FX",3230
"Martinsville","REMOVAL FB NECK",2970
"Martinsville","FB REMOVAL EAR",3406
"Martinsville","CLSD TX ACETABLR FX WO",3712
"Martinsville","TEMP TRANSCUTAN PACING",290
"Martinsville","REDUCTION NURSEMAID ELBO",3753
"Martinsville","CLSD TX PHALANGL SHAFT",2230
"Martinsville","CLSD TX ACRCLAV DIS W\MN",2077
"Martinsville","I&D EXTERNAL HEMORRHOID",3651
"Martinsville","TRIAGE ONLY",191
"Martinsville","FB REMOVE MOUTH\NOSE",3045
"Martinsville","MULTIPLE WAKE LATENCY",2385
"Martinsville","POLYSOM <6YRS<4 PAR",6747
"Martinsville","LIMITED POLYSOMNOGRAM",2915
"Martinsville","NEW PATIENT LEVEL 2",686.65
"Martinsville","OFFICE/OP EST II",163.82
"Martinsville","OFFICE/OP EST III",232.17
"Martinsville","POLYSOMNOGRAPHY",2915
"Martinsville","POLYSOMNOGRAM W/CPAP",3059
"Martinsville","NEW PATIENT LEVEL 3",944.15
"Martinsville","SLEEP STUDY UNATTENDED",1363
"Martinsville","OFFICE/OP EST I",97.82
"Martinsville","MULTIPLE SLEEP LATENCY",2385
"Martinsville","NEW PT LEVEL 1",434.52
"Martinsville","MULTIPLE SLEEP LATENCY",2385
"Martinsville","AVULSION NAIL SIMP SING",4561
"Martinsville","BURN SM W/O ANES",3658
"Martinsville","STRAP UNNA BOOT RT",2789
"Martinsville","REMOVE IMPACTED CERUMEN",2419
"Martinsville","DEBRIDEMENT NAIL 6+",4295
"Martinsville","WOUND CAUTERY CHEMICAL",4561
"Martinsville","EXCISE NAIL PERM REMOVAL",2789
"Martinsville","BURN LG W/O ANES",2482
"Martinsville","DEBRIDEMENT NAIL 6+",4295
"Martinsville","REMOV HYPERKERAT LES >4",1890
"Martinsville","DEB SUBQ TISSUE 20CM <",3752
"Martinsville","APLIGRAFT SKIN PER CM",2422
"Martinsville","REMOV HYPERKERAT LES 2-4",1890
"Martinsville","DEBRD SKNSUB/TIS/MUS/BON",3457
"Martinsville","IV HYDRATION 1ST HR",628
"Martinsville","NEW\EST PT CONSLT LEV I",470
"Martinsville","NEW\EST PT CONSLT LEV IV",1328
"Martinsville","APPLY RIGID LEG CAST",4561
"Martinsville","USE 760173",733
"Martinsville","REMOV HYPERKERATOTIC LES",1890
"Martinsville","CONSULTATION BRIEF",733
"Martinsville","DEBRIDEMENT NAIL 1-5",4295
"Martinsville","STRAP UNNA BOOT BIL",2789
"Martinsville","DEBRIDE SKIN SUB/TIS/MUS",3457
"Martinsville","STRAP UNNA BOOT LT",3752
"Martinsville","INCISION & DRAINAGE",3752
"Martinsville","BURN MED WO ANES",3658
"Martinsville","AVULSION NAIL SIMP SINGL",2419
"Martinsville","TRIM NONDYSTROPHIC NAILS",137
"Martinsville","DEB SUBQ TISSUE 20CM EA",3752
"Martinsville","AVULSION NAIL SIMP ADD",2419
"Martinsville","DEB MUS/FAS 20CM EA ADDL",438
"Martinsville","USE 760174",946
"Martinsville","INCISION &DRAINAGE CMPLX",2564
"Martinsville","CONSULTATION STANDARD",946
"Martinsville","BX SKIN SUBQ TISSUE ADDL",2744
"Martinsville","NEW\EST PT CONSLT LEVL V",1780
"Martinsville","DEB BONE 20CM EA ADDL",438
"Martinsville","DEBRIDEMENT NAIL 1-5",4295
"Martinsville","APPLY MULT COMP HAND",241
"Martinsville","COGNIT SKILLS DEV",178
"Martinsville","OT EVAL MOD 45 MIN",423
"Martinsville","OT RE-EVALUATION",282
"Martinsville","ORT/PROS MGMT EA 15M",177
"Martinsville","APP FOREARM SPLNT STAT",3607
"Martinsville","APP LONG ARM SPLNT",3607
"Martinsville","APP LOWER LEG SPLINT",3607
"Martinsville","APP FOREARM SPLNT DYN",3607
"Martinsville","APP FINGER SPLINT STATIC",3607
"Martinsville","OT EVAL LOW 30 MIN",299
"Martinsville","APP FINGER SPLINT DYN",3607
"Martinsville","WORK HARD/COND ADDL 1HR",108
"Martinsville","OT EVAL HIGH 60 MIN",422
"Martinsville","WORK HARD/COND 1ST 2HRS",1440
"Martinsville","APPLY MULT COMP LOW",241
"Martinsville","RTX OFFICE CONSULT LEV2",733
"Martinsville","CHEMO INFUSE ADDL DRUG",1137
"Martinsville","INFUSION THERAP\DIAG 1ST",720
"Martinsville","USE 415022",789
"Martinsville","PORT FLUSH ONLY",261
"Martinsville","IM/SQ INJECTION",152
"Martinsville","INFUSION SEQUENTIAL",394
"Martinsville","PHYSICS WEEKLY",1319
"Martinsville","USE 415022",789
"Martinsville","CHEMOTHERAPY IV PUSH",1648
"Martinsville","RADIATION TX 20+ COMPLEX",1078
"Martinsville","VENIPUNCTURE",55
"Martinsville","TREATMENT DEVICE SIMPLE",1239
"Martinsville","CHEMO EA ADD HOUR 1-8",528
"Martinsville","DESIGN MLC DEVICE IMRT",1857
"Martinsville","PORT FILM",275
"Martinsville","LARYNGOSCOPY DIAGNOSTIC",3736
"Martinsville","USE 415026",928
"Martinsville","USE 415207",1314
"Martinsville","USE 415030",1078
"Martinsville","PROSTATE VOLUME STUDY",1028
"Martinsville","RAD TX COMPLEX",1040
"Martinsville","RTX OFFICE CONSULT LEV3",946
"Martinsville","TREATMENT DEVICE INTERMD",1551
"Martinsville","IMRT CPX",2891
"Martinsville","USE 415030",1039
"Martinsville","RAD TX >=1 MEV/DAY",789
"Martinsville","NM I\S SRC APPL INTERM",7749
"Martinsville","SPECIAL RECONSTRUCTION",1191
"Martinsville","INFUSION THERAP\DIAG ADD",240
"Martinsville","RTX OFFICE CONSULT LEV4",1328
"Martinsville","RTX OFFICE CONSULT LEV1",470
"Martinsville","SPECIAL TREATMENT PROC",4935
"Martinsville","IV PUSH NEW DRUG",249
"Martinsville","GUIDE RAD TX DELV",746
"Martinsville","US TRANSRECTAL PROSTATE",743
"Martinsville","INFUSE/INSTILL RADELEMNT",1210
"Martinsville","SPECIAL DOSIMETRY DOSECK",224
"Martinsville","EXTENSIVE PHYSICS",405
"Martinsville","COLLECT BLOOD VAD",261
"Martinsville","CHEMO PUSH ADDL DRUG",957
"Martinsville","LARYNGOSCOPY IND DX",2929
"Martinsville","SURFACE APPL RADIOELEMNT",1164
"Martinsville","BASIC DOSE CALCULATION",932
"Martinsville","CHEMO ADM SQ\IM HORMONAL",482
"Martinsville","ADDL IV PUSH SAME DRUG",235
"Martinsville","IV HYDRATION 1ST HR",628
"Martinsville","TUMOR LOCALIZATION LTD",1233
"Martinsville","RTX OFFICE CONSULT LEV5",1780
"Martinsville","USE 415026",928
"Martinsville","TREATMENT DEVICE COMPLEX",1861
"Martinsville","IMRT SMP",2409
"Martinsville","RAD TX INTRMD",928
"Martinsville","IV HYDRATION ADDL HR",189
"Martinsville","IV PUSH INITIAL DRUG",535
"Martinsville","NM I\S SRC APPL SIMPLE",6197
"Martinsville","USE 415026",928
"Martinsville","RADIATION TX <=5 SIMPLE",789
"Martinsville","USE 415022",789
"Martinsville","I-123 SODIUM IODIDE CAP",431
"Martinsville","BONE MARROW WHOLE BODY",1264
"Martinsville","GASTRIC EMPTYING STUDY",2910
"Martinsville","GASTROESPHAGL REFLUX",1595
"Martinsville","BONE SCAN 3 PHASE",3024
"Martinsville","BONE/JOINT IMAGE LTD",2322
"Martinsville","SM-153 QUADRAMET 150MCI",20031
"Martinsville","BONE/JOINT WHOLE BODY",4046
"Martinsville","MIRALUMA PER DOSE",1752
"Martinsville","TC99 NEUROLIT\DOSE\25MCI",3382
"Martinsville","DIAGNOSTIC IMAGING AGENT",1663
"Martinsville","TC99 MAA PER\DOSE\10MCI",392
"Martinsville","THALLIUM 201 PER MCI",1752
"Martinsville","TC99 MAG 3\DOSE <=15MCI",1224
"Martinsville","BRAND I131 NAI TX CAP",21
"Martinsville","STRONTIUM 89 PER MCI",3353
"Martinsville","CARD BLD POOL R/S",3688
"Martinsville","XENON\DOSE <=10 MCI",1752
"Martinsville","KINEVAC\5MCG",142
"Martinsville","TC99 LYMPHOSEEK",748
"Martinsville","TC99 DTPA\DOSE\25 MCI",2034
"Martinsville","BONE MARROW LIMITED",635
"Martinsville","TC99 CHOLETE\DOSE\15 MCI",357
"Martinsville","TC99 CERETE\DOSE 25 MCI",1752
"Martinsville","TC99 HEPATOLITE PER DOSE",1752
"Martinsville","TC 99 SESTAMIBI",900
"Martinsville","MYOCARD INFARCT SCAN",989
"Martinsville","TESTICULAR SCAN W/FLOW",1198
"Martinsville","TC99 HDP OXIDRONATE/DOSE",1752
"Martinsville","I-131 SOD IODID/MCI GRPA",21
"Martinsville","LIVER IMAGING SPECT",2216
"Martinsville","TC99 PYP\DOSE\25 MCI",1752
"Martinsville","TC99 PERTECHNATATE\MCI",10
"Martinsville","BONE/JOINT SPECT STUDY",860
"Martinsville","TC99 SULFUR COLLOID/DOSE",748
"Martinsville","TC99 MDP UP TO 30 MCI",162
"Martinsville","UTRATAG/DOSE <=30 MCI",229
"Martinsville","BOWEL IMAGING (MECKELS)",1141
"Martinsville","ACUTE GI BLOOD LOSS",4048
"Martinsville","LUNG PERFUSION SCAN",1519
"Martinsville","I-111 OXINE PER .5MCI",2359
"Martinsville","IN-111 DTPA/.5MCI",892
"Martinsville","CARDIAC SHUNT DETECTION",848
"Martinsville","GALLIUM GA 67/MCI",1752
"Martinsville","LIVER & SPLEEN STATIC",1098
"Martinsville","ORT/PROS MGMT EA 15M",104
"Martinsville","STRAPPING TOES",3607
"Martinsville","PT RE-EVALUATION",297
"Martinsville","WORK HARD/COND 1ST 2HRS",244
"Martinsville","APP LOWER LEG SPLINT",3607
"Martinsville","STRAPPING ANKLE/FOOT",2021
"Martinsville","APPLY MULTI COMPRS HAND",241
"Martinsville","PT EVAL LOW 20 MIN",436
"Martinsville","APP LONG ARM SPLNT",3607
"Martinsville","PT EVAL MOD 30 MIN",436
"Martinsville","PT EVAL HIGH 45 MIN",436
"Martinsville","WORK HARD/COND ADDL 1HR",122
"Martinsville","APPLY MULTI COMPRS LOWER",241
"Martinsville","APP FOREARM SPLNT STAT",3607
"Martinsville","APP UNNA BOOT",3607
"Martinsville","STRAPPING HIP",3607
"Martinsville","COGNIT SKILLS DEV",178
"Martinsville","LANG DC 0%",1
"Martinsville","COGNIT SKILLS DEV",113
"Martinsville","RADIOPAQUE SWALLOW STUDY",429
"Martinsville","NASOPHARYNGOSCOPY",654
"Martinsville","SWALLOW TREATMENT",277
