Description	Price
 Aph Plt Washed LR Irr	2209.00
 Aph Plt Washed LR Irr 1	2209.00
 Aph Plt Washed LR Irr 2	2209.00
 Aph Plt Washed LR Irr 3	2209.00
 Aph RBC ACDA AS1 LR	643.00
 Aph RBC ACDA AS1 LR 1	1025.00
 Aph RBC ACDA AS1 LR 2	643.00
 Aph RBC ACDA AS3	643.00
 Aph RBC ACDA AS3 1	643.00
 Aph RBC ACDA AS3 2	643.00
 Aph RBC ACDA AS3 Irr 1	643.00
 Aph RBC ACDA AS3 Irr 2	643.00
 Aph RBC ACDA AS3 LR	1025.00
 Aph RBC ACDA AS3 LR 1	1025.00
 Aph RBC ACDA AS3 LR 2	643.00
 Aph RBC ACDA AS3 LR Irr	840.00
 Aph RBC ACDA AS3 LR Irr 1	840.00
 Aph RBC ACDA AS3 LR Irr 2	840.00
 Aph RBC CP2D AS3	643.00
 Aph RBC CP2D AS3 Irr	643.00
 Aph RBC CP2D AS3 Irr 1	643.00
 Aph RBC CP2D AS3 Irr 2	643.00
 Aph RBC CP2D AS3 LR	1025.00
 Aph RBC CP2D AS3 LR 1	1025.00
 Aph RBC CP2D AS3 LR Irr	840.00
 Aph RBC CP2D AS3 LR Irr 1	840.00
 Aph RBC CP2D AS3 LR Irr 2	840.00
 Aph RBC CP2D Irr ResLeu:<5E6 Pla	1136.00
 Aph RBC Washed LR	1136.00
 Aph RBC Washed LR 1	1136.00
 Aph RBC Washed LR 2	1136.00
 Aph RBC Washed None Open 1	1136.00
 Aph RBC Washed None Open Irr 1	1136.00
 Aph RBC Washed None Open Irr 2	1136.00
 Aph RBC Washed Open	1136.00
 Application of On Body Injector	170.00
 ARBC CP2D 450 LR	840.00
 ARBC CP2D AS3 450 LR	840.00
 ARBC CP2D AS3 500 LR	840.00
 ARBC CP2D>AS3 LV anitcog notadj	840.00
 ARBC CPD 500 LR Irr	840.00
 ARBC CPD AS1 500	840.00
 ARBC CPD AS1 500 LR	840.00
 ARBC CPD AS1 500 LR Irr	840.00
 ARBC CPD AS1 LV Acadj	840.00
 ARBC CPD AS5 500	840.00
 ARBC CPD AS5 500 LR	840.00
 ARBC CPD LV anticoag Notadj	840.00
 ARBC CPD>AS1 500	1025.00
 ARBC CPDA1 500	840.00
 ARBC CPDA1 500 LR	840.00
 ARBC CPDA1 500 LR Irr	840.00
 Arterial exposure w/creation of graft conduit (chimney graft) to facilitate arterial perfusion	573.00
 Biopsy of Cervix Single/Multiple Provider Charge	3398.00
 Biopsy of Penis	5035.00
 Bladder Instillation of Anti-cancer Agent	910.00
 Bladder irrigation, simple, lavage and/or instillation	827.00
 Blood Transfusion	3116.00
 Broncho Eval wo Spirometry Cardiac Rehab CHARGE	327.00
 Bronchoscopy, rigid or flexible, including fluoroscopic guidance diagnostic with cell washing	3773.00
 Camisole	120.00
 Cardiac Rehab wo ECG Monitoring CHARGE	186.00
 Cardiac Stress Test Charge	619.00
 Cardioversion Charge	1964.00
 Cardioversion through Defib CHARGE	1653.00
 Change Cystostomy Tube;Simple	900.00
 Chemo IV Fusion - Sequential New Drug up to 1 hour	685.00
 Chemo IV push - Each additional drug	578.00
 Chemo IV Push - Single/Initial Drug	993.00
 Circumcise-Surgical Excision-Nonneonate	6611.00
 Circumcision using clamp or other device with regional dorsal penile or ring block	701.00
 Colposcopy of the cervix including upper/adjacent vagina	559.00
 Corpora Cavernosa Injection	896.00
 Corpora Cavernosa Irrigation-Priapism	1977.00
 Cryo AHF	197.00
 Cryosurgery, Penis Lesion(S)	348.00
 Custom Breast Prosthesis	6429.00
 Cysto w/ureteroscpy &/or pyeloscpy; w/biopsy/fulguration of ureteral/renal pelvic lesion	5728.00
 Cystoscopy And Treatment (with direct vision)	5119.00
 Cystostomy, Cystotomy w/Drainage	5988.00
 Cystourethroscopy  w/Foreign Body Removal-Complicated	5119.00
 Cystourethroscopy w/ irrigation & evacuation of mul obstructing clots	2366.00
 Cystourethroscopy w/Bladder Dilation for IC-General/Spinal Anesthesia	5119.00
 Cystourethroscopy w/fulguration &/or resect of Sm Bladder Tumor (0.5-2.0 cm)	3522.00
 Cystourethroscopy w/fulguration or treatment of Minor Lesion (<0.5cm)	2366.00
 Cystourethroscopy w/ureteroscpy &/or pyeloscpy; w/Stone Removal	9016.00
 Cystourethroscopy w/ureteroscpy w/ureteral stricture treatment	8181.00
 Daily management VA	2859.00
 Daily management VV	2859.00
 Debride Skn Subq mscl/fascia necrotizing inf, ext genital & perineum 	2156.00
 Debridement Of Skin, Subcutaneous Tissue, And Muscle	1421.00
 Destruct Penis Lesion(s)-Simple-Excision	6072.00
 Diagnostic laparoscopy, abdomen, peritoneum, omentum	9657.00
 Dilation of female urethra incl suppository &/or instillation; initial	827.00
 Dilation of female urethra incl suppository &/or instillation; subsequent	827.00
 Dilation urethral stricture passage of filiform & follower,male; Subseq	827.00
 Doppler Echo Fetal Cont Wave CHARGE	740.00
 Drain Skin Abscess,Simple/Sngl	761.00
 Drain/Inj Major Joint Bursa w/o US	955.00
 DRBC CP2D 450 LR	1025.00
 DRBC CP2D 500	840.00
 DRBC CP2D AS3 500 LR Irr	840.00
 DRBC CP2D AS3 LV anitcog Notadj	840.00
 DRBC CPD 500 LR	1025.00
 DRBC CPD 500 LR Irr	840.00
 DRBC CPD AS1 500	840.00
 DRBC CPD AS1 500 Irr	840.00
 DRBC CPD AS1 500 LR	1025.00
 DRBC CPD AS1 500 LR Irr	840.00
 DRBC CPD AS1 LV Acadj	840.00
 DRBC CPD AS5 500	840.00
 DRBC CPD AS5 500 Irr	840.00
 DRBC CPD AS5 500 LR	1025.00
 DRBC CPD AS5 500 LR Irr	840.00
 DRBC CPD LV anticoag Notadj	840.00
 DRBC CPD>AS1 500	840.00
 DRBC CPDA1 500	840.00
 DRBC CPDA1 500 LR	1025.00
 DRBC CPDA1 500 LR Irr	840.00
 Duplex Neck Artery Unilateral CHARGE	1482.00
 Dv RBC CP2D 450 LR	643.00
 Dv RBC CP2D AS3 450 LR	643.00
 Dv RBC CP2D AS3 500 LR	643.00
 Dv RBC CP2D AS3 500 LR Irr	840.00
 Dv RBC CPD 500 LR	643.00
 Dv RBC CPD 500 LR Irr	840.00
 Dv RBC CPD AS1 450 LR	643.00
 Dv RBC CPD AS1 500 LR Irr	840.00
 Dv RBC CPDA1 500 LR	643.00
 Dv RBC CPDA1 500 LR Irr	840.00
 Dv RBC CPDA1 LR LV	643.00
 Dv RBC Deglyc LR	1136.00
 Dv RBC Washed LR	1136.00
 Dv RBC Washed LR Irr	1136.00
 Echo Congenital 2D Complete Charge	2722.00
 Echo Congenital 2D Complete w Contrast Charge	3129.00
 Echo Congenital 2D Follow Up Charge	1949.00
 Echo Doppler Color Flow	1234.00
 Echo Doppler Limited Charge	948.00
 Echo Fetal Real Time with Image CHARGE	1382.00
 Echo Follow Up Limited Charge	1949.00
 Echo Follow up or limited study with Cont Charge	2177.00
 Echo Routine w/o Color Charge	1949.00
 Echo Routine WO Color Dop with Contrast Charge	2177.00
 Echo Trans Congenital Heart with Contrast CHARGE	3825.00
 Echo Transesophageal  w Contrast CHARGE	3825.00
 Echo Transesophageal Charge	3825.00
 Echo Transesophageal Congenital Heart Charge	3825.00
 Echo w/ Color and Doppler w/ contrast charge	3629.00
 Echocardiography Doppler (No 2D) Charge	728.00
 EEG All Night Record (Sleep Study) CHARGE	1710.00
 EKG	31.00
 Endoscopic Inject-Implant Material in Urethra/Bladder Neck	9851.00
 EVAR INFRARENAL AORTA/ILIAC	13310.00
 EVAR procedure with aorto-uni-iliac stent graft	5096.00
 Event Recording Hookup Charge	656.00
 Excision of Hydrocele Bilateral	8536.00
 Excision of Hydrocele Unilateral	8536.00
 Excision of Sperm cord lesion	9735.00
 Femoral to Femoral bypass	12478.00
 FFP CPD	281.00
 FFP CPDA1	281.00
 Fine Needle Aspiration with imaging guidance	927.00
 Fixation of Contralateral Testis	5789.00
 Frenulotomy Of Penis	4500.00
 Gradient Belo Knee Lower 198	214.00
 Gradient Belo Knee Lower 200	216.00
 Gradient Belo Knee Lower Pac Band	49.00
 Gradient Compression Silver	38.00
 Gradient Compression Upper	216.00
 Hematest Slide 1	54.00
 Hematest Slide 3	42.00
 Holter Monitor Hookup Charge	620.00
 HST Type II Unattended Min 3 Chan CHARGE	368.00
 HST Type II Unattended min 7 Chan CHARGE	368.00
 HST Type III Unattended Min 4 CHARGE	368.00
 I&D of Epididymis, Testis, &/or Scrotum	6949.00
 ICD Reprogramming Dual Chamber	238.00
 Illusions	452.00
 Immunization Admin. Single	98.00
 Implant Neuroelectordes	17975.00
 Incision of Urethra	4423.00
 INF Concurrent Infusion	226.00
 INF Refill/Maint Port Pump	856.00
 INF/NC IV Push Each Add'l Same Drug	276.00
 Inferior or Superior Vena Cava (IVC/SVC) Cath Placement	845.00
 Inguinal Radical Orchiectomy for Tumor	8536.00
 Initiation of prolonged chemotherapy infusion (>8 hours) requiring use of portable or implante	3391.00
 Initiation of Prolonged non-chemo infusion > 8 hours requiring use of portable or implanted pu	2792.00
 Initiation VA	2859.00
 Injection for Extremity Venography	229.00
 Injection for Peyronie Disease	1480.00
 Injection procedure for cystography or voiding urethrocystography	4.00
 Insertion central (sternotomy or thoracotomy) Venous or Arterial cannula (6 years and older)	2859.00
 Insertion of Event Recorder CHARGE	15619.00
 Insertion of left heart vent by thoracic incision for ECMO/ESLS	2859.00
 Insertion peripheral Open Venous or Arterial cannula (6 years and older)	2859.00
 Insertion peripheral Percutaneous Venous or Arterial cannula (6 years and older)	2859.00
 Insrt/Repl Periph Neurostm Gen	47439.00
 Interrogation Dual Pacemaker Charge	389.00
 Interstitial Device Place in Prostate for radiation therapy guidance	8055.00
 Intrathecal Chemotherapy Administration	516.00
 Intro needle/Intracath; Extremity Artery	590.00
 Lap hernia repair,vent/umbilic/spigelian/epigastric reducible	17722.00
 Lap Rad Nephrectmy-incl/fatty tissue removal, rgnl lymphadenct, & adrenalectmy	15908.00
 Laparoscopy, surgical; nephrectomy, including partial ureterectomy	15908.00
 Laparoscopy, surgical; partial nephrectomy	13762.00
 Litholapaxy w/stone fragment removal of <2.5cm or Simple	8181.00
 Low Extremity Art Treadmill CHARGE	984.00
 Lysis/Excise Post-circumcision Adhesions	6611.00
 Mastectomy Bras I	80.00
 Mastectomy Bras III	144.00
 Max V02 Cardiac Rehab CHARGE	808.00
 Mesh implant hernia incisional/ventral	7679.00
 Motor and Sen > 13 Nrv Cond Test	1317.00
 Myocardial Strain Imaging CHARGE	1350.00
 Myoview Rest Cardiac CHARGE	522.00
 Myoview Stress Cardiology CHARGE	522.00
 N Block Inj Ilio-Ing/Hypogi	1264.00
 Non-Invasive Physio Ext Vein Charge	425.00
 Non-Newborn Slitting of Prepuce	6043.00
 Non-Selective Cath Placement in Aorta	884.00
 NS 250ml	52.00
 Open Fem Art Expose for Endovasc Prosthesis Delivery, Unilat	4649.00
 Open Rad Nephrectmy including part ureterectmy, w/rgnl lymphadenectmy/vena caval thrombectmy	9920.00
 Open repair of incarcerated inguinal hernia using mesh in adult	7679.00
 Pacemaker Evaluation Dual Charge	453.00
 Pacemaker Evaluation Dual CHARGE	198.00
 Pacemaker Evaluation Single CHARGE	453.00
 Pacemaker Reprogram Cardiac Rehab CHARGE	229.00
 Pacemaker Reprogram Single	198.00
 Partial amputation of penis	9438.00
 Penile Plastic Operation for Injury	12318.00
 Peraform Bilateral	302.00
 Permaform Unilateral	252.00
 Physical Perf Test Each 15 min Cardiac Rehab CHARGE	130.00
 Plasma CP2D <24h	281.00
 Plasma CPDA1 <24h	281.00
 PLMY XTN PROSTH EVASC RPR	10469.00
 PLT CP2D 500mL	348.00
 PLT CP2D 500mL	348.00
 PLT CP2D 500mL Irr	348.00
 PLT CP2D 500mL Irr	348.00
 PLT CPD 500mL	348.00
 PLT CPD 500mL Irr	348.00
 PLT CPD 500mL Irr	348.00
 PLT CPD/500mL Open Irr Plas Red	2209.00
 PLT CPD/500mL Open Irr ResLeu:<8.3	2209.00
 PLT CPD/500mL Open Plas Red	348.00
 PLT CPD/500mL Open ResLeu:<8.3E5 P	1913.00
 PLT CPDA-1 500mL	348.00
 PLT CPDA-1 500mL	348.00
 PLT CPDA-1 500mL Irr	348.00
 PLT CPDA-1 500mL Irr	348.00
 PMCT CHARGE	261.00
 Pooled Cryo <18C	197.00
 Pooled Cryo <18C Open	197.00
 Port Flushing Only	158.00
 Primary Mechanical Thrombectomy, Noncoronary, Arterial, Init Vessel	11956.00
 Prostate Biopsy, Needle/Punch-1 or  more	2777.00
 Psychological Testing Charge	650.00
 Pulmonary Rehab w Exercise 1 hr Cardiac Rehab CHARGE	337.00
 Pulmonary Stress Test Complete Cardiac Rehab CHARGE	696.00
 Pulse Oximetry Multiple Dete Cardiac Rehab CHARGE	204.00
 Pulse Oximetry Single Determin Cardiac Rehab CHARGE	105.00
 RBC CP2D 450 LR	643.00
 RBC CP2D 500	643.00
 RBC CP2D 500 LR Irr	840.00
 RBC CP2D AS3 450 LR	643.00
 RBC CP2D AS3 500 Irr	643.00
 RBC CP2D AS3 500 LR	1025.00
 RBC CP2D AS3 500 LR Irr	840.00
 RBC CP2D>AS3 LV anticoag Notadj	643.00
 RBC CPD 500	643.00
 RBC CPD 500 Irr	643.00
 RBC CPD 500 LR	643.00
 RBC CPD 500 LR Irr	840.00
 RBC CPD AS1 450 LR	643.00
 RBC CPD AS1 500	643.00
 RBC CPD AS1 500 Irr	643.00
 RBC CPD AS1 500 LR	643.00
 RBC CPD AS1 500 LR Irr	840.00
 RBC CPD AS5 500	643.00
 RBC CPD AS5 500 Irr	643.00
 RBC CPD AS5 500 LR	643.00
 RBC CPD AS5 500 LR Irr	840.00
 RBC CPD LV anticoag Notadj	643.00
 RBC CPD>AS5 LV anitcog Notadj	643.00
 RBC CPD>AS5 ResLeu:<5E6 LV Notadj	643.00
 RBC CPDA1 500	643.00
 RBC CPDA1 500 Irr	643.00
 RBC CPDA1 500 LR	643.00
 RBC CPDA1 500 LR Irr	840.00
 RBC CPDA-1 Irr LV: Acadj	643.00
 RBC CPDA1 LR LV	643.00
 RBC CPDA-1 LV anticoag notadj	643.00
 RBC CPDA-1 ResLeu:<5E6 LV Notadj	643.00
 RBC Deglyc LR	1136.00
 RBC Washed LR	1136.00
 RBC Washed LR Irr	1136.00
 Removal of central (sternotomy or thoracotomy) Venous or Arterial cannula (6 years and older)	2859.00
 Removal Of Kidney Stone	9920.00
 Removal of peripheral Open Venous or Arterial cannula (6 years and older)	2859.00
 Removal of peripheral percutaneous Venous or Arterial cannula (6 years and older)	2859.00
 Repair Blood Vessel, Direct, Lower Extremity	3966.00
 Repair recurrent incisional/ventral hernia, incarc/strangulate	7679.00
 Repair recurrent inguinal hernia, incarc/strangulate	7679.00
 Reposition of central (sternotomy or thoracotomy) venous or arterial cannula (6 years and olde	2859.00
 Reposition of peripheral  open venous or arterial cannula (6 years and older) Includes fluoro	2859.00
 Reposition of peripheral percutaneous venous or arterial cannula (6 years and older) Includes	2859.00
 Revise/Remove Neuroelectrode	5731.00
 Rhythm ECG Tracking Only Cardiac Rehab CHARGE	189.00
 Routine Echo w Color Doppler Charge	2327.00
 Selective Cath Placement; 1st Ord Abd/Pelvic/Lower Extremity Art Brnch	1180.00
 Selective Cath Placement; 1st Ord Thoracic or Brachiceph Art Branch	1474.00
 Selective Cath Placement; 2nd Ord Abd/Pelvic/Lower Extremity Art Brnch	953.00
 Selective Cath Placement; 2nd Ord Thoracic or Brachiceph Art Branch	1429.00
 Selective Cath Placement; 3rd Ord Abd/Pelvic/Lower Extremity Art Brnch	1656.00
 Silicone Prosthesis Enhancers	603.00
 Simple Lac Repair Ext/Scalp 2.6-7.5CM	1257.00
 Simple Orchiectomy, scrotal or inguinal approach	6949.00
 Six Minute Walk Test Cardiac Rehab CHARGE	532.00
 Stent & Atherectomy, Femoral/Popliteal, Unilateral	54318.00
 Stent Placement, Iliac, Unilateral, each addl ipsilateral Iliac Vessel	37614.00
 Stent Placement, Iliac, Unilateral, initial vessel	38874.00
 Stent, Femoral/Popliteal, Unilateral	38434.00
 Stent, Tibeal/Peroneal, Unilateral, initial vessel	39588.00
 Stress Echo CHARGE	2077.00
 Stress Echo w Contrast CHARGE	2177.00
 Stress Echo with Contrast Charge	2902.00
 Stress TTE Complete Charge	3292.00
 Subsequent Hospital Care/Day 35 Minutes	135.00
 Surgical Reduction of Testis Torsion	6253.00
 Thawed Aph FFP ACDA	281.00
 Thawed Aph FFP ACDA <200 mL	281.00
 Thawed Aph FFP ACDA >600 mL	281.00
 Thawed Aph FFP ACDA Irr 400-600 mL	281.00
 Thawed Aph FFP CP2D	281.00
 Thawed Aph FFP CP2D >=200mL<400mL	281.00
 Thawed Aph FFP CP2D >=400mL<600mL	281.00
 Thawed Aph Plasma ACDA <200 mL	281.00
 Thawed Cryo AHF	197.00
 Thawed FFP ACD-A Open	281.00
 Thawed FFP ACD-B	281.00
 Thawed FFP ACD-B	281.00
 Thawed FFP CP2D	281.00
 Thawed FFP CP2D	281.00
 Thawed FFP CPD	281.00
 Thawed FFP CPD	281.00
 Thawed FFP CPDA-1	281.00
 Thawed FFPACD-A	281.00
 Thawed Plasma ACD-A	281.00
 Thawed Plasma CP2D	281.00
 Thawed Plasma CP2D <24h	281.00
 Thawed PLASMA CP2D For mnf:noninje	281.00
 Thawed Plasma CPD	281.00
 Thawed Plasma CPD <24h	281.00
 Thawed Plasma CPD Cryo Red	281.00
 Thawed Plasma CPD Open <=24h	281.00
 Thawed Plasma CPDA1	281.00
 Thawed Plasma CPDA1 <24h	281.00
 Thawed PLASMA CPDA-1 For mnf:nonin	281.00
 Thawed Pooled Cryo Open	197.00
 Therapeutic Exercise Single Cardiac Rehab CHARGE	130.00
 Therapeutic Group Cardiac Rehab CHARGE	193.00
 Therapeutic Proc > 1 area 15 min Cardiac Rehab CHARGE	130.00
 Tissue grafts, other (eg, paratenon, fat, dermis)	5710.00
 Transperineal Ndl/Catheter Place in Prostate-Brachytherapy	9362.00
 Treatment of Extremity Pseudoaneurysm via Injection (eg, thrombin)	855.00
 TTE w or wo Contrast Cont ECG	2902.00
 TURP; residual or regrowth w/control of postop bleeding, complete	9920.00
 Unlisted Vascular Surgery Procedure	3396.00
 Upper Duplex Ext Venous Left CHARGE	1199.00
 Urinalysis	88.00
 Urine without Microscope	35.00
 Varicocele Excision or Spermatic Vein Ligation for Varicocele	6949.00
 Vas Deferens Repair (Reverse Vasectomy)	4112.00
 Venous Mechanical Thrombectomy	11956.00
 Washed RBC None Open	1136.00
 Wig Style I	268.00
 Wig Style II	597.00
 ZIO XT Monitor CHARGE	469.00
(SUB FOR 18548) SET DESILETS HOFFMAN INTRODUCER 8/10FR 88CM	336.00
(USE SUB# 40624) SET DESILLETTS HOFFMAN CO-AXIAL INTRODUCER 8/10 FR 70*30CM	318.00
**PACK MAJOR LAPAROTOMY PLUS III SCH CARDINAL	324.00
*ANGIOGUARD RX EMBOLIC PROTECTION 5*180	7287.00
*ANGIOGUARD RX EMBOLIC PROTECTION 6*180	7287.00
*ANGIOGUARD RX EMBOLIC PROTECTION 7*180	7287.00
*ANGIOGUARD RX EMBOLIC PROTECTION EXTRA SUPPORT 8*180	4674.00
*CANISTER NPWT W/GEL 300CC CPEVAL-401	80.00
*CANISTER NPWT W/GEL 500CC CPEVAL-401	128.00
*CATH AVIATOR PLUS BALLOON 4.0/40CM	1468.00
*CATH AVIATOR PLUS BALLOON 6.0/40CM	1468.00
*CATH AVIATOR PLUS BALLOON 7.0/30CM	1468.00
*CATH AVIATOR PLUS BALLOON 7.0/40CM	1468.00
*CATH INFINITY DIAGNOSTIC 4FR 145 PIGTAIL	80.00
*CATH INFINITY DIAGNOSTIC 4FR AR MOD	80.00
*CATH INFINITY DIAGNOSTIC 4FR IM	80.00
*CATH INFINITY DIAGNOSTIC 4FR JL3.5	80.00
*CATH INFINITY DIAGNOSTIC 4FR JL4	80.00
*CATH INFINITY DIAGNOSTIC 4FR JR 4	80.00
*CATH INFINITY DIAGNOSTIC 4FR JR3.5	80.00
*CATH INFINITY DIAGNOSTIC 4FR LCB	80.00
*CATH INFINITY DIAGNOSTIC 4FR MPA2	80.00
*CATH INFINITY DIAGNOSTIC 4FR RCB	80.00
*CATH INFINITY DIAGNOSTIC 5FR 145 PIGTAIL	80.00
*CAUTERY HIGH TEMP EXTENDED SHAFT 2 IN	61.00
*DRAPE NPWT POLYURETHANE CPEVAL-401	40.00
*DRESSING NPWT WHITE FOAM STD CPEVAL-401	134.00
*GUIDEWIRE EMERALD .025 3MM J 260 LGTH	83.00
*KIT DRESSING NPWT BLACK FOAM LG CPEVAL-401	206.00
*KIT DRESSING NPWT BLACK FOAM MED CPEVAL-401	187.00
*KIT DRESSING NPWT BLACK FOAM SM CPEVAL-401	175.00
*STENT PRECISE PRO 7/30	9542.00
*TUBING NPWT SPEEDCONNECT CPEVAL-401	83.00
*UNIT SVED NPWT VAC CPEVAL-401	196.00
.ACh Receptor(Muscle)Modulating-LC	168.00
.ADAMTS13 Antibody Low-LC	164.00
.ADAMTS13 Antibody-LC	340.00
.Aerobe ID  Suscept-LC	202.00
.Aerobic Bacteria ID by Seq-LC	1156.00
.Aerobic ID by MALDI-LC	202.00
.AFB ID	289.00
.AFB ID by DNA Probe Rflx AST-LC	289.00
.AMPA-R Ab CBA, S-LC	74.00
.AMPA-R Ab IF Titer Assay, S-LC	74.00
.Amphetamine (GC/MS), Urine-LC	106.00
.Amphetamines/MDMA,MS,WB,SP Rfx-LC	106.00
.Amphiphysin Western Blot, S-LC	56.00
.Anaerobic Bacteria ID by Seq-LC	1156.00
.Anaerobic ID by MALDI-LC	173.00
.Anti-Myeloperoxidase (MPO) ABS-LC	164.00
.Anti-Proteinase 3 (PR-3) ABS-LC	164.00
.Barbiturate (GC/MS), Urine-LC	79.00
.Barbiturates,MS,WB/SP Rfx-LC	180.00
.Benzodiazepines Confirm, Urine-LC	85.00
.Benzodiazepines,MS,WB/SP Rfx-LC	276.00
.Cannabinoid (GC/MS), Urine-LC	288.00
.Chromium and Cobalt, WB (MoM)-LC	252.00
.Cocaine (GC/MS) Drug 9, Urine-LC	104.00
.Cocaine,MS,WB/SP Rfx-LC	104.00
.Comprehensive BRCA1/2 Analysis-LC	4141.00
.Cortisol 30 Minutes	202.00
.Cortisol 60 Minutes	202.00
.Cortisol Baseline	202.00
.Cotinine Confirmation, Urine-LC	204.00
.CRMP-5 IgG Western Blot-LC	56.00
.dRVVT Confirm-LC	147.00
.dRVVT Mix-LC	147.00
.ENA..-LC	74.00
.EN⭺'s-LC	198.00
.Fentanyl,MS,WB/SP Rfx-LC	204.00
.Fentanyl/Norfentanyl, Confirm-LC	204.00
.GABA-B-R Ab CBA, S-LC	74.00
.GABA-B-R Ab IF Titer Assay, S-LC	74.00
.Glucose 1 Hour	50.00
.Glucose 1 Hour	50.00
.Glucose 1 Hour	50.00
.Glucose 1 Hour Gestational	50.00
.Glucose 2 Hour	130.00
.Glucose 2 Hour	50.00
.Glucose Baseline	130.00
.Glucose Baseline	130.00
