"PROC
#",Procedure Description,"IP
Price","OP
Price",
183,INJECTION IV EA ADDL DRUG,220,220,
184,INJECTION IV EA ADDL SAME DRUG,214,214,
185,INJECTION IV PUSH INITIAL,563,563,
186,INSERT BLADDER CATH,125,125,
187,INSERT CATH PLEURAL,"3,841","3,841",
188,INSERT TEMP BLADDER CATH,160,160,
189,INSITU HYBRID ANALYZE 25-99,463,463,
190,INTRO NEEDLE/CATH VEIN,115,115,
191,INTUBATION ENDOTRACHEAL,832,832,
192,IRON,110,110,
193,IRON BINDING CAPACITY UNSAT,202,202,
194,IRRIGATION VENOUS ACCESS DEV,142,142,
195,IV HYD EA ADD HR,139,139,
196,IV HYD INIT 31 MIN-60 MIN,439,439,
197,IV TX CONCURRENT,116,116,
198,IV TX EA ADD HR,143,143,
199,IV TX INIT TO 1 HR,525,525,
200,IV TX SEQ TO 1 HR,193,193,
201,KETONE BODY(S) QUAL,74,74,
202,KIT PICC LINE DRESSING,108,108,
203,KRAS,869,869,
204,KRAS GENE ANALYSIS ADDL,484,484,
205,LACTIC ACID,129,129,
206,LACTOFERRIN QUAN,212,212,
207,LAMOTRIGINE,81,81,
208,LD,96,96,
209,LEGIONELLA AB TOTAL IMMUNOG,237,237,
210,LENS MORGAN,167,167,
211,LEUKO POOR PC,384,384,
212,LEUKO RED IRR DIR RBCS PROC,420,420,
213,LEUKOCYTE COUNT FECAL,52,52,
214,LEUKORED PHER PLTS PROC,800,800,
215,LEVEL 4 W/ADDITIONAL SERVICE,"1,583","1,583",
216,LEVEL 5 W/ADDITIONAL SERVICE,"2,526","2,526",
217,LEVITIRACEM,81,81,
218,LIPASE,131,131,
219,LIPID PROFILE 1,219,219,
220,LITHIUM,104,104,
221,LYME DISEASE AB TOTAL IMMUN,219,219,
222,MAGNESIUM,91,91,
223,MAM DIAGNOSTIC BILAT,644,644,
224,MAM DIAGNOSTIC UNI LT,307,307,
225,MAM SCREEN BILAT,477,477,
226,MIC SENSITIVITY,101,101,
227,MOD SED > AGE 5 INTL 15 MIN W SAME,425,425,
228,MOD SED EACH ADDL 15 MIN W SAME,425,425,
229,MOLECULAR CYTOGENETICS FISH,285,285,
230,MONO TEST,193,193,
231,MRA HEAD W/O CONT,"2,987","2,987",
232,MRA NECK W/O CONT,"1,833","1,833",
233,MRI ABDOMEN W AND W/O CONTRAST,"5,887","5,887",
234,MRI BRAIN W AND W/O CONTRAST,"5,967","5,967",
235,MRI BRAIN W/O CONTRAST,"4,899","4,899",
236,MRI C-SPINE W AND W/O CONTRAST,"7,370","7,370",
237,MRI C-SPINE W/O CONTRAST,"4,165","4,165",
238,MRI LOW EXT JNT W/O CONT RT,"5,068","5,068",
239,MRI LOW EXT W/O CONTRAST RT,"4,002","4,002",
240,MRI L-SPINE W AND W/O CONTRAST,"7,053","7,053",
241,MRI L-SPINE W/O CONTRAST,"4,947","4,947",
242,MRI ORBITFACENECK W AND WO CON,"3,445","3,445",
243,MRI PELVIS W AND W/O CONTRAST,"5,471","5,471",
244,MRI PELVIS W/O CONTRAST,"2,771","2,771",
245,MRI T-SPINE W AND W/O CONTRAST,"5,967","5,967",
246,MRI T-SPINE W/O CONTRAST,"3,919","3,919",
247,MRI UP EXT JNT W/O CONTRAST LT,"3,234","3,234",
248,MRI UP EXT W AND WO CONT RT,"5,611","5,611",
249,MRI UP EXT W/O CONTRAST RT,"3,361","3,361",
250,MYCOPLASMA,121,121,
251,MYOGLOBIN SO,241,241,
252,NEEDLE EZ I/O ALL SIZES,675,675,
253,NEISSERIA GONNORRHOEAE AMP,227,227,
254,NEPHELOMETRY EA ANALYTE NOS Q1,99,99,
255,NON TUNNELED PICC AGE 5+,"1,256","1,256",
256,OCCULT BLOOD STOOL SINGLE S,135,135,
257,OSMOLALITY URINE,95,95,
258,OT ADL 15 MIN,162,162,
259,OT APPLY SPLINT FINGER DYNAMIC,262,262,
260,OT E-STIM ATTENDED 15 MIN,147,147,
261,OT EVAL COMPLEX,536,536,
262,OT EVAL LOW,380,380,
263,OT EVAL MODERATE,511,511,
264,OT ORTHO/PROSTH CHECK 15 MIN SUBSEQ,112,112,
265,OT ORTHOTIC FIT/TRAIN 15 MIN INITIAL,175,175,
266,OT WHIRLPOOL THERAPY,250,250,
267,OT WORK HARDENING 1ST 2 HRS,542,542,
268,OT WORK HARDENING ADDL HR,144,144,
269,OVA AND PARASITE,193,193,
270,OXCABAZEPINE,81,81,
271,OXIMETRY DAILY,265,265,
272,OXIMETRY OVERNIGHT,267,267,
273,OXIMETRY SINGLE DETERMINATION,103,103,
274,PARATHYROID HORMONE INTACT,271,271,
275,PH FLUID,20,20,
276,PHENOBARBITAL,200,200,
277,PHENYTOIN,156,156,
278,PHLEBOTOMY THERAPEUTIC,188,188,
279,PHOSPHORUS,76,76,
280,POLYSOMNOGRAM 4+ PAR W/CPAP,"3,153","3,153",
281,POTASSIUM,97,97,
282,PROGESTERONE RECEPTOR ASSAY,923,923,
283,PROLACTIN,238,238,
284,PROSTATE SPECIFIC AG TOTAL,169,169,
285,PROTEIN C ACTIVITY,320,320,
286,PROTEIN C ANTIGEN,566,566,
287,PROTEIN S AG FREE,304,304,
288,PROTEIN S AG TOTAL,456,456,
289,PROTEIN TOTAL OTHER SOURCE,81,81,
290,PT,60,60,
291,PT AQUATIC THERAPY/EXER 15 MIN,333,333,
292,PT E-STIM UNATTENDED,204,204,
293,PT EVAL COMPLEX,536,536,
294,PT EVAL LOW,380,380,
295,PT EVAL MODERATE,511,511,
296,PT EXERCISE THERAPEUTIC 15 MIN,251,251,
297,PT GAIT TRAINING 15 MIN,218,218,
298,PT IONTOPHORESIS 15 MIN,169,169,
299,PT MANUAL TX JNT MOB/STM 15 MN,156,156,
300,PT MASSAGE 15 MIN,202,202,
301,PT NEUROMUSCULAR RE-ED 15 MIN,262,262,
302,PT RE-EVAL,254,254,
303,PT THERAPEUTIC ACTIVITY 15 MIN,174,174,
304,PT TRACTION MECHANICAL,195,195,
305,PT ULTRASOUND 15 MIN,110,110,
306,PTT,68,68,
307,R&B - Intermediate ICU,"2,288","2,288",
308,R&B - Med/Surg,"1,134","1,134",
309,R&B - Swing Bed,905,905,
310,RAPID PLASMA REAGIN,58,58,
311,REMOVE CERUMEN VIA IRRIGATION,184,184,
312,RETICULOCYTE COUNT AUTOM,84,84,
313,RHEUMATOID FACTOR QUANT,199,199,
314,ROTAVIRUS ANTIGEN EIA,305,305,
315,RSV AG DIRECT OPTICAL,89,89,
316,RUSSELL VIPER VENOM UNDILUTED,74,74,
317,SEDIMENTATION RATE WESTERGR,93,93,
318,SET 11397 SECONDARY PB VENTED,8,8,
319,SET 4620 EXT SET 20 INCHES,6,6,
320,SET DIAL-A-FLO EXT CLAVE,33,33,
321,SET PCA PUMP ALARIS,38,38,
322,SET PRIMARY 1Y CLAVE,24,24,
323,SET PRIMARY 3Y CLAVE,18,18,
324,SET PRIMARY IV PLUMSET,42,42,
325,SET PRIMARY PLUM CLAVE,42,42,
326,SET PRIMARY W/CHECK VALVE,24,24,
327,SHOE CAST WALKER CANVAS,79,79,
328,SHOE FRACTURE ALL SIZES,283,283,
329,SMEAR AFB/FLUORO STAIN,101,101,
330,SMEAR PRIMARY SOURCE,82,82,
331,SMOKING CESSATION COUNSEL 3-10,70,70,
332,SODIUM URINE,75,75,
333,SPECIFIC GRAVITY FLUID,27,27,
334,SPECIMEN COLLECTION CATH,125,125,
335,SPIROME PFT PRE AND POST BRON,453,453,
336,SPIROMETRY/PFT BASIC,267,267,
337,SPLINT ANKLE STIRRUP,106,106,
338,SPLINT PLASTER ARM LONG,115,115,
339,SPLINT PLASTER LEG LONG,213,213,
340,SPLINT PLASTER LEG SHORT,96,96,
341,SPLINT SAM 4X36,104,104,
342,SPLINT WRIST THUMB OTS,166,166,
343,SPUTUM COLLECTION,451,451,
344,ST MOD BARIUM SWALLOW 0-30MIN,415,415,
345,ST SWALLOW EVAL 0-30 MIN,394,394,
346,ST SWALLOW TREATMENT 31-60 MIN,396,396,
347,ST TREATMENT 31-60 MIN,365,365,
348,STAPH AUREUS METHICILLIN RESIST,198,198,
349,STREP GRP A SCREEN IMMUNOAS,96,96,
350,SUPPORT ANKLE LACE UP OTS,91,91,
351,SUSEPTIBILITY STUDIES,48,48,
352,SUTURE PROLENE,182,182,
353,SYSTEM AIR TAP,"1,075","1,075",
354,T3 FREE,374,374,
355,T3 UPTAKE,105,105,
356,TB TEST ALL MEDIATED IMMUN,373,373,
357,THEOPHYLLINE,258,258,
358,THIAMINE VITAMIN B1,318,318,
359,THYROGLOBULIN QUANTITATIVE,170,170,
360,THYROID ANTIBODIES,107,107,
361,THYROID STIMULATING HORMONE,190,190,
362,THYROXINE,116,116,
363,THYROXINE FREE,121,121,
364,TISSUE EXAM KOH OVA,95,95,
365,TOPIRAMATE,167,167,
366,TRANSFERRIN,162,162,
367,TRANSFUSE BLOOD/COMPONENT 4 HR,"1,410","1,410",
368,TRAY CATH FOLEY SILVER,145,145,
369,TRAY CENT LINE 3L 7FRX15CM,671,671,
370,TRAY PICC 4FR SL,847,847,
371,TRAY THORACENTESIS,327,327,
372,TROCAR CHEST TUBE,112,112,
373,TROPONIN I,135,135,
374,UA AUTO W/MICRO,82,82,
375,URIC ACID BLOOD,120,120,
376,URINALYSIS WITHOUT MICROSCO,65,65,
377,URINE CULT BACT COLONY CNT,75,75,
378,URINE CULT W/PRESUMPT IDISOL,173,173,
379,URINE PREGNANCY TEST,114,114,
380,URINEMETER W/CATH FOLEY SILVER,143,143,
381,US ABD PARACENTESIS W GUIDE,"1,205","1,205",
382,US ABDOMEN,"2,117","2,117",
383,US ABDOMEN LIMITED,"1,282","1,282",
384,US AORTA DIAGNOSTIC,772,772,
385,US AORTA SCREENING,480,480,
386,US BREAST UNILAT COMPLETE LT,885,885,
387,US BREAST UNILAT LIMITED LT,662,662,
388,US CHEST LT,436,436,
389,US DUPLEX VENOUS EXTREM BILAT,"1,927","1,927",
390,US DUPLEX VENOUS EXTREM UNI LT,798,798,
391,US EXTREMITY NONVASC COMP RT,679,679,
392,US EXTREMITY NONVASC LIMIT LT,521,521,
393,US GUIDANCE NEEDLE PLACEMEN,854,854,
394,US GUIDANCE VASCULAR ACCESS,348,348,
395,US PELVIS NON OB,"1,690","1,690",
396,US PELVIS NON OB LIMITED,412,412,
397,US PREGNANCY LIMITED,796,796,
398,US PREGNANCY TRANSVAGINAL,906,906,
399,US RENAL COMPLETE,857,857,
400,US SCROTUM,"1,645","1,645",
401,US SOFT TISSUE HEAD/NECK,"1,192","1,192",
402,US THORACENTESIS W GUIDE RT,"1,570","1,570",
403,US TRANSVAGINAL,"1,334","1,334",
404,VALPROIC ACID,156,156,
405,VANCOMYCIN TROUGH,214,214,
406,VENIPUNCTURE,23,23,
407,VENTILATOR INITIAL DAILY,"1,552","1,552",
408,VENTILATOR SUBSEQUENT DAILY,938,938,
409,VIRUS ISOLATIOIN BY NONIMMUNO,204,204,
410,VITAMIN B12,221,221,
411,VITAMIN D3 25-OH HYDROXY,481,481,
412,WBC COUNT AUTO,43,43,
413,WET PREP YEAS TRIC CLUE CEL,93,93,
414,XR ABDOMEN AP ONLY (KUB),741,741,
415,XR ABDOMEN AP/DECUB OR ERECT,886,886,
416,XR ABDOMEN AP/DECUB/ERECT/C,781,781,
417,XR ANKLE 2 VIEWS RT,440,440,
418,XR ANKLE COMPLETE 3+ VIEWS RT,511,511,
419,XR BONE AGE STUDIES,429,429,
420,XR BONE DENSITY STUDY AXIAL,741,741,
421,XR BONE SURVEY COMPLETE,859,859,
422,XR CALCANEUS 2+ VIEWS RT,436,436,
423,XR CHEST 1 VIEW,201,201,
424,XR CHEST 2 VIEWS,368,368,
425,XR CLAVICLE COMPLETE RT,654,654,
426,XR C-SPINE 2 OR 3 VIEWS,800,800,
427,XR C-SPINE 4 OR 5 VIEWS,986,986,
428,XR ELBOW 2 VIEWS LT,436,436,
429,XR ELBOW COMPLETE 3+ VIEWS RT,511,511,
430,XR ESOPHAGUS,999,999,
431,XR FACIAL BONES < 3 VIEWS,462,462,
432,XR FACIAL BONES COMPLETE 3+,737,737,
433,XR FEMUR 1 VW RT,357,357,
434,XR FEMUR 2 VW LT,373,373,
435,XR FINGER LEFT HAND 2ND DIGIT,680,680,
436,XR FLUORO GUID CVA PLC/REM,323,323,
437,XR FOOT 2 VIEWS LT,569,569,
438,XR FOOT COMPLETE 3+ VIEWS RT,649,649,
439,XR FOREARM 2 VIEWS RT,426,426,
440,XR HAND COMPLETE 3+ VIEWS RT,900,900,
441,XR HAND LIMITED 2 VIEWS LT,429,429,
442,XR HIP BILAT [& PELVIS IF PERFORMED] 2 VW,483,483,
443,XR HIP BILAT [& PELVIS IF PERFORMED] 3 OR 4 VW,681,681,
444,XR HIP BILAT [& PELVIS IF PERFORMED] 5+ VW,817,817,
445,XR HIP UNI [& PELVIS IF PERFORMED] 2 OR 3 VW LT,325,325,
446,XR HIP UNI [& PELVIS IF PERFORMED] 4+ VW RT,664,664,
447,XR HUMERUS 2+ VIEWS LT,594,594,
448,XR KNEE <3 VIEWS RT,722,722,
449,XR KNEE COMPLETE 4+ VIEWS RT,903,903,
450,XR L-SPINE 2 OR 3 VIEWS,734,734,
451,XR L-SPINE 4 OR 5  VIEWS,"1,018","1,018",
452,XR MANDIBLE < 4 VIEWS,393,393,
453,XR MANDIBLE COMPLETE 4+ VIE,558,558,
454,XR MASTOIDS COMP 3+ VIEWS,429,429,
455,XR NASAL BONES COMPLETE 3+,486,486,
456,XR NECK SOFT TISSUE,617,617,
457,XR PELVIS 1 OR 2 VIEWS,651,651,
458,XR RIBS BILAT 3+ VIEWS,519,519,
459,XR RIBS BILAT W/CHEST 4+ VI,"1,090","1,090",
460,XR RIBS UNILAT 2 VIEWS LT,491,491,
461,XR RIBS UNILAT W/CHEST 3+ V RT,806,806,
462,XR SACRUM/COCCYX 2+ VIEWS,440,440,
463,XR SCAPULA COMPLETE RT,713,713,
464,XR SHOULDER 1 VIEW LT,486,486,
465,XR SHOULDER COMPL 2+ VIEWS RT,632,632,
466,XR SI JOINTS < 3 VIEWS,429,429,
467,XR SINUSES COMPLETE 3+ VIEW,799,799,
468,XR SKULL < 4 VIEWS,693,693,
469,XR SKULL COMPLETE 4+ VIEWS,713,713,
470,XR SM BOWEL,630,630,
471,XR SPINE ENTIRE T-L 1 VW,499,499,
472,XR SPINE ENTIRE T-L 2 OR 3 VW,802,802,
473,XR SPINE ENTIRE T-L 4 OR 5 VW,"1,306","1,306",
474,XR STERNUM 2+ VIEWS,643,643,
475,XR SWALLOWING FUNCTION,449,449,
476,XR TIBIA/FIBULA 2 VIEWS RT,569,569,
477,XR T-L SPINE JUNCTION 2 VIEWS,679,679,
478,XR TOE RIGHT FOOT GREAT,428,428,
479,XR T-SPINE 2 VIEWS,690,690,
480,XR T-SPINE 3 VIEWS,723,723,
481,XR UGI W/AIR CONTRAST W/KUB,"1,671","1,671",
482,XR UGI W/KUB,"1,324","1,324",
483,XR UGI W/SM BOWEL,"1,826","1,826",
484,XR WRIST 2 VIEWS RT,388,388,
485,XR WRIST COMPLETE 3+ VIEWS LT,951,951,
486,ONDANSETRON HCL 4 MG/5 ML ORAL SOLUTION,16,16,*
487,ACETAMINOPHEN 325 MG TABLET,0,0,*
488,ACETAMINOPHEN 500 MG TABLET,0,0,*
489,ACETAMINOPHEN 120 MG RECTAL SUPPOSITORY,3,3,*
490,LAMOTRIGINE 25 MG TABLET,3,3,*
491,ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY,3,3,*
492,ACETAZOLAMIDE 250 MG TABLET,4,4,*
493,ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION,266,266,*
494,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION,95,95,*
495,ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION,5,5,*
496,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION,80,80,*
497,ALLOPURINOL 100 MG TABLET,5,5,*
498,"PANTOPRAZOLE 40 MG TABLET,DELAYED RELEASE",3,3,*
499,MEGESTROL 10 MG PO TAB,3,3,*
500,ALPRAZOLAM 0.5 MG TABLET,5,5,*
501,LISINOPRIL 20 MG TABLET,3,3,*
502,MAGNESIUM HYDROXIDE 400 MG/5 ML ORAL SUSPENSION,0,0,*
503,PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJECTION SOLUTION,174,174,*
504,AMILORIDE 5 MG TABLET,3,3,*
505,AMITRIPTYLINE 10 MG TABLET,3,3,*
506,AMITRIPTYLINE 25 MG TABLET,3,3,*
507,AMOXICILLIN 250 MG CAPSULE,3,3,*
508,AMOXICILLIN 500 MG CAPSULE,3,3,*
509,AMOXICILLIN 250 MG/5 ML ORAL SUSPENSION,5,5,*
510,"WATER FOR INJECTION, STERILE INJECTION SOLUTION",8,8,*
511,AMPICILLIN 1 GRAM SOLUTION FOR INJECTION,29,29,*
512,AMPICILLIN 2 GRAM SOLUTION FOR INJECTION,38,38,*
513,AMPICILLIN 500 MG SOLUTION FOR INJECTION,12,12,*
514,MISOPROSTOL 200 MCG TABLET,3,3,*
515,ASCORBIC ACID (VITAMIN C) 500 MG TABLET,3,3,*
516,ASPIRIN 81 MG CHEWABLE TABLET,0,0,*
517,ASPIRIN 325 MG TABLET,0,0,*
518,ASPIRIN 300 MG RECTAL SUPPOSITORY,3,3,*
519,RABIES IMMUNE GLOBULIN (PF) 150 UNIT/ML INTRAMUSCULAR SOLUTION,"1,812","1,812",*
520,ATENOLOL 25 MG TABLET,3,3,*
521,ATENOLOL 50 MG TABLET,3,3,*
522,ATROPINE 0.1 MG/ML INJECTION SYRINGE,117,117,*
523,ATROPINE 0.4 MG/ML INJECTION SOLUTION,48,48,*
524,FENOFIBRATE NANOCRYSTALLIZED 48 MG TABLET,3,3,*
525,ATROPINE 1 % EYE DROPS,302,302,*
526,VITAMIN B COMPLEX TABLET,3,3,*
527,TAMSULOSIN 0.4 MG CAPSULE,3,3,*
528,LINEZOLID 600 MG TABLET,125,125,*
529,BACITRACIN 500 UNIT/GRAM TOPICAL OINTMENT,22,22,*
530,CLINDAMYCIN 600 MG IN D5W LOADABLE MIXTURE,60,60,*
531,LEVETIRACETAM 250 MG TABLET,3,3,*
532,FENOFIBRATE NANOCRYSTALLIZED 145 MG TABLET,5,5,*
533,"BACITRACIN-POLYMYXIN B 500 UNIT-10,000 UNIT/GRAM EYE OINTMENT",112,112,*
