"Item","Description","2019 PRICE"
27000863,"HC HEARAID DG MON ITE LOW",1000
27000865,"HC HEARAID DG MON BTE MED",1400
27000866,"HC HEARAID DG MON BTE LOW",1000
27000867,"HC HEARAID DG MON BTE ECON",700
27000868,"HC HEARAID DG BIN CIC MED",2800
27000871,"HC HEARAID DG BIN ITC MED",2800
27000872,"HC HEARAID DG BIN ITC LOW",2000
27000875,"HC HEARAID DG BIN ITE LOW",2000
27000877,"HC HEARAID DG BIN BTE MED",2800
27000878,"HC HEARAID DG BIN BTE LOW",2000
27000880,"HC EARMOLD/INSRT-NONDISPSBL EA",75
27000881,"HC NONDISPOSABLE-SWIM PLUG EA",50
27000882,"HC NONDISPOSABLE-NOISE PLUG EA",70
27000883,"HC NONDISPOSABLE-MUSIC PLUG EA",100
27000884,"HC EARMOLD/INSRT-DISP-DOMES",10
27000885,"HC HEARING BATTERY 4 PACK",4
27000887,"HC RECHARGEABLE BATTERY",30
27000888,"HC HEARING AID WAX GUARD",7
27000889,"HC WAX GUARD SYSTEM",25
27000890,"HC DRI AID/BRICKS",15
27000891,"HC DRI AID/JAR LARGE",25
27000892,"HC HEARINGAID BATTERY CHRGR",200
27000893,"HC HEARING AID REMOTE",255
27000894,"HC RECEIVER RIC",120
27000897,"HC HUGGIE AIDS/ PER PAIR",15
27000902,"HC KIDS CARE KIT LOW",60
27000903,"HC EAR IMPRESSION",5
27000907,"HC LISTNDEV,BLUTOOTH RCVR L",385
27000914,"HC BOOT/SHOE COUPLING DEVICE",155
27000916,"HC INDWELL CATH FOLEY 2-WAY",50.17
27000918,"HC PLATELET SYSTEM(PRP) KIT",155
27000922,"HC URINARY CATHETER STRAIGHT",16.72
27000925,"HC SUPPLY SURGICAL MISC",66.89
27000952,"HC SHORT LEG/FIBER ADULT",173.51
27000960,"HC DRESSING, AQUACEL ROPE 18X.75",18.5233122
27001262,"HC SLIDE MAXITYUBE FLITED 30""",33.07
27001263,"HC SLIDE MAXIXLIDE FLITES 45""",47.58
27001264,"HC SLING REPOSITINING DISPOSABLE",207.81
27003107,"HC BANDAGE COFLEX LTX TAN 2""",1.40106225
27003108,"HC KIT A/P W/20GX3/4"" PWRLOC SET",33.6204
27003113,"HC MATTRESS MAXIAIR 34""",273.83363
27003114,"HC MATTRESS MAXIAIR 39""",234.81925
27003115,"HC MATTRESS MAXIAIR 50""",323.2992
27003116,"HC MITTS HAND CONTROL RESTRAINT",41.884
27003119,"HC DEVICE SECURACATH 4",54.9
27100001,"HC PROTECTOR HEEL WEDGE",29.437094
27100003,"HC POUCH,WOUND DRAINAGE HOLLISTER",50.78
27100016,"HC PROTECTOR HEEL DELUXE",113.471397
27100029,"HC CIRCUIT OPTIFLOW",52.5
27100030,"HC OPTIFLOW NASAL CANNULA",44.77
27100036,"HC BAG REPLACEMENT FECAL MS",10.251675
27100038,"HC BAG COLLECTION FECAL",8.3712249
27100043,"HC POUCH OSTOMY DRN NI 2 3/4",1.280009
27100044,"HC BARRIER SKIN W/FLANGE 2 3/4""",2.3080914
27100045,"HC BARRIER SKIN W/FLANGE 4""",3.5910436
27100046,"HC BANDAGE MEDICATED UNNA BOOT",14.828068
27100048,"HC SLING,ARM LARGE",28.49
27100052,"HC CAST, AIR",80.55
27100063,"HC CANISTER, WOUND VAC",242.64
27100064,"HC PASTE STOMAHESIVE 2OZ",2.548415
27100068,"HC STOCKING,COMPRESS THIGH LG(TED)",204.06
27100078,"HC CIRCUIT OPTIFLOW",52.5
27100080,"HC OPTIFLOW NASAL CANNULA",47.25
27100097,"HC STOCKINGS, SCD (LARGE)",216.44
27100101,"HC IMMOBILIZER KNEE ER",217.69
27100103,"HC DEVICE,T-POD, PELVIC BINDER",367.77
27100105,"HC SHOE ORTHOPEDIC",33.98
27100107,"HC SPLINT,VOLAR",59.56
27100108,"HC EARWICK",13.69
27100109,"HC SPLINT, WRIST VELCR0",73.17
27100110,"HC SAMS SPLINT",40.02
27100114,"HC KIT CPM UNIVERSAL",45.28
27100116,"HC CLEANSER WOUND DERMAL 8 OZ",9.431541
27100118,"HC BINDER, ABD POST OP",27.209035
27100120,"HC CATHETER MALE EXT SELF ADH LARGE",1.991754
27100121,"HC BOTTLE VACUUM 1000ML THORACIC",34.9457833333333
27100124,"HC PILLOW HIGH DENSITY FOAM LRU",226.4
27100129,"HC BLANKET, HYPOTHERMIA DISPOSABLE",33.684075
27100134,"HC CREAM BARRIER ZGUARD 4 OZ",9.24360541666667
27100144,"HC BAG RESUSCITATOR",58.1278934166667
27100148,"HC SLEEVE SCD REGULAR",24.896925
27100149,"HC SLEEVE,SCD OVERSIZE",27.0937125
27100150,"HC CAST, WALKING BOOT",128.8782
27100161,"HC SHOE,ORTHOPEDETIC",33.98
27100164,"HC SPLINT, WRIST (VELCRO/ALUM.)",73.17
27100172,"HC WRAP,SHOULDER COLD THERAPY",47.52
27100184,"HC SPLINT-WRIST",35.77
27100187,"HC SHEET COMFORT GLIDE BARIATRIC",196.24635
27100188,"HC SHEET COMFORT GLIDE REGULAR",110.815725
27100189,"HC WEDGE COMFORT GLIDE BARIATRIC",205.0335
27100190,"HC WEDGE COMFORT GLIDE REGULAR",111.3039
27100193,"HC CANISTER INFOVAC 1000ML W GEL",154.72176
27100196,"HC HEADGEAR CPAP INFANT SM",44.903327
27100197,"HC HEADGEAR CPAP INFANT MED",41.8860942
27100198,"HC HEADGEAR CPAP INFANT LG",41.884
27100199,"HC HEADGEAR CPAP INFANT XL",41.884
27100200,"HC BOOT WALKING VECTRA SHORT MD",116.313
27100202,"HC POUCH UROSTOMY NI 2 1/4",1.75
27100203,"HC POUCH OSTOMY DRN NI 2 1/4",1.53
27100206,"HC POUCH HIGH OUTPUT 2 3/4",14.66
27100209,"HC TUBE NASOGASTRIC CORGRIP 10F",230.16
27100210,"HC TUBE NASOGASTRIC CORGRIP 12F",230.16
27100211,"HC CASSETT IMPELLA PURGE",566
27103019,"HC BAG FLUID PRESSURE 1000CC",20.210445
27103020,"HC BAG FLUID PRESSURE 500CC",17.281395
27103021,"HC BAG RESUSCIT INFANT W/O PEEP",52.8266666666667
27103022,"HC BAG RESUSCIT PEDS W/O PEEP",41.035
27103023,"HC BAG, BLOOD IN- LINE ATS 600ML",75.9356448333333
27103024,"HC BARRIER SKIN W/FLANGE 2 3/4""",2.0737674
27103025,"HC BLANKET WARMING UNDERBODY",72.4354348
27103027,"HC CABLE 5 EKG LEAD DISPOSABLE",43.3514116
27103028,"HC CANISTER 500 ML W GEL",95.63985
27103029,"HC OSTOMY CLIP",1.23313005
27103030,"HC MITTS DOUBLE PADDED SECURE",52.02
27103031,"HC PAD GEL ARTIC SUN LG KIT CL",2366.1
27103032,"HC PAD GEL ARTIC SUN MED KIT CL",2366.1
27103036,"HC SLIDE MAXISLIDE FLITES 60""",64.958405
27103037,"HC SLING FLITES DISP LARGE",84.16986
27103038,"HC SLING FLITES DISP MEDIUM",84.16986
27103039,"HC SLING FLITES DISP X-LARGE",84.16986
27103040,"HC SLING, FLITE ARJ LG",78.87493
27103041,"HC SLING, FLITE ARJ MED",72.43102
27103042,"HC SLING, FLITE ARJ XLG",78.87493
27103045,"HC SYSTEM TURN AND POSITION XL",776.21
27103054,"HC BOOTIE COMPRESSION REG",59.371985
27103055,"HC CATHETER MALE EXT SELF ADH MEDIUM",4.246132
27103056,"HC CATHETER MALE EXT SELF ADH SMALL",4.246132
27103057,"HC CROWN HALO LARGE BREMER",2409
27103058,"HC VEST HALO AIR LARGE",4125
27103060,"HC CASSETTE VERALINK VAC",150.9805
27103061,"HC SET TUBING VERATRAC DUO",205.8825
27103063,"HC TUBE FEEDING CORTRAK 10F X 55",204.213366
27103064,"KHC TUBE FEEDING CORTRAK 12F X 43",201.1378635
27200001,"HC DRESSING VERAFLO SPONGE MED",315.6865
27200009,"HC SNARE, POLYPECTOMY W/NEEDLE",153.04
27200013,"HC FORCEP BIOPSY HOT DISP",58.18
27200015,"HC NEEDLE SCLEROSING",144.54
27200016,"HC SNARES,POLYPECTOMY",187.67
27200017,"HC SET,COLON DECOMPRESSION",302.44
27200018,"HC ULTRATOME",520.85
27200020,"HC FORCEP,BX REGULAR",368.44
27200021,"HC MONOLITH, LITHOTRIPTOR",1191.86
27200024,"HC PROBE APC GI LAB",632.53
27200027,"HC CATHETER,GOLD PROBE",794.9
27200029,"HC BRUSH,CYTOLOGY DISP",299.98
27200031,"HC LIGATOR SIX SHOOTER",735.8
27200033,"HC CLIP RESOLUTION GI DISP",47.09
27200034,"HC ROTH NET DISPOSABLE",275.46
27200037,"HC DREAMTOME SPHINCTERTOME",1140.21
27200038,"HC DREAM WIRE",517.89
27200039,"HC TRAPEZOID STONE",772.59
27200041,"HC SPHINCTERTOMES JAGTOMES .025",342.1
27200042,"HC BRAVO PH CAPS DEL SYS",636.75
27200045,"HC AQUACEL SILVER 4X4",28.55
27200046,"HC AQUACEL SILVER ROPE",28.3356297
27200047,"HC DRESSING, HYDROFERA BLUE 4X4",18.33
27200048,"HC CLEANSER,WOUND SAF-CLENS AF",22.43
27200055,"HC DRESSING,WOUND PROMOGRAN",25.66
27200056,"HC SILVASORB GEL 1.5 FL OZ TUBE",40.9212811666667
27200060,"HC DRESSING MEDIHONEY",32.8
27200061,"HC COLLECTOR,WOUND DRAIN",47.56
27200062,"HC DRESSING,ANTIMICROBIAL 10X12 AG",192.79
27200064,"HC PACKING,COLLAGEN-ALGINATE",20.9162705833333
27200065,"HC SHEET,COLLAGEN-ALGINATE",33.21
27200066,"HC GEL,COLLAGEN",16.92
27200067,"HC ACTICOAT 4X8",69.59
27200068,"HC POUCH, HIGH OUTPUT",30.61
27200070,"HC FIBRACOL PLUS 4X4 3/8",17.9046789166667
27200072,"HC DRESSING WOUND DRAWTEX 4X39",125.3246822
27200073,"HC DRESSING WOUND DRAWTEX 8X8",70.946968
27200074,"HC ADAPTOR URINARY DRAIN TUBE",6.95
27200075,"HC DRESSING ALLEVYN GNTL LITE 4X4",6.2213022
27200084,"HC SEAL 2"" COHESIVE CONVATEC",6.4
27200091,"HC LEAD DUAL CONNECT 5",38.7085702
27200096,"HC TUBE FEEDING SILK 36",37.7291638
27200097,"HC CATH TRIALYSIS CURVED",871.64
27200108,"HC DRESSING ALLEVYN LIFE 5X5",7.02972
27200114,"HC DRESSING, LG FOR WOUND VAC",57.52
27200117,"HC TRAY FOLEY 16 REG BAG",35.090019
27200118,"HC DRESSING ATS SPONGE ALL SIZES",156.4
27200132,"HC DUODERM X-THIN 6 X 6",6.8364027
27200133,"HC DRESSING WOUND VAC ALL SIZES",125.4
27200138,"HC DRESSING WOUND VAC SILVERFOAM SMALL",125.59257
27200141,"HC DRESSING WOUND VAC SILVERFOAM MED",157.62251
27200143,"HC DRESSING WOUND VAC WHITEFOAM",27.00952
27200144,"HC DRESSING WOUND VAC SILVERFOAM LARGE",190.73068
27200145,"HC HOLLISTER COLOSTOMY WAFER-BX-2 1/4",35.23
27200157,"HC MIDLINE CATH W/TRAY",620.14
27200161,"HC KIT,FECAL MANAGEMENT",409.188285
27200162,"HC KIT,IV START",51.64
27200163,"HC DRESSING BIOPATCH 1X4MM",16.1448953
27200164,"HC NONCORING NEEDLE",16.24
27200169,"HC KIT NEEDLE GUIDE 20G",42.45
27200170,"HC KIT NEEDLE GUIDE 21G",42.45
27200171,"HC 8CM MIDLINE CATH KIT 20 GAUGE",246.21
27200185,"HC CATHETER COUDE'",45.39
27200190,"HC KIT,BARD CC TRANSVENOUS PACING",326.25
27200193,"HC ROPING KALTOSTAT",7.7854149
27200194,"HC GAUZE,IODOFORM 1/2""",4.481588
27200195,"HC TRAY DRAINAGE SURESTEP 18FR",35.090019
27200197,"HC TRAY URETHRAL CATH W/PVP 15FR",3.837197
27200270,"HC NONCORING NEEDLE",33.62
27200331,"HC POLY LOOP",256.88
27200332,"HC BIO VAC SUCTION DEVICE",254.7
27200404,"HC TRAY,IRRIGATION",2.62297135
27200408,"HC TUBING, BLOOD WARMER HIGH FLO",422.72
27200427,"HC KIT,PNEUMOTHORAX",222.0135
27200443,"HC SUTURE VICRYL(POP-OFF) L AND D",73.17
27200444,"HC FORCEP VACUUM KIWI OMNI",67.92
27200446,"HC CATHETER, FOLEY 16FR 5CC BARD",25.5
27200449,"HC VICRYL CTX 36""",15.12
27200450,"HC VICRYL (DOUBLE NEEDLE)",29.06
27200451,"HC HEMOSTAT,ABSORBABLE",122.23
27200452,"HC ALEXIS O RETRACTOR",220.74
27200453,"HC ADHESIVE DERMABOND SKIN",87.96
27200457,"HC QUICK COMBO DEFIB PADS #25719",58.83
27200460,"HC NEEDLE,MICROPUNCTURE",172.5
27200461,"HC NEEDLE,SMART",403.56
27200462,"HC NEEDLE,TROCAR",15.67
27200466,"HC CATHETER,NEURO MICRO",1943.51
27200467,"HC CATHETER REPROFUSION",2398
27200468,"HC CATHETER SEPERATOR",5236
27200469,"HC CATHETER RETRIEVER",5623.2
27200470,"HC CATHETER ASP TUBING",1047.1
27200471,"HC CATHETER PUMP SET",566
27200472,"HC BIOPATCVH",26.12
27200475,"HC CATHETER, GUIDE SUPPORT",608.45
27200476,"HC BALLOON, DRUG COATED 100MM",3300
27200477,"HC BALLOON, DRUG COATED 120MM",3630
27200478,"HC BALLOON, DRUG COATED 150MM",3960
27200481,"HC KIT NEEDLE GUIDE 21G",46.7
27200483,"HC C-INFLATION DEVICE",315.48
27200484,"HC NEEDLE,MICROPUNCTURE",172.5
27200485,"HC US PROBE COVER",42.61
27200486,"HC NEEDLE,SMART",403.56
27200487,"HC EP NEEDLE TRANSEPTAL",495.25
27200503,"HC ADAPTICS 3X3 DRESSING",8.31
27200504,"HC GAUZE, IODOFORM 1/2""",8.49
27200505,"HC TUBING, IV, RAPID INFUSION",40.9501
27200507,"HC GAUZE,BETADINE",28.19
27200508,"HC CATHETER, URETHRAL",39.01
27200511,"HC WORD BARTHOLIN GLAND CATH",69.6
27200512,"HC GAUZE,XEROFORM",12.41
27200514,"HC TOURNIQUET CAT",82.07
27200517,"HC KIT,INTRA ABD.PRESSURE MONITOR",324.0426976
27200520,"HC CHAMBER, A-LINE VAMP",62.26
27200525,"HC BAG COLLECTION EXTRN DRAIN SYS",130.746
27200526,"HC KIT, VENTRICULAR CATH",2688.5
27200530,"HC FILTERLINE NASAL ADULT/PEDS",34.42571612
27200531,"HC CANNULA,INNER #6 TRACH",7.3753479
27200532,"HC CANNULA,INNER #8 TRACH",7.3753479
27200533,"HC DRESSING BIOPATCH 1"" WHITE",16.1448953
27200539,"HC SENSOR SP02 NEO/ADULT(MAX-N)",18.395
27200540,"HC DRESSING,HYDRASORB 4 X 4",2.353711
27200543,"HC GAUZE, IODOFORM 1/4""",8.49
27200546,"HC DRESSING IODOSORB GEL 40 MG ST",88.35
27200550,"HC TRAY, SPINAL PUNCTURE ADULT",26.654355
27200551,"HC TRAY, SPINAL PUNCT PED 22GA",15.846302
27200558,"HC DRESSING TRANSPARENT 4 X 10",3.6574071
27200560,"HC TRAY, CL DRESSING CHANGE",32.0730975
27200565,"HC SET,IRRIGATION UNIVERSAL TWO",30.21025
27200566,"HC DUODERM 4X4 X- THIN",3.4211304
27200567,"HC DRESSING, DUODERM 6X6",12.7003608
27200572,"HC CATHETER,PACING 5FR, WITH BALLOON",371.66
27200573,"HC PLUG,TRACH SIZE 5-0",60.6469
27200574,"HC PLUG,TRACH SIZE 6-0",60.6469
27200575,"HC PLUG,TRACH SIZE 7-0",60.6469
27200576,"HC PLUG,TRACH SIZE 8-0",60.6469
27200577,"HC DRESSING HYDROSORB TRACH",2.922541
27200580,"HC DRESSING DUODERM 4X4 SIGNAL SQ",5.635379
27200582,"HC SENSOR,SP02 ADULT(MAX-A)",16.98
27200584,"HC CATH.VASCULAR 10FR X 19.5 CM",211.828896
27200585,"HC CATH.VASCULAR 10FR X 15CM",136.8745348
27200587,"HC CATHETER,SILICONE 16FR 5CC",22.377942
27200588,"HC CASSETTE, BLOOD WARM HIGH FLOW",103.2490125
27200597,"HC KIT IV STAR W BIOCLUSIVE",3.82
27200602,"HC CATHETER URETHRAL",39.01
27200607,"HC CATH, COUDE SILVER",36.7595775
27200610,"HC PICC LINE DRESSING",63.68
27200616,"HC TRAY URETHRAL CATH STRAIGHT",24.49
27201395,"HC DRESSING ALLEVYN LIFE 6X6",8.259921
27201397,"HC BIOPATCH",26.12
27201398,"HC TRAY CATH POWERMIDLINE OD4 MAX",376.39
27201400,"HC POWER PORT ACCESS KIT",33.6204
27201401,"HC NON POWER PORT ACCESS KIT",66.56
27201402,"HC POWER PORT ACCESS KIT",69.99
27201404,"HC DRESSING BIOPATCH 3/4X1.5MM",16.1448953
27201407,"HC SOFTRANS INTRAUTERINE CATHETER",160.69
27201411,"HC TRAY LACERATION (ER SUTURE)",45.76
27201413,"HC CHEST TUBE DRAINAGE CONTA",370.37
27201416,"HC INTER URINARY CATHETER (A)",16.72
27201417,"HC INTER URINARY CATHETER (B)",152.6
27201436,"HC ACE WRAP 3 INCHES UP TO 5",6.27
27201437,"HC ACE WRAP 5 INCHES OR MORE",10.45
27201442,"HC LACT KIT PS",45.85
27201443,"HC LACT KIT NS",48.05
27201444,"HC HARMONY PUMP SELF PAY ONLY",51.6475
27201445,"HC TRAY PARACENTESIS",61.03
27201450,"HC MONICA NOVII PATCHES",110.23
27201453,"HC DISPOSABLE BRONCHOSCOPE 5.0",761.27
27201454,"HC DISPOSABLE BRONCHOSCOPE 3.8",761.27
27201461,"HC DRESSING OPSITE IV 3000 4X5 1/2",1.8786955
27201462,"HC DRESSING IV SECUREMENT 4.75 X 4",2.79197046
27201463,"HC SPONGE GAUZE 4X4 4 PLY STER",0.1462544
27201464,"HC CLIP RESOLUTION 360 235CM",619.77
27201465,"HC RETRACTOR TRAXI PANNICULUS",141.3585
27201466,"HC EXTENDER RETRACTOR TRAXI PANNI",113.0585
27201467,"HC NEEDLE PORT ACCESS 20G X 3/4",18.3101
27201468,"HC NEEDLE MINI LOC 20G X 3/4",15.1405
27201469,"HC Dressing Transparent 2x3",0.472327
27201470,"HC Device Inflation Big 60",99.05
27201471,"HC Cath Gold Probe 7 FR",441.197
27201472,"HC Overtube Gastric Gardus",589.583333333333
27201474,"HC Knife Micro XL",391.4739
