Px Code,Procedure Description,Unit Price,FEE SCHEDULE GROUP NAME
77030005833,STNT BILI INTRA EV2 -G1,9912,RI INPT PRICE BFG
77030005833,STNT BILI INTRA EV2 -G1,9912,RI OTPT PRICE BFG
77030005834,STNT BILI INTRA MEDT -G1,9912,RI INPT PRICE BFG
77030005834,STNT BILI INTRA MEDT -G1,9912,RI OTPT PRICE BFG
77030005835,STNT BILI INTRA EV4 -G1,9912,RI INPT PRICE BFG
77030005835,STNT BILI INTRA EV4 -G1,9912,RI OTPT PRICE BFG
77030005836,STNT BILI INTRA EV5 -G1,9912,RI INPT PRICE BFG
77030005836,STNT BILI INTRA EV5 -G1,9912,RI OTPT PRICE BFG
77030005837,STNT BILI INTRA EV6 -G1,9912,RI INPT PRICE BFG
77030005837,STNT BILI INTRA EV6 -G1,9912,RI OTPT PRICE BFG
77030005841,STNT BILI LUMX BARD -H,12390,RI INPT PRICE BFG
77030005841,STNT BILI LUMX BARD -H,12390,RI OTPT PRICE BFG
77030005842,STNT BILI MGLK ABBT -G,6726,RI INPT PRICE BFG
77030005842,STNT BILI MGLK ABBT -G,6726,RI OTPT PRICE BFG
77030005843,STNT BILI OASIS COOK -C,836,RI INPT PRICE BFG
77030005843,STNT BILI OASIS COOK -C,836,RI OTPT PRICE BFG
77030005844,STNT BILI OMN/SE ABBT -G1,7258,RI INPT PRICE BFG
77030005844,STNT BILI OMN/SE ABBT -G1,7258,RI OTPT PRICE BFG
77030005846,STNT BILI OW OMN ABBT -G1,7258,RI INPT PRICE BFG
77030005846,STNT BILI OW OMN ABBT -G1,7258,RI OTPT PRICE BFG
77030005847,STNT BILI OW PALM CARD -G,5346,RI INPT PRICE BFG
77030005847,STNT BILI OW PALM CARD -G,5346,RI OTPT PRICE BFG
77030005850,STNT BILI OW PREC CARD -H,13169,RI INPT PRICE BFG
77030005850,STNT BILI OW PREC CARD -H,13169,RI OTPT PRICE BFG
77030005852,STNT BILI OW SENT BSC -G1,7936,RI INPT PRICE BFG
77030005852,STNT BILI OW SENT BSC -G1,7936,RI OTPT PRICE BFG
77030005853,STNT BILI OW XCD ABBT -G,7080,RI INPT PRICE BFG
77030005853,STNT BILI OW XCD ABBT -G,7080,RI OTPT PRICE BFG
77030005854,STNT BILI OW XCD ABBT -G1,7788,RI INPT PRICE BFG
77030005854,STNT BILI OW XCD ABBT -G1,7788,RI OTPT PRICE BFG
77030005857,STNT BILI PERMLU BSC -G1,9765,RI INPT PRICE BFG
77030005857,STNT BILI PERMLU BSC -G1,9765,RI OTPT PRICE BFG
77030005858,STNT BILI PERMLU BSC -H,11494,RI INPT PRICE BFG
77030005858,STNT BILI PERMLU BSC -H,11494,RI OTPT PRICE BFG
77030005859,STNT BILI PFLX BSC -B,351,RI INPT PRICE BFG
77030005859,STNT BILI PFLX BSC -B,351,RI OTPT PRICE BFG
77030005861,STNT SMA PMNT MEDT -G,5134,RI INPT PRICE BFG
77030005861,STNT SMA PMNT MEDT -G,5134,RI OTPT PRICE BFG
77030005862,STNT BILI PMNT MEDT -G1,7434,RI INPT PRICE BFG
77030005862,STNT BILI PMNT MEDT -G1,7434,RI OTPT PRICE BFG
77030005863,STNT BILI PMUS MEDT -G,5488,RI INPT PRICE BFG
77030005863,STNT BILI PMUS MEDT -G,5488,RI OTPT PRICE BFG
77030005864,STNT BILI PMUS MEDT -G1,7434,RI INPT PRICE BFG
77030005864,STNT BILI PMUS MEDT -G1,7434,RI OTPT PRICE BFG
77030005865,STNT BILI PMUS MEDT -H,11328,RI INPT PRICE BFG
77030005865,STNT BILI PMUS MEDT -H,11328,RI OTPT PRICE BFG
77030005866,STNT BILI PREC CARD -H,13545,RI INPT PRICE BFG
77030005866,STNT BILI PREC CARD -H,13545,RI OTPT PRICE BFG
77030005867,STNT BILI PREC CARD -H1,15187,RI INPT PRICE BFG
77030005867,STNT BILI PREC CARD -H1,15187,RI OTPT PRICE BFG
77030005868,STNT BILI PRTG EV3 -D,5204,RI INPT PRICE BFG
77030005868,STNT BILI PRTG EV3 -D,5204,RI OTPT PRICE BFG
77030005869,STNT BILI PRTG MEDT -G,5204,RI INPT PRICE BFG
77030005869,STNT BILI PRTG MEDT -G,5204,RI OTPT PRICE BFG
77030005870,STNT BILI PRTG MEDT -G1,7045,RI INPT PRICE BFG
77030005870,STNT BILI PRTG MEDT -G1,7045,RI OTPT PRICE BFG
77030005871,STNT BILI PRTG MEDT -H,11328,RI INPT PRICE BFG
77030005871,STNT BILI PRTG MEDT -H,11328,RI OTPT PRICE BFG
77030005872,STNT BILI RX BSC -C,724,RI INPT PRICE BFG
77030005872,STNT BILI RX BSC -C,724,RI OTPT PRICE BFG
77030005873,STNT BILI RX PALM CARD -G,4921,RI INPT PRICE BFG
77030005873,STNT BILI RX PALM CARD -G,4921,RI OTPT PRICE BFG
77030005874,STNT BILI RX PALM CARD -G1,3788,RI INPT PRICE BFG
77030005874,STNT BILI RX PALM CARD -G1,3788,RI OTPT PRICE BFG
77030005875,STNT BILI RX PREC CARD -H,14125,RI INPT PRICE BFG
77030005875,STNT BILI RX PREC CARD -H,14125,RI OTPT PRICE BFG
77030005876,STNT BILI WO PREC CARD -H,7434,RI INPT PRICE BFG
77030005876,STNT BILI WO PREC CARD -H,7434,RI OTPT PRICE BFG
77030005877,STNT BILI RX PREC CARD -H1,7434,RI INPT PRICE BFG
77030005877,STNT BILI RX PREC CARD -H1,7434,RI OTPT PRICE BFG
77030005878,STNT BILI SE ABS ABBT -G,7080,RI INPT PRICE BFG
77030005878,STNT BILI SE ABS ABBT -G,7080,RI OTPT PRICE BFG
77030005879,STNT BILI SE ABS ABBT -G1,9037,RI INPT PRICE BFG
77030005879,STNT BILI SE ABS ABBT -G1,9037,RI OTPT PRICE BFG
77030005880,STNT BILI SMRT CARD -G1,8072,RI INPT PRICE BFG
77030005880,STNT BILI SMRT CARD -G1,8072,RI OTPT PRICE BFG
77030005881,STNT BILI SMRT CARD -H,11187,RI INPT PRICE BFG
77030005881,STNT BILI SMRT CARD -H,11187,RI OTPT PRICE BFG
77030005882,STNT BILI TANBM COOK -B,343,RI INPT PRICE BFG
77030005882,STNT BILI TANBM COOK -B,343,RI OTPT PRICE BFG
77030005883,STNT BILI UN PALM CARD -F,3505,RI INPT PRICE BFG
77030005883,STNT BILI UN PALM CARD -F,3505,RI OTPT PRICE BFG
77030005884,STNT BILI UN PALM CARD -G,6726,RI INPT PRICE BFG
77030005884,STNT BILI UN PALM CARD -G,6726,RI OTPT PRICE BFG
77030005885,STNT BILI UN PALM CARD -G1,4496,RI INPT PRICE BFG
77030005885,STNT BILI UN PALM CARD -G1,4496,RI OTPT PRICE BFG
77030005886,STNT BILI VAL BARD -G,7080,RI INPT PRICE BFG
77030005886,STNT BILI VAL BARD -G,7080,RI OTPT PRICE BFG
77030005887,STNT BILI VPRO MEDT -G,5134,RI INPT PRICE BFG
77030005887,STNT BILI VPRO MEDT -G,5134,RI OTPT PRICE BFG
77030005888,STNT BILI VPRO MEDT -G1,5134,RI INPT PRICE BFG
77030005888,STNT BILI VPRO MEDT -G1,5134,RI OTPT PRICE BFG
77030005889,STNT BILI W COOK -C,843,RI INPT PRICE BFG
77030005889,STNT BILI W COOK -C,843,RI OTPT PRICE BFG
77030005890,STNT BILI W CTN COOK -B,362,RI INPT PRICE BFG
77030005890,STNT BILI W CTN COOK -B,362,RI OTPT PRICE BFG
77030005891,STNT BILI COT HUIB COOK –C,843,RI INPT PRICE BFG
77030005891,STNT BILI COT HUIB COOK –C,843,RI OTPT PRICE BFG
77030005892,STNT BILI W INTRA MEDT -G1,6726,RI INPT PRICE BFG
77030005892,STNT BILI W INTRA MEDT -G1,6726,RI OTPT PRICE BFG
77030005893,STNT BILI W PALM CARD -F,3505,RI INPT PRICE BFG
77030005893,STNT BILI W PALM CARD -F,3505,RI OTPT PRICE BFG
77030005896,STNT BILI W SMRT CARD -G1,8072,RI INPT PRICE BFG
77030005896,STNT BILI W SMRT CARD -G1,8072,RI OTPT PRICE BFG
77030005897,STNT BILI W SMRT CARD -H,13070,RI INPT PRICE BFG
77030005897,STNT BILI W SMRT CARD -H,13070,RI OTPT PRICE BFG
77030005899,STNT BILI WSTNT BSC -G1,9765,RI INPT PRICE BFG
77030005899,STNT BILI WSTNT BSC -G1,9765,RI OTPT PRICE BFG
77030005900,STNT BILI WSTNT BSC -H,11256,RI INPT PRICE BFG
77030005900,STNT BILI WSTNT BSC -H,11256,RI OTPT PRICE BFG
77030005901,STNT BILI XPRS LD BSC -G,4956,RI INPT PRICE BFG
77030005901,STNT BILI XPRS LD BSC -G,4956,RI OTPT PRICE BFG
77030005902,STNT BILI XPRS LD BSC -G1,4956,RI INPT PRICE BFG
77030005902,STNT BILI XPRS LD BSC -G1,4956,RI OTPT PRICE BFG
77030005903,STNT BILI XPRS SD BSC -G1,4956,RI INPT PRICE BFG
77030005903,STNT BILI XPRS SD BSC -G1,4956,RI OTPT PRICE BFG
77030005905,STNT BILI XPRT ABBT -H,12001,RI INPT PRICE BFG
77030005905,STNT BILI XPRT ABBT -H,12001,RI OTPT PRICE BFG
77030005906,STNT BILI XPRT ABBT -H1,14868,RI INPT PRICE BFG
77030005906,STNT BILI XPRT ABBT -H1,14868,RI OTPT PRICE BFG
77030005907,STNT BILI ZLVR COOK -G1,7010,RI INPT PRICE BFG
77030005907,STNT BILI ZLVR COOK -G1,7010,RI OTPT PRICE BFG
77030005908,STNT BILI ZMN COOK -B,340,RI INPT PRICE BFG
77030005908,STNT BILI ZMN COOK -B,340,RI OTPT PRICE BFG
77030005909,STNT BILI ZMN COOK -C,802,RI INPT PRICE BFG
77030005909,STNT BILI ZMN COOK -C,802,RI OTPT PRICE BFG
77030005911,GDWIRE ANGI BRWR ABBT -C,482,RI INPT PRICE BFG
77030005911,GDWIRE ANGI BRWR ABBT -C,482,RI OTPT PRICE BFG
77030005912,STNT CAR PREC CARD -H,14125,RI INPT PRICE BFG
77030005912,STNT CAR PREC CARD -H,14125,RI OTPT PRICE BFG
77030005913,STNT CAR RX ACU ABBT -H1,13452,RI INPT PRICE BFG
77030005913,STNT CAR RX ACU ABBT -H1,13452,RI OTPT PRICE BFG
77030005914,STNT CAR RX PREC CARD -H,9346,RI INPT PRICE BFG
77030005914,STNT CAR RX PREC CARD -H,9346,RI OTPT PRICE BFG
77030005915,STNT CAR RX PRTG MEDT -H,12744,RI INPT PRICE BFG
77030005915,STNT CAR RX PRTG MEDT -H,12744,RI OTPT PRICE BFG
77030005916,STNT CAR RX PRTG MEDT -H1,12744,RI INPT PRICE BFG
77030005916,STNT CAR RX PRTG MEDT -H1,12744,RI OTPT PRICE BFG
77030005918,STNT COLON UFLX BSC -H,12107,RI INPT PRICE BFG
77030005918,STNT COLON UFLX BSC -H,12107,RI OTPT PRICE BFG
77030005920,STNT COLON WLFLX BSC -C,1700,RI INPT PRICE BFG
77030005920,STNT COLON WLFLX BSC -C,1700,RI OTPT PRICE BFG
77030005921,STNT COLON WLFLX BSC -H,11897,RI INPT PRICE BFG
77030005921,STNT COLON WLFLX BSC -H,11897,RI OTPT PRICE BFG
77030005923,STNT COLON WLFLX BSC -H1,17444,RI INPT PRICE BFG
77030005923,STNT COLON WLFLX BSC -H1,17444,RI OTPT PRICE BFG
77030005925,STNT COR BDIV ABBT -G,5310,RI INPT PRICE BFG
77030005925,STNT COR BDIV ABBT -G,5310,RI OTPT PRICE BFG
77030005927,STNT COR BDIV ABBT -H,12390,RI INPT PRICE BFG
77030005927,STNT COR BDIV ABBT -H,12390,RI OTPT PRICE BFG
77030005928,STNT COR EDVR MEDT -H,5134,RI INPT PRICE BFG
77030005928,STNT COR EDVR MEDT -H,5134,RI OTPT PRICE BFG
77030005930,STNT COR MDVR MEDT -G,3505,RI INPT PRICE BFG
77030005930,STNT COR MDVR MEDT -G,3505,RI OTPT PRICE BFG
77030005931,STNT COR MDVR MEDT -G1,3505,RI INPT PRICE BFG
77030005931,STNT COR MDVR MEDT -G1,3505,RI OTPT PRICE BFG
77030005932,STNT COR OW DRVR MEDT -G,3505,RI INPT PRICE BFG
77030005932,STNT COR OW DRVR MEDT -G,3505,RI OTPT PRICE BFG
77030005933,STNT COR OW GRFTMASTR ABBT -H1,16957,RI INPT PRICE BFG
77030005933,STNT COR OW GRFTMASTR ABBT -H1,16957,RI OTPT PRICE BFG
77030005934,STNT COR OW LIB BSC -G,4956,RI INPT PRICE BFG
77030005934,STNT COR OW LIB BSC -G,4956,RI OTPT PRICE BFG
77030005935,STNT COR OW MEDT -G,3505,RI INPT PRICE BFG
77030005935,STNT COR OW MEDT -G,3505,RI OTPT PRICE BFG
77030005937,STNT COR OW MVS ABBT -G,3540,RI INPT PRICE BFG
77030005937,STNT COR OW MVS ABBT -G,3540,RI OTPT PRICE BFG
77030005938,STNT COR OW MVS ABBT -G1,3540,RI INPT PRICE BFG
77030005938,STNT COR OW MVS ABBT -G1,3540,RI OTPT PRICE BFG
77030005939,STNT COR OW PIX ABBT -G,6550,RI INPT PRICE BFG
77030005939,STNT COR OW PIX ABBT -G,6550,RI OTPT PRICE BFG
77030005941,STNT COR OW T XPR BSC -H1,14876,RI INPT PRICE BFG
77030005941,STNT COR OW T XPR BSC -H1,14876,RI OTPT PRICE BFG
77030005943,STNT COR OW ULT ABBT -G,3540,RI INPT PRICE BFG
77030005943,STNT COR OW ULT ABBT -G,3540,RI OTPT PRICE BFG
77030005944,STNT COR OW VIS ABBT -G,6217,RI INPT PRICE BFG
77030005944,STNT COR OW VIS ABBT -G,6217,RI OTPT PRICE BFG
77030005945,STNT COR OW VIS ABBT -G1,3540,RI INPT PRICE BFG
77030005945,STNT COR OW VIS ABBT -G1,3540,RI OTPT PRICE BFG
77030005948,STNT COR OW ZETA ABBT -G,6550,RI INPT PRICE BFG
77030005948,STNT COR OW ZETA ABBT -G,6550,RI OTPT PRICE BFG
77030005949,STNT COR OWE CYPH CARD -H,12390,RI INPT PRICE BFG
77030005949,STNT COR OWE CYPH CARD -H,12390,RI OTPT PRICE BFG
77030005950,STNT COR OWE CYPH CARD -H1,14868,RI INPT PRICE BFG
77030005950,STNT COR OWE CYPH CARD -H1,14868,RI OTPT PRICE BFG
77030005951,STNT COR RX LIB BSC -G,4956,RI INPT PRICE BFG
77030005951,STNT COR RX LIB BSC -G,4956,RI OTPT PRICE BFG
77030005953,STNT COR RX MVS ABBT -G,3540,RI INPT PRICE BFG
77030005953,STNT COR RX MVS ABBT -G,3540,RI OTPT PRICE BFG
77030005955,STNT COR RX PIX ABBT -G,6550,RI INPT PRICE BFG
77030005955,STNT COR RX PIX ABBT -G,6550,RI OTPT PRICE BFG
77030005956,STNT COR RX T LIB BSC -H1,9028,RI INPT PRICE BFG
77030005956,STNT COR RX T LIB BSC -H1,9028,RI OTPT PRICE BFG
77030005957,STNT COR RX ULT ABBT -G,3540,RI INPT PRICE BFG
77030005957,STNT COR RX ULT ABBT -G,3540,RI OTPT PRICE BFG
77030005958,STNT COR RX ULT ABBT -G1,7788,RI INPT PRICE BFG
77030005958,STNT COR RX ULT ABBT -G1,7788,RI OTPT PRICE BFG
77030005959,STNT COR RX VIS ABBT -G,3540,RI INPT PRICE BFG
77030005959,STNT COR RX VIS ABBT -G,3540,RI OTPT PRICE BFG
77030005962,STNT COR RX XPRS BSC -G,6550,RI INPT PRICE BFG
77030005962,STNT COR RX XPRS BSC -G,6550,RI OTPT PRICE BFG
77030005963,STNT COR RX ZETA ABBT -G,3894,RI INPT PRICE BFG
77030005963,STNT COR RX ZETA ABBT -G,3894,RI OTPT PRICE BFG
77030005964,STNT COR RXE CYPH CARD -H,12390,RI INPT PRICE BFG
77030005964,STNT COR RXE CYPH CARD -H,12390,RI OTPT PRICE BFG
77030005967,STNT CTN COOK -B,531,RI INPT PRICE BFG
77030005967,STNT CTN COOK -B,531,RI OTPT PRICE BFG
77030005968,STNT CTN COOK -C,737,RI INPT PRICE BFG
77030005968,STNT CTN COOK -C,737,RI OTPT PRICE BFG
77030005969,STNT DBL J SILHTE AMR -C,921,RI INPT PRICE BFG
77030005969,STNT DBL J SILHTE AMR -C,921,RI OTPT PRICE BFG
77030005970,STNT DBL PIG OCOA -B,555,RI INPT PRICE BFG
77030005970,STNT DBL PIG OCOA -B,555,RI OTPT PRICE BFG
77030005971,STNT DUOD WLFLX BSC -H1,17444,RI INPT PRICE BFG
77030005971,STNT DUOD WLFLX BSC -H1,17444,RI OTPT PRICE BFG
77030005975,STNT ENDOPYL RTRO BSC -C,1394,RI INPT PRICE BFG
77030005975,STNT ENDOPYL RTRO BSC -C,1394,RI OTPT PRICE BFG
77030005976,STNT ENDOVAS PALM CARD -G,4921,RI INPT PRICE BFG
77030005976,STNT ENDOVAS PALM CARD -G,4921,RI OTPT PRICE BFG
77030005978,STNT ENDOVAS SLOM CARD -G,5310,RI INPT PRICE BFG
77030005978,STNT ENDOVAS SLOM CARD -G,5310,RI OTPT PRICE BFG
77030005981,STNT ESOPH PYFLX BSC -H,14857,RI INPT PRICE BFG
77030005981,STNT ESOPH PYFLX BSC -H,14857,RI OTPT PRICE BFG
77030005983,STNT ESOPH UFLX BSC -H,11718,RI INPT PRICE BFG
77030005983,STNT ESOPH UFLX BSC -H,11718,RI OTPT PRICE BFG
77030005988,STNT GRFT VIABAN WLGO -H1,17700,RI INPT PRICE BFG
77030005988,STNT GRFT VIABAN WLGO -H1,17700,RI OTPT PRICE BFG
77030005989,STNT GRFT VIABAN WLGO -I,21382,RI INPT PRICE BFG
77030005989,STNT GRFT VIABAN WLGO -I,21382,RI OTPT PRICE BFG
77030005990,STNT GRFT VIABAN WLGO -I1,23152,RI INPT PRICE BFG
77030005990,STNT GRFT VIABAN WLGO -I1,23152,RI OTPT PRICE BFG
77030005991,STNT IL PALM CARD -F,3505,RI INPT PRICE BFG
77030005991,STNT IL PALM CARD -F,3505,RI OTPT PRICE BFG
77030005993,STNT IL SMRT CARD -G1,7286,RI INPT PRICE BFG
77030005993,STNT IL SMRT CARD -G1,7286,RI OTPT PRICE BFG
77030005994,STNT IL USTP BSC -G,7315,RI INPT PRICE BFG
77030005994,STNT IL USTP BSC -G,7315,RI OTPT PRICE BFG
77030005995,STNT IL USTP BSC -G1,7434,RI INPT PRICE BFG
77030005995,STNT IL USTP BSC -G1,7434,RI OTPT PRICE BFG
77030005996,STNT IL USTP BSC -H,7434,RI INPT PRICE BFG
77030005996,STNT IL USTP BSC -H,7434,RI OTPT PRICE BFG
77030005997,STNT IL W SMRT CARD -G,4532,RI INPT PRICE BFG
77030005997,STNT IL W SMRT CARD -G,4532,RI OTPT PRICE BFG
77030005999,STNT IL ZLVR COOK -G1,7010,RI INPT PRICE BFG
77030005999,STNT IL ZLVR COOK -G1,7010,RI OTPT PRICE BFG
77030006000,STNT IL ZLVR COOK -H1,7010,RI INPT PRICE BFG
77030006000,STNT IL ZLVR COOK -H1,7010,RI OTPT PRICE BFG
77030006002,STNT KID SET COOK -B,684,RI INPT PRICE BFG
77030006002,STNT KID SET COOK -B,684,RI OTPT PRICE BFG
77030006005,STNT NEPH COPE COOK -B,779,RI INPT PRICE BFG
77030006005,STNT NEPH COPE COOK -B,779,RI OTPT PRICE BFG
77030006006,STNT NEPH PFLX BSC -B,665,RI INPT PRICE BFG
77030006006,STNT NEPH PFLX BSC -B,665,RI OTPT PRICE BFG
77030006007,STNT NEPH PFLX BSC -C,830,RI INPT PRICE BFG
77030006007,STNT NEPH PFLX BSC -C,830,RI OTPT PRICE BFG
77030006008,STNT NEPH PFLX MTIC -B,680,RI INPT PRICE BFG
77030006008,STNT NEPH PFLX MTIC -B,680,RI OTPT PRICE BFG
77030006009,STNT NEPH PFLX TM BSC -C,830,RI INPT PRICE BFG
77030006009,STNT NEPH PFLX TM BSC -C,830,RI OTPT PRICE BFG
77030006011,STNT PANC GEEN COOK -B,424,RI INPT PRICE BFG
77030006011,STNT PANC GEEN COOK -B,424,RI OTPT PRICE BFG
77030006012,STNT PANC W ZMN COOK -C,942,RI INPT PRICE BFG
77030006012,STNT PANC W ZMN COOK -C,942,RI OTPT PRICE BFG
77030006013,STNT PANC WGEEN COOK -B,701,RI INPT PRICE BFG
77030006013,STNT PANC WGEEN COOK -B,701,RI OTPT PRICE BFG
77030006014,STNT PANC WGEEN COOK -C,776,RI INPT PRICE BFG
77030006014,STNT PANC WGEEN COOK -C,776,RI OTPT PRICE BFG
77030006015,STNT PANC ZMN COOK -B,496,RI INPT PRICE BFG
77030006015,STNT PANC ZMN COOK -B,496,RI OTPT PRICE BFG
77030006016,STNT PANC ZMN COOK -C,871,RI INPT PRICE BFG
77030006016,STNT PANC ZMN COOK -C,871,RI OTPT PRICE BFG
77030006023,STNT SFA VIBN WLGO -H1,17700,RI INPT PRICE BFG
77030006023,STNT SFA VIBN WLGO -H1,17700,RI OTPT PRICE BFG
77030006024,STNT SFA VIBN WLGO -I,20886,RI INPT PRICE BFG
77030006024,STNT SFA VIBN WLGO -I,20886,RI OTPT PRICE BFG
77030006025,STNT SFA VIBN WLGO -I1,24497,RI INPT PRICE BFG
77030006025,STNT SFA VIBN WLGO -I1,24497,RI OTPT PRICE BFG
77030006026,STNT TIP VTOR WLGO -I2,32023,RI INPT PRICE BFG
77030006026,STNT TIP VTOR WLGO -I2,32023,RI OTPT PRICE BFG
77030006028,STNT TRACH BLN GTNG -H1,16551,RI INPT PRICE BFG
77030006028,STNT TRACH BLN GTNG -H1,16551,RI OTPT PRICE BFG
77030006029,STNT TRACH BLN GTNG -I,17685,RI INPT PRICE BFG
77030006029,STNT TRACH BLN GTNG -I,17685,RI OTPT PRICE BFG
77030006031,STNT TRACH USTP BSC -G,7315,RI INPT PRICE BFG
77030006031,STNT TRACH USTP BSC -G,7315,RI OTPT PRICE BFG
77030006032,STNT TRACH USTP BSC -G1,7434,RI INPT PRICE BFG
77030006032,STNT TRACH USTP BSC -G1,7434,RI OTPT PRICE BFG
77030006033,STNT TRACH USTP BSC -H,7434,RI INPT PRICE BFG
77030006033,STNT TRACH USTP BSC -H,7434,RI OTPT PRICE BFG
77030006035,STNT TRACH WGRFT BSC -H,12390,RI INPT PRICE BFG
77030006035,STNT TRACH WGRFT BSC -H,12390,RI OTPT PRICE BFG
77030006036,STNT TRACH WGRFT BSC -H1,16066,RI INPT PRICE BFG
77030006036,STNT TRACH WGRFT BSC -H1,16066,RI OTPT PRICE BFG
77030006037,STNT TRACH WSTNT BSC -G,6726,RI INPT PRICE BFG
77030006037,STNT TRACH WSTNT BSC -G,6726,RI OTPT PRICE BFG
77030006038,STNT TRACH WSTNT BSC -G1,8374,RI INPT PRICE BFG
77030006038,STNT TRACH WSTNT BSC -G1,8374,RI OTPT PRICE BFG
77030006039,STNT TRACH WSTNT BSC -H,12785,RI INPT PRICE BFG
77030006039,STNT TRACH WSTNT BSC -H,12785,RI OTPT PRICE BFG
77030006040,STNT URET WO OCOA -B,577,RI INPT PRICE BFG
77030006040,STNT URET WO OCOA -B,577,RI OTPT PRICE BFG
77030006041,STNT URET WO OCOA -C,1062,RI INPT PRICE BFG
77030006041,STNT URET WO OCOA -C,1062,RI OTPT PRICE BFG
77030006042,STNT URET AMPL COOK -C,949,RI INPT PRICE BFG
77030006042,STNT URET AMPL COOK -C,949,RI OTPT PRICE BFG
77030006043,STNT URET BARD -B,708,RI INPT PRICE BFG
77030006043,STNT URET BARD -B,708,RI OTPT PRICE BFG
77030006044,STNT URET BARD -C,730,RI INPT PRICE BFG
77030006044,STNT URET BARD -C,730,RI OTPT PRICE BFG
77030006046,STNT URET COOK -C,894,RI INPT PRICE BFG
