"PROC
#",Procedure Description,"IP
Price","OP
Price",
67,ANCHOR GENERATR NEUROSTIM,"1,263","1,263",
68,ANCHOR JUGGRNOT W/NDLS,"1,838","1,838",
69,ANCHOR JUGGRNOT/DRILLBIT,594,594,
70,Anesthesia - Epidural - 1st 15 Min,358,358,
71,Anesthesia - Epidural - Add Min,24,24,
72,Anesthesia - General - 1st 30 Min,"1,350","1,350",
73,Anesthesia - General - Add Min,36,36,
74,Anesthesia - L&D Epidural,"1,159","1,159",
75,Anesthesia - MAC - 1st 15 Min,386,386,
76,Anesthesia - MAC - Add Min,24,24,
77,Anesthesia - Open Heart - Add Min,39,39,
78,Anesthesia - Open Hearth - 1st 60 Min,"3,353","3,353",
79,Anesthesia - Regional - 1st 15 Min,358,358,
80,Anesthesia - Regional - Add Min,24,24,
81,Anesthesia - Spinal - 1st 15 Min,358,358,
82,Anesthesia - Spinal - Add Min,24,24,
83,Anesthesia - TIVA - 1st 30 Min,"1,175","1,175",
84,Anesthesia - TIVA - Add Min,33,33,
85,ANGIO RENAL SEL BTL 1ST LT,"6,281","6,281",
86,ANGIO RENAL SEL BTL 2ND,"8,876","8,876",
87,ANGIOSEAL VIP,"1,363","1,363",
88,ANGIOTENSIN CONVERTING ENZY,314,180,
89,ANORECTAL EXAM WITH ANES,"2,980","2,980",
90,ANORECTAL MANOMETRY TEST,"1,401","1,401",
91,ANOSCOPY W/ABLATION,"2,205","2,205",
92,ANOSCOPY W/CONTROL BLEED,"1,529","1,529",
93,ANTENNA STIMULATOR MEDTR 37092,500,500,
94,ANTIBODY BACTERIUM NOS Q128,157,90,
95,ANTIBODY BORDETELLA 2,238,136,
96,ANTIBODY EHRLICHIA,429,245,
97,ANTIBODY ENTEROVIRUS 2,278,159,
98,ANTIBODY IDENTIFICATION LEUK,196,112,
99,ANTIBODY INFLUENZA VIRUS SO,165,94,
100,ANTIBODY RESP SYNCYTIAL VIRUS,181,103,
101,ANTIBODY RICKETTSIA,453,259,
102,ANTIBODY SCREEN RBC,424,242,
103,ANTIBODY TETANUS Q338,193,110,
104,ANTIBODY VIRUS NOS 5674,169,97,
105,ANTICOAGULANT DEXTROSE 500ML,31,31,
106,ANTIDIURETIC HORMONE,951,543,
107,ANTIGEN TESTING OF DONOR EA AG,913,522,
108,ANTIHUMAN GLOBULIN COOMBS D,496,284,
109,ANTINUCLEAR ANTIBODY,146,83,
110,ANTITHROMBIN III AG,426,244,
111,ANTITHROMBIN III FUNCTIONAL,369,211,
112,AORTOGRAM ABDOM W/RUNOFF BIL,"14,462","8,264",
113,APHERESIS PLASMA,"5,267","3,010",
114,APLIGRAF PER 1 SQ CM_44,241,241,
115,APNEA MONITOR DAILY,326,326,
116,APOLIPOPROTEIN A-1 AND B,188,108,
117,APPL RIGID TOTAL CONT LEG CAST,369,369,
118,APPL SKIN SUB F/NK/HF/G  ADDL 25 SQ CM,349,349,
119,APPL SKIN SUB F/NK/HF/G 1ST 25 SQ CM,"1,470","1,470",
120,APPL SKIN SUB T/A/L 1ST 25 SQ,"1,470","1,470",
121,APPL SKIN SUB T/A/L ADDL 25 SQ,201,201,
122,APPLICATION ON BODY INJECTOR,130,130,
123,APPLICATOR DUPLOSPRAY MIS,609,609,
124,APPLICATOR DUPLOTIP,351,351,
125,APPLICATOR ENDOSCOPIC,386,386,
126,APPLICATOR EXT SPRAY TIP PROGEL,532,532,
127,APPLIER CLIP DIRECT DRIVE,532,532,
128,APPLIER ENDOCLIP 325,572,572,
129,APPLIER LIGACLIP 175,662,662,
130,APPLIER LIGACLIP 200,403,403,
131,APTT MIXING STUDIES,126,72,
132,ARSENIC,534,305,
133,ARTERIAL CATH/CANNULATION,372,372,
134,ARTERIAL PUNCTURE,100,100,
135,ARTHRECTOMY FEM/POP PERC,"21,820","21,820",
136,ASPERGILLUS ANTIGEN,234,134,
137,ASPIRATOR ULTRASONIC,"2,991","2,991",
138,AST,244,140,
139,ATHR FEM/POP REVASC STENT,"26,224","26,224",
140,AVULSION NAIL PLATE EA ADD,166,166,
141,AVULSION NAIL PLATE SINGLE,360,360,
142,B CELLS TOTAL COUNT,456,261,
143,B TYPE NATRIURETIC PEPTIDE,411,235,
144,BAG DRAINAGE,84,84,
145,BAG DRAINAGE CSF SYSTEM,220,220,
146,BAG EXT VENTRICULAR DRAIN,"1,026","1,026",
147,BAG HYPERINFLATION 2 LITER,89,89,
148,BAG INTESTINAL 650,"2,163","2,163",
149,BAG PRESSURE INFUSOR,77,77,
150,BAG SILO 10CM,"2,163","2,163",
151,BAG SILO 5CM,"1,733","1,733",
152,BAG SILO 7.5CM,"2,048","2,048",
153,BAG URINARY W/URINEMETER,145,145,
154,BALLOON ASD SIZING AMPLATZER,"1,307","1,307",
155,BALLOON BLUNT TIP SYS,211,211,
156,BALLOON CTO,"1,063","1,063",
157,BALLOON DILATION SYS,"3,649","3,649",
158,BALLOON DILATION SYSTEM,"1,244","1,244",
159,BALLOON DIST AND INFLAT BULB,"1,726","1,726",
160,BALLOON DRUG COATD,"5,370","5,370",
161,BALLOON DRUG ELUTING,"4,843","4,843",
162,BALLOON INOUE PTMC,"7,150","7,150",
163,BALLOON IVAS 10/15/20MM,"3,613","3,613",
164,BALLOON PDB DISSECTN SPACEMAKR,"1,726","1,726",
165,BALLOON PV 300-500,"3,183","3,183",
166,BALLOON PV DIAMOND,"1,403","1,403",
167,BALLOON PV ZMED 6-7,"3,979","3,979",
168,BALLOON SINUS INFLATION,541,541,
169,BALLOON STRYKER IVAS KIT,"4,250","4,250",
170,BALLOON VALVULOPLASTY,"4,336","4,336",
171,BALLOON VIATRAC 14 PLUS,"1,808","1,808",
172,BANDAGE QUICK CLOT HEMO 2X2,239,239,
173,BARRIER INTERCEED 425,"1,392","1,392",
174,BARTONELLA,258,147,
175,BARTONELLA AMP PROBE,951,543,
176,BASIC METABOLIC PANEL,290,166,
177,BASKET STONE 350,"1,169","1,169",
178,BASKET STONE 450,"1,169","1,169",
179,BASKET STONE 475,"1,169","1,169",
180,BASKET STONE 500,"1,182","1,182",
181,BATTERY PACK STERILE,863,863,
182,BB LEUKO RED IRR RBCS <=150ML,422,422,
183,BB LEUKO RED IRR RBCS <=50ML,141,141,
184,BB LEUKO RED IRR RBCS <=75ML,281,281,
185,BCR/ABL1 MAJOR BREAKPOINT,"1,976","1,129",
186,BCR/ABL1 MINOR BREAKPOINT,"1,746",998,
187,BETA 2 GLYCOPROTEIN 1 AB EACH,280,160,
188,BETA HCG QUALITATIVE SERUM,290,166,
189,BETA-2 MICROGLOBULIN,197,113,
190,BILE ACIDS TOTAL Q361,350,200,
191,BILIRUBIN DIRECT,312,178,
192,BILIRUBIN TOTAL,302,173,
193,BINDER ABDOMINAL,125,125,
194,BINDER ABDOMINAL ALL SIZES,83,83,
195,BIOPSY SET BONOPTY,625,625,
196,BIOPSY WALL ANORECTAL,"2,580","2,580",
197,BISECTOR EVH GUID VH2000,"3,518","3,518",
198,BLADDER IRRIGATE,845,845,
199,BLADDER SCAN,105,105,
200,BLADE,"1,901","1,901",
201,BLADE 100,370,370,
202,BLADE 125,314,314,
203,BLADE 150,200,200,
204,BLADE 175,356,356,
205,BLADE 200,362,362,
206,BLADE 225,591,591,
207,BLADE 275,894,894,
208,BLADE 30,104,104,
209,BLADE 300,932,932,
210,BLADE 325,888,888,
211,BLADE 350,907,907,
212,BLADE 375,"2,991","2,991",
213,BLADE 4.0MM 40DEG AGG SERR,890,890,
214,BLADE 4.0MM AGGRESSIVE SERRATE,861,861,
215,BLADE 4.0MM AGGRESSIVE SERRATE 11CM,803,803,
216,BLADE 4.0MM ANGLD AGGRESSIVE,802,802,
217,BLADE 40,106,106,
218,BLADE 400,"1,339","1,339",
219,BLADE 450,"1,709","1,709",
220,BLADE 50,122,122,
221,BLADE 60,186,186,
222,BLADE 70,83,83,
223,BLADE 700,"1,340","1,340",
224,BLADE 80,147,147,
225,BLADE 90,227,227,
226,BLADE AGGRESSIVE,"1,089","1,089",
227,BLADE AGGRESSIVE PLUS 4.0,153,153,
228,BLADE ANGLED F SERIES STRYKER,435,435,
229,BLADE CARPAL TUNNEL CENTERLINE,"1,200","1,200",
230,BLADE DERMATOME,294,294,
231,BLADE GIGLI 300MM ZMR,127,127,
232,BLADE GIGLI SAW 510MM,137,137,
233,BLADE GLIDESCOPE TI LPRO ALL SZS,280,280,
234,BLADE HIP F SERIES STRYKER,543,543,
235,BLADE LARYNG DISP VIDEO ALL SZ,105,105,
236,BLADE LRG TEAR CROSS CUT,631,631,
237,BLADE PLASMA MEDTR,"2,100","2,100",
238,BLADE RECIPROCATING STRYKER,515,515,
239,BLADE RETRACTOR,500,500,
240,BLADE SAGITTAL THICK 25MMX73MM,195,195,
241,BLADE SAMURAI HIP ARTHROSCOPY,"1,348","1,348",
242,BLADE SAW,"1,086","1,086",
243,BLADE SHAVER,"1,013","1,013",
244,BLADE SHAVER F SERIES STRYKER,305,305,
245,BLADE SHAVER RAD/TRICUT,"1,333","1,333",
246,BLADE SKIMMER LARYNGEAL SHAVER,"1,465","1,465",
247,BLASTOMYCES,158,90,
248,BLOCK CORNEAL 50,507,507,
249,BLOOD OCCULT FECAL IMMUNOASSAY,194,111,
250,BLOOD TYPING ABO,496,284,
251,BLOOD TYPING RH D,272,155,
252,BLOWER MISTER 22150 MEDTRN 120,182,182,
253,BOLT FIXATION CANNULATED,450,450,
254,BOLT FIXATION HALF PIN 3-6 MM,"1,634","1,634",
255,BOLT SLOTTED WIRE FIXATION,450,450,
256,BONE CEMENT PALACOS ZMR,406,406,
257,BONE CEMENT SIMPLEX GENTAMICIN,959,959,
258,BONE CEMENT SMARTMIX TOWER,"1,670","1,670",
259,BONE DENSITY STUDY,638,365,
260,BONE DENSITY STUDY APPENDIC,322,184,
261,BONE FILLER STRYKER,356,356,
262,BONE GRAFT AUGMENT,"10,794","10,794",
263,BONE GRAFT BIOACTIVE,"2,926","2,926",
264,BONE MARROW ASPIRATION,"1,239","1,239",
265,BONE MATRIX DBX STRIP 2.5X10CM,"4,055","4,055",
266,BONE PIN,399,399,
267,BONE REMOVAL SCREW,932,932,
268,BONE SCALPEL,"3,102","3,102",
269,BONE SCALPEL 10/20MM LONG,"1,983","1,983",
270,BONE SCALPEL 10/20MM SHORT,"1,549","1,549",
271,BONE SHAVER MICRO HOOK,"1,812","1,812",
272,BOOT AIR WALKER TALL OTS,377,377,
273,BOOT EX TRACKER WALKER,122,122,
274,BOOT ORTHO,76,76,
275,BOOT PNEUMATIC OTS,163,163,
276,BOOT PREVALON,392,392,
277,BOOT TRACTION BUCKS ALL SIZES,111,111,
278,BOOT WALKER SHORT LEG ALL SZ OTS,171,171,
279,BORDETELLA PERTUSSIS Q,185,106,
280,BOWL VACUUM MIX ORTHO 175,350,350,
281,BRA SURGICAL SZ SM-2XL,134,134,
282,BRAC SURGICAL SZ 3XL-4XL,194,194,
283,BRACE ANKLE STIRRUP OTS,84,84,
284,BRACE ELBOW ROM ALL SIZES,625,625,
285,BRACE KNEE HINGED ALL STYLES OTS,559,559,
286,BRACE KNEE TRANSITION DEROYAL OTS,520,520,
287,BRACE KNEE UNIVERSAL,635,635,
288,BRACHYTX NON-STR HDR IR-192,109,109,
289,BRACHYTX NON-STR YTTRIUM-90,"52,000","52,000",
290,BRACHYTX NON-STRANDED PD-103,370,370,
291,BRAF,"1,584",905,
292,BRONCH EBUS IVNTJ PERPH LES,638,638,
293,BRONCH EBUS SAMPLING 3/> NODE,"2,402","2,402",
294,BRONCH EBUS SAMPLNG 1/2 NODE,"2,402","2,402",
295,BRONCHOSCOPY DIAG W/WO WASHING,"1,240","1,240",
296,BRONCHOSCOPY W/ALVEOLAR LAVAGE,"1,279","1,279",
297,BRONCHOSCOPY W/BIOPSY,"1,475","1,475",
298,BRONCHOSCOPY W/BRONCH STENT,"3,998","3,998",
299,BRONCHOSCOPY W/BRUSHING,"1,263","1,263",
300,BRONCHOSCOPY W/DESTRUCT TUMOR,"2,721","2,721",
301,BRONCHOSCOPY W/DILAT FX REDUCT,"3,006","3,006",
302,BRONCHOSCOPY W/PLMT FIDUCIAL MKS,"3,998","3,998",
303,BRONCHOSCOPY W/REMOVE FB,"1,655","1,655",
304,BRONCHOSCOPY W/THERAP ASP INIT,"1,384","1,384",
305,BRONCHOSCOPY W/THERAP ASP SUB,"1,338","1,338",
306,BRONCHOSCOPY W/TRANSBRONCH ASP,"2,576","2,576",
307,BRONCHOSCOPY W/TRANSBRONCH BIO,"2,402","2,402",
308,BRONCHOSCOPY W/TRANSBRONCH BX EA ADDL,465,465,
309,BRUCELLA,339,194,
310,BRUSH BONE FEMORAL 110033,178,178,
311,BRUSH BONE FEMORAL 70,135,135,
312,BUNDLE OF HIS RECORDING,"11,746","11,746",
313,BUR 3.0,719,719,
314,BUR 3.0MM,"1,367","1,367",
315,BUR DIAMOND/MULTI FLUTE STRYKR,820,820,
316,BUR HOLE COVER,"1,238","1,238",
317,BUR LONG HIP ANGLD,525,525,
318,BUR PRECISION ENT,"1,274","1,274",
319,BUR ROUND,"1,274","1,274",
320,BUR ROUND 1.8MM CARBIDE,41,41,
321,BUR ROUND LONG HIP,480,480,
322,BUR ROUND STRYKER,331,331,
323,BUR ROUND STRYKR,227,227,
324,BUR ROUND SYNTHES 1.0 - 8.0,519,519,
325,BUR STRYKER,719,719,
326,BUTTON CABLE 2.5MM HEX DR ZMR,743,743,
327,BUTTON CERCLAGE,756,756,
328,BUTTON GASTROSTOMY ALL SIZES,"1,388","1,388",
329,BUTTON NASAL SEPTAL,518,518,
330,BX ENDOMETRIAL,437,437,
331,C DIFFICILE TOXIN A AND B EIA,180,103,
332,C02,76,43,
333,C02 EXPIRED GAS DETERM DAILY,552,552,
334,CA 19-9,252,144,
335,CABLE ABLATION CONNECTION,"1,444","1,444",
336,CABLE CABLEREADY ASSEMBLY,"2,375","2,375",
337,CABLE COAXIAL UMBILICAL MEDTR 203CXC,907,907,
338,CABLE ELECTRCL UMBILICAL MEDTR 2035UC,"1,250","1,250",
339,CABLE INTEGRAL LONG ZIMMER,"8,364","8,364",
340,CABLE INTERSTIM,500,500,
341,CABLE MICROELECTRODE,563,563,
342,CABLE MYO/LEAD DISP BLUE/WHITE,98,98,
343,CABLE PACING DISP,124,124,
344,CABLE PIONEER STERNAL 400-689,"1,653","1,653",
345,CABLE READY CABLE ASSY CERCLAGE,"1,556","1,556",
346,CABLE REMINGTON S101 50,97,97,
347,CABLE REMINGTON S101 60,522,522,
348,CABLE STERNAL 400-401,421,421,
349,CABLE W/CRIMP 1.0/1.7 750MM,"1,699","1,699",
350,CABLE/EXT PRECISION SPECTRA,625,625,
351,CADMIUM Q ASSAY,483,276,
352,CAFFEINE,173,99,
353,CALCITONIN,325,186,
354,CALCIUM,66,38,
355,CALCIUM IONIZED,266,152,
356,CALCIUM URINE,76,44,
357,CALCULUS INFRARED SPECTROS Q38,210,120,
358,CALIFORNIA ENCEPHALITIS,150,86,
359,CALIPER DISP,290,290,
360,CALPROTECTIN FECAL,238,136,
361,CANCER ANTIGEN 125,252,144,
362,CANCER SCREEN COLONOSCOPY HI RISK,"2,205","2,205",
363,CANCER SCREEN FLEX SIGMOID,"1,365","1,365",
364,CANDIDA SPECIES DP,237,136,
365,CANISTER SUCTION ASPIRATION,"1,825","1,825",
366,CANNULA AND SEAL,547,547,
367,CANNULA AORTIC 100,274,274,
368,CANNULA AORTIC 21FR,268,268,
369,CANNULA AORTIC ROOT 80,254,254,
370,CANNULA ARTERIAL,"1,628","1,628",
371,CANNULA ARTERIAL 70,141,141,
372,CANNULA ARTERIAL 80,125,125,
373,CANNULA ARTERIAL W/GUID 800,"1,319","1,319",
374,CANNULA CARDIOPLEGIA 200,486,486,
375,CANNULA CARDIOPLEGIA 250,560,560,
376,CANNULA CEMENT 10 GAUGE,356,356,
377,CANNULA CLEAR 5.5-8.5MM THREADED,"1,219","1,219",
378,CANNULA CLEAR THREADED,174,174,
379,CANNULA CORONARY 200,513,513,
380,CANNULA CORONARY 60,208,208,
381,CANNULA CORONARY SINUS PERFUS,525,525,
382,CANNULA CRYSTL SMOOTH ARTHRX,182,182,
383,CANNULA EYE 75,305,305,
384,CANNULA FENSTRTD SCREW,"2,415","2,415",
385,CANNULA FLEX TIP 25G,163,163,
386,CANNULA FLOWPORT II W/OBTURATR,"1,556","1,556",
387,CANNULA SEAL ENDOWRIST STAPLER,145,145,
388,CANNULA SEAL REDUCER,182,182,
389,CANNULA SHOEHORN ARTHREX,182,182,
390,CANNULA SINGLE INSERTION,"1,023","1,023",
391,CANNULA TRANSPORT,490,490,
392,CANNULA TRANSPORT PIVOT MED,616,616,
393,CANNULA UNIVERSAL ORTHO,96,96,
394,CANNULA VEIN GRAFT,"1,334","1,334",
395,CANNULA VENOUS,"1,890","1,890",
396,CANNULA VENOUS 100,170,170,
397,CANNULA VENOUS 80,200,200,
398,CANNULA VENOUS 90,256,256,
399,CANNULA W/DILATOR  ANGLD,"39,000","39,000",
400,CANNULA/DILATOR,688,688,
401,CAP FOR FIXATION PIN,193,193,
402,CAP HEALING W/PLUG,105,105,
403,CAP LOCKING GLOBUS MEDICAL,947,947,
404,CAP LOCKING SPINE,582,582,
405,CAP MINI EXTEND LIFE TRANSFER,308,308,
406,CAP SEAL DEXTRUS ENDOPATH,"2,542","2,542",
407,CARBAMAZEPINE TOTAL,176,101,
408,CARBOHYDRATE DEFICIENT TRANSFERRIN,219,125,
409,CARBON MONOXIDE DIFF (DLCO),389,389,
410,CARBOXYHEMOGLOBIN,356,203,
411,CARCINOEMBRYONIC ANTIGEN,230,132,
412,CARDIAC REHAB MONITORED OP,418,418,
413,CARDIAC REHAB PHYS SPV W/O CONT ECG,261,261,
414,CARDIOLIPIN ANTIBODY EACH LG C,393,225,
415,CARDIOVERSION EXTERNAL,"1,169","1,169",
416,CARNITINE TOTAL AND FREE QN,280,160,
417,CARTRIDGE OIL MAESTRO DRILL,"1,286","1,286",
418,CASSETTE IRRIGATION ESSX,476,476,
419,CASSETTE VERAFLO ULTA,379,379,
420,CAST SPICA,800,800,
421,CAST TOTAL CONTACT,641,641,
422,CATECHOLAMINE FRACT 24 HR U,333,190,
423,CATH,165,165,
424,CATH ABLATION BI-D SJ,"5,850","5,850",
425,CATH ABLATION BLAZER PRIME 7F,"3,091","3,091",
426,CATH ACCU VU OMNI FLUSH >35 CM,174,174,
427,CATH ACCUCATH INTRAVASC 1.25,346,346,
428,CATH ACCUCATH INTRAVASC ALL SIZES,179,179,
429,CATH ACCUNAV ICE,"9,100","9,100",
430,CATH ACUNAV BIOSENSE WEB,"9,100","9,100",
431,CATH ADVANCE 14 BALLOON,"1,930","1,930",
432,CATH ADVANCE 18 BALLOON,"1,282","1,282",
433,CATH ADVANCE 35 BALLOON,816,816,
434,CATH ANGIO ART/GRAFT LEFT HEART,"19,113","19,113",
435,CATH ANGIO ART/VENT LEFT HEART,"17,418","17,418",
436,CATH ANGIOGRAPHC BEACON TIP,249,249,
437,CATH ANGIOGRAPHC IMAGER II,381,381,
438,CATH ANGIOGRAPHIC,174,174,
439,CATH ANGIOGRAPHIC 5FR 65CM COR,198,198,
440,CATH ANGIOGRAPHIC 5FR 70CM,770,770,
441,CATH ANGIOGRAPHIC MARINER,657,657,
442,CATH ANGIOGRAPHIC SOS OMN,103,103,
443,CATH ANGIOGRAPHIC TEMPO,206,206,
444,CATH ANGIOGRAPHIC TORCON NB ADVANTAGE,107,107,
445,CATH ANGIOGRPHC HYDROPHLC COATD,599,599,
446,CATH ANGIOGRPHC SOFT VU,211,211,
447,CATH ANGLD TAPR GLIDECATH,"1,464","1,464",
448,CATH APC TORCON NB ADVANTAGE,107,107,
449,CATH APOLLO,"6,159","6,159",
450,CATH ARTERIAL 110,225,225,
451,CATH ARTERIAL 225,783,783,
452,CATH ATHERECTMY DIAMONDBACK,"11,034","11,034",
453,CATH ATLAS PTA BALLOON,"1,602","1,602",
454,CATH ATTAIN COMMAND + SUREVALVE,"1,500","1,500",
455,CATH ATTAIN SELECT II + SUREVALVE,"1,250","1,250",
456,CATH AXS CATALYST 5 DAC,"4,950","4,950",
457,CATH BALLOON,"1,537","1,537",
458,CATH BALLOON ANGIO,"1,952","1,952",
459,CATH BALLOON AORTIC 1300,"3,815","3,815",
460,CATH BALLOON CRE WG ESOPH/PYLO,"1,457","1,457",
461,CATH BALLOON CUTTING,"3,400","3,400",
462,CATH BALLOON GUIDE,"3,920","3,920",
463,CATH BALLOON GUIDE CELLO,"2,073","2,073",
464,CATH BALLOON GUIDE FLOWGATE,"3,860","3,860",
465,CATH BALLOON LUTONIX DRUG COAT,"1,094","1,094",
466,CATH BALLOON MONORAIL,"3,400","3,400",
467,CATH BALLOON OCCLUSION,"2,256","2,256",
468,CATH BALLOON SPRINTER,938,938,
469,CATH BALLOON STENT GRAFT,"2,547","2,547",
470,CATH BALLOON TRI-LOBE GORE,"3,225","3,225",
471,CATH BARD 200473 QUAD,"1,342","1,342",
472,CATH BEACON TIP COOK,298,298,
473,CATH BENCHMARK DELIVERY,"4,144","4,144",
474,CATH BERENSTEIN,105,105,
475,CATH BI CAVAL DUAL LUMEN,"7,638","7,638",
476,CATH BILIARY DRAINAGE,511,511,
477,CATH BIOSENSE WEBSTER DX ULTRSOUND,"8,541","8,541",
478,CATH BLLN BILIARY 125,297,297,
479,CATH BLLN DILATATION,"3,413","3,413",
480,CATH BLLN DILATION 350,"1,062","1,062",
481,CATH BLLN MUSTANG,"1,000","1,000",
482,CATH BLLN NEPHROSTOMY 550,"1,492","1,492",
483,CATH BLLN SINUS RELIEVA,493,493,
484,CATH BLLN URETERAL 600,"1,423","1,423",
485,CATH BLLN URETERAL 650,"1,438","1,438",
486,CATH BLLN VALVULOPLASTY ZMED II,"3,596","3,596",
487,CATH BS ACUITY PRO LEAD DELIVRY SYSTM,"3,575","3,575",
488,CATH BSW BI-DIRECTIONAL,"2,856","2,856",
489,CATH BSW EZ STEER 4MM,"3,358","3,358",
490,CATH BSW EZ STEER 8MM DS,"3,463","3,463",
491,CATH BSW EZ STEER 8MM DS NAV,"9,035","9,035",
492,CATH BSW EZ STEER THERMOCOOL,"9,425","9,425",
493,CATH BSW FIXED CIRC MAPPING,"3,900","3,900",
494,CATH BSW PENTARAY NAV,"3,510","3,510",
495,CATH BSW STEERABLE DIAG 6F,"2,091","2,091",
496,CATH BSW THERMACOOL SF NAV,"10,888","10,888",
497,CATH BW 6F QUAD,528,528,
498,CATH C2 GLIDECATH 4 FR,100,100,
499,CATH C2 GLIDECATH 5 FR,269,269,
500,CATH C2 GLIDECATH TERUMO,404,404,
501,CATH CABLE,"1,444","1,444",
502,CATH CARDIAC DIAG MULTIPAK,271,271,
503,CATH CARDIAC DIAGNOSTIC,185,185,
504,CATH CAS I II III ANGIO CORDIS,281,281,
505,CATH CHAIT PERC CECOSTROMY,488,488,
506,CATH CHOLANGIOGRAM 70,176,176,
507,CATH COBRA,404,404,
508,CATH COBRA 1-2 5F 65CM,405,405,
509,CATH CODA LP BALLOON,"1,660","1,660",
510,CATH CONQUEST PTA,"1,375","1,375",
511,CATH CORDIS 4F 538-460,281,281,
512,CATH CORDIS 4F 5F 6F,245,245,
513,CATH CORONARY SINUS GUIDE WORLEY,"1,623","1,623",
514,CATH COUDE URETERAL 40,507,507,
515,CATH COYOTE BALLOON DILAT PTA,"1,785","1,785",
516,CATH CROSSER,"6,419","6,419",
517,CATH CRYO FREEZOR 4M,"4,118","4,118",
518,CATH CRYO FREEZOR XTRA,"5,200","5,200",
519,CATH CRYOABLATION FREEZR MAX 9F,"5,700","5,700",
520,CATH CTO CROSS BOSS,"3,804","3,804",
521,CATH CV,"1,157","1,157",
522,CATH CV 180,671,671,
523,CATH CV 50,95,95,
524,CATH CV COOK ROYAL FLUSH,476,476,
525,CATH CXI SUPPORT 2.3FR,"1,097","1,097",
526,CATH CXI SUPPORT 2.6 FR,"1,057","1,057",
527,CATH CXI SUPPORT 2.6FR ANG,"1,143","1,143",
528,CATH CXI SUPPORT 2.6FR GUIDNG,970,970,
529,CATH CXI SUPPORT 4.0 FR,"1,057","1,057",
530,CATH DAC,"4,389","4,389",
531,CATH DAIG 401311 877 359 2008,"1,449","1,449",
532,CATH DAIG DECA 401575 401940,"3,448","3,448",
533,CATH DAIG DECA 7F CSL 401130,"2,200","2,200",
