DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,50479.99,31892.6
256 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,45163.85,10554.41
264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,41947.76,19097.65
280 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W MCC,34146.01,9737.75
281 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W CC,24536.74,6015.32
282 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W/O CC/MCC,10515.72,4596.16
283 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W MCC,18183.34,No Medicare Payment Available
291 - HEART FAILURE & SHOCK W MCC,32365.02,8948.98
292 - HEART FAILURE & SHOCK W CC,19306.1,5850.62
293 - HEART FAILURE & SHOCK W/O CC/MCC,10158,No Medicare Payment Available
299 - PERIPHERAL VASCULAR DISORDERS W MCC,20796.29,8580.06
300 - PERIPHERAL VASCULAR DISORDERS W CC,15936.42,No Medicare Payment Available
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,12483.29,No Medicare Payment Available
303 - ATHEROSCLEROSIS W/O MCC,15896.87,3676.21
304 - HYPERTENSION W MCC,23047.56,6372.58
305 - HYPERTENSION W/O MCC,25755.08,4024.81
307 - CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,16124.71,No Medicare Payment Available
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,27272.66,7208.27
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,19547.34,4636.09
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,12137.5,2838.31
311 - ANGINA PECTORIS,19164.96,4110.22
312 - SYNCOPE & COLLAPSE,28167.26,4758.11
313 - CHEST PAIN,15284.09,3904.23
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,45135.53,No Medicare Payment Available
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,26496.43,5853.54
316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,2084.86,No Medicare Payment Available
326 - STOMACH; ESOPHAGEAL & DUODENAL PROC W MCC,128283.14,27226.51
327 - STOMACH; ESOPHAGEAL & DUODENAL PROC W CC,65124.44,12830.5
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,126372.78,No Medicare Payment Available
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,79081.03,13701.78
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,116062.83,No Medicare Payment Available
333 - RECTAL RESECTION W CC,139259.67,No Medicare Payment Available
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,65684.62,No Medicare Payment Available
340 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,62794.11,No Medicare Payment Available
342 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,51159.27,No Medicare Payment Available
343 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,68995.69,No Medicare Payment Available
348 - ANAL & STOMAL PROCEDURES W CC,35149.15,No Medicare Payment Available
354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,47092.39,No Medicare Payment Available
357 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,110583.22,12742.22
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,24061.03,10012.37
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,31565.77,6335.28
373 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,26230.65,No Medicare Payment Available
375 - DIGESTIVE MALIGNANCY W CC,59037.86,7499.9
377 - G.I. HEMORRHAGE W MCC,46674.99,10324.63
378 - G.I. HEMORRHAGE W CC,34321.52,5814.3
381 - COMPLICATED PEPTIC ULCER W CC,36842.64,6438.07
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,44012,No Medicare Payment Available
386 - INFLAMMATORY BOWEL DISEASE W CC,40165.65,5820.35
388 - G.I. OBSTRUCTION W MCC,23524.65,9246.75
389 - G.I. OBSTRUCTION W CC,28986.56,5027.42
390 - G.I. OBSTRUCTION W/O CC/MCC,25195.18,3600.01
391 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W MCC,32788.07,7400.85
392 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W/O MCC,25047.11,4540.11
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,28998.92,9938.92
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,29364.15,5674.33
395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,40546.55,No Medicare Payment Available
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,82347.24,9441.67
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,62044.99,7815.33
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,64628.25,No Medicare Payment Available
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,42847.29,No Medicare Payment Available
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,25044.44,6126.79
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,72050.96,10132.64
436 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,34070.51,6874.79
438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,37165.01,10060.46
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,25420.79,5083.73
440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,22992.63,3885.18
441 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W MCC,23267.07,11073.54
442 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W CC,28786.04,4127.72
444 - DISORDERS OF THE BILIARY TRACT W MCC,24000.6,4797.71
446 - DISORDERS OF THE BILIARY TRACT W/O CC/MCC,24442.06,No Medicare Payment Available
463 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W MCC,194687.45,33520.19
464 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W CC,68962.1,17232.51
467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,227548.7,37249.66
468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,254150.46,45443.87
469 - MAJ HIP AND KNEE JNT REPL OR REATTACH OF LW EXTREM W MCC OR TOT ANKLE REPL,140360.4,22124.32
470 - MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,144373.86,19350.13
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,124500.52,18299.2
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,78041.17,12223.04
483 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W CC/MCC,229191.35,No Medicare Payment Available
486 - KNEE PROCEDURES W PDX OF INFECTION W CC,43277.08,13456.55
488 - KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,54375.34,No Medicare Payment Available
493 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W CC,100956.63,No Medicare Payment Available
494 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W/O CC/MCC,90316.97,10299.04
501 - SOFT TISSUE PROCEDURES W CC,44093.64,10255.45
502 - SOFT TISSUE PROCEDURES W/O CC/MCC,53078.45,7819.75
505 - FOOT PROCEDURES W/O CC/MCC,65950.56,No Medicare Payment Available
509 - ARTHROSCOPY,52213.23,11120.1
535 - FRACTURES OF HIP & PELVIS W MCC,10380.51,7178.84
536 - FRACTURES OF HIP & PELVIS W/O MCC,18783.66,4537.53
539 - OSTEOMYELITIS W MCC,20800.65,10048.78
540 - OSTEOMYELITIS W CC,34620.1,No Medicare Payment Available
541 - OSTEOMYELITIS W/O CC/MCC,41965,No Medicare Payment Available
543 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,20016.48,6605.46
544 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,21790.21,4724.24
547 - CONNECTIVE TISSUE DISORDERS W/O CC/MCC,9467.4,No Medicare Payment Available
552 - MEDICAL BACK PROBLEMS W/O MCC,27114.86,5415.04
554 - BONE DISEASES & ARTHROPATHIES W/O MCC,15654.66,4712.12
556 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,31005.12,No Medicare Payment Available
557 - TENDONITIS; MYOSITIS & BURSITIS W MCC,29715.77,8488.32
558 - TENDONITIS; MYOSITIS & BURSITIS W/O MCC,10940.25,5043.5
562 - FX; SPRN; STRN & DISL EXCEPT FEMUR; HIP; PELVIS & THIGH W MCC,42736.49,8344.44
563 - FX; SPRN; STRN & DISL EXCEPT FEMUR; HIP; PELVIS & THIGH W/O MCC,20150.81,5019.82
565 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,28211.06,5709.51
566 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,21695.12,4726.99
570 - SKIN DEBRIDEMENT W MCC,44883.95,15699.97
571 - SKIN DEBRIDEMENT W CC,33870.38,9400.17
572 - SKIN DEBRIDEMENT W/O CC/MCC,25545.11,No Medicare Payment Available
579 - OTHER SKIN; SUBCUT TISS & BREAST PROC W MCC,31048.51,15743.25
581 - OTHER SKIN; SUBCUT TISS & BREAST PROC W/O CC/MCC,33869.28,No Medicare Payment Available
592 - SKIN ULCERS W MCC,11754.29,No Medicare Payment Available
597 - MALIGNANT BREAST DISORDERS W MCC,23870.78,No Medicare Payment Available
601 - NON-MALIGNANT BREAST DISORDERS W/O CC/MCC,31359.05,No Medicare Payment Available
602 - CELLULITIS W MCC,20937.01,7107.42
603 - CELLULITIS W/O MCC,20496.35,5017.64
617 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE;NUTRIT;& METABOL DIS W CC,42935.09,11584.52
623 - SKIN GRAFTS & WOUND DEBRID FOR ENDOC; NUTRIT & METAB DIS W CC,61021.64,11486.26
628 - OTHER ENDOCRINE; NUTRIT & METAB O.R. PROC W MCC,32494.76,18727.62
637 - DIABETES W MCC,21780.15,7328.38
638 - DIABETES W CC,17255.7,4847.19
639 - DIABETES W/O CC/MCC,15389.28,3762.36
640 - MISC DISORDERS OF NUTRITION;METABOLISM;FLUIDS/ELECTROLYTES W MCC,28729.21,7034.45
641 - MISC DISORDERS OF NUTRITION;METABOLISM;FLUIDS/ELECTROLYTES W/O MCC,19887.46,4395.82
643 - ENDOCRINE DISORDERS W MCC,30609.97,9485.35
644 - ENDOCRINE DISORDERS W CC,26373.98,5978.35
673 - OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,77803.24,21052.45
674 - OTHER KIDNEY & URINARY TRACT PROCEDURES W CC,73498.47,No Medicare Payment Available
682 - RENAL FAILURE W MCC,34635.8,8739.32
683 - RENAL FAILURE W CC,19806.52,5607.96
684 - RENAL FAILURE W/O CC/MCC,13188.36,3685.85
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,26046.88,6299.94
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,23790.9,4659.43
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,32653.59,9381.42
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,32911.65,6066.87
729 - OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC,54477.88,No Medicare Payment Available
755 - MALIGNANCY; FEMALE REPRODUCTIVE SYSTEM W CC,25943.17,6672.74
757 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W MCC,21569.41,No Medicare Payment Available
758 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W CC,16011.56,6297.33
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,60861.96,12345.94
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,37515.18,7367.91
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,8332.1,No Medicare Payment Available
811 - RED BLOOD CELL DISORDERS W MCC,35148.98,8120.16
812 - RED BLOOD CELL DISORDERS W/O MCC,17537.97,5218.69
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,31006.26,26822.22
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,35621.1,9177.75
849 - RADIOTHERAPY,60217.64,No Medicare Payment Available
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,77202.69,29290.01
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,70243.04,14486.75
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,108788.64,23539.24
858 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC,86487.38,No Medicare Payment Available
862 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,45388.44,9163.43
863 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,36373.37,6094.11
864 - FEVER,8258.11,5268.42
866 - VIRAL ILLNESS W/O MCC,10485.2,4870.36
867 - OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC,31876.15,No Medicare Payment Available
868 - OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC,15594.09,No Medicare Payment Available
870 - SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,70216.01,35937.7
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,40845.99,10966.74
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,27064.06,6387.13
884 - ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,22730.95,7401.61
885 - PSYCHOSES,29808.12,7100.4
894 - ALCOHOL/DRUG ABUSE OR DEPENDENCE; LEFT AMA,17226.57,3199.16
896 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,54733.61,No Medicare Payment Available
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,18816.12,4462.69
906 - HAND PROCEDURES FOR INJURIES,48020.67,No Medicare Payment Available
916 - ALLERGIC REACTIONS W/O MCC,6991.69,3673.83
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,28190.05,8124.77
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,18838.54,4108.07
919 - COMPLICATIONS OF TREATMENT W MCC,40998.21,No Medicare Payment Available
920 - COMPLICATIONS OF TREATMENT W CC,47590.64,6072.65
923 - OTHER INJURY; POISONING & TOXIC EFFECT DIAG W/O MCC,33241.21,4967.76
945 - REHABILITATION W CC/MCC,22818.45,6635.83
946 - REHABILITATION W/O CC/MCC,18500.25,6386.52
947 - SIGNS & SYMPTOMS W MCC,26605.64,7162.42
948 - SIGNS & SYMPTOMS W/O MCC,24687.08,4535.99
949 - AFTERCARE W CC/MCC,32772.79,7054.29
950 - AFTERCARE W/O CC/MCC,6318.33,5035.06
965 - OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,24121.92,6010.61
969 - HIV W EXTENSIVE O.R. PROCEDURE W MCC,37875.06,32963.23
981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,116660.45,No Medicare Payment Available
982 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,73379.23,15029.25
988 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,45099.06,10251.37
