Procedure ID,Description,Amount
1432,AMITRIPTYLINE 75MG TAB  ,45.00
1438,AMLODIP/BENAZ 10/20 CAP ,51.00
1444,AMLODIPINE 10MG TAB     ,65.00
1446,AMLODIPINE 5MG TAB      ,47.00
1454,AMLODIPINE 2.5MG TAB    ,52.00
1457,AMMONI LAC 12% 225GM LOT,795.00
1484,AMMONIU LAC 12% 280GM CR,551.00
1489,AMMONIUM CHL 100MEQ VL  ,374.00
1491,AMOX/CLAV 125MG/5ML     ,39.00
1492,AMOX/CLAV 200MG/5ML     ,41.00
1495,AMOX/CLAV 250MG TAB     ,53.00
1497,AMOX/CLAV 250MG/5ML     ,46.00
1498,AMOX/CLAV 400MG CHEW    ,28.00
1499,AMOX/CLAV 500MG TAB     ,60.00
1502,AMOX/CLAV 400MG/5ML     ,51.00
1503,AMOX/CLAV 875MG TAB     ,69.00
1509,AMOXAPINE 25MG TAB      ,50.00
1518,ALP 1 PRO INHIB HUM 10MG,186.00
1522,AMOXAPINE 50MG TAB      ,48.00
1523,AMOXIC 50MG/ML 15ML GTTS,71.00
1524,AMOXICILL/CLAV 600MG/5ML,46.00
1532,AMOXICILLIN 125MG/5ML   ,55.00
1533,AMOXICILLIN 125MG CHEW  ,50.00
1534,AMOXICILLIN 250MG CAP   ,45.00
1536,AMOXICILLIN 250MG CHEW  ,45.00
1537,AMOXICILLIN 250MG/5ML   ,55.00
1542,AMOXICILLIN 400MG/5ML   ,43.00
1543,AMOXICILLIN 500MG CAP   ,45.00
1547,AMPHET/DEXAMPHT 25MG XR ,51.00
1548,AMPHET/DEXAMPHT 10MG TAB,39.00
1549,AMPHET/DEXAMPHT 5MG TAB ,45.00
1581,AMPHOT B LIPOSOME 10 MG ,307.00
1586,AMPHOTERICIN B CUSTOM   ,122.00
1589,AMPICILN/SULBACTM 1.5 G ,281.00
1594,AMPICILLIN 125MG/5ML LIQ,37.00
1598,AMINO ACIDS 250ML       ,906.00
1641,AMPICILLIN 250MG CAP    ,45.00
1642,AMPICILLIN 250MG/5ML LIQ,37.00
1643,AMPICILLIN 250 MG/ML INJ,129.00
1645,AMPICILLIN 500MG CAP    ,50.00
1648,AMINO ACIDS 500ML       ,251.00
1653,AMPICILLIN/SULB 45MG/1ML,47.00
1655,AMYL NITRITE 0.3ML INAMP,63.00
1661,AMYLA/LIP/PROT CAP      ,50.00
1662,AMYLA/LIP/PROT EC CAP   ,45.00
1663,AMYLA/LIP/PROT MT 16 CAP,37.00
1667,AMYLA/LIP/PROT TAB      ,55.00
1673,ANAGRELIDE 0.5MG CAP    ,69.00
1674,ANAGRELIDE 1MG CAP      ,110.00
1675,ANASTROZOLE 1 MG PO     ,90.00
1678,ANTIPYRINE/BENZ 10ML OT ,182.00
1679,ANTIPYRINE/BENZ 15ML OT ,195.00
1685,APRACLONIDINE 0.5% 5MLOP,879.00
1693,SODIUM CHL 0.9% K20MEQ1L,724.00
1695,ARIPIPRAZOLE 10MG TAB   ,99.00
1696,ARIPIPRAZOLE 15MG TAB   ,99.00
1697,ARIPIPRAZOLE 5MG TAB    ,93.00
1701,ASCORBIC ACID 250MG TAB ,55.00
1702,ASCORBIC ACID 500MG TAB ,15.00
1708,ASPARAGINASE 10000 U INJ,899.00
1709,ASPIRIN 800MG SA TAB    ,50.00
1710,ASPIRIN/APAP/CAFFEIN TAB,5.00
1712,ASPIRIN/BUTALB/CAFF #3  ,59.00
1713,ASPIRIN/BUTALB/CAFF     ,55.00
1717,BACLOFEN 50 MCG INJ     ,721.00
1725,ATENOLOL 25MG TAB       ,45.00
1726,ATENOLOL 100MG TAB      ,45.00
1728,ATENOLOL 50MG TAB       ,45.00
1737,ATOMOXETINE 18MG CAP    ,54.00
1738,BECLOMETHASONE 7.3GM INH,812.00
1740,ATOMOXETINE 25MG CAP    ,54.00
1741,ATOMOXETINE 40MG CAP    ,54.00
1743,ATOMOXETINE 60MG CAP    ,54.00
1745,ATORVASTATIN 20MG TAB   ,64.00
1746,ATORVASTATIN 10MG TAB   ,51.00
1747,ATORVASTATIN 40MG TAB   ,63.00
1749,ATOVAQUONE 750MG/5ML LIQ,137.00
1751,BECLOMETHASONE 7.4GM INH,1211.00
1753,HY/MB/METH/PSAL/BENZ    ,55.00
1755,ATRACURIUM 100MG/10ML VL,1547.00
1757,ATROPINE 0.4MG TAB      ,40.00
1765,ATROPINE 1% 3.5GM OP    ,145.00
1766,ATROPINE 1% 5ML OP      ,504.00
1771,AURANOFIN 3MG CAP       ,52.00
1776,AZACTAM 20MG/1ML        ,180.00
1778,AZATHIOPRINE 50 MG PO   ,57.00
1780,AZATHIOPRINE 50MG/1ML   ,47.00
1781,AZELASTINE 30ML NAS SPR ,935.00
1782,AZITHROMYCIN 100MG/5ML  ,76.00
1785,AZITHROMYCIN 200MG/5ML  ,248.00
1786,AZITHROMYCIN 250MG      ,99.00
1787,AZITHROMYCIN 500 MG INJ ,208.00
1788,AZTREONAM 1GM VL        ,794.00
1790,AZTREONAM 1GM/DEX 50ML  ,637.00
1791,AZTREONAM 2GM VL        ,361.00
1792,AZTREONAM 2GM/DEX 50ML  ,938.00
1797,BACITRACIN 454GM OI     ,662.00
1802,BACITRACIN 500U/GM 3.5GM,224.00
1803,BACITRACIN 500U/GM 30GM ,131.00
1804,BACITRACIN 50MU VL      ,614.00
1809,BACITRACIN/POLYMYXIN 15G,204.00
1810,BACITRACIN/POLYMYXIN3.5G,487.00
1811,BACLOFEN 10MG/1ML OS    ,43.00
1812,BACLOFEN 10MG TAB       ,45.00
1814,BACLOFEN 20MG TAB       ,50.00
1823,BALSALAZIDE 750MG CAP   ,41.00
1825,BECLOMETHASONE 12.2G INH,1042.00
1826,BECAPLERMIN 0.01%15GMOI ,4442.00
1828,BECLOMETHASONE 19GM NAS ,872.00
1829,BECLOMETHASONE 25GM NAS ,732.00
1830,BRIMONIDINE 0.2% 5ML OP ,303.00
1833,BECLOMETHASONE 6.7GM INH,593.00
1835,BELLADONNA/PB 16.2/5ML  ,55.00
1837,BELLADONNA/PB 3.24MG/1ML,42.00
1840,BELLADONNA/PB SA TAB    ,50.00
1844,BELLADONNA/PB TAB       ,45.00
1850,BENAZEPRIL 10MG TAB     ,50.00
1851,BENAZEPRIL 20MG TAB     ,50.00
1855,BENAZEPRIL 40MG TAB     ,50.00
1856,BENAZEPRIL 5MG TAB      ,50.00
1857,BENAZEPRIL/AMLOD 10/12.5,41.00
1859,BENAZEPRIL/AMLOD 2.5/10 ,53.00
1863,BENAZEPRIL/HCTZ 20/12.25,41.00
1865,BENAZEPRIL/HCTZ 5/6.25  ,41.00
1866,BUPIVACAINE CUSTOM SYR  ,377.00
1868,BENDROFLUMETH/NADOL 5/40,53.00
1869,BENDROFLUMETH/NADOL 5/80,50.00
1872,BENZALKONIU CL 17% 236ML,452.00
1873,BENZOC/POVI IO/PHEN 9.3M,37.00
1874,BENZOCAINE 10%>10GM GEL ,86.00
1879,BENZOCAINE 10% 15GM GEL ,206.00
1883,BENZOCAINE 10% <10GM OI ,154.00
1884,BENZOCAINE 20% 15ML OT  ,188.00
1886,BENZOCAINE 20% 30GM GEL ,681.00
1888,BENZOCAINE 20% 5GM OI   ,178.00
1889,BENZOCAINE 20% 60ML SPR ,902.00
1891,BUPRENORPHINE <=3MG PO  ,30.00
1896,BENZOCAINE/MENTHOL LOZ  ,9.00
1934,BENZOCAINE/PHENOL 7.5GM ,231.00
1935,BENZOCAINE/MENTHOL SPR  ,142.00
1941,BENZOIN 4OZ SPR         ,278.00
2034,BUPRENORPHINE 2 MG PO   ,24.00
2043,BENZONATATE 100MG CAP   ,45.00
2082,BENZTROPINE 1MG TAB     ,45.00
2086,BUPRENORPHINE 8 MG PO   ,31.00
2089,BENZTROPINE 2MG TAB     ,45.00
2095,BEPRIDIL 200MG TAB      ,64.00
2096,BERACTANT 200MG VL      ,8552.00
2098,BERACTANT 100MG VL      ,4746.00
2119,BETAMETH 0.05% 15GM CR  ,287.00
2134,BETAMETH 0.05% 15GM OI  ,729.00
2135,BETAMETH 0.05% 30ML LOT ,684.00
2136,BETAMETH 0.05% 45GM CR  ,908.00
2138,BETAMETH 0.1% 15GM CR   ,160.00
2141,BETAMETH 0.05% 45GM OI  ,434.00
2143,BETAMETH 0.1% 15GM OI   ,110.00
2154,BETAMETH 0.1% 60ML LOT  ,436.00
2164,BETAXOLOL 0.25% 2.5MLOP ,418.00
2185,BETAMETH/PG 0.05% 60ML  ,1312.00
2191,BETAXOLOL 0.5% 2.5ML OP ,440.00
2193,BETAXOLOL 10MG TAB      ,50.00
2196,BETHANECHOL 10MG TAB    ,45.00
2198,BETHANECHOL 25MG TAB    ,46.00
2236,BETHANECHOL 5MG TAB     ,55.00
2237,BETHANECHOL 50MG TAB    ,50.00
2256,BICALUTAMIDE 50MG TAB   ,124.00
2257,CALCIPOTR 0.005% TOP60GM,1729.00
2260,BIMATOPRST 0.03% 2.5MLOP,1138.00
2261,BIPERIDEN 2MG TAB       ,35.00
2264,BISACODYL 10MG SUPP     ,6.00
2269,BISACODYL 5MG EC TAB    ,6.00
2275,BISACODYL/SP PREP KIT #3,30.00
2291,CALCIPOTR 0.005% 60GM OI,1729.00
2293,BISACODYL/SP/SOAP ENE   ,66.00
2295,BISMUTH SUBSA 262MG CHEW,41.00
2404,BISOPROLOL/HCTZ 10/6.25 ,50.00
2405,BISOPROLOL 5MG TAB      ,50.00
2407,BISOPROLOL/HCTZ 2.5/6.25,55.00
2408,BISOPROLOL/HCTZ 5/6.25  ,55.00
2409,INH BITOLTRL MES CNC 1MG,744.00
2415,BLEOMYCIN SULF 15 U INJ ,621.00
2418,BORIC ACID 120ML OP     ,172.00
2430,CAPSAICIN 0.025% 60GM CR,77.00
2440,BRIMONIDINE 0.15% 5ML OP,799.00
2441,BRINZOLAMIDE 1% 5ML OP  ,703.00
2446,BROMOCRIPTINE 2.5MG TAB ,61.00
2462,INHBUDESOND NC 0.25MG   ,187.00
2463,INH BUDESOND NC TO 0.5MG,189.00
2466,BUDESONIDE 32MCG 10ML SP,1173.00
2468,BUDESONIDE 3MG EC CAP   ,49.00
2469,BUDESONIDE NAS INH 7GM  ,594.00
2470,CEFUROXIME 125MG/5ML LIQ,43.00
2473,BUMETANIDE 0.1 MG/ML INJ,52.00
2476,BUMETANIDE 0.5MG TAB    ,45.00
2478,BUMETANIDE 0.5 MG INJ   ,182.00
2479,BUMETANIDE 1MG/4ML VL   ,238.00
2480,BUMETANIDE 1MG TAB      ,45.00
2486,BUMETANIDE 2.5MG/10ML VL,394.00
2487,BUMETANIDE 2MG TAB      ,45.00
2489,BUPIVICAINE 30 ML INJ   ,740.00
2492,BUPIVACAIN 0.75% 30MLINJ,340.00
2493,BUPIVACAIN/EPI 0.25%10ML,154.00
2494,BUPIVACAIN/EPI 0.25%30ML,465.00
2496,BUPIVACAIN/EPI 0.25%50ML,645.00
2497,BUPIVICAIN 0.25% 10MLINJ,263.00
2501,BUPIVACAINE 0.5% 10MLINJ,231.00
2505,BUPIVICAINE 30 ML INJ   ,399.00
2509,BUPIVACAINE 0.5% 50ML VL,598.00
2511,BUPIVICAIN 0.75% 10MLINJ,312.00
2517,BUPIVACAINE/DEX 0.75%2ML,261.00
2518,BUPIVACAINE/EPI 0.5%10ML,317.00
2519,BUPIVACAINE/EPI 0.5%30ML,492.00
2547,BUPIVACAINE/EPI 0.5%50ML,681.00
2549,BUPROPION 100MG SR TAB  ,57.00
2550,BUPROPION 150MG SR TAB  ,57.00
2551,BUPROPION 100MG TAB     ,55.00
2552,BUPROPION 75MG TAB      ,45.00
2554,BUSPIRONE 10MG TAB      ,47.00
2559,BUSPIRONE 5MG TAB       ,45.00
2560,BUSULFAN 2 MG PO        ,64.00
2562,BUTABARBITAL 15MG TAB   ,50.00
2563,BUTOCONAZOLE 2% 28GM CR ,263.00
2565,BUTORPHAN 10MG/ML 2.5ML ,1117.00
2583,CAFFEINE CITR 20MG/ML OS,45.00
2584,CAFFEINE/NA BENZ 500MG  ,1103.00
2586,CALAMINE 120ML LOT      ,89.00
2594,CALCITONIN SALMON 400 U ,8197.00
2598,CALCITRIOL 0.25MCG CAP  ,46.00
2605,CALCITRIOL 0.05MCG/ML OS,107.00
2607,CALCIUM ACET 667MG TAB  ,45.00
2608,CALCIUM ACET/ALUM SLF PK,10.00
2618,CALCIUM CARB 1250MG TAB ,45.00
2619,CALCIUM CARB 1250MG OS  ,42.00
2620,CALCIUM CARB 1250MG/5ML ,45.00
2628,CALCIUM CARB 500MG CHEW ,45.00
2629,CALCIUM CARB 650MG TAB  ,50.00
2632,CALCIUM CARB/VIT D 1.5GM,45.00
2633,CALCIUM CARB/SIMETH LIQ ,6.00
2634,CALCIUM CARB/VIT D 500MG,15.00
2636,CALCIUM CARB/VIT D 625MG,55.00
2638,CALCIUM CHL 1GM 10ML SYR,746.00
2643,CALCIUM CHL 1GM/10ML VL ,174.00
2647,CALCIUM GLUB 1.8GM OS   ,42.00
2650,EDETATE CA DIS TO 1000MG,1042.00
2651,CALCIUM GLUB 1.8GM/5ML  ,45.00
2653,CALCIUM GLUC 100MG/ML OS,42.00
2658,CA GLUCONATE 10 ML INJ  ,161.00
2663,CALCIUM GLUC 500MG TAB  ,50.00
2665,CALCIUM GLUC 50MG/1MLSYR,174.00
2668,CALCIUM PHOS/VIT D TAB  ,50.00
2672,CALFACTANT 210 MG VL    ,4818.00
2674,CANDESARTAN 16MG TAB    ,51.00
2675,CANDESARTAN 4MG TAB     ,44.00
2676,CANDESARTAN 32MG TAB    ,51.00
2677,CANDESARTAN 8MG TAB     ,51.00
2678,CANDESARTAN/HCTZ 16/12.5,47.00
2685,CAPECITABINE 150 MG PO  ,51.00
2688,CAPSAICIN 0.075% 60GM CR,387.00
2690,CAPTOPRIL 100MG/1GM PWD ,43.00
2691,CAPTOPRIL 12.5MG TAB    ,45.00
2692,CAPTOPRIL 1MG/ML 1ML OS ,46.00
2694,CLOBETASL 0.05% TOP 30GM,525.00
2696,CAPTOPRIL 25MG TAB      ,45.00
2697,CAPTOPRIL 50MG TAB      ,47.00
2698,CAPTOPRIL/HCTZ 25/15 TAB,45.00
2701,CAPTOPRIL/HCTZ 25/25 TAB,31.00
2702,CAPTOPRIL/HCTZ 50/25 TAB,33.00
2705,CARBACHOL 0.01% 1.5ML VL,332.00
2710,CARBACHOL 1.5% 15ML OP  ,883.00
2711,CARBACHOL 3% 15ML OP    ,977.00
2712,CARBAMAZEPINE 100MG CHEW,45.00
2713,CARBAMAZEPINE 100MG/5ML ,57.00
2715,CARBAMAZEPINE 100MG XR T,45.00
2716,CARBAMAZEPINE 200MG TAB ,45.00
2717,CARBAMAZEPINE 200MG XR T,45.00
2718,CARBAMAZEPINE 20MG/ML OS,40.00
2728,CARBAMAZEPINE 300MG XR T,48.00
2729,CARBAMAZEPINE 400MG XR T,45.00
2730,CARBAMIDE PER 10%15ML OT,408.00
2732,CARBAMIDE PER 6.5%15MLOT,169.00
2739,CARBIDOPA/LEVO 10/100 TB,45.00
2743,CARBIDOPA/LEVO 25/100 CR,45.00
2745,CARBIDOPA/LEVO 25/100 TB,45.00
2746,CARBIDOPA/LEVO 25/250 TB,45.00
2747,CARBOPLATIN 50 MG INJ   ,510.00
2748,CARBIDOPA/LEVO 50/200 CR,50.00
2749,CARBOPROST 250MCG INJ   ,779.00
2753,COAL TAR 2% 132ML TOP   ,139.00
2755,CARBOXYMETHYLCL 0.5%15ML,257.00
2756,CARBOXYMETHYLCL 1% 0.4ML,52.00
2759,CARISOPRODOL 350MG TAB  ,45.00
2770,CARTEOLOL 1% 5ML OP     ,685.00
2771,CARVEDILOL 12.5MG TAB   ,43.00
2772,CARVEDILOL 25MG TAB     ,43.00
2773,CARVEDILOL 6.25MG TAB   ,54.00
2774,CARVEDILOL 3.125MG TAB  ,43.00
2776,CASPOFUNGIN ACETATE 5 MG,425.00
2777,CASTOR OIL 95% LIQ      ,40.00
2785,CEFACLOR 125MG/5ML LIQ  ,37.00
2790,CEFACLOR 250MG CAP      ,53.00
2792,CEFACLOR 500MG CAP      ,68.00
2795,CEFACLOR 250MG/5ML LIQ  ,63.00
2797,CEFADROXIL 250MG/5ML LIQ,43.00
2798,CEFADROXIL 500MG CAP    ,76.00
2801,CEFADROXIL 500MG/5ML LIQ,46.00
2807,CEFAZOLIN 100MG/ML SYR  ,178.00
2838,CEFAZOLIN 500 MG VL     ,192.00
2840,CEFDINIR 300MG CAP      ,62.00
2845,CEFIXIME 100MG/5ML LIQ  ,60.00
2848,CODEINE/PSEUD/CPM LIQ   ,35.00
2851,CEFIXIME 400MG TAB      ,86.00
2862,CEFOTAXIME 1 G VL       ,169.00
2879,CEFOXITIN 1 G INJ       ,488.00
2883,CROMOLYN 4% 26ML NAS SPR,292.00
2886,CEFOXITIN 400MG/ML VL   ,243.00
2887,CEFPODOXIME 100MG TAB   ,61.00
2888,CEFPODOXIME 50MG/5ML LIQ,45.00
2889,CEFPODOXIME 200MG TAB   ,65.00
2890,CEFPROZIL 125MG/5ML LIQ ,43.00
2891,CEFPROZIL 250MG TAB     ,61.00
2892,CEFPROZIL 250MG/5ML LIQ ,69.00
2913,CEFTRIAXONE 250 MG VL   ,215.00
2920,CEFTRIAXONE CUSTOM CONC ,262.00
2925,CEFUROXIME 250MG TAB    ,62.00
2926,CEFUROXIME 500MG TAB    ,84.00
2929,CEFUROXIME 750 MG VL    ,184.00
2930,CEFUROXIME 750 MG VL    ,242.00
2931,CELECOXIB 100MG CAP     ,53.00
2932,CELLULOSE OXIDIZED 1X2  ,1056.00
2934,CELECOXIB 200MG CAP     ,55.00
2935,CELLULOSE OXIDIZED 2X14 ,710.00
2945,CELLULOSE OXIDIZED 4X8  ,697.00
2947,CEPHALEXIN 250MG CAP    ,45.00
2949,CEPHALEXIN 125MG/5ML LIQ,37.00
2950,CEPHALEXIN 250MG/5ML LIQ,61.00
2951,CEPHALEXIN 500MG CAP    ,50.00
2959,CETIRIZINE 5MG TAB      ,58.00
2960,CETIRIZINE 10MG TAB     ,50.00
2961,CETIRIZINE 5MG/5ML LIQ  ,39.00
2962,CETYL/STERY ALC/PG 120ML,242.00
2969,CETYLPYRIDINIUM LOZ     ,4.00
2972,CEVIMELINE 30MG CAP     ,44.00
2974,CHLORAL HYDRAT 500MG CAP,54.00
2979,CHLORAL HYDRAT 500MG/5ML,66.00
2982,CHLORAMBUCIL 2 MG PO    ,47.00
2985,CHLORAMPHEN 1% 3.5GM OP ,635.00
2988,CHLORAMPHENICOL 1 G INJ ,164.00
2992,CHLORAMPHEN CUSTOM CONC ,424.00
2994,CHLORAMPHEN/F-LYS/DNASE ,782.00
2997,CHLORAMPHENICOL 250MG CP,52.00
2998,CHLORAMPHENICOL 1 G INJ ,697.00
3034,CHLORDIAZEP/CLIDIN 5/2.5,45.00
3073,CHLORDIAZEPOXID 10MG CAP,55.00
3074,DICLOFENAC 0.1% 2.5ML OP,766.00
3077,CHLORDIAZEPOXID 25MG CAP,55.00
3078,CHLORDIAZEPOXIDE 5MG CAP,45.00
3095,CHLOROPROCAIN 3% 20ML VL,969.00
3096,CHLORPROCAINE 20 ML INJ ,1065.00
3097,CHLOROTHIAZIDE 1MG/ML OS,42.00
3098,CHLOROTHIAZIDE 250MG/5ML,45.00
3099,CHLOROTHIAZIDE 250MG TAB,50.00
3129,CHLOROTHIAZIDE 500MG TAB,50.00
3132,CHLOROTHIAZIDE 500MG INJ,2772.00
3134,DIDANOSINE 250 MG PO    ,67.00
3146,CHLORPHENIRAMINE 12MG SA,50.00
3148,CHLORPHENIRAMINE 4MG TAB,55.00
3173,CHLORPROMAZINE TO 50 MG ,245.00
3180,CHLORPROMAZINE TO 50 MG ,208.00
3182,CHLORPROPAMIDE 100MG TAB,45.00
3185,CHLORPROPAMIDE 250MG TAB,45.00
3190,CHLORTHALIDO/ATEN 50/25 ,51.00
3191,CHLORTHALIDONE 25MG TAB ,55.00
3192,CHLORTHALIDONE 50MG TAB ,50.00
3193,CHOLESTY/ASPAR 0.44GM/GM,49.00
3196,CHLORZOXAZONE 500MG TAB ,56.00
3198,CHOLESTYR/ASPART 4GM/5GM,48.00
3209,CHOLINE SAL/MAG SAL500MG,45.00
3217,CHOLINE SAL/MAG SAL750MG,50.00
3220,CHOLINE/MAG SAL500MG/5ML,35.00
3224,CHONDROIT/SOD HYAL 0.5ML,1230.00
3235,CICLOPIROX 0.77% 15GM CR,464.00
3244,CIDOFOVIR 375 MG INJ    ,7215.00
3245,CILOSTAZOL 100MG TAB    ,48.00
3269,CILOSTAZOL 50MG TAB     ,48.00
3277,CIMETIDINE 1200MG/8ML VL,697.00
3280,CIMETIDINE 6.25MG/ML SYR,141.00
3284,CIMETIDINE 200MG TAB    ,45.00
3286,DORZOLAMIDE/TIMOLOL 10ML,1618.00
3288,CIMETIDINE 300MG TAB    ,55.00
3290,CIMETIDINE 300 MG INJ   ,142.00
3291,CIMETIDINE 300MG/5ML LIQ,60.00
3293,CIMETIDINE 60MG/ML OS   ,44.00
3294,CIMETIDINE 400MG TAB    ,47.00
3295,CINOXACIN 250MG CAP     ,52.00
3297,CIPROFLO/HC0.2%/0.1%10ML,1642.00
3324,CIPROFLOXACIN 0.3% 2.5ML,484.00
3328,CIPROFLOXACIN 0.3% 3.5GM,1147.00
3334,CIPROFLOXACIN 250MG TAB ,60.00
3337,CIPROFLOXACIN 500MG TAB ,64.00
3338,CIPROFLOXACIN 750MG TAB ,86.00
3344,CISATRACURIUM 10MG VL   ,591.00
3345,CISATRACURIUM 200 MG INJ,2865.00
3346,CISPLATIN 10MG INJ      ,86.00
3347,CISATRACURIUM 20MG VL   ,1043.00
3350,CITALOPRAM 10MG TAB     ,48.00
3353,CITALOPRAM 20MG TAB     ,57.00
3355,CITRATE SALTS 140MEQ VL ,81.00
3358,CLARITHROMYCIN 250MG TAB,61.00
3360,CLARITHROMYCIN 250MG/5ML,74.00
3361,CLARITHROMYCIN 500MG TAB,62.00
3362,CLEMASTINE 1.34MG TAB   ,50.00
3370,CLEMASTINE 2.68MG TAB   ,52.00
3375,CLINDAMYCIN 100MG VAG TB,129.00
3377,CLINDAMYCIN 10MG/ML SYR ,54.00
3378,CLINDAMYCIN 150MG CAP   ,45.00
3381,CLINDAMYCIN 2% 40GM CR  ,917.00
3383,CLINDAMYCIN 300 MG VL   ,181.00
3384,CLINDAMYCIN 300 MG VL   ,262.00
3389,CLINDAMYCIN 600MG/D 50ML,527.00
