DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,176762.4,36403.11
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,82688.28,19317.48
222 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,294481.04,51413.05
224 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,170962.47,No Medicare Payment Available
227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,288155.52,55996.36
242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,120490.31,22683.01
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,82823.48,16060.42
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,74101.94,13327.59
245 - AICD GENERATOR PROCEDURES,143041.86,No Medicare Payment Available
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,94519.37,19713.16
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,82561.67,12936.49
248 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ ART/STENTS,70632.82,18728.55
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,76162.45,12199.8
250 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,100669.63,No Medicare Payment Available
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,56748.49,9110.3
252 - OTHER VASCULAR PROCEDURES W MCC,76476.82,19544.46
253 - OTHER VASCULAR PROCEDURES W CC,52144.91,15654.56
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,47430.37,No Medicare Payment Available
256 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,47534.41,No Medicare Payment Available
259 - CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,80316.26,12988.19
264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,91355.64,No Medicare Payment Available
270 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,102670.69,20582.12
271 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,210441.95,No Medicare Payment Available
272 - OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,60531.3,13834.8
273 - PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,129947.76,21929.81
280 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W MCC,40006.92,9576.15
281 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W CC,37679.57,5845.37
282 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W/O CC/MCC,33027.34,5000.93
283 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W MCC,37291.95,10991.37
284 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W CC,14222.98,5155.87
286 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W MCC,52377.06,13814.68
287 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W/O MCC,46996.46,7229.79
289 - ACUTE & SUBACUTE ENDOCARDITIS W CC,22718.41,No Medicare Payment Available
291 - HEART FAILURE & SHOCK W MCC,40952.78,9178.13
292 - HEART FAILURE & SHOCK W CC,30017.12,5772.08
293 - HEART FAILURE & SHOCK W/O CC/MCC,19690.32,3801.29
296 - CARDIAC ARREST; UNEXPLAINED W MCC,83503.98,9375.72
299 - PERIPHERAL VASCULAR DISORDERS W MCC,33924.19,8917.05
300 - PERIPHERAL VASCULAR DISORDERS W CC,37617.55,6208.16
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,18520.33,3733
302 - ATHEROSCLEROSIS W MCC,42186.13,6862.1
303 - ATHEROSCLEROSIS W/O MCC,23077.13,4296.63
304 - HYPERTENSION W MCC,27297.32,198.22
305 - HYPERTENSION W/O MCC,26072.32,4323.64
307 - CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,17792.7,5388.66
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,36572.46,7427.28
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,26701.47,4921.03
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,19246.74,3864.55
311 - ANGINA PECTORIS,23402.76,4520.04
312 - SYNCOPE & COLLAPSE,30004.95,5120.95
313 - CHEST PAIN,22397.59,3815
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,42142.29,10763.45
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,25057.11,5327.01
316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,20956.47,4878.97
326 - STOMACH; ESOPHAGEAL & DUODENAL PROC W MCC,150667.47,No Medicare Payment Available
327 - STOMACH; ESOPHAGEAL & DUODENAL PROC W CC,46055.85,13156.9
328 - STOMACH; ESOPHAGEAL & DUODENAL PROC W/O CC/MCC,54548.14,9494.03
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,124666.65,30982.9
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,77514.89,15189.55
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,53341.37,10517.4
332 - RECTAL RESECTION W MCC,80823.75,No Medicare Payment Available
335 - PERITONEAL ADHESIOLYSIS W MCC,124976.51,25035.73
336 - PERITONEAL ADHESIOLYSIS W CC,86499.35,13167.57
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,76717.97,10144.42
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,104409.33,No Medicare Payment Available
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,62024.57,No Medicare Payment Available
340 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,27494.69,No Medicare Payment Available
342 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,33007.5,No Medicare Payment Available
343 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,25954.64,No Medicare Payment Available
344 - MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,289252.8,No Medicare Payment Available
345 - MINOR SMALL & LARGE BOWEL PROCEDURES W CC,27529.16,No Medicare Payment Available
346 - MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,28051.22,No Medicare Payment Available
349 - ANAL & STOMAL PROCEDURES W/O CC/MCC,70537.13,No Medicare Payment Available
350 - INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,74860.72,15234.81
351 - INGUINAL & FEMORAL HERNIA PROCEDURES W CC,56422.83,9397.47
352 - INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,33073.81,6485.1
353 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,86428.64,18508.81
354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,70988.46,No Medicare Payment Available
355 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,58323.3,8382.59
356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,91645.7,23304.18
357 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,59746.66,13147.41
368 - MAJOR ESOPHAGEAL DISORDERS W MCC,206079.14,44793.27
369 - MAJOR ESOPHAGEAL DISORDERS W CC,58382.1,6313.93
370 - MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,16295.88,No Medicare Payment Available
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,15875.44,6325.66
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,33182.92,6413.93
373 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,36630.13,No Medicare Payment Available
374 - DIGESTIVE MALIGNANCY W MCC,86780.82,12440.53
375 - DIGESTIVE MALIGNANCY W CC,24218.81,7858.21
377 - G.I. HEMORRHAGE W MCC,72302.51,10584.72
378 - G.I. HEMORRHAGE W CC,38238.4,6182.89
379 - G.I. HEMORRHAGE W/O CC/MCC,41469.58,4316.97
380 - COMPLICATED PEPTIC ULCER W MCC,35754.82,11176.67
381 - COMPLICATED PEPTIC ULCER W CC,34433.34,6925.13
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,54166.71,5273.34
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,23754.54,No Medicare Payment Available
385 - INFLAMMATORY BOWEL DISEASE W MCC,123339.38,No Medicare Payment Available
386 - INFLAMMATORY BOWEL DISEASE W CC,22395.37,5895.61
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,22239.76,No Medicare Payment Available
388 - G.I. OBSTRUCTION W MCC,20048,No Medicare Payment Available
389 - G.I. OBSTRUCTION W CC,23031.59,5203.22
390 - G.I. OBSTRUCTION W/O CC/MCC,14851.28,4015.9
391 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W MCC,38887.48,9575.61
392 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W/O MCC,22520.2,5004.74
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,35966.51,10289.87
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,26001.19,5167.98
395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,19370.41,4568.16
415 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,92944.33,12585.06
417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,79300.26,16338.8
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,49976.89,10446.66
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,43058.97,8291.41
424 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,35283.43,No Medicare Payment Available
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,71632.35,11426.55
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,35462.78,6546.88
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,17530.63,No Medicare Payment Available
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,44607.7,10477.43
436 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,61473.51,15402.59
438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,36613.69,10950.98
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,24331.03,5583.84
440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,20164.07,4555.71
441 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W MCC,40816.29,10013.3
442 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W CC,36425.36,6024.9
443 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W/O CC/MCC,18542.63,No Medicare Payment Available
444 - DISORDERS OF THE BILIARY TRACT W MCC,50969.49,9820.57
445 - DISORDERS OF THE BILIARY TRACT W CC,39271.16,6863.68
446 - DISORDERS OF THE BILIARY TRACT W/O CC/MCC,20429.26,5191.54
453 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,174111.1,59146.08
454 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,110416.47,39158.55
455 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,93591.86,30910.46
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,84372.72,23746.3
463 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W MCC,77552.67,29265.24
464 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W CC,170054.59,17500.57
465 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W/O CC/MCC,25035.67,No Medicare Payment Available
467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,85903.75,21329.91
468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,101839.91,17349.45
469 - MAJ HIP AND KNEE JNT REPL OR REATTACH OF LW EXTREM W MCC OR TOT ANKLE REPL,83266.5,19462.51
470 - MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,57260.03,12726.8
471 - CERVICAL SPINAL FUSION W MCC,53803.49,30007.87
472 - CERVICAL SPINAL FUSION W CC,73899.1,17591.53
473 - CERVICAL SPINAL FUSION W/O CC/MCC,67290.67,14223.44
474 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,124118.31,23636.09
477 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,133775.46,19755.64
478 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,87026.44,13899.93
479 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,69382.72,11151.73
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,86229.33,18216.42
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,66404.64,12358.3
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,46486.69,10479.51
483 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W CC/MCC,72772.51,14580.96
486 - KNEE PROCEDURES W PDX OF INFECTION W CC,63889.56,13794.8
487 - KNEE PROCEDURES W PDX OF INFECTION W/O CC/MCC,197189.94,No Medicare Payment Available
492 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W MCC,60427.35,17564.13
493 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W CC,49030.83,13701.08
494 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W/O CC/MCC,46493.47,11130.05
496 - LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC,43497.27,12304.46
498 - LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC,32221.8,No Medicare Payment Available
500 - SOFT TISSUE PROCEDURES W MCC,36752.46,18204.1
501 - SOFT TISSUE PROCEDURES W CC,52071.34,No Medicare Payment Available
502 - SOFT TISSUE PROCEDURES W/O CC/MCC,54271.56,8035.7
504 - FOOT PROCEDURES W CC,41543.92,No Medicare Payment Available
506 - MAJOR THUMB OR JOINT PROCEDURES,46018.11,No Medicare Payment Available
507 - MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W CC/MCC,17979.51,No Medicare Payment Available
511 - SHOULDER;ELBOW OR FOREARM PROC;EXC MAJOR JOINT PROC W CC,57237.97,11179.73
515 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,73107.32,16191.35
516 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,80375.53,12239.63
517 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,42056.81,6575.8
519 - BACK & NECK PROC EXC SPINAL FUSION W CC,83930.41,10362
520 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,52333.76,8100.04
534 - FRACTURES OF FEMUR W/O MCC,20235.59,5208.97
535 - FRACTURES OF HIP & PELVIS W MCC,44361.6,13973.32
536 - FRACTURES OF HIP & PELVIS W/O MCC,19345,4832.69
540 - OSTEOMYELITIS W CC,31757.16,8398.5
542 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,35385.74,11174.28
543 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,29549.03,6933.45
545 - CONNECTIVE TISSUE DISORDERS W MCC,49946.28,No Medicare Payment Available
546 - CONNECTIVE TISSUE DISORDERS W CC,55108.13,No Medicare Payment Available
549 - SEPTIC ARTHRITIS W CC,34028.18,No Medicare Payment Available
550 - SEPTIC ARTHRITIS W/O CC/MCC,35107.39,5788.57
551 - MEDICAL BACK PROBLEMS W MCC,261176.01,No Medicare Payment Available
552 - MEDICAL BACK PROBLEMS W/O MCC,30812.84,5796.41
553 - BONE DISEASES & ARTHROPATHIES W MCC,19128.11,8163.12
554 - BONE DISEASES & ARTHROPATHIES W/O MCC,28878.05,4930.13
555 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,34861.67,8069.45
556 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,23300.4,5127.45
557 - TENDONITIS; MYOSITIS & BURSITIS W MCC,57449.05,No Medicare Payment Available
558 - TENDONITIS; MYOSITIS & BURSITIS W/O MCC,20871.37,5578.86
560 - AFTERCARE; MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,22762.51,3855.95
561 - AFTERCARE; MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,13927.64,No Medicare Payment Available
562 - FX; SPRN; STRN & DISL EXCEPT FEMUR; HIP; PELVIS & THIGH W MCC,25366.41,8636.28
563 - FX; SPRN; STRN & DISL EXCEPT FEMUR; HIP; PELVIS & THIGH W/O MCC,30228.04,5426.39
564 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,31278.94,9233.31
565 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,35218.53,6162.42
566 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,70079.71,No Medicare Payment Available
570 - SKIN DEBRIDEMENT W MCC,53892.77,13785.41
571 - SKIN DEBRIDEMENT W CC,49432.63,No Medicare Payment Available
577 - SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC,101769.29,No Medicare Payment Available
580 - OTHER SKIN; SUBCUT TISS & BREAST PROC W CC,44973.79,8450.74
581 - OTHER SKIN; SUBCUT TISS & BREAST PROC W/O CC/MCC,22920.4,No Medicare Payment Available
592 - SKIN ULCERS W MCC,32736.06,8301.67
593 - SKIN ULCERS W CC,23341.72,No Medicare Payment Available
595 - MAJOR SKIN DISORDERS W MCC,49317.91,13173.24
601 - NON-MALIGNANT BREAST DISORDERS W/O CC/MCC,19660.05,No Medicare Payment Available
602 - CELLULITIS W MCC,37815.78,7509.28
603 - CELLULITIS W/O MCC,26638.08,5542.34
604 - TRAUMA TO THE SKIN; SUBCUT TISS & BREAST W MCC,64153.74,8808.72
605 - TRAUMA TO THE SKIN; SUBCUT TISS & BREAST W/O MCC,22378.7,5502.74
607 - MINOR SKIN DISORDERS W/O MCC,13523.63,No Medicare Payment Available
616 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE;NUTRIT;& METABOL DIS W MCC,64970.49,16764.29
617 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE;NUTRIT;& METABOL DIS W CC,36561.07,12761.39
623 - SKIN GRAFTS & WOUND DEBRID FOR ENDOC; NUTRIT & METAB DIS W CC,40100.97,No Medicare Payment Available
627 - THYROID; PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC,48983.22,No Medicare Payment Available
630 - OTHER ENDOCRINE; NUTRIT & METAB O.R. PROC W/O CC/MCC,100601.49,8988.63
637 - DIABETES W MCC,36118.75,8492.47
638 - DIABETES W CC,24009.23,4772.31
639 - DIABETES W/O CC/MCC,18853.17,No Medicare Payment Available
640 - MISC DISORDERS OF NUTRITION;METABOLISM;FLUIDS/ELECTROLYTES W MCC,29216.45,6608.16
641 - MISC DISORDERS OF NUTRITION;METABOLISM;FLUIDS/ELECTROLYTES W/O MCC,25467.79,4793.84
643 - ENDOCRINE DISORDERS W MCC,26297.63,9603.45
644 - ENDOCRINE DISORDERS W CC,47950.95,6392.67
645 - ENDOCRINE DISORDERS W/O CC/MCC,21667.31,5130.98
657 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC,43731.34,No Medicare Payment Available
658 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,49658.48,9839.46
660 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,39857.67,No Medicare Payment Available
666 - PROSTATECTOMY W CC,46180.65,10900.16
669 - TRANSURETHRAL PROCEDURES W CC,37544.55,8756.41
670 - TRANSURETHRAL PROCEDURES W/O CC/MCC,26894.11,No Medicare Payment Available
673 - OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,78011.67,21618.64
674 - OTHER KIDNEY & URINARY TRACT PROCEDURES W CC,67605.78,14645.53
682 - RENAL FAILURE W MCC,55542.37,9063.2
683 - RENAL FAILURE W CC,28223.24,5914.87
684 - RENAL FAILURE W/O CC/MCC,13939.26,4222.33
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,29475.93,6821.22
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,25058.26,5078.71
693 - URINARY STONES W/O ESW LITHOTRIPSY W MCC,14327.11,No Medicare Payment Available
694 - URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,22129.98,5351.98
697 - URETHRAL STRICTURE,42839.91,5443.02
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,42159.33,9904.69
