Procedure ID,Description,Amount
1791,AZTREONAM 2GM VL        ,327.00
1797,BACITRACIN 454GM OI     ,170.00
1798,BACITRACIN 500U/GM 15GM ,55.00
1802,BACITRACIN 500U/GM 3.5GM,106.00
1803,BACITRACIN 500U/GM 30GM ,11.00
1804,BACITRACIN 50MU VL      ,92.00
1809,BACITRACIN/POLYMYXIN 15G,23.00
1810,BACITRACIN/POLYMYXIN3.5G,129.00
1812,BACLOFEN 10MG TAB       ,15.00
1821,FAST FIX NEEDLE ASSEMBLY,2656.00
1824,BCG PER INSTILLATION    ,656.00
1826,BECAPLERMIN 0.01%15GMOI ,1805.00
1829,BECLOMETHASONE 25GM NAS ,400.00
1830,BRIMONIDINE 0.2% 5ML OP ,318.00
1842,BLADE ARTHO 4.5 7205345 ,916.00
1844,BELLADONNA/PB TAB       ,15.00
1845,CURVTEK CARTRIDGE 12MM L,5433.00
1846,MAT BED CHECK           ,472.00
1847,BED-CHEK CHAIR MAT      ,418.00
1848,SUTURE H822G GUT        ,46.00
1885,BENZOCAINE 20% 2.5GM OI ,262.00
1886,BENZOCAINE 20% 30GM GEL ,135.00
1895,BENZOCAINE/BENZATHON OI ,87.00
1897,CATH CC451503L5         ,135.00
1898,BLADE 4.0 70326822      ,1712.00
1899,SUTURE NON-ABSORB BRAID ,339.00
1924,HEX WRENCH              ,514.00
1925,BLADE 4.5 7205310       ,915.00
1935,BENZOCAINE/MENTHOL SPR  ,92.00
1962,TUBING SMOKE EVACUATOR  ,109.00
1968,SUTURE 5K02A GORETEX    ,254.00
1969,SUTURE 5N10A GORETEX    ,281.00
1970,SUTURE 6K04A GORETEX    ,268.00
1971,SUTURE 7K06A GORETEX    ,272.00
1973,PROSTHESIS 4.5 STANDARD ,1366.00
1990,GRAFT 308022            ,3751.00
1992,DRILL BIT 310.15        ,914.00
1995,K WIRE 292.06           ,177.00
2002,CARDIAC/APNEA SET-UP    ,162.00
2013,CARDIAC/APNEA DAILY     ,86.00
2043,BENZONATATE 100MG CAP   ,19.00
2047,DRILL BIT 310.31        ,914.00
2055,DIFFUSER MIDAS REX      ,151.00
2066,MESH TITANIUM 25-021-12 ,2797.00
2079,BENZTROPINE 0.5MG TAB   ,13.00
2082,BENZTROPINE 1MG TAB     ,15.00
2086,BUPRENORPHINE 8 MG PO   ,23.00
2089,BENZTROPINE 2MG TAB     ,15.00
2096,BERACTANT 200MG VL      ,2106.00
2119,BETAMETH 0.05% 15GM CR  ,125.00
2134,BETAMETH 0.05% 15GM OI  ,81.00
2165,CATH CC534620T          ,104.00
2166,CATH CC534621T          ,104.00
2167,CATH CC534654S          ,104.00
2168,CATH CC534618T          ,104.00
2169,CATH CC534622T          ,104.00
2173,SUTURE K570H SILK       ,64.00
2174,SUTURE K801H SILK       ,131.00
2175,SUTURE 9706H PROLENE    ,137.00
2176,SUTURE PROLENE 9702H    ,198.00
2177,SUTURE 6961-01 NYLON    ,254.00
2182,SUTURE 612H GUT         ,44.00
2184,SUTURE ANCHOR 1827-2    ,30.00
2186,SUTURE EX10G ENDOKNOT   ,254.00
2187,SUTURE M683G STEEL      ,162.00
2196,BETHANECHOL 10MG TAB    ,24.00
2198,BETHANECHOL 25MG TAB    ,25.00
2248,BETHANECHOL 5 MG INJ    ,81.00
2256,BICALUTAMIDE 50MG TAB   ,206.00
2260,BIMATOPRST 0.03% 2.5MLOP,460.00
2264,BISACODYL 10MG SUPP     ,25.00
2269,BISACODYL 5MG EC TAB    ,15.00
2275,BISACODYL/SP PREP KIT #3,89.00
2295,BISMUTH SUBSA 262MG CHEW,15.00
2394,PLATE LINDORF 50-280-05 ,2875.00
2395,PLATE LINDOFF 50-282-05 ,2692.00
2415,BLEOMYCIN SULF 15 U INJ ,1670.00
2440,BRIMONIDINE 0.15% 5ML OP,253.00
2446,BROMOCRIPTINE 2.5MG TAB ,59.00
2462,INHBUDESOND NC 0.25MG   ,121.00
2463,INH BUDESOND NC TO 0.5MG,135.00
2468,BUDESONIDE 3MG EC CAP   ,101.00
2470,CEFUROXIME 125MG/5ML LIQ,128.00
2476,BUMETANIDE 0.5MG TAB    ,15.00
2479,BUMETANIDE 1MG/4ML VL   ,56.00
2480,BUMETANIDE 1MG TAB      ,15.00
2489,BUPIVICAINE 30 ML INJ   ,96.00
2492,BUPIVACAIN 0.75% 30MLINJ,11.00
2496,BUPIVACAIN/EPI 0.25%50ML,92.00
2497,BUPIVICAIN 0.25% 10MLINJ,96.00
2501,BUPIVACAINE 0.5% 10MLINJ,96.00
2505,BUPIVICAINE 30 ML INJ   ,96.00
2511,BUPIVICAIN 0.75% 10MLINJ,96.00
2517,BUPIVACAINE/DEX 0.75%2ML,92.00
2518,BUPIVACAINE/EPI 0.5%10ML,9.00
2519,BUPIVACAINE/EPI 0.5%30ML,92.00
2547,BUPIVACAINE/EPI 0.5%50ML,83.00
2549,BUPROPION 100MG SR TAB  ,5.00
2550,BUPROPION 150MG SR TAB  ,46.00
2551,BUPROPION 100MG TAB     ,44.00
2552,BUPROPION 75MG TAB      ,33.00
2554,BUSPIRONE 10MG TAB      ,22.00
2559,BUSPIRONE 5MG TAB       ,15.00
2564,BUTOCONAZOLE 2% 5GM CR  ,110.00
2584,CAFFEINE/NA BENZ 500MG  ,92.00
2594,CALCITONIN SALMON 400 U ,352.00
2598,CALCITRIOL 0.25MCG CAP  ,25.00
2607,CALCIUM ACET 667MG TAB  ,15.00
2608,CALCIUM ACET/ALUM SLF PK,47.00
2618,CALCIUM CARB 1250MG TAB ,15.00
2636,CALCIUM CARB/VIT D 625MG,15.00
2643,CALCIUM CHL 1GM/10ML VL ,92.00
2650,EDETATE CA DIS TO 1000MG,493.00
2658,CA GLUCONATE 10 ML INJ  ,25.00
2681,CITRATE DEXTROSE 500ML  ,306.00
2684,EPIDURAL PCA            ,189.00
2691,CAPTOPRIL 12.5MG TAB    ,23.00
2696,CAPTOPRIL 25MG TAB      ,3.00
2705,CARBACHOL 0.01% 1.5ML VL,314.00
2706,CLOMIPHENE 50MG TAB     ,138.00
2711,CARBACHOL 3% 15ML OP    ,289.00
2712,CARBAMAZEPINE 100MG CHEW,15.00
2713,CARBAMAZEPINE 100MG/5ML ,19.00
2715,CARBAMAZEPINE 100MG XR T,19.00
2716,CARBAMAZEPINE 200MG TAB ,19.00
2717,CARBAMAZEPINE 200MG XR T,15.00
2732,CARBAMIDE PER 6.5%15MLOT,72.00
2739,CARBIDOPA/LEVO 10/100 TB,15.00
2743,CARBIDOPA/LEVO 25/100 CR,22.00
2745,CARBIDOPA/LEVO 25/100 TB,15.00
2746,CARBIDOPA/LEVO 25/250 TB,19.00
2747,CARBOPLATIN 50 MG INJ   ,32.00
2749,CARBOPROST 250MCG INJ   ,565.00
2756,CARBOXYMETHYLCL 1% 0.4ML,45.00
2759,CARISOPRODOL 350MG TAB  ,15.00
2771,CARVEDILOL 12.5MG TAB   ,8.00
2773,CARVEDILOL 6.25MG TAB   ,33.00
2774,CARVEDILOL 3.125MG TAB  ,33.00
2776,CASPOFUNGIN ACETATE 5 MG,1217.00
2798,CEFADROXIL 500MG CAP    ,45.00
2838,CEFAZOLIN 500 MG VL     ,81.00
2840,CEFDINIR 300MG CAP      ,15.00
2842,CEFEPIME 1GM VL         ,131.00
2845,CEFIXIME 100MG/5ML LIQ  ,44.00
2851,CEFIXIME 400MG TAB      ,84.00
2860,CONTAINER EVAC 150ML    ,292.00
2862,CEFOTAXIME 1 G VL       ,56.00
2867,CEFOTAXIME 500MG VL     ,92.00
2868,CEFOTETAN 1GM VL        ,83.00
2873,CEFOTETAN 2GM VL        ,146.00
2879,CEFOXITIN 1 G INJ       ,96.00
2913,CEFTRIAXONE 250 MG VL   ,96.00
2925,CEFUROXIME 250MG TAB    ,47.00
2929,CEFUROXIME 750 MG VL    ,96.00
2931,CELECOXIB 100MG CAP     ,23.00
2934,CELECOXIB 200MG CAP     ,47.00
2947,CEPHALEXIN 250MG CAP    ,15.00
2950,CEPHALEXIN 250MG/5ML LIQ,79.00
2951,CEPHALEXIN 500MG CAP    ,25.00
2969,CETYLPYRIDINIUM LOZ     ,15.00
2970,CHERRY SYRUP            ,13.00
2979,CHLORAL HYDRAT 500MG/5ML,23.00
2982,CHLORAMBUCIL 2 MG PO    ,65.00
2998,CHLORAMPHENICOL 1 G INJ ,177.00
3034,CHLORDIAZEP/CLIDIN 5/2.5,15.00
3036,CO MONITORING           ,368.00
3040,NASAL PACKING TRAY      ,224.00
3073,CHLORDIAZEPOXID 10MG CAP,19.00
3074,DICLOFENAC 0.1% 2.5ML OP,243.00
3077,CHLORDIAZEPOXID 25MG CAP,19.00
3078,CHLORDIAZEPOXIDE 5MG CAP,24.00
3086,CHLORHEX GLUC 0.12%480ML,191.00
3095,CHLOROPROCAIN 3% 20ML VL,92.00
3132,CHLOROTHIAZIDE 500MG INJ,179.00
3180,CHLORPROMAZINE TO 50 MG ,233.00
3185,CHLORPROPAMIDE 250MG TAB,15.00
3191,CHLORTHALIDONE 25MG TAB ,15.00
3196,CHLORZOXAZONE 500MG TAB ,15.00
3198,CHOLESTYR/ASPART 4GM/5GM,25.00
3224,CHONDROIT/SOD HYAL 0.5ML,793.00
3228,CHONDROITIN/SOD HYAL KT ,1148.00
3245,CILOSTAZOL 100MG TAB    ,31.00
3324,CIPROFLOXACIN 0.3% 2.5ML,25.00
3328,CIPROFLOXACIN 0.3% 3.5GM,222.00
3334,CIPROFLOXACIN 250MG TAB ,17.00
3344,CISATRACURIUM 10MG VL   ,69.00
3348,CIT ACID/KCIT 334/1100LI,24.00
3349,CIT ACID/KCIT 334/50 LIQ,24.00
3353,CITALOPRAM 20MG TAB     ,41.00
3358,CLARITHROMYCIN 250MG TAB,72.00
3360,CLARITHROMYCIN 250MG/5ML,464.00
3362,CLEMASTINE 1.34MG TAB   ,15.00
3374,CLINDAMYCIN 1% 30ML LOT ,83.00
3378,CLINDAMYCIN 150MG CAP   ,47.00
3384,CLINDAMYCIN 300 MG VL   ,84.00
3389,CLINDAMYCIN 600MG/D 50ML,84.14
3390,CLINDAMYCIN 600MG/4ML VL,60.00
3391,CLINDAMYCIN 75MG/5ML LIQ,43.00
3392,CLINDAMYCIN 900MG/6ML VL,92.00
3394,CLINDAMYCIN 900MG/D 50ML,216.00
3398,CLOBETASL 0.05%TOP 15GM ,200.00
3399,CLOBETASOL 0.05% 15GM OI,200.00
3414,CLOMIPRAMINE 25MG CAP   ,59.00
3418,CLONAZEPAM 0.5MG TAB    ,21.00
3423,CLONIDINE 0.1MG TAB     ,15.00
3427,CLONIDINE 0.1MG/24HR PAT,237.00
3428,CLONIDINE 0.2MG TAB     ,15.00
3429,CLONIDINE 0.2MG/24HR PAT,402.00
3430,CLONIDINE 0.3MG/24HR PAT,413.00
3447,CLOPIDOGREL 75MG TAB    ,21.00
3449,CLORAZEPATE 3.75MG TAB  ,31.00
3453,CLORAZEPATE 7.5MG TAB   ,33.00
3465,CLOTRIMAZOLE 1% 15GM CR ,8.00
3469,CLOTRIMAZOLE 1% 45GM VAG,14.00
3472,CLOTRIMAZOLE 10MG TAB   ,26.00
3477,CLOTRIMAZOLE 500MG TAB  ,85.14
3479,CLOZAPINE 25 MG PO      ,23.00
3488,COCAINE 4% 4ML SOL      ,264.00
3572,CODEINE 30MG TAB        ,19.00
3587,COLCHICINE 0.6MG TAB    ,15.00
3642,COLESEVELAM 625MG TAB   ,23.00
3644,COLESTIPOL 1GM TAB      ,19.00
3658,COLLAGENASE 15 GM TOP   ,189.00
3659,COLLAGENASE 30 GM TOP   ,229.00
3669,CONTAINER EVAC 1000ML   ,292.00
3687,CORTISONE ACET 25MG TAB ,9.00
3695,CORTISONE ACET 500MG VL ,418.00
3698,CROMOLYN 20MG/2ML AMP   ,30.00
3726,CROMOLYN 4% 13ML NAS SPR,227.00
3727,CROMOLYN SPR 8.1GM INH  ,447.00
3738,CYANOCOBALAMIN 100MCG TB,10.00
3766,CYANOCOBALAMIN 1000 MCG ,96.00
3767,CYANOCOBALAMIN 500MCG TA,13.00
3768,CYANOCOBALAMIN 50MCG TAB,13.00
3774,CYCLOBENZAPRINE 10MG TAB,15.00
3775,CYCLOPENTOLATE 1% 2ML OP,44.00
3777,CYCLOPHOSPHAMIDE 100MG  ,87.00
3787,CYCLOSPORINE 100 MG PO  ,58.00
3791,CYCLOSPORINE 25 MG PO   ,23.00
3796,CYPROHEPTADINE 2MG/5ML  ,13.00
3798,CYPROHEPTADINE 4MG TAB  ,15.00
3832,CYTARABINE 100 MG INJ   ,21.00
3857,D10/W 1000ML            ,292.00
3861,D10/W 250ML             ,53.00
3862,D10/W 500ML             ,292.00
3931,D5/.25NS 1000ML         ,259.00
3932,D5/0.25NS 500ML         ,351.00
3939,D5/0.25NS KCL 20MEQ 1L  ,292.00
3958,D5/.5NS 500ML           ,234.00
3961,D5/.5NS KCL 10MEQ 1000ML,292.00
3963,D5/0.5NS KCL 20MEQ1000ML,292.00
3968,D5/.5NS KCL 40MEQ 1000ML,292.00
3977,D5/LR 500ML             ,351.00
3984,D5/NS 1000ML            ,259.00
3986,D5NS 500 ML             ,303.00
3988,D5/NS KCL 20MEQ 1000ML  ,234.00
3989,D5/R 1000ML             ,234.00
3992,D5W 1000ML              ,243.00
4207,D5W 500 ML              ,218.00
4209,D5/W 50ML               ,99.00
4214,D5/KCL 1000ML           ,234.00
4221,D50/W 500ML             ,382.00
4234,DACTINOMYCIN 0.5 MG INJ ,2145.00
4247,DANTROLENE 20MG VL      ,298.00
4248,DANTROLENE 25MG CAP     ,23.00
4253,DAPSONE 100MG TAB       ,9.00
4256,DEFEROX MESY 500 MG INJ ,166.00
4264,DEMECLOCYCLINE 300MG TAB,177.00
4268,FOSFOMYCIN 3GM POW      ,234.00
4271,DESIPRAMINE 25MG TAB    ,22.00
4277,DESMOPRESSIN 0.1MCG/MLSY,718.00
4282,DESMOPRESSIN 0.2MG TAB  ,69.00
4283,DESMOPRESSIN 0.5MG SPR  ,645.00
4302,DEXAMETHAS 0.1% 5ML OP  ,55.00
4303,DEXAMETHAS 0.05% 3.5G OP,81.00
4310,DEXAMETHASONE 0.5 MG PO ,15.00
4311,DEXAMETH 0.5MG/5ML LIQ  ,13.00
4313,DEXAMETHASONE 1.5MG TAB ,15.00
4328,DEXMEDETOMIDINE 200MCG V,67.00
4347,DEXTRANOMER BEADS 4GM   ,75.00
4361,DEXTROS/LEVU/PHOS AC LIQ,13.00
4363,DEXTROSE 25% 10ML SYR   ,92.00
4366,DEXTROSE 15GM GEL       ,13.00
4368,DEXTROSE 50% 50ML SYR   ,92.00
4369,DEXTROSE 50% 50ML VL    ,92.00
4374,DEXTROSE CHEW TAB       ,13.00
4393,GUAIFENESIN/PE LIQ      ,12.00
4402,DIALYSATE SOL2000-2999ML,589.00
4414,DIALYSATE SOL2000-2999ML,589.00
4432,DIAZEPAM 2MG TAB        ,19.00
4433,DIAZEPAM 5MG TAB        ,19.00
4446,DIAZOXIDE UP TO 300 MG  ,684.00
4448,DIBUCAINE 1% 30GM OI    ,94.00
4457,DICLOFENAC 25MG EC TAB  ,9.00
4458,DICLOFENAC 50MG EC TAB  ,23.00
4463,DICLOXACILLIN 250MG CAP ,15.00
4464,DICYCLOMINE 10MG TAB    ,15.00
4466,DICYCLOMINE 10MG/5ML LIQ,7.00
4467,DICYCLOMINE 20MG TAB    ,15.00
4468,DICYCLOMINE 20 MG INJ   ,141.00
4481,IBUPROFEN 100MG CHEW TAB,15.00
4673,DIGOXIN 0.05MG/ML LIQ   ,46.00
4688,DIGOXIN 0.125MG TAB     ,15.00
4689,DIGOXIN UP TO 0.5 MG    ,96.00
4693,DIGOXIN 0.25MG TAB      ,15.00
4759,DIGOXIN UP TO 0.5 MG    ,96.00
4764,DIHYDROERGOT 1 MG INJ   ,701.00
4782,**DILTIAZEM 100MG VL    ,92.00
4785,DILTIAZEM 120MG SA CAP  ,22.00
4786,DILTIAZEM 125MG/25ML VL ,56.00
4834,DILTIAZEM 180MG SA CAP  ,45.00
4842,DILTIAZEM 240MG SA CAP  ,61.00
4844,DILTIAZEM 25MG/5ML VL   ,9.00
4851,DILTIAZEM 300MG SA CAP  ,41.00
4853,DILTIAZEM 30MG TAB      ,15.00
4860,DILTIAZEM 50MG/10ML VL  ,56.00
4866,DILTIAZEM 60MG TAB      ,15.00
4878,DIMENHYDRINATE 50MG TAB ,15.00
4880,DIMENHYDRINATE TO 50 MG ,81.00
4883,DINOPROSTON 0.5MG/3GMGEL,788.00
4885,DINOPROSTONE 10MG SUPP  ,1367.00
4888,DINOPROSTONE 20MG SUPP  ,5649.00
4891,DIPHENHYDRAMI 12.5MG/5ML,15.00
4893,DIPHENHYD/CALAMINE 180ML,92.00
4896,DIPHENHYDRAMIN 1% 15G CR,79.00
4907,DIPHENOXYLATE/ATROP LIQ ,12.00
4908,DIPHENHYDRAMNE 50 MG INJ,96.00
4910,DIPHENOXYLATE/ATROP TAB ,14.00
4914,DIPIVEFRIN 0.1% 5ML OP  ,173.00
4915,DIPYRIDAMOLE 10 MG INJ  ,383.00
4918,DIPYRIDAMOLE 25MG TAB   ,15.00
4923,DISOPYRAMIDE 100MG CAP  ,4.00
4925,DIPYRIDAMOLE/ASA SA CAP ,40.00
4928,DISOPYRAMIDE 150MG CR C ,25.00
4931,DISULFIRAM 250MG TAB    ,33.00
4933,DIVALPROEX 125MG EC TAB ,7.00
4934,DIVALPROEX 250MG EC TAB ,31.00
4936,DIVALPROEX 125MG SP CAP ,22.00
4945,DOBUTAMINE 250 MG VL    ,96.00
4953,DOCUSATE 100MG          ,7.00
4955,DOCUSATE 240MG CAP      ,15.00
4966,DOCUSATE 50MG/5ML LIQ   ,15.00
4967,DOCUSATE/CASAN 100/30 C ,13.00
4971,DOCUSATE/CASANTHRAN LIQ ,12.00
4972,DOFETILIDE 125MCG CAP   ,41.00
4975,KETOROLAC 0.5% 3ML OP   ,319.00
4984,DONEPEZIL 5MG TAB       ,84.00
5079,DOXAPRAM 400MG/20ML VL  ,137.55
5084,DOXAZOSIN 1MG TAB       ,19.00
5086,DOXAZOSIN 4MG TAB       ,19.00
5095,DOXEPIN 10MG CAP        ,15.00
5100,DOXEPIN 25MG CAP        ,15.00
5123,DOXORUBICIN 10 MG INJ   ,47.00
5131,DOXYCYCLINE 100MG       ,15.00
5133,DOXYCYCLINE 100MG VL    ,92.00
5151,DOXYCYCLINE 25MG/5ML LIQ,9.00
5161,DRONABINOL 2.5 MG PO    ,125.00
5168,DROPERIDOL 5 MG INJ     ,96.00
5169,DROTRECOGIN ALFA 20MG VL,8156.00
5182,DROTRECOGIN ALFA 5MG VL ,2041.00
5192,DUTASTERIDE 0.5MG CAP   ,46.00
5238,EDROPHONIUM 10MG/1ML AMP,92.00
5244,EDROPHONIUM 150MG VL    ,353.00
5251,EFAVIRENZ 600MG         ,69.00
5287,LIDOCAINE 2% 2ML INJ    ,60.00
5289,ENALAPRIL 2.5MG/2ML VL  ,92.00
5314,ENTACAPONE 200MG TAB    ,33.00
5325,EPHEDRINE 50MG/1ML AMP  ,92.00
5335,EPINEPHRIN 1:1M 30ML NAS,268.00
5347,EPINEPHRINE 1MG/10ML SYR,92.00
5349,EPINEPHRINE 1MG/1ML AMP ,92.00
5375,EPINEPHRINE 30MG/30ML VL,147.00
5387,ERGOCALCIFEROL 400IU    ,13.00
5388,ERGOCALCIFEROL 50000IU  ,24.00
5393,ERGOLOID 1MG            ,40.00
5420,ERGOTAMINE/CAFFEINE SUPP,91.00
5432,ERYTHRMYCN 200/5 PO100ML,15.00
5439,ERYTHROMYCIN 1GM OP     ,58.00
5440,ERYTHROMYCIN 1GM VL     ,59.11
5445,ERYTHROMYCIN 250MG TAB  ,15.00
5452,ERYTHROMYCIN 500MG VL   ,92.00
5456,ESCITALOPRAM 10MG TAB   ,41.00
5461,ESMOLOL 100MG/10ML VL   ,92.00
5462,ESMOLOL 2500MG BAG      ,1214.00
5463,ESMOLOL 2500MG INJ      ,774.00
5464,ESOMEPRAZOL 20MG TAB    ,72.00
5465,ESOMEPRAZOL 40MG TAB    ,72.00
5474,ESTRADOL 0.01% TOP 42.5G,672.00
5475,ESTRADIOL 0.05MG/D WKPAT,117.00
5476,ESTRADIOL 1MG TAB       ,24.00
5477,ESTRADIOL 0.1MG/D WKPAT ,121.00
5483,LYM IG EQUINE 250 MG    ,3870.00
5518,ESTROGEN 0.625MG TAB    ,26.00
5519,ESTROGEN 0.3MG TAB      ,23.00
5536,ESTROGEN 42.5GM VAG CR  ,677.00
5543,ETHACRYNATE NA 50MG VL  ,789.00
5608,ETHAMBUTOL 400MG TAB    ,25.00
5627,ETHOSUXIMIDE 250MG/5ML  ,12.00
5628,ETHYL ALC 98% 1ML AMP   ,60.00
5632,ETHYL ALC 98% 5ML AMP   ,343.00
5634,ETHYL CHLORIDE 120ML SPR,410.00
5646,ETOMIDATE 20MG/10ML INJ ,33.00
5654,ETOMIDATE 40MG/20ML SYR ,146.00
5659,ETOPOSIDE 50 MG PO      ,424.00
5663,EZETIMIBE 10MG TAB      ,46.00
5682,FAC VIII RECOMB 1U NOS  ,3.00
5686,FAMOTIDINE 20MG TAB     ,15.00
5694,FAMOTIDINE 20MG/2ML VL  ,92.00
5708,FAMOTIDINE 40MG/4ML VL  ,5.00
5718,FAT EMULSION 20% 100ML  ,309.00
5720,FAT EMULSION 20% 250ML  ,272.00
5730,FELODIPINE 2.5MG SA TAB ,25.00
5733,FELODIPINE 5MG SA TAB   ,25.00
5734,FENOFIBRATE 160MG TAB   ,32.00
5737,FENOFIBRATE 54MG TAB    ,11.00
5739,FENOLDOPAM 10MG INJ     ,5055.00
5768,FENTANYL CIT 0.1 MG INJ ,13.00
5771,FENTANYL 100MCG/HR PAT  ,306.00
5781,FENTANYL 25MCG/HR PAT   ,200.00
5785,FENTANYL 75MCG/HR PAT   ,397.00
5786,FENTANYL 50MCG/HR PAT   ,273.00
5788,FENTANYL CUSTOM IV      ,718.00
5790,FENTANYL CUSTOM VL      ,184.00
5794,FER FUM/DOSS/FA/B/C TAB ,14.00
5803,FERROUS FUM/C/B12/ST CAP,23.00
5817,FERROUS SULF 300MG/5ML  ,59.00
5819,FERROUS SULF 325MG TAB  ,15.00
5832,FIBRINOLY/DEOXYRI 30G OI,323.00
5844,FINASTERIDE 5 MG PO     ,41.00
5853,FLECANIDE 100MG TAB     ,47.00
5860,FLUCONAZOLE 100MG TAB   ,92.00
5865,FLUCONAZOLE 200 MG BAG  ,705.00
5868,FLUCONAZOLE 200MG/5ML   ,161.00
