DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
086 - TRAUMATIC STUPOR & COMA; COMA <1 HR W CC,58851.27,6726
087 - TRAUMATIC STUPOR & COMA; COMA <1 HR W/O CC/MCC,30768.21,4165.74
088 - CONCUSSION W MCC,70870.5,No Medicare Payment Available
089 - CONCUSSION W CC,48069.5,No Medicare Payment Available
090 - CONCUSSION W/O CC/MCC,43224.63,3829.73
091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,150100.32,19658.36
092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,73742.2,13464.51
093 - OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,35900.71,5276.35
094 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W MCC,479018.57,21767.03
095 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC,82528.33,16499.59
096 - BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W/O CC/MCC,156719.67,12766.65
097 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC,267884.14,19402.75
098 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC,226419.62,No Medicare Payment Available
099 - NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W/O CC/MCC,69193,No Medicare Payment Available
100 - SEIZURES W MCC,100659.49,9594.7
101 - SEIZURES W/O MCC,39522.13,4641.17
103 - HEADACHES W/O MCC,37884.22,3355.99
113 - ORBITAL PROCEDURES W CC/MCC,447704.8,No Medicare Payment Available
121 - ACUTE MAJOR EYE INFECTIONS W CC/MCC,20270,5919.17
122 - ACUTE MAJOR EYE INFECTIONS W/O CC/MCC,61095,4678.95
123 - NEUROLOGICAL EYE DISORDERS,38335.2,4267.05
125 - OTHER DISORDERS OF THE EYE W/O MCC,27211.7,3845.96
129 - MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE,173266.92,11866.19
130 - MAJOR HEAD & NECK PROCEDURES W/O CC/MCC,117716.2,8426.48
131 - CRANIAL/FACIAL PROCEDURES W CC/MCC,178288,No Medicare Payment Available
132 - CRANIAL/FACIAL PROCEDURES W/O CC/MCC,224749.6,No Medicare Payment Available
133 - OTHER EAR; NOSE; MOUTH & THROAT O.R. PROCEDURES W CC/MCC,66229.55,No Medicare Payment Available
134 - OTHER EAR; NOSE; MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC,70668.28,6514.77
137 - MOUTH PROCEDURES W CC/MCC,206594.64,No Medicare Payment Available
148 - EAR; NOSE; MOUTH & THROAT MALIGNANCY W/O CC/MCC,15042,No Medicare Payment Available
149 - DYSEQUILIBRIUM,31879.55,4346.48
150 - EPISTAXIS W MCC,24869.5,7796.85
151 - EPISTAXIS W/O MCC,17049.01,4534.96
152 - OTITIS MEDIA & URI W MCC,70183.67,6281.29
153 - OTITIS MEDIA & URI W/O MCC,18965.36,3006.7
154 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W MCC,86965,8513.25
155 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W CC,38210.26,5204.5
156 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W/O CC/MCC,28958.27,3431.92
157 - DENTAL & ORAL DISEASES W MCC,84556.48,9044.74
158 - DENTAL & ORAL DISEASES W CC,42882.51,5123.61
159 - DENTAL & ORAL DISEASES W/O CC/MCC,45139.84,4172.33
163 - MAJOR CHEST PROCEDURES W MCC,369525.25,30555.03
164 - MAJOR CHEST PROCEDURES W CC,262949.81,16111.08
165 - MAJOR CHEST PROCEDURES W/O CC/MCC,209417.39,10751.8
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,238083.84,25777.31
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,127594.48,10115.6
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,108267.53,7616.05
175 - PULMONARY EMBOLISM W MCC,82391.95,8562.96
176 - PULMONARY EMBOLISM W/O MCC,49720.5,6354.93
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,97555.93,10328.74
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,68203.8,6978.76
179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,35817.8,4879.84
180 - RESPIRATORY NEOPLASMS W MCC,116518.02,10877.54
181 - RESPIRATORY NEOPLASMS W CC,67655.95,7017.26
183 - MAJOR CHEST TRAUMA W MCC,74628.59,8654.77
184 - MAJOR CHEST TRAUMA W CC,52273.63,6070.26
185 - MAJOR CHEST TRAUMA W/O CC/MCC,35175.83,4621.11
186 - PLEURAL EFFUSION W MCC,87037.36,8455.8
187 - PLEURAL EFFUSION W CC,67977.77,5407.48
188 - PLEURAL EFFUSION W/O CC/MCC,50685.33,4848.94
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,69307.72,7808.53
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,60820.65,7663.79
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,45152.69,5430.75
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,25729.05,3791.88
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,73669.9,7668.09
194 - SIMPLE PNEUMONIA & PLEURISY W CC,43545.46,5396.49
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,33880.92,4005.05
196 - INTERSTITIAL LUNG DISEASE W MCC,110612.88,10482.52
197 - INTERSTITIAL LUNG DISEASE W CC,86897.45,6247.38
198 - INTERSTITIAL LUNG DISEASE W/O CC/MCC,40093,No Medicare Payment Available
199 - PNEUMOTHORAX W MCC,108288.85,10505.16
200 - PNEUMOTHORAX W CC,51489.1,6303.53
201 - PNEUMOTHORAX W/O CC/MCC,36991.59,4657.55
202 - BRONCHITIS & ASTHMA W CC/MCC,47807.62,5260.29
203 - BRONCHITIS & ASTHMA W/O CC/MCC,24613.63,4154.87
204 - RESPIRATORY SIGNS & SYMPTOMS,42597.4,4511.85
205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,63027.4,8739.65
206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,40406.98,5227.4
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,489854.24,41413.76
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,163591.2,13903.03
215 - OTHER HEART ASSIST SYSTEM IMPLANT,456807.94,72002.73
216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,861167.17,77065.3
217 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,581929.99,39356.66
219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,592020.8,51533.75
220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,533102.85,35878.36
221 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,425494.87,26225.45
222 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,518740.8,47761.85
224 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,421109.58,43257.44
225 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,449915.3,No Medicare Payment Available
226 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,546980.3,38340.01
227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,356513.7,30554.83
229 - OTHER CARDIOTHORACIC PROCEDURES W/O MCC,357436.9,26553.81
231 - CORONARY BYPASS W PTCA W MCC,856551.3,No Medicare Payment Available
232 - CORONARY BYPASS W PTCA W/O MCC,535396.7,35542.56
233 - CORONARY BYPASS W CARDIAC CATH W MCC,598032.1,45530.44
234 - CORONARY BYPASS W CARDIAC CATH W/O MCC,447271.85,29476
235 - CORONARY BYPASS W/O CARDIAC CATH W MCC,533743.53,33278.59
236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,403657.22,24296.04
239 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,208071.4,22499.99
240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,144183.1,12486.49
241 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W/O CC/MCC,157406.01,10784.29
242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,213172.73,20950.57
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,175084.9,14716.33
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,144798.04,12350.05
245 - AICD GENERATOR PROCEDURES,348109.08,No Medicare Payment Available
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,241498.48,18546.55
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,173215.23,12356.7
248 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W MCC OR 4+ ART/STENTS,230208.16,17616.11
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,162687.89,12147.89
250 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,151276.2,14385.74
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,146246.13,9249.19
252 - OTHER VASCULAR PROCEDURES W MCC,248684.71,22316.08
253 - OTHER VASCULAR PROCEDURES W CC,199917.99,14213.02
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,143509.87,10551.59
255 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,158911.95,14450.71
256 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,67048.16,10141.78
257 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W/O CC/MCC,74248,6698.67
261 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,138046.9,11229.48
264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,225187.71,15863.38
266 - ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC,458162.52,45558.02
267 - ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC,393326.02,34489.48
268 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,603573.07,46517.32
269 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,442397.78,30504.33
270 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,372259.68,29309.35
271 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,251172.7,19321.98
272 - OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,223297.1,14509.58
273 - PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,340065.42,22254.9
274 - PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,231782.33,14754.45
280 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W MCC,104422.39,9861.22
281 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W CC,79194.87,6537.63
282 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W/O CC/MCC,55753.15,4422.74
283 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W MCC,112720.92,9829.54
285 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W/O CC/MCC,16795,1551.64
286 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W MCC,164441.3,14503.29
287 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W/O MCC,80200.49,6717.78
288 - ACUTE & SUBACUTE ENDOCARDITIS W MCC,351156.74,21550.34
289 - ACUTE & SUBACUTE ENDOCARDITIS W CC,194162.33,No Medicare Payment Available
291 - HEART FAILURE & SHOCK W MCC,67810.63,8338.49
292 - HEART FAILURE & SHOCK W CC,43617.16,6540.32
293 - HEART FAILURE & SHOCK W/O CC/MCC,37507.01,5129.27
296 - CARDIAC ARREST; UNEXPLAINED W MCC,177676.15,8718.94
297 - CARDIAC ARREST; UNEXPLAINED W CC,82494,20762.03
299 - PERIPHERAL VASCULAR DISORDERS W MCC,59954.57,7557.89
300 - PERIPHERAL VASCULAR DISORDERS W CC,68842.04,5747.93
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,43747.49,4076.74
302 - ATHEROSCLEROSIS W MCC,56091,5924.79
303 - ATHEROSCLEROSIS W/O MCC,49681.62,1394.46
304 - HYPERTENSION W MCC,62618.25,5431.56
305 - HYPERTENSION W/O MCC,35852.66,4098.46
306 - CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,61877.75,8015.85
307 - CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,54714.97,5006.31
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,67985.14,7197.8
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,41589.38,4983.06
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,32125.27,3593.21
311 - ANGINA PECTORIS,52373.5,4193.33
312 - SYNCOPE & COLLAPSE,44058.65,4683.79
313 - CHEST PAIN,38950.69,3616.63
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,136804.61,32721.05
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,61400.79,5766.58
316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,36751.7,4539.09
326 - STOMACH; ESOPHAGEAL & DUODENAL PROC W MCC,290517.22,26101.82
327 - STOMACH; ESOPHAGEAL & DUODENAL PROC W CC,232692.2,12308.3
328 - STOMACH; ESOPHAGEAL & DUODENAL PROC W/O CC/MCC,168932.51,8626.8
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,417396.66,38987.78
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,236472.97,14504.7
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,182987.29,10062.99
333 - RECTAL RESECTION W CC,109502.12,11537.39
334 - RECTAL RESECTION W/O CC/MCC,278817.39,No Medicare Payment Available
335 - PERITONEAL ADHESIOLYSIS W MCC,202804.33,21699.33
336 - PERITONEAL ADHESIOLYSIS W CC,189886.45,12838.69
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,150333.61,9441.25
338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,176457.8,15865.13
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,146625.7,9924.95
340 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,99202.43,7110.75
341 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,109024.84,No Medicare Payment Available
342 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,151424.85,8658.87
343 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,96798.83,5771.58
344 - MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,53310,No Medicare Payment Available
345 - MINOR SMALL & LARGE BOWEL PROCEDURES W CC,97895.3,9128.95
346 - MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,125989.77,No Medicare Payment Available
347 - ANAL & STOMAL PROCEDURES W MCC,122469.5,15066.53
348 - ANAL & STOMAL PROCEDURES W CC,83268.71,8287.69
349 - ANAL & STOMAL PROCEDURES W/O CC/MCC,105744.18,6071.17
350 - INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,138494.35,14169.35
351 - INGUINAL & FEMORAL HERNIA PROCEDURES W CC,110224.34,7745.45
352 - INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,96862.29,6204.46
353 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,264064.79,21973.16
354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,147568.08,9981.87
355 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,125685.46,7785.47
356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,232895.34,21471.16
357 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,177195.77,12831.82
358 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,136587.43,8274.73
368 - MAJOR ESOPHAGEAL DISORDERS W MCC,74395.14,9351.08
369 - MAJOR ESOPHAGEAL DISORDERS W CC,49239.17,6468.24
370 - MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,37983,4586.38
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,96993.94,8915.82
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,59023.92,6070.4
373 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,33607.2,4668.86
374 - DIGESTIVE MALIGNANCY W MCC,144051.12,11559.77
375 - DIGESTIVE MALIGNANCY W CC,83219.68,7323.6
377 - G.I. HEMORRHAGE W MCC,115308.43,9895.22
378 - G.I. HEMORRHAGE W CC,51012.23,5708.53
379 - G.I. HEMORRHAGE W/O CC/MCC,31058.26,3972.62
380 - COMPLICATED PEPTIC ULCER W MCC,95140.52,9618.82
381 - COMPLICATED PEPTIC ULCER W CC,79840.05,6434.52
382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,50676,No Medicare Payment Available
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,46062.11,5297.97
385 - INFLAMMATORY BOWEL DISEASE W MCC,83661.6,9640.51
386 - INFLAMMATORY BOWEL DISEASE W CC,56502.7,5643.69
387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,42353.64,4582.29
388 - G.I. OBSTRUCTION W MCC,87273.36,8758
389 - G.I. OBSTRUCTION W CC,42630.19,5048.01
390 - G.I. OBSTRUCTION W/O CC/MCC,33280.44,3583.99
391 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W MCC,60147.57,7011.65
392 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W/O MCC,46857.19,4530.67
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,93140.62,9383.67
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,57846.95,5957.24
395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,43895.34,4074.19
405 - PANCREAS; LIVER & SHUNT PROCEDURES W MCC,522149.82,35087.07
406 - PANCREAS; LIVER & SHUNT PROCEDURES W CC,387787.5,18953.35
407 - PANCREAS; LIVER & SHUNT PROCEDURES W/O CC/MCC,258628.62,No Medicare Payment Available
408 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,218066.37,22444.24
409 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,230984.53,13418.75
410 - BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC,267176.7,No Medicare Payment Available
411 - CHOLECYSTECTOMY W C.D.E. W MCC,284986.24,18792.1
414 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,352738.96,No Medicare Payment Available
415 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,325783.25,22417.71
416 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,185145.04,8240.91
417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,203277.04,14210.03
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,148478.17,9654.07
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,116641.55,7363.5
420 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,241348.12,No Medicare Payment Available
421 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,125123.4,10930.33
422 - HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC,138076.76,No Medicare Payment Available
423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,447256.55,23152.75
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,106774.43,10233.49
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,52299.26,6084.88
434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,48714,No Medicare Payment Available
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,93997.86,9620.62
436 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,83601.48,7144.24
438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,192768.78,9660.82
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,52141.67,5063.47
440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,37009.68,3922.1
441 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W MCC,172283.94,11322.33
442 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W CC,56132.66,6590
443 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W/O CC/MCC,42400.34,4043.34
444 - DISORDERS OF THE BILIARY TRACT W MCC,112947.9,10934.64
445 - DISORDERS OF THE BILIARY TRACT W CC,63612.77,6203.28
446 - DISORDERS OF THE BILIARY TRACT W/O CC/MCC,45702.38,4027.79
453 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,1197613.12,55907.5
454 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,713812.79,63357.33
455 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,666989.65,65106.92
457 - SPINAL FUS EXC CERV W SPINAL CURV MALIG/ INFEC OR EXT FUS W CC,801170.88,No Medicare Payment Available
458 - SPINAL FUS EXC CERV W SPINAL CURV MALIG INFEC OR  EXT FUS WO CCMCC,658915.61,69121.46
459 - SPINAL FUSION EXCEPT CERVICAL W MCC,696206.52,No Medicare Payment Available
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,431900.85,28598.66
