DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
100 - SEIZURES W MCC,118449.88,No Medicare Payment Available
101 - SEIZURES W/O MCC,27832.13,No Medicare Payment Available
103 - HEADACHES W/O MCC,29257.63,No Medicare Payment Available
149 - DYSEQUILIBRIUM,24304.28,900.69
153 - OTITIS MEDIA & URI W/O MCC,28326,No Medicare Payment Available
156 - OTHER EAR; NOSE; MOUTH & THROAT DIAGNOSES W/O CC/MCC,26326.5,3496.46
164 - MAJOR CHEST PROCEDURES W CC,31832.5,14404.86
166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,61247.52,7339.26
167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,36496.75,No Medicare Payment Available
168 - OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,66873.63,7098.13
175 - PULMONARY EMBOLISM W MCC,41185.88,8069.79
176 - PULMONARY EMBOLISM W/O MCC,28239.07,4515
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,39997.46,8082.83
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,25112.89,7406.39
179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,52756.29,4933.97
180 - RESPIRATORY NEOPLASMS W MCC,20090.38,9284.15
181 - RESPIRATORY NEOPLASMS W CC,38057.25,6334.83
184 - MAJOR CHEST TRAUMA W CC,21571.13,5709.86
186 - PLEURAL EFFUSION W MCC,25633.17,6975.58
187 - PLEURAL EFFUSION W CC,34705,No Medicare Payment Available
188 - PLEURAL EFFUSION W/O CC/MCC,30516.25,No Medicare Payment Available
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,26952.35,6248.26
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,29104.83,6070.19
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,29976.25,5223.02
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,10771,4007.99
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,26891.71,7928.71
194 - SIMPLE PNEUMONIA & PLEURISY W CC,33075.81,5285.11
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,13037,No Medicare Payment Available
196 - INTERSTITIAL LUNG DISEASE W MCC,12034.13,No Medicare Payment Available
200 - PNEUMOTHORAX W CC,29910,No Medicare Payment Available
201 - PNEUMOTHORAX W/O CC/MCC,18764.5,No Medicare Payment Available
202 - BRONCHITIS & ASTHMA W CC/MCC,26099.66,4909.78
203 - BRONCHITIS & ASTHMA W/O CC/MCC,15968.32,3147.78
204 - RESPIRATORY SIGNS & SYMPTOMS,20024.52,4351.46
205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,35425.63,8511.29
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,50486.71,12334.88
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,168498.5,37858.85
252 - OTHER VASCULAR PROCEDURES W MCC,66165,No Medicare Payment Available
270 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,119153.5,No Medicare Payment Available
272 - OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,78591.33,No Medicare Payment Available
280 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W MCC,38945.54,7143.39
281 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W CC,23344.1,4710.14
282 - ACUTE MYOCARDIAL INFARCTION; DISCHARGED ALIVE W/O CC/MCC,19579.86,4163.02
283 - ACUTE MYOCARDIAL INFARCTION; EXPIRED W MCC,30626.25,558.3
286 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W MCC,50954.25,11333.14
287 - CIRCULATORY DISORDERS EXCEPT AMI; W CARD CATH W/O MCC,55141.75,No Medicare Payment Available
289 - ACUTE & SUBACUTE ENDOCARDITIS W CC,25473.25,No Medicare Payment Available
291 - HEART FAILURE & SHOCK W MCC,25462.73,6909.06
292 - HEART FAILURE & SHOCK W CC,27905.86,5894.43
293 - HEART FAILURE & SHOCK W/O CC/MCC,12941,3674.55
296 - CARDIAC ARREST; UNEXPLAINED W MCC,48417.25,8193.57
299 - PERIPHERAL VASCULAR DISORDERS W MCC,22469.92,No Medicare Payment Available
300 - PERIPHERAL VASCULAR DISORDERS W CC,25640.75,3503.26
301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,12642,No Medicare Payment Available
303 - ATHEROSCLEROSIS W/O MCC,25122.92,3792.17
304 - HYPERTENSION W MCC,27960.25,5972.59
305 - HYPERTENSION W/O MCC,23763.69,3736.52
307 - CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,31577.75,No Medicare Payment Available
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,42790.65,5772.61
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,25926,3416.86
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,20633.65,2439.03
311 - ANGINA PECTORIS,18436.75,No Medicare Payment Available
312 - SYNCOPE & COLLAPSE,24036.25,2971.55
313 - CHEST PAIN,39432.5,No Medicare Payment Available
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,55656.83,11147.97
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,25026.83,5318.86
327 - STOMACH; ESOPHAGEAL & DUODENAL PROC W CC,69169.25,12045.3
328 - STOMACH; ESOPHAGEAL & DUODENAL PROC W/O CC/MCC,51384.75,No Medicare Payment Available
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,104202.88,No Medicare Payment Available
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,104391.68,20739.14
331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,74797.08,10187.21
335 - PERITONEAL ADHESIOLYSIS W MCC,342841,No Medicare Payment Available
336 - PERITONEAL ADHESIOLYSIS W CC,49800,No Medicare Payment Available
337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,82330.75,No Medicare Payment Available
339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,57892.75,No Medicare Payment Available
351 - INGUINAL & FEMORAL HERNIA PROCEDURES W CC,72326.89,9754.16
355 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,48884,No Medicare Payment Available
358 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,51107.25,No Medicare Payment Available
371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,17455,No Medicare Payment Available
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,36118.17,No Medicare Payment Available
375 - DIGESTIVE MALIGNANCY W CC,20776.25,4044.72
376 - DIGESTIVE MALIGNANCY W/O CC/MCC,13377.5,No Medicare Payment Available
377 - G.I. HEMORRHAGE W MCC,35973.79,8799.34
378 - G.I. HEMORRHAGE W CC,29366.49,4657.31
379 - G.I. HEMORRHAGE W/O CC/MCC,18464,2900.69
381 - COMPLICATED PEPTIC ULCER W CC,39046,No Medicare Payment Available
384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,30513.5,No Medicare Payment Available
385 - INFLAMMATORY BOWEL DISEASE W MCC,22046.75,No Medicare Payment Available
386 - INFLAMMATORY BOWEL DISEASE W CC,28967.08,No Medicare Payment Available
388 - G.I. OBSTRUCTION W MCC,62618.75,8593.91
389 - G.I. OBSTRUCTION W CC,27484.48,4741.15
390 - G.I. OBSTRUCTION W/O CC/MCC,15882.5,No Medicare Payment Available
391 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W MCC,29048,285.44
392 - ESOPHAGITIS; GASTROENT & MISC DIGEST DISORDERS W/O MCC,22991.7,3889.14
393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,32917.43,9168.44
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,28880.51,5350.52
395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,30791.25,3858.04
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,51619.25,9462.83
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,48517.22,7436.48
432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,25432.25,No Medicare Payment Available
433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,19836.13,No Medicare Payment Available
435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,32148.5,No Medicare Payment Available
438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,56438.85,10728.59
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,27144.89,4991.06
440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,23888.2,No Medicare Payment Available
441 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W MCC,23956.13,No Medicare Payment Available
442 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W CC,32486.83,No Medicare Payment Available
443 - DISORDERS OF LIVER EXCEPT MALIG;CIRR;ALC HEPA W/O CC/MCC,24156.63,No Medicare Payment Available
444 - DISORDERS OF THE BILIARY TRACT W MCC,27900.58,6221.06
445 - DISORDERS OF THE BILIARY TRACT W CC,38558.88,5516.66
446 - DISORDERS OF THE BILIARY TRACT W/O CC/MCC,51335.5,4364.73
454 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,221780.25,98129.19
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,255436.01,47041.86
467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,36875,11212.76
469 - MAJ HIP AND KNEE JNT REPL OR REATTACH OF LW EXTREM W MCC OR TOT ANKLE REPL,97832.25,22693.06
470 - MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,78553.75,15347.56
473 - CERVICAL SPINAL FUSION W/O CC/MCC,109890,No Medicare Payment Available
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,120042.38,28417.17
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,59872.04,10590.28
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,62344.5,10870.89
483 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W CC/MCC,124341.91,8221.8
488 - KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,62705,11365.49
489 - KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC,60348.88,7312.64
492 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W MCC,134069.75,37392.13
493 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W CC,65973.13,12514.87
494 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W/O CC/MCC,69998.06,7586.96
501 - SOFT TISSUE PROCEDURES W CC,66916,No Medicare Payment Available
515 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,40895.29,17874.92
516 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,55133.79,10708.24
535 - FRACTURES OF HIP & PELVIS W MCC,15116.25,5574
536 - FRACTURES OF HIP & PELVIS W/O MCC,13661.52,2883.64
542 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,64980.5,No Medicare Payment Available
543 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,40666.27,5842.25
546 - CONNECTIVE TISSUE DISORDERS W CC,12331,No Medicare Payment Available
552 - MEDICAL BACK PROBLEMS W/O MCC,25089.39,4805.46
554 - BONE DISEASES & ARTHROPATHIES W/O MCC,30107.76,4266.44
556 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,21995.77,4268.88
558 - TENDONITIS; MYOSITIS & BURSITIS W/O MCC,20746.19,No Medicare Payment Available
563 - FX; SPRN; STRN & DISL EXCEPT FEMUR; HIP; PELVIS & THIGH W/O MCC,25506.57,3035.45
564 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,60169.75,6727.49
565 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,48450.29,5247.07
579 - OTHER SKIN; SUBCUT TISS & BREAST PROC W MCC,72175.5,13402.35
580 - OTHER SKIN; SUBCUT TISS & BREAST PROC W CC,41491.83,No Medicare Payment Available
581 - OTHER SKIN; SUBCUT TISS & BREAST PROC W/O CC/MCC,22703.5,No Medicare Payment Available
595 - MAJOR SKIN DISORDERS W MCC,30315.75,No Medicare Payment Available
603 - CELLULITIS W/O MCC,18598.88,3320.23
606 - MINOR SKIN DISORDERS W MCC,31782.25,No Medicare Payment Available
607 - MINOR SKIN DISORDERS W/O MCC,11431.5,No Medicare Payment Available
614 - ADRENAL & PITUITARY PROCEDURES W CC/MCC,61044.75,13020.12
617 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE;NUTRIT;& METABOL DIS W CC,47289.25,No Medicare Payment Available
626 - THYROID; PARATHYROID & THYROGLOSSAL PROCEDURES W CC,45576.25,No Medicare Payment Available
637 - DIABETES W MCC,32165.5,7340.41
638 - DIABETES W CC,21272.43,3520.1
639 - DIABETES W/O CC/MCC,27068.25,No Medicare Payment Available
640 - MISC DISORDERS OF NUTRITION;METABOLISM;FLUIDS/ELECTROLYTES W MCC,17515.44,3509.8
641 - MISC DISORDERS OF NUTRITION;METABOLISM;FLUIDS/ELECTROLYTES W/O MCC,16635.28,3056.81
642 - INBORN AND OTHER DISORDERS OF METABOLISM,11652.25,No Medicare Payment Available
643 - ENDOCRINE DISORDERS W MCC,27358.88,9061.47
644 - ENDOCRINE DISORDERS W CC,28643.06,5617.26
645 - ENDOCRINE DISORDERS W/O CC/MCC,20497.5,4195.85
653 - MAJOR BLADDER PROCEDURES W MCC,157485.25,58757.12
654 - MAJOR BLADDER PROCEDURES W CC,153637.63,43651.51
656 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC,80835.63,21492.46
658 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,92310,18862.09
660 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,49072.63,9851.32
668 - TRANSURETHRAL PROCEDURES W MCC,69855.75,15736.15
669 - TRANSURETHRAL PROCEDURES W CC,57746.93,No Medicare Payment Available
673 - OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,102203.5,No Medicare Payment Available
682 - RENAL FAILURE W MCC,31803.07,7180.47
683 - RENAL FAILURE W CC,28025.48,5025.29
684 - RENAL FAILURE W/O CC/MCC,17000.25,No Medicare Payment Available
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,23822.67,6125.66
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,27089.2,4105.09
693 - URINARY STONES W/O ESW LITHOTRIPSY W MCC,104304.75,23214.75
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,62221.5,No Medicare Payment Available
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,45173.34,4518.97
707 - MAJOR MALE PELVIC PROCEDURES W CC/MCC,59053,9901.74
708 - MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,57741.38,8121.92
710 - PENIS PROCEDURES W/O CC/MCC,43402.25,7347.72
713 - TRANSURETHRAL PROSTATECTOMY W CC/MCC,74953,8534.91
724 - MALIGNANCY; MALE REPRODUCTIVE SYSTEM W/O CC/MCC,1475,No Medicare Payment Available
742 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,65947.5,No Medicare Payment Available
743 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,41806.33,No Medicare Payment Available
748 - FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,2481.75,No Medicare Payment Available
758 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W CC,58599.5,No Medicare Payment Available
759 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC,22743,No Medicare Payment Available
760 - MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,24016,No Medicare Payment Available
765 - CESAREAN SECTION W CC/MCC,21482.58,No Medicare Payment Available
766 - CESAREAN SECTION W/O CC/MCC,20381.98,No Medicare Payment Available
767 - VAGINAL DELIVERY W STERILIZATION &/OR D&C,26589.8,No Medicare Payment Available
769 - POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,11047.75,No Medicare Payment Available
770 - ABORTION W D&C; ASPIRATION CURETTAGE OR HYSTEROTOMY,39386.5,No Medicare Payment Available
774 - VAGINAL DELIVERY W COMPLICATING DIAGNOSES,17467.77,No Medicare Payment Available
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,14832.09,3692.21
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,43337.25,No Medicare Payment Available
777 - ECTOPIC PREGNANCY,44558.75,No Medicare Payment Available
779 - ABORTION W/O D&C,13008.25,No Medicare Payment Available
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,14921.88,No Medicare Payment Available
782 - OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,5330.33,No Medicare Payment Available
789 - NEONATES; DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY,3687.45,No Medicare Payment Available
791 - PREMATURITY W MAJOR PROBLEMS,7951.67,No Medicare Payment Available
792 - PREMATURITY W/O MAJOR PROBLEMS,5779.9,No Medicare Payment Available
793 - FULL TERM NEONATE W MAJOR PROBLEMS,5195.84,No Medicare Payment Available
794 - NEONATE W OTHER SIGNIFICANT PROBLEMS,5194.47,No Medicare Payment Available
795 - NORMAL NEWBORN,4869.34,No Medicare Payment Available
807 - VAGINAL DELIVERY W/O STERILIZATION/D&C W/O CC/MCC,10737.5,No Medicare Payment Available
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,25160.25,11664.63
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,76258.25,6821.5
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,21336.25,No Medicare Payment Available
811 - RED BLOOD CELL DISORDERS W MCC,36594.8,7343.39
812 - RED BLOOD CELL DISORDERS W/O MCC,38875.45,3315.37
813 - COAGULATION DISORDERS,66622.38,30323.04
815 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,25388.13,5490.36
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,11158.77,11597.47
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,24778.58,No Medicare Payment Available
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,112337.25,30015.28
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,46528,No Medicare Payment Available
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,119693.75,No Medicare Payment Available
857 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,36618.25,No Medicare Payment Available
858 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC,61522,No Medicare Payment Available
862 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,46910.85,No Medicare Payment Available
863 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,21215,No Medicare Payment Available
864 - FEVER,19457.5,No Medicare Payment Available
865 - VIRAL ILLNESS W MCC,41650,No Medicare Payment Available
866 - VIRAL ILLNESS W/O MCC,30916.81,No Medicare Payment Available
870 - SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,161172.33,37543.63
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,53785.35,11958.53
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,33959.72,6943.48
885 - PSYCHOSES,17724,No Medicare Payment Available
896 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,13260,No Medicare Payment Available
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,29901.08,No Medicare Payment Available
906 - HAND PROCEDURES FOR INJURIES,73396.25,No Medicare Payment Available
908 - OTHER O.R. PROCEDURES FOR INJURIES W CC,29311.5,11099.1
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,26709.08,7051.21
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,24793.56,No Medicare Payment Available
919 - COMPLICATIONS OF TREATMENT W MCC,96959.75,20501.51
920 - COMPLICATIONS OF TREATMENT W CC,22420.13,5476.12
921 - COMPLICATIONS OF TREATMENT W/O CC/MCC,28111,No Medicare Payment Available
947 - SIGNS & SYMPTOMS W MCC,21720.15,3252.41
948 - SIGNS & SYMPTOMS W/O MCC,23671.04,No Medicare Payment Available
951 - OTHER FACTORS INFLUENCING HEALTH STATUS,4109,No Medicare Payment Available
974 - HIV W MAJOR RELATED CONDITION W MCC,46731.75,15224.36
981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,59357,No Medicare Payment Available
987 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,106974.5,No Medicare Payment Available
989 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,83697.75,No Medicare Payment Available
