Procedure ID,Description,Amount
2407,BISOPROLOL/HCTZ 2.5/6.25,13.96
2408,BISOPROLOL/HCTZ 5/6.25  ,13.96
2409,INH BITOLTRL MES CNC 1MG,245.40
2415,BLEOMYCIN SULF 15 U INJ ,191.90
2441,BRINZOLAMIDE 1% 5ML OP  ,151.20
2446,BROMOCRIPTINE 2.5MG TAB ,13.96
2455,CEFPODOXIME 100MG/5ML   ,382.64
2462,INHBUDESOND NC 0.25MG   ,23.26
2463,INH BUDESOND NC TO 0.5MG,30.24
2468,BUDESONIDE 3MG EC CAP   ,17.45
2469,BUDESONIDE NAS INH 7GM  ,225.63
2470,CEFUROXIME 125MG/5ML LIQ,13.96
2476,BUMETANIDE 0.5MG TAB    ,13.96
2478,BUMETANIDE 0.5 MG INJ   ,70.95
2479,BUMETANIDE 1MG/4ML VL   ,70.95
2489,BUPIVICAINE 30 ML INJ   ,73.28
2492,BUPIVACAIN 0.75% 30MLINJ,70.95
2494,BUPIVACAIN/EPI 0.25%30ML,28.62
2495,BUPIVACAIN/EPI 0.75%30ML,73.28
2496,BUPIVACAIN/EPI 0.25%50ML,73.28
2499,BUPIVACAINE 0.25% 50MLVL,73.28
2501,BUPIVACAINE 0.5% 10MLINJ,70.95
2505,BUPIVICAINE 30 ML INJ   ,17.00
2509,BUPIVACAINE 0.5% 50ML VL,73.28
2517,BUPIVACAINE/DEX 0.75%2ML,70.95
2519,BUPIVACAINE/EPI 0.5%30ML,62.81
2547,BUPIVACAINE/EPI 0.5%50ML,73.28
2549,BUPROPION 100MG SR TAB  ,15.13
2550,BUPROPION 150MG SR TAB  ,13.96
2551,BUPROPION 100MG TAB     ,13.96
2552,BUPROPION 75MG TAB      ,13.96
2555,CHLORAMPHEN 0.5% 7.5MLOP,31.41
2559,BUSPIRONE 5MG TAB       ,13.96
2560,BUSULFAN 2 MG PO        ,34.90
2561,BUTABARBITAL 30MG/5ML   ,34.90
2563,BUTOCONAZOLE 2% 28GM CR ,83.74
2576,CAFFEINE CIT 20MG/ML LIQ,145.39
2584,CAFFEINE/NA BENZ 500MG  ,125.61
2586,CALAMINE 120ML LOT      ,31.41
2594,CALCITONIN SALMON 400 U ,179.11
2598,CALCITRIOL 0.25MCG CAP  ,13.96
2607,CALCIUM ACET 667MG TAB  ,13.96
2608,CALCIUM ACET/ALUM SLF PK,31.41
2618,CALCIUM CARB 1250MG TAB ,13.96
2628,CALCIUM CARB 500MG CHEW ,13.96
2631,CALCIUM CARB/GLYCIN CHEW,13.96
2633,CALCIUM CARB/SIMETH LIQ ,13.96
2634,CALCIUM CARB/VIT D 500MG,13.96
2636,CALCIUM CARB/VIT D 625MG,13.96
2638,CALCIUM CHL 1GM 10ML SYR,70.95
2644,CALCIUM CITR 950MG TAB  ,13.96
2646,CALCIUM CITR/VIT D 315MG,13.96
2650,EDETATE CA DIS TO 1000MG,259.36
2651,CALCIUM GLUB 1.8GM/5ML  ,13.96
2658,CA GLUCONATE 10 ML INJ  ,70.95
2663,CALCIUM GLUC 500MG TAB  ,13.96
2667,CALCIUM LACT 650MG TAB  ,13.96
2668,CALCIUM PHOS/VIT D TAB  ,13.96
2674,CANDESARTAN 16MG TAB    ,13.96
2675,CANDESARTAN 4MG TAB     ,13.96
2677,CANDESARTAN 8MG TAB     ,13.96
2687,CAPSAICIN 0.025% 45GM CR,65.13
2691,CAPTOPRIL 12.5MG TAB    ,13.96
2694,CLOBETASL 0.05% TOP 30GM,979.27
2696,CAPTOPRIL 25MG TAB      ,13.96
2705,CARBACHOL 0.01% 1.5ML VL,131.43
2711,CARBACHOL 3% 15ML OP    ,175.62
2712,CARBAMAZEPINE 100MG CHEW,13.96
2713,CARBAMAZEPINE 100MG/5ML ,13.96
2715,CARBAMAZEPINE 100MG XR T,13.96
2716,CARBAMAZEPINE 200MG TAB ,13.96
2717,CARBAMAZEPINE 200MG XR T,13.96
2718,CARBAMAZEPINE 20MG/ML OS,19.84
2732,CARBAMIDE PER 6.5%15MLOT,31.41
2733,CARBAMIDE PER 10%60ML BL,31.41
2739,CARBIDOPA/LEVO 10/100 TB,13.96
2741,CLOTRIMA/BETAMET 30MLLOT,210.52
2743,CARBIDOPA/LEVO 25/100 CR,13.96
2745,CARBIDOPA/LEVO 25/100 TB,13.96
2746,CARBIDOPA/LEVO 25/250 TB,13.96
2747,CARBOPLATIN 50 MG INJ   ,15.90
2748,CARBIDOPA/LEVO 50/200 CR,13.96
2749,CARBOPROST 250MCG INJ   ,258.19
2755,CARBOXYMETHYLCL 0.5%15ML,40.71
2756,CARBOXYMETHYLCL 1% 0.4ML,17.45
2759,CARISOPRODOL 350MG TAB  ,13.96
2770,CARTEOLOL 1% 5ML OP     ,90.71
2771,CARVEDILOL 12.5MG TAB   ,13.96
2773,CARVEDILOL 6.25MG TAB   ,13.96
2774,CARVEDILOL 3.125MG TAB  ,13.96
2776,CASPOFUNGIN ACETATE 5 MG,167.48
2777,CASTOR OIL 95% LIQ      ,13.96
2778,COCAINE 25GM POW        ,34.90
2785,CEFACLOR 125MG/5ML LIQ  ,205.86
2790,CEFACLOR 250MG CAP      ,17.45
2792,CEFACLOR 500MG CAP      ,27.91
2795,CEFACLOR 250MG/5ML LIQ  ,13.96
2798,CEFADROXIL 500MG CAP    ,40.71
2799,COD LIVER/ZINC OX 4OZ OI,31.41
2801,CEFADROXIL 500MG/5ML LIQ,13.96
2838,CEFAZOLIN 500 MG VL     ,70.95
2840,CEFDINIR 300MG CAP      ,24.43
2845,CEFIXIME 100MG/5ML LIQ  ,23.26
2851,CEFIXIME 400MG TAB      ,41.87
2862,CEFOTAXIME 1 G VL       ,70.95
2867,CEFOTAXIME 500MG VL     ,26.75
2873,CEFOTETAN 2GM VL        ,46.52
2879,CEFOXITIN 1 G INJ       ,96.53
2881,CEFOXITIN 1 G BAG       ,80.25
2883,CROMOLYN 4% 26ML NAS SPR,55.83
2888,CEFPODOXIME 50MG/5ML LIQ,202.36
2889,CEFPODOXIME 200MG TAB   ,26.75
2890,CEFPROZIL 125MG/5ML LIQ ,96.53
2891,CEFPROZIL 250MG TAB     ,24.43
2892,CEFPROZIL 250MG/5ML LIQ ,175.62
2913,CEFTRIAXONE 250 MG VL   ,90.71
2925,CEFUROXIME 250MG TAB    ,26.75
2929,CEFUROXIME 750 MG VL    ,70.95
2931,CELECOXIB 100MG CAP     ,13.96
2947,CEPHALEXIN 250MG CAP    ,13.96
2949,CEPHALEXIN 125MG/5ML LIQ,13.96
2950,CEPHALEXIN 250MG/5ML LIQ,13.96
2951,CEPHALEXIN 500MG CAP    ,13.96
2960,CETIRIZINE 10MG TAB     ,13.96
2961,CETIRIZINE 5MG/5ML LIQ  ,13.96
2969,CETYLPYRIDINIUM LOZ     ,13.96
2972,CEVIMELINE 30MG CAP     ,13.96
2973,CHLORAL HYDRAT 324MG SUP,27.91
2979,CHLORAL HYDRAT 500MG/5ML,18.61
2980,CHLORAL HYDRAT 648MG SUP,27.91
2982,CHLORAMBUCIL 2 MG PO    ,28.66
2985,CHLORAMPHEN 1% 3.5GM OP ,83.74
2998,CHLORAMPHENICOL 1 G INJ ,70.95
3034,CHLORDIAZEP/CLIDIN 5/2.5,13.96
3061,CHLORDIAZEPOX TO 100 MG ,157.02
3077,CHLORDIAZEPOXID 25MG CAP,17.45
3078,CHLORDIAZEPOXIDE 5MG CAP,17.45
3084,CHLORHEX GLUC 4% 120ML  ,17.45
3086,CHLORHEX GLUC 0.12%480ML,80.25
3087,CHLORHEX GLUC 4% 960ML  ,70.95
3091,CHLORPROCAINE 30 ML INJ ,70.95
3096,CHLORPROCAINE 20 ML INJ ,70.95
3098,CHLOROTHIAZIDE 250MG/5ML,68.62
3099,CHLOROTHIAZIDE 250MG TAB,13.96
3132,CHLOROTHIAZIDE 500MG INJ,111.65
3133,CHLOROTRIANISEN 12MG CAP,13.96
3146,CHLORPHENIRAMINE 12MG SA,13.96
3148,CHLORPHENIRAMINE 4MG TAB,13.96
3180,CHLORPROMAZINE TO 50 MG ,70.95
3185,CHLORPROPAMIDE 250MG TAB,13.96
3191,CHLORTHALIDONE 25MG TAB ,13.96
3192,CHLORTHALIDONE 50MG TAB ,13.96
3196,CHLORZOXAZONE 500MG TAB ,13.96
3198,CHOLESTYR/ASPART 4GM/5GM,13.96
3199,CHOLESTYRAMINE/SUCR PKT ,13.96
3209,CHOLINE SAL/MAG SAL500MG,13.96
3217,CHOLINE SAL/MAG SAL750MG,13.96
3227,CHROMIUM 200MCG TAB     ,13.96
3228,CHONDROITIN/SOD HYAL KT ,840.58
3244,CIDOFOVIR 375 MG INJ    ,2619.14
3245,CILOSTAZOL 100MG TAB    ,13.96
3277,CIMETIDINE 1200MG/8ML VL,70.95
3288,CIMETIDINE 300MG TAB    ,13.96
3291,CIMETIDINE 300MG/5ML LIQ,746.66
3294,CIMETIDINE 400MG TAB    ,13.96
3297,CIPROFLO/HC0.2%/0.1%10ML,215.17
3298,CIPROFLOXACI 200MG/100ML,80.25
3324,CIPROFLOXACIN 0.3% 2.5ML,119.80
3334,CIPROFLOXACIN 250MG TAB ,24.43
3344,CISATRACURIUM 10MG VL   ,92.60
3346,CISPLATIN 10MG INJ      ,10.60
3347,CISATRACURIUM 20MG VL   ,152.13
3348,CIT ACID/KCIT 334/1100LI,118.62
3350,CITALOPRAM 10MG TAB     ,15.13
3353,CITALOPRAM 20MG TAB     ,13.96
3356,CLADRIBINE 1 MG INJ     ,100.70
3359,CLARITHROMYCIN 125MG/5ML,13.96
3360,CLARITHROMYCIN 250MG/5ML,26.75
3361,CLARITHROMYCIN 500MG TAB,24.43
3370,CLEMASTINE 2.68MG TAB   ,13.96
3374,CLINDAMYCIN 1% 30ML LOT ,53.50
3375,CLINDAMYCIN 100MG VAG TB,193.07
3378,CLINDAMYCIN 150MG CAP   ,13.96
3381,CLINDAMYCIN 2% 40GM CR  ,215.17
3383,CLINDAMYCIN 300 MG VL   ,70.95
3389,CLINDAMYCIN 600MG/D 50ML,72.11
3390,CLINDAMYCIN 600MG/4ML VL,70.95
3391,CLINDAMYCIN 75MG/5ML LIQ,90.71
3392,CLINDAMYCIN 900MG/6ML VL,86.06
3394,CLINDAMYCIN 900MG/D 50ML,83.74
3398,CLOBETASL 0.05%TOP 15GM ,483.83
3406,CLOBETASOL 0.05% 30GM CR,93.05
3408,CLOFAZIMINE 50MG CAP    ,13.96
3418,CLONAZEPAM 0.5MG TAB    ,17.45
3421,CLONAZEPAM 1MG TAB      ,10.60
3423,CLONIDINE 0.1MG TAB     ,13.96
3427,CLONIDINE 0.1MG/24HR PAT,52.34
3429,CLONIDINE 0.2MG/24HR PAT,84.91
3430,CLONIDINE 0.3MG/24HR PAT,117.47
3447,CLOPIDOGREL 75MG TAB    ,22.10
3449,CLORAZEPATE 3.75MG TAB  ,17.45
3453,CLORAZEPATE 7.5MG TAB   ,17.45
3454,CLOTRIMA/BETAMET 15GM CR,83.74
3460,CLOTRIMA/BETAMET 45GM CR,280.30
3465,CLOTRIMAZOLE 1% 15GM CR ,30.24
3466,CLOTRIMAZOLE 1% 30GM CR ,37.22
3467,CLOTRIMAZOLE 1% 45GM CR ,88.39
3468,CLOTRIMAZOLE 1% 30ML LOT,119.80
3469,CLOTRIMAZOLE 1% 45GM VAG,34.90
3471,CLOTRIMAZOLE 100MG TAB  ,31.41
3472,CLOTRIMAZOLE 10MG TAB   ,13.96
3477,CLOTRIMAZOLE 500MG TAB  ,26.75
3479,CLOZAPINE 25 MG PO      ,13.96
3485,ETODOLAC 400MG TAB      ,13.96
3488,COCAINE 4% 4ML SOL      ,111.65
3495,CODEINE 15MG TAB        ,17.45
3572,CODEINE 30MG TAB        ,17.45
3587,COLCHICINE 0.6MG TAB    ,13.96
3629,COLCHICINE/PROB 0.5/500 ,13.96
3642,COLESEVELAM 625MG TAB   ,13.96
3644,COLESTIPOL 1GM TAB      ,13.96
3646,COLESTIPOL 5GM PKT      ,13.96
3658,COLLAGENASE 15 GM TOP   ,250.05
3659,COLLAGENASE 30 GM TOP   ,301.23
3664,COLLODION FLEXIBLE 120ML,17.45
3667,COLLOIDAL OATMEAL PKT   ,31.41
3677,FENOPROFEN 600MG TAB    ,13.96
3697,CROMOLYN 20MG CAP       ,13.96
3698,CROMOLYN 20MG/2ML AMP   ,13.96
3727,CROMOLYN SPR 8.1GM INH  ,273.32
3728,CROTAMITON 10% 60ML LOT ,70.95
3731,CYANIDE ANTIDOTE KIT    ,978.12
3738,CYANOCOBALAMIN 100MCG TB,13.96
3741,CYANOCOBALAMIN 1MG TAB  ,11.02
3766,CYANOCOBALAMIN 1000 MCG ,70.95
3767,CYANOCOBALAMIN 500MCG TA,13.96
3774,CYCLOBENZAPRINE 10MG TAB,13.96
3775,CYCLOPENTOLATE 1% 2ML OP,31.41
3777,CYCLOPHOSPHAMIDE 100MG  ,166.00
3778,CYCLOPENTOLATE 2% 5ML OP,130.26
3796,CYPROHEPTADINE 2MG/5ML  ,55.83
3798,CYPROHEPTADINE 4MG TAB  ,13.96
3857,D10/W 1000ML            ,106.12
3931,D5/0.25NS 1000ML        ,106.12
3932,D5/0.25NS 500ML         ,106.12
3939,D5/0.25NS KCL 20MEQ 1L  ,106.12
3946,D5/0.33NS 1000ML        ,106.12
3947,D5/0.33NS KCL 20MEQ 1L  ,106.12
3948,D5/0.45NS 1000ML        ,106.12
3958,D5/.5NS 500ML           ,106.12
3961,D5/.5NS KCL 10MEQ 1000ML,101.88
3963,D5/.5NS KCL 20MEQ 1000ML,106.12
3968,D5/.5NS KCL 40MEQ 1000ML,44.57
3984,D5/NS 1000ML            ,106.12
3986,D5NS 500 ML             ,111.65
3987,D5/NS KCL 40MEQ 1000ML  ,40.33
3988,D5/NS KCL 20MEQ 1000ML  ,106.12
3989,D5/R 1000ML             ,106.12
3990,D5/R 500ML              ,101.88
3992,D5W 1000ML              ,116.30
3995,D5/W 100ML              ,106.12
3996,D5/W 150ML              ,101.88
3997,D5/W 250ML              ,106.12
4207,D5W 500 ML              ,116.30
4209,D5/W 50ML               ,57.30
4214,D5/KCL 1000ML           ,106.12
4216,FLUORESCEIN DROPP 2% 1ML,31.41
4219,D5/KCL 1000ML           ,101.88
4243,DANTROLENE 100MG CAP    ,13.96
4247,DANTROLENE 20MG VL      ,345.42
4248,DANTROLENE 25MG CAP     ,13.96
4252,DAPSONE 25MG TAB        ,13.96
4253,DAPSONE 100MG TAB       ,13.96
4256,DEFEROX MESY 500 MG INJ ,352.41
4265,DERMAGRAN 120GM OI      ,45.37
4267,DESERERPI/METHYCL 0.25/5,13.96
4268,FOSFOMYCIN 3GM POW      ,145.39
4271,DESIPRAMINE 25MG TAB    ,13.96
4273,DESLORATADINE 5MG TAB   ,13.96
4274,DESIPRAMINE 75MG TAB    ,13.96
4278,DESMOPRESSIN 0.1MG TAB  ,13.96
4279,FROVATRIPTAN 2.5MG TAB  ,108.16
4281,DESMOPRESSIN 0.25MG SPR ,461.73
4284,DESONIDE 0.05% 15GM CR  ,76.77
4290,DESOXIMETAS 0.25% 15GMCR,69.78
4302,DEXAMETHAS 0.1% 5ML OP  ,274.54
4303,DEXAMETHAS 0.05% 3.5G OP,45.37
4310,DEXAMETHASONE 0.5 MG PO ,13.96
4311,DEXAMETH 0.5MG/5ML LIQ  ,13.96
4314,DEXAMETHASONE 0.75 MG PO,13.96
4316,DEXAMETHASONE 1MG/ML OS ,3.55
4347,DEXTRANOMER BEADS 4GM   ,45.37
4352,DEXTROMETH/PSEUD/BPM LIQ,13.96
4355,DEXTROMETHORPH 30MG/5ML ,13.96
4361,DEXTROS/LEVU/PHOS AC LIQ,41.87
4363,DEXTROSE 25% 10ML SYR   ,70.95
4367,DEXTROSE 40% 31GM LIQ   ,17.45
4368,DEXTROSE 50% 50ML SYR   ,70.95
4369,DEXTROSE 50% 50ML VL    ,25.44
4374,DEXTROSE CHEW TAB       ,17.45
4432,DIAZEPAM 2MG TAB        ,17.45
4433,DIAZEPAM 5MG TAB        ,18.61
4437,DIAZEPAM UP TO 5 MG     ,33.92
4438,DIAZEPAM 5MG/5ML LIQ    ,257.04
4439,DIAZEPAM 5MG/ML LIQ     ,19.84
4448,DIBUCAINE 1% 30GM OI    ,31.41
4454,DICLOFEN/MISOPRO 75MG TB,13.96
4457,DICLOFENAC 25MG EC TAB  ,13.96
4462,DICLOFENAC 75MG EC TAB  ,13.96
4463,DICLOXACILLIN 250MG CAP ,13.96
4464,DICYCLOMINE 10MG TAB    ,13.96
4465,DICLOXACILLIN 62.5MG/5ML,59.32
4466,DICYCLOMINE 10MG/5ML LIQ,13.96
4468,DICYCLOMINE 20 MG INJ   ,183.76
4476,DIENESTROL 0.01% 78G CRM,174.45
4490,DIFLUNISAL 250MG TAB    ,13.96
4673,DIGOXIN 0.05MG/ML LIQ   ,13.96
4679,DIGOXIN 0.1MG CAP       ,13.96
4688,DIGOXIN 0.125MG TAB     ,13.96
4693,DIGOXIN 0.25MG TAB      ,13.96
4698,DIGOXIN UP TO 0.5 MG    ,70.95
4731,DIGOXIN 0.2MG CAP       ,13.96
4759,DIGOXIN UP TO 0.5 MG    ,193.07
4764,DIHYDROERGOT 1 MG INJ   ,368.69
4782,**DILTIAZEM 100MG VL    ,95.91
4785,DILTIAZEM 120MG SA CAP  ,13.96
4786,DILTIAZEM 125MG/25ML VL ,125.61
4834,DILTIAZEM 180MG SA CAP  ,13.96
4842,DILTIAZEM 240MG SA CAP  ,13.96
4844,DILTIAZEM 25MG/5ML VL   ,210.52
4851,DILTIAZEM 300MG SA CAP  ,17.45
4853,DILTIAZEM 30MG TAB      ,13.96
4864,DILTIAZEM 60MG SA CAP   ,13.96
4874,DILTIAZEM 90MG SA CAP   ,13.96
4877,DILTIAZEM 90MG TAB      ,13.96
4878,DIMENHYDRINATE 50MG TAB ,13.96
4880,DIMENHYDRINATE TO 50 MG ,73.28
4881,DMSO 50% 50 ML INJ      ,366.36
4883,DINOPROSTON 0.5MG/3GMGEL,704.79
4885,DINOPROSTONE 10MG SUPP  ,1099.07
4888,DINOPROSTONE 20MG SUPP  ,885.07
4891,DIPHENHYDRAMI 12.5MG/5ML,13.96
4893,DIPHENHYD/CALAMINE 180ML,31.41
4898,DIPHENHYDRAMIN 1% 30G CR,31.41
4906,DOLASETRON MES 50 MG PO ,381.43
4907,DIPHENOXYLATE/ATROP LIQ ,43.04
4908,DIPHENHYDRAMNE 50 MG INJ,70.95
4910,DIPHENOXYLATE/ATROP TAB ,18.61
4914,DIPIVEFRIN 0.1% 5ML OP  ,60.47
4915,DIPYRIDAMOLE 10 MG INJ  ,46.52
4918,DIPYRIDAMOLE 25MG TAB   ,13.96
4919,DIPYRIDAMOLE 50MG TAB   ,13.96
4923,DISOPYRAMIDE 100MG CAP  ,13.96
4925,DIPYRIDAMOLE/ASA SA CAP ,13.96
