Px Code,Procedure Description,Unit Price,FEE SCHEDULE GROUP NAME,
73260000163,NM CARD MULT WALL/EF,1226.82,,PROCEDURES [101]
73260000164,NM CARD SNGL WALL/EF,1144.71,,PROCEDURES [101]
73260000165,NM CARD SPECT MULT WALL/EF,6185.3,,PX COMPLETION [109]
73260000166,NM CARD SPECT SNGL WALL/EF,1576.51,,PX COMPLETION [109]
76010000969,INJ AGENT PARVERT C/T 3+ LV,1138.95,,PROCEDURES [101]
76010000970,INJ AGENT PARVERT L/S 3+ LV,475.27,,PROCEDURES [101]
76010000972,INJ AGENT PARVERT C/T 2 LV,475.27,,PROCEDURES [101]
76010000973,INJ AGENT PARVERT C/T SNGL,1343.71,,PROCEDURES [101]
76010000974,INJ AGENT PARVERT L/S 2 LV,475.27,,PROCEDURES [101]
76010000975,INJ AGENT PARVERT L/S SNGL,1443.2,,PROCEDURES [101]
73290000056,MLC DEVICE FOR MOD RAD TX,1474.36,,PROCEDURES [101]
73620000023,PULM REHAB COPD 1 HR PER SESN,121.9,,PROCEDURES [101]
77030034073,GRFT DERM XNMTRX 5.9X9.8IN BARD -K5,13357.89,,Supplies [3]
73004000001,ACTIVATED COAG TIME POCT,74.52,,POC LAB [106]
73004000002,AMNISURE POCT,222.64,,POC LAB [106]
73004000003,BASIC METABOLIC POCT,157.32,,POC LAB [106]
73004000013,HEMATOCRIT POCT,30.36,,POC LAB [106]
77030034094,GRFT BN SUB ELITE TRNTY MUSC -I1,4342.75,,Supplies [3]
73004000016,OCC BLD FEC 1TO3 SCRN POCT,18.4,,POC LAB [106]
73004000018,OCC BLD GASTRIC SGL POCT,23.92,,POC LAB [106]
73004000022,PROTIME POCT,29.44,,POC LAB [106]
77030034098,PLT HLDG TAK OSEO -B,190.05,,Supplies [3]
77030034111,LD ICD CRTD ACUITY X4 BSC -H,7445.96,,Supplies [3]
77030034123,GRFT DBM SYNTH MIIG WRGH -F,3209.38,,Supplies [3]
77030034124,GRFTJACKET TISS MTRX 5X30MM 1.5 SQ CM,2214.92,,Supplies [3]
77030034126,GRFT BN SUB ALLMTRX C PTTY WRGH -H,4002.08,,Supplies [3]
75810000047,APP FINGER SPLINT,171.6,,PROCEDURES [101]
75810000048,APP LONG ARM SPLINT,171.6,,PROCEDURES [101]
75810000051,APP SHRT ARM SPLINT,171.6,,PROCEDURES [101]
75810000079,CLSD TRMT NASL BONE W/O M,312.14,,PROCEDURES [101]
75810000102,ENDOTRACHEAL INTUBATION,785.08,,PROCEDURES [101]
75810000106,EVAC SUBUNGUAL HEMATOMA,48.4,,PROCEDURES [101]
75810000112,INC/DRN ABCESS SIMP,425.04,,PROCEDURES [101]
75810000141,RMVL F/B INTRANASAL,86.9,,PROCEDURES [101]
75810000145,RMVL FB EAR W/O GEN ANES,86.9,,PROCEDURES [101]
76010000003,EXT CEPHALIC VERSION,2367.19,,PROCEDURES [101]
76010000025,ENDOTRACHEAL INTUBATION,737.4,,PROCEDURES [101]
76010000021,FETAL CONTRACT STRESS TEST,1100.27,,PROCEDURES [101]
76010000022,FETAL NON STRESS TEST,568.97,,PROCEDURES [101]
76010000087,INS NONTUNL CVC>=5 YR,3183.94,,PROCEDURES [101]
76010000088,INS PICC WO PRT>=5 YR W/O IMAGING GUID,2205.38,,PX COMPLETION [109]
76010000050,DEBRIDE NAIL 6 OR MORE,125.12,,PROCEDURES [101]
76010000034,DRAIN ABSCESS COMPLX/MULTIPLE,378.67,,PROCEDURES [101]
76010000045,SHAVE SKiN LESION 0.5 CM OR L,210.59,,PROCEDURES [101]
76010000049,DEBRIDE NAIL 1 TO 5,125.12,,PROCEDURES [101]
76010000027,NASOTRACHEAL ASPIRATION,1450.93,,PROCEDURES [101]
76010000028,TRACHEOSTOMY TUBE CHANGE,388.33,,PROCEDURES [101]
76010000037,COMPLEX DRAINAGE WOUND,2207.08,,PROCEDURES [101]
76010000039,DEBRIDE BN/TISS/SKN=<20SQ CM,1959.05,,PROCEDURES [101]
76010000040,TRIM SKIN LESION,163.76,,PROCEDURES [101]
76010000041,TRIM SKIN LESIONS 2 TO 4,163.76,,PROCEDURES [101]
76010000042,TRIM SKIN LESIONS OVER 4,214.45,,PROCEDURES [101]
76010000043,BIOPSY SKIN LESION,295.32,,PROCEDURES [101]
76010000044,BIOPSY SKIN ADD ON,199.96,,PROCEDURES [101]
76010000046,SHAVE SKIN LESION 0.6 TO 1CM,210.59,,PROCEDURES [101]
76010000047,SHAVE SKIN LESION 1.1 TO 2 CM,214.45,,PROCEDURES [101]
76010000048,TRIM NAIL/S,112.24,,PROCEDURES [101]
76010000089,PLC CATH SUP INF VENA CAVA,440.5,,PROCEDURES [101]
76010000090,PLC CATHR AB/PEL/EXT EA 1ST,691.66,,PROCEDURES [101]
76010000091,PLC CATHR AB/PEL/EXT INIT 2ND,658.81,,PROCEDURES [101]
76010000092,PLC CATHR AB/PEL/EXT INIT 3RD,674.27,,PROCEDURES [101]
76210000063,REC RM PH I FIRST 0.5 HR,697.62,,PROCEDURES [101]
76210000018,REC RM PH I EA ADD 0.5 HR,478.17,,PROCEDURES [101]
76210000020,REC RM PH II FIRST 0.5 HR,339.57,,PROCEDURES [101]
76010000672,LITHOTRIPSY,22684.58,,PROCEDURES [101]
75810000221,CLSD TRMT HUMERUS FRAC,1601.99,,PROCEDURES [101]
77030034197,PLG FIST BIOABSORB GDWN -G,1578.78,,Supplies [3]
77030034199,GRFT TISS ARTHROFLEX 40X70MM 28SQ CM,4779.6,,Supplies [3]
77030034202,CATH ANGI GD ATTN COMMND SURVLV MEDT -D,1288.82,,Supplies [3]
77030034214,ICD BIV INOGEN G148 BSC,53531.89,,Supplies [3]
77030006630,IMPL BLD HELICL SYNT -F,1456.4,,Supplies [3]
73010000003,ROUTINE VENIPUNCTURE,23.92,,PROCEDURES [101]
74630000013,IMMUNIZATION ADMIN SINGLE,55.2,,PROCEDURES [101]
74630000015,IMMUNIZATION ADMIN EACH ADDL,23,,PROCEDURES [101]
74630000077,HYDRATION IV INFUSION INITIAL,297.53,,PROCEDURES [101]
74630000078,HYDRATION IV INFUSION ADDL HR,90.16,,PROCEDURES [101]
74630000079,IV INFUSION INITIAL,331.34,,PROCEDURES [101]
74630000080,IV INFUSION ADDL HR,129.72,,PROCEDURES [101]
74630000081,IV INFUSION ADDL SEQUENTIAL,199.96,,PROCEDURES [101]
74630000082,IV INFUSION CONCURRENT,110.4,,PROCEDURES [101]
74750000057,INJECTION SC OR IM,120.52,,PROCEDURES [101]
74750000059,IV PUSH SINGLE OR INITIAL,197.06,,PROCEDURES [101]
74750000060,IV PUSH ADDL SEQUENTIAL,271.45,,PROCEDURES [101]
73800000003,ECG TRACING,234.26,,EKG [108]
73800000007,RHYTHM ECG TRACING ONLY,178.25,,PX COMPLETION [109]
73610000038,AIRWAY INHALATION TX INITIAL,176.64,,PROCEDURES [101]
76010000667,WOUND CARE NON SELECTIVE,449.19,,PROCEDURES [101]
76010000636,BLADDER IRRIGATION SIMPLE,220.25,,PROCEDURES [101]
76010000638,INSERT BLDDR CATH STRAIGHT,204.79,,PROCEDURES [101]
76010000627,BLOOD DRAW FROM VAD,148.12,,PROCEDURES [101]
73610000039,AIRWAY INHALATION TX SUBSEQ,176.64,,PROCEDURES [101]
76010000644,INSERT BLDDR CATH COMPLEX,350.66,,PROCEDURES [101]
73020000029,BLOOD TRANSFUSION,1114.76,,PROCEDURES [101]
74750000073,IV PUSH ADDL SAME DRUG >31MIN,246.33,,PROCEDURES [101]
73040000100,OCCULT BLOOD GASTRIC,23.92,,PROCEDURES [101]
77010033678,OXYGEN DAILY,134.4,,Supplies [3]
77030007002,CAP SPN ROD TI J&J -D,944.84,,Supplies [3]
77030007027,CBL CERCLG SS ZIMM -D,846.72,,Supplies [3]
77030007045,CBL SPN TI MEDT -E,1362.69,,Supplies [3]
77030007050,CBL TROCH CO ZIMM -C,609.68,,Supplies [3]
77030007126,CGE SPN SYNEX SYNT -k2,11959.92,,Supplies [3]
77030007178,COIL EMB NEST COOK -B,309.8,,Supplies [3]
73420000013,OT ELECT STIM ATTENDED 15 MIN,55.2,,PROCEDURES [101]
73420000010,OT PARAFFIN BATH,81.88,,PROCEDURES [101]
73420000016,OT ULTRASOUND 15 MIN,64.4,,PROCEDURES [101]
73610000017,CPAP THERAPY DAILY,854.91,,PROCEDURES [101]
73620000010,PULSE OXIMETRY SINGLE,188.6,,PROCEDURES [101]
74640000009,HEMODIALYSIS,554.4,,PROCEDURES [101]
74650000012,PERITONEAL DIALYSIS,457.88,,PROCEDURES [101]
77030007215,CONN SPN PARA ALSP -G,1810.31,,Supplies [3]
77030007242,CONN SPN TI ZIMM -E,13.65,,Supplies [3]
77030007295,DRN BILI T-TU BARD -A,40.95,,Supplies [3]
76010000234,BONE MARROW ASPIRATION,1279.72,,PROCEDURES [101]
76010000648,CIRCUMCISION,5404.77,,PROCEDURES [101]
74690000003,ESTAB PT LEVEL I,123,,PROCEDURES [101]
73250000017,US OBS FETUS LTD,695.55,,PROCEDURES [101]
74690000004,NEW PT LEVEL I,123,,PROCEDURES [101]
74690000028,NEW PT LEVEL II,173,,PROCEDURES [101]
76010000393,AMNIOCENTESIS,606.65,,PROCEDURES [101]
76010000385,AMNIOCENTESIS THERAPEUTIC,793.09,,PROCEDURES [101]
76010000337,RMVL TUNL CVC WO PRT,1451.9,,PROCEDURES [101]
74750000028,DIABETES SLF MGT TRN OTPT IND,127,,PROCEDURES [101]
74750000029,DIABETES SLF MGT 30 MIN GRP,72,,PROCEDURES [101]
73270000000,CT SCAN FOR THERAPY GUIDE,1118.15,,PROCEDURES [101]
73250000011,US GUID RADIOELEMENT APPL,955.83,,PROCEDURES [101]
74630000004,CHEMO SQ IM NONHORMONAL,402.1,,PROCEDURES [101]
74630000005,CHEMO SQ IM HORMONAL,276.52,,PROCEDURES [101]
76010000251,BONE MARROW BIOPSY,2156.68,,PROCEDURES [101]
76010000235,BIOPSY LIVER PERC,2781.11,,PROCEDURES [101]
76010000252,SPINAL PUNCTURE DIAG,1530.14,,PROCEDURES [101]
74750000061,ESOPHAGUS MOTILITY STUDY W/S&I,764.35,,PROCEDURES [101]
76010000239,SPINAL PUNCTURE THERAP,1592.41,,PROCEDURES [101]
76010000238,INJECT EPIDURAL BLOOD PATCH,1777.44,,PROCEDURES [101]
76010000629,DECLOT IMP VAD CATHR,462.71,,PROCEDURES [101]
74750000024,IRRIGATION VAD,209.3,,PROCEDURES [101]
74630000006,CHEMO IV PUSH SINGL DRUG,1034.83,,PROCEDURES [101]
74630000007,CHEMO IV PUSH ADDL DRUG,668.96,,PROCEDURES [101]
74630000008,CHEMO IV INFUSION 1ST HOUR,1463.49,,PROCEDURES [101]
74630000009,CHEMO IV INFUSION ADDL HR,455.23,,PROCEDURES [101]
74630000011,CHEMO IV INFUS EACH ADDL SEQ,793.33,,PROCEDURES [101]
73850000000,REHAB CARDIAC OP W ECG,316.37,,PROCEDURES [101]
73610000016,BIPAP THERAPY DAILY,854.91,,PROCEDURES [101]
73610000015,AEROS VAPOR INHALN DEMO/EVAL,291.73,,PROCEDURES [101]
73010000004,CAPILLARY BLOOD DRAW,22.08,,PROCEDURES [101]
73610000023,INHALATION RX CONTIN FIRST HR,301.88,,PROCEDURES [101]
73610000002,INHALATION RX CONTIN E ADD HR,161,,PROCEDURES [101]
73620000001,PULSE OXIMETRY MULTIPLE,264.44,,PROCEDURES [101]
73610000009,AEROSOL INDUCED SPUTUM INDUCTION/SEP PROC,322.64,,PROCEDURES [101]
73610000014,CHEST WALL PERC/VIB/PD SUB,112.24,,PROCEDURES [101]
73610000013,CHEST WALL PERC/VIB/PD INI,1576.51,,PROCEDURES [101]
73610000012,VENT MGT IP INITIAL DAY,887.75,,PROCEDURES [101]
73610000006,VENT MGT IP SUBSEQ DAY,795.02,,PROCEDURES [101]
73620000000,PULSE OXIMETRY CONTINOUS,274.1,,PROCEDURES [101]
73620000006,END TIDAL CO2 RESPONSE CURVE,696.73,,PROCEDURES [101]
73620000004,EXPIRED GAS DETERMINATION CO2,276.82,,PROCEDURES [101]
73250000040,US CHEST,446.35,,PROCEDURES [101]
73610000035,RESP FUNCT GRP,220.25,,PROCEDURES [101]
73620000015,SPIROMETRY/BREATHING CAP TEST,201.25,,PROCEDURES [101]
73620000019,RESPIRATORY FLOW VOL LOOP,295.55,,PROCEDURES [101]
73620000016,SPIROMETRY PRE/POST BRNCHODIL,532.51,,PROCEDURES [101]
73620000017,METACHOLINE BRONCH CHALLENGE,943.06,,PROCEDURES [101]
73410000023,PT NEUROMUSCULAR REEDUC 15 MI,92.92,,PROCEDURES [101]
73410000030,PT THERAPEUTIC ACT 15 MIN,70.84,,PROCEDURES [101]
73410000008,PT MECHANICAL TRACTION,141.68,,PROCEDURES [101]
73410000013,PT VASOPNEUMATIC DEVICE,65.32,,PROCEDURES [101]
73410000018,PT IONTOPHORESIS 15 MIN,88.32,,PROCEDURES [101]
73410000028,PT MANUAL THERAPY 15 MIN,106.72,,PROCEDURES [101]
73410000047,PT ORTHOTIC MGMT/TRAIN 15 MIN INT ENCOUNTER,98.44,,PROCEDURES [101]
73410000048,PT PROSTHETIC TRAINING 15 MIN INT ENCOUNTER,101.2,,PROCEDURES [101]
73410000046,PT PHYS PERFORM TEST 15 MIN,120.52,,PROCEDURES [101]
73410000038,PT DEBRIDEMENT OPEN WND 1ST 20 CM,210.59,,PROCEDURES [101]
73410000039,PT DEBRIDEMENT OPEN WND ADDL 20 CM,280.14,,PROCEDURES [101]
74690000036,ESTAB PT LEVEL II,173,,PROCEDURES [101]
74690000038,ESTAB PT LEVEL III,221,,PROCEDURES [101]
76010000604,DRAIN ABSCESS SIMPLE/SINGLE,378.67,,PROCEDURES [101]
76010000614,DEBRIDEMENT TISS/SKN=< 20 SQ CM,1959.05,,PROCEDURES [101]
76010000616,DEBRIDE MUSC/TISS/SKN=<20SQ CM,1959.05,,PROCEDURES [101]
76010000625,UNNA BOOT,194.17,,PROCEDURES [101]
76010000606,INCISN/DRAIN HEMATOMA/SEROMA,2020.87,,PROCEDURES [101]
76010000608,PUNCTURE DRAINAGE OF LESION,0,,PROCEDURES [101]
74690000040,ESTAB PT LEVEL IV,313,,PROCEDURES [101]
76010000665,DEBRIDEMENT OPEN WND 1ST 20 CM,216.38,,PROCEDURES [101]
76010000666,DEBRIDEMENT OPEN WND ADDL 20 CM,277.24,,PROCEDURES [101]
76010000669,PT NEG PRESS WND TX <= 50 CM UTILIZING DME,925.43,,PROCEDURES [101]
76010000670,PT NEG PRESS WND TX >50CM UTILIZING DME,925.43,,PROCEDURES [101]
73420000025,OT THERAPEUTIC ACT 15 MIN,72.68,,PROCEDURES [101]
73420000014,OT IONTOPHORESIS 15 MIN,88.32,,PROCEDURES [101]
73420000019,OT NEUROMUSCULAR REEDUC 15 MI,101.2,,PROCEDURES [101]
73420000011,OT WHIRLPOOL,114.08,,PROCEDURES [101]
73430000007,MOTION FLUOROSCOPY/SWALLOW,145.36,,PROCEDURES [101]
73430000005,EVAL FOR SG DEVICE RX 1ST HR,361.28,,PROCEDURES [101]
73800000005,STRESS TEST WO REPORT,1238.9,,PX COMPLETION [109]
73800000060,ECHO TTE LTD,574.77,,PX COMPLETION [109]
73800000064,ECHO TTE STRESS EXRCSE,1887.56,,PX COMPLETION [109]
74510000016,EEG AWAKE AND ASLEEP,1368.1,,PX COMPLETION [109]
74750000041,MNT INITIAL INDIV EA 15 MIN,67.16,,PROCEDURES [101]
74750000042,MNT INDV SUBSEQ EA 15 MIN,55.2,,PROCEDURES [101]
73410000010,PT BIOFEEDBACK,110.4,,PROCEDURES [101]
75810000253,VAGINAL DELIVERY ER,2367.19,,PROCEDURES [101]
76010000641,INSERT BLADDER CATH SIMPLE,532.27,,PROCEDURES [101]
77030034280,GRFT DERM XNMTRX BARD -H1,3583.13,,Supplies [3]
77030008667,TU EAR TYTAN MEDT -B,503.84,,Supplies [3]
76010000631,WITHDRAW ARTERIAL BLOOD,97.52,,PROCEDURES [101]
73410000025,PT GAIT TRAINING 15 MIN,80.04,,PROCEDURES [101]
73410000033,PT SELF CARE/HOME MGMT 15 MIN,67.16,,PROCEDURES [101]
73410000029,PT GROUP THERAPY,59.8,,PROCEDURES [101]
73410000012,PT ELEC STIM UNATTENDED,109.48,,PROCEDURES [101]
73410000014,PT PARAFFIN BATH,73.6,,PROCEDURES [101]
73410000017,PT ELECT STIM ATTENDED 15 MIN,42.32,,PROCEDURES [101]
73410000020,PT ULTRASOUND 15 MIN,138.92,,PROCEDURES [101]
73410000021,PT THERAPEUTIC EXER 15 MIN,150.88,,PROCEDURES [101]
73410000015,PT WHIRLPOOL,55.2,,PROCEDURES [101]
73420000018,OT THERAPEUTIC EXER 15 MIN,150.88,,PROCEDURES [101]
73420000021,OT MASSAGE THERAPY 15 MIN,118.68,,PROCEDURES [101]
73420000040,OT ORTHOTIC MGMT/TRAIN 15 MIN INT ENCOUNTER,208.66,,PROCEDURES [101]
73420000029,OT SELF CARE/HOME MGMT 15 MIN,80.04,,PROCEDURES [101]
73420000022,OT MANUAL THERAPY 15 MIN,91.08,,PROCEDURES [101]
73430000003,SWALLOWING EVALUATION,133.4,,PROCEDURES [101]
73430000009,SWALLOWING THERAPY,190.3,,PROCEDURES [101]
73430000012,SPEECH LANGUAGE THERAPY,134.32,,PROCEDURES [101]
77030008735,TU GASTMY JEJU HALY -C,528.1,,Supplies [3]
77030008761,TU LARYN UNCUF COVD -B,177.45,,Supplies [3]
77030034342,SCR VOLR CORT LOK GEMNS TI SKEL -B,205.07,,Supplies [3]
77030008819,WRE CERCLG SYNT -A,46.2,,Supplies [3]
77030008820,WRE CERCLG SYNT -B,208.37,,Supplies [3]
77030008836,WRE K INLC -B,275.63,,Supplies [3]
77030008845,WRE K STRY -B,152.25,,Supplies [3]
77030008846,WRE K STRY -C,286.65,,Supplies [3]
73040004166,METHOTREXATE TX,427.8,,PROCEDURES [101]
77030007663,IMPL RETIN SPNG MIRA -B,238.14,,Supplies [3]
77030034410,GRFT BN SUB PRO OSTEON 15ML BIOM -G1,1091.48,,Supplies [3]
77030034412,GRFT BN SUB PRO OSTEON 20ML BIOM -I,1580.99,,Supplies [3]
77030007689,INTRO BRT CARD -B,173.25,,Supplies [3]
77030007717,INTRO FLXR CKFLO COOK -B,216.09,,Supplies [3]
77030007719,INTRO FLXR T-B COOK -B,357.21,,Supplies [3]
77030007757,INTRO PEEL COOK -B,164.85,,Supplies [3]
77030007806,INTRO SLP CATH COOK -D,856.64,,Supplies [3]
77030007877,KT SPN DRN MEDT -C,355.01,,Supplies [3]
77030007957,PIN BTTRS SS SYNT -B,152.25,,Supplies [3]
77030007963,PIN FIX STNMN J&J -B,76.65,,Supplies [3]
77030007982,PIN STNMN SS SYNT -B,230.42,,Supplies [3]
77030007983,PIN STNMN SS SYNT -C,306.5,,Supplies [3]
77030007997,PLT SPN ATL MEDT -G,3318.53,,Supplies [3]
77030008004,PLT TROCH W/CBL ZIMM -G1,2583.16,,Supplies [3]
77030008092,ROD SPN EXT FIX SYNT -B,392.49,,Supplies [3]
77030008114,ROD SPN REVERE GLBM -C,758.52,,Supplies [3]
77030008149,ROD SPN TI J&J -E,926.1,,Supplies [3]
77030008164,ROD SPN TI ZDIAC ALSP -F,1003.28,,Supplies [3]
77030008408,STNT BRONC FLNCY BARD -H1,3846.62,,Supplies [3]
77030008428,STPL BN SS WRGH -C,359.42,,Supplies [3]
77030008437,REINF STRP SEMGD WLGO -C,439.9,,Supplies [3]
77030009764,INSRT TAPR BIOMR ZIMM -C,338.47,,Supplies [3]
77030009798,LD ICD SGL COIL STJU -J,5303.03,,Supplies [3]
73060000072,CYTO CORE BIOPSY,258.28,,PROCEDURES [101]
77030009877,PIN FIX ORTHO J&J -B,906.26,,Supplies [3]
77030009878,PIN FIX ORTHO J&J -D,864.36,,Supplies [3]
73040004167,PSA FREE,76.36,,PROCEDURES [101]
77030010020,RTVR FLTR G-T COOK -C,755.21,,Supplies [3]
77030010140,SLV FEM S&N -C,416.75,,Supplies [3]
73040000340,HCG BETA QUAL SERUM,102.12,,PROCEDURES [101]
73050000009,HEMOGLOBIN,9.2,,PROCEDURES [101]
73050000006,HEMATOCRIT,17.48,,PROCEDURES [101]
73210000168,XR KNEE 3V RT,511.02,,PROCEDURES [101]
77030010052,SCR COM WRGH -D,811.44,,Supplies [3]
77030010053,SCR COMPR ZIMM -B,141.75,,Supplies [3]
77030010063,SCR CORT TRIM -B,254.68,,Supplies [3]
77030010283,STPLR ENDOSC J&J -E,1197.32,,Supplies [3]
73820000000,THROMB COR PERC,2724.12,,PROCEDURES [101]
73820000001,DISSOLVE HRT CLOT W ANGIO,1276.09,,PROCEDURES [101]
73820000002,IVUS HRT EA VSSL SEP,620.17,,PROCEDURES [101]
73820000028,INTRVAS DPLR ANGIO INIT,620.17,,PROCEDURES [101]
73820000029,INTRVAS DPLR ANGIO EA ADD,1033.62,,PROCEDURES [101]
73820000034,CATH RT HRT CONGENITAL,2579.22,,PROCEDURES [101]
73820000035,CATH RT/LT HRT CONGENITAL,5992.1,,PROCEDURES [101]
77030010413,WSHR BN J&J -B,162.75,,Supplies [3]
73840000001,DPLX SCN CAROTID UNI/LTD,486.86,,PX COMPLETION [109]
73840000002,STDY EXT ARTY SNGL BILAT,547,,PX COMPLETION [109]
73840000003,US EC ARTY COMPLT BILAT,1079.99,,PX COMPLETION [109]
73840000009,STDY EXT ARTY MULT BILAT,554.24,,PX COMPLETION [109]
73840000010,STDY EXT ARTY W EXRCSE,1412.78,,PX COMPLETION [109]
73840000011,DUP SCN ARTY/VEIN ABD COMPLT,1820.84,,PX COMPLETION [109]
73840000012,DUP SCN ARTY/VEIN ABD LTD,1559.46,,PX COMPLETION [109]
73840000013,DUP SCN AORTA IVC COMPLT,1236.05,,PX COMPLETION [109]
73840000014,DUP SCN AORTA IVC LTD,10376.81,,PX COMPLETION [109]
73840000017,DUP SCN HEMODIALYSIS ACCESS,909.01,,PX COMPLETION [109]
73840000019,DUP SCN EXTREMITY VEIN UNI,1539.52,,PX COMPLETION [109]
73840000020,DUP SCN EXTREMITY VEIN BILAT,1795.37,,PX COMPLETION [109]
73840000025,DUP SCN LW EXT ARTY BILAT,1240.48,,PX COMPLETION [109]
73840000026,DUP SCN LW EXT ARTY UNI,1057.73,,PX COMPLETION [109]
73840000027,DUP SCN UP EXT ARTY BILAT,1221.65,,PX COMPLETION [109]
73840000028,DUP SCN UP EXT ARTY UNI,1077.66,,PX COMPLETION [109]
77030008883,ADPT FEM EXT STRY -G1,2230.36,,Supplies [3]
73850000001,REHAB CARDIAC OP WOECG INIT,275.31,,PROCEDURES [101]
73800000008,EKG HOLTER UP TO 48 HR RECORD HOOK UP,2122.79,,PX COMPLETION [109]
73800000009,EKG HOLTER UP TO 48 HR RECORD SCAN/RPT,3122.6,,PX COMPLETION [109]
73800000011,EKG HOLTER EVENT MON SETUP,1655.48,,PX COMPLETION [109]
73800000012,EKG EVENT ANALYSIS 30 DAY,1391.04,,PROCEDURES [101]
73800000013,EP RECORD BUNDLE OF HIS,5045.28,,PROCEDURES [101]
73800000014,EP RECORD IART,5045.28,,PROCEDURES [101]
73800000015,EP RECORD RV,851.05,,PROCEDURES [101]
73800000016,EP MAP TACHY ADD ON,3215.81,,PROCEDURES [101]
73800000017,EP PACING IART,5045.28,,PROCEDURES [101]
73800000018,EP PACING IVENT,5045.28,,PROCEDURES [101]
73800000019,EP MAP 3D ADD ON,5129.46,,PROCEDURES [101]
73800000020,EP PACING HRT RHYTHM,804.68,,PROCEDURES [101]
73800000021,EP RA/HIS/VENT WO ARRYTH,5045.28,,PROCEDURES [101]
73800000022,EP RA W ARRYTH,5045.28,,PROCEDURES [101]
73800000023,EP LA PACING,200.93,,PROCEDURES [101]
73800000024,EP LV PACING,202.86,,PROCEDURES [101]
73800000026,EP STDY W ARRYTH,5045.28,,PROCEDURES [101]
73800000027,EP EVAL HRT DVC,4621.1,,PROCEDURES [101]
73800000028,EP EVAL CARDIO/DEFIB GEN/LEAD,1301.69,,PROCEDURES [101]
73800000029,EP EVAL AICD TRANSVENOUS,2841.25,,PROCEDURES [101]
73800000030,EP ABLT HRT COMPLT BLOCK,5496.54,,PROCEDURES [101]
73800000033,TILT TABLE EVAL W/WO DRUG,866.99,,PX COMPLETION [109]
73800000034,ECHO INTRACARDIAC,3932.83,,PROCEDURES [101]
73800000038,ANALYSIS PMKR SYS W PROG,123.63,,PX COMPLETION [109]
73800000058,EKG SIGNAL AVERAGING,655.67,,PX COMPLETION [109]
77030008921,ANCHR GII ETHBND J&J -D,851.13,,Supplies [3]
73800000068,EP HEART PACING MAPPING,6945.54,,PROCEDURES [101]
73800000069,TTE 2D WO/SPEC/COLOR COMP W/CONTR,1243.73,,PROCEDURES [101]
