"Facility","Description","Price"
"DLP TWIN COUNTY REGIONAL HOSP","STIMULATOR,ENT PROBE",4753.35
"DLP TWIN COUNTY REGIONAL HOSP","SUTURE, ETH,BLK,MONO 4-0,18"", P-3, 699G",57.13
"DLP TWIN COUNTY REGIONAL HOSP","BREATHING CIRCUIT-PEDIATRIC",42.55
"DLP TWIN COUNTY REGIONAL HOSP","TEMP. PACING KIT",2052.99
"DLP TWIN COUNTY REGIONAL HOSP","GROUNDING PAD,ADLT",48.06
"DLP TWIN COUNTY REGIONAL HOSP","LIVER BIOPSY TRAY",113.04
"DLP TWIN COUNTY REGIONAL HOSP","LATEX SAFE CART",2715.45
"DLP TWIN COUNTY REGIONAL HOSP","MITT, FINGER CNTL-CHILD",268.62
"DLP TWIN COUNTY REGIONAL HOSP","UROSTOMY POUCH-NITE DRAIN",209.07
"DLP TWIN COUNTY REGIONAL HOSP","ESOPHAGEAL TEMP PROBE",147.07
"DLP TWIN COUNTY REGIONAL HOSP","TUBIFAST ALL-STARTER KIT",610.19
"DLP TWIN COUNTY REGIONAL HOSP","OXISENSOR/PEDIATRIC",155.59
"DLP TWIN COUNTY REGIONAL HOSP","CUP,VACUUM OB",476.18
"DLP TWIN COUNTY REGIONAL HOSP","OINTMENT-6984F2,PROTECTIVE",72.93
"DLP TWIN COUNTY REGIONAL HOSP","DEFIB PAD, 4 1/2 X 6, 3-M, PKG",79
"DLP TWIN COUNTY REGIONAL HOSP","SPLASHSHIELD, ZEROWET, SS100",27.96
"DLP TWIN COUNTY REGIONAL HOSP","STOMA IRRIGATION DRAIN-EACH",255.27
"DLP TWIN COUNTY REGIONAL HOSP","SUCTION COLOS DEVICE",46
"DLP TWIN COUNTY REGIONAL HOSP","WOUND VAC DRESSING-LG OR BRIDGE",784.88
"DLP TWIN COUNTY REGIONAL HOSP","OXISENSORS/INFANT",201.78
"DLP TWIN COUNTY REGIONAL HOSP","CUSHION, PRESSURE RELIEF 0-15",306.34
"DLP TWIN COUNTY REGIONAL HOSP","CATHETER, SUCTION-EACH",10.94
"DLP TWIN COUNTY REGIONAL HOSP","CANNISTER,SUCTION,HI FLO 1200cc  53554",68.07
"DLP TWIN COUNTY REGIONAL HOSP","CATHETER, DUAL LUMEN",692.84
"DLP TWIN COUNTY REGIONAL HOSP","CATH,THORACIC 32F 20""",77.79
"DLP TWIN COUNTY REGIONAL HOSP","CANNULA, ADULT ORAL/NASAL CO2 W/O2 GE",142.21
"DLP TWIN COUNTY REGIONAL HOSP","OXISENSOR, NEONATAL, MASIMO 2320",209.07
"DLP TWIN COUNTY REGIONAL HOSP","NASAL PACKING, RHINO RKT,705, RR750-ED",606.64
"DLP TWIN COUNTY REGIONAL HOSP","STOP COCK-4 WAY",17.02
"DLP TWIN COUNTY REGIONAL HOSP","SUTURE, 4-0 PROLENE, 8656G",80.23
"DLP TWIN COUNTY REGIONAL HOSP","LENS MORGAN IRRIG",470
"DLP TWIN COUNTY REGIONAL HOSP","WOUND DRAINAGE COLLECTOR-EACH",125.2
"DLP TWIN COUNTY REGIONAL HOSP","CHLORAPREP",115.76
"DLP TWIN COUNTY REGIONAL HOSP","SUTURE, VICRYL,UND B 4-0,18"", J496G",64.42
"DLP TWIN COUNTY REGIONAL HOSP","ENDOTRACH TUBE, 11875 SEALGUARD 7.5",299.02
"DLP TWIN COUNTY REGIONAL HOSP","PRESS PATCH",103.32
"DLP TWIN COUNTY REGIONAL HOSP","SADDLE BLOCK TRAY",89.95
"DLP TWIN COUNTY REGIONAL HOSP","ED ELBOW SPLINT",500.79
"DLP TWIN COUNTY REGIONAL HOSP","NITRO SET",112.61
"DLP TWIN COUNTY REGIONAL HOSP","PNEUMOTHORAX SET TPT 100",1905.92
"DLP TWIN COUNTY REGIONAL HOSP","PATIENT OSTOMY HANDBOOK",68.07
"DLP TWIN COUNTY REGIONAL HOSP","SLEEVE,COMP CALF,S/M,DVT10,scd",257.69
"DLP TWIN COUNTY REGIONAL HOSP","SUTURE, ETH, BLK,MONO 6-0,18"",P-3, 697G",58.35
"DLP TWIN COUNTY REGIONAL HOSP","SPINAL PUNCTURE TRAY, INFANT",271.06
"DLP TWIN COUNTY REGIONAL HOSP","SKIN CLOSURE ADHESIVE-DERMABOND-ED",311.17
"DLP TWIN COUNTY REGIONAL HOSP","DRESSING, GRANUFOAM, THIN M627081",820.47
"DLP TWIN COUNTY REGIONAL HOSP","COMPARTMENTAL MONITOR",589.52
"DLP TWIN COUNTY REGIONAL HOSP","RESTRAINT",310.02
"DLP TWIN COUNTY REGIONAL HOSP","Y-TYPE BLOOD PLUMSET",140.99
"DLP TWIN COUNTY REGIONAL HOSP","PEDS/INFANT CO2 MONITORING ETT ADAPTER",164.09
"DLP TWIN COUNTY REGIONAL HOSP","CONVTC, 4"" POUCH, 365700",10.94
"DLP TWIN COUNTY REGIONAL HOSP","INTRODUCER, CATH PROTECTIV 15G",308.74
"DLP TWIN COUNTY REGIONAL HOSP","POST-OP COLOSTOMY SYSTEM 2 3/4""-187761",64.42
"DLP TWIN COUNTY REGIONAL HOSP","ABDOMINAL BINDER, 12"" 400465",159.23
"DLP TWIN COUNTY REGIONAL HOSP","STRESS KIT W/RECORDING PAPER",36.47
"DLP TWIN COUNTY REGIONAL HOSP","POSEY QUILTED TORSO SUPPORT-SMALL (3656)",179.9
"DLP TWIN COUNTY REGIONAL HOSP","NU GAUZE PLAIN 1/4""",32.82
"DLP TWIN COUNTY REGIONAL HOSP","OXISENSOR II-D25",155.59
"DLP TWIN COUNTY REGIONAL HOSP","ANGIOCATH, 14G 3.25"", 382268",268.62
"DLP TWIN COUNTY REGIONAL HOSP","ABD BINDER, UNIV,12"" (30 X 45)",138.57
"DLP TWIN COUNTY REGIONAL HOSP","FOAM,CLEANSING,ALOE",30.39
"DLP TWIN COUNTY REGIONAL HOSP","POSEY SELF-RELEASING ROLL BELT",454
"DLP TWIN COUNTY REGIONAL HOSP","ADHESIVE,SKIN,OCTYSEAL",260.13
"DLP TWIN COUNTY REGIONAL HOSP","DATASCOPE 02 PROBE",256.47
"DLP TWIN COUNTY REGIONAL HOSP","HOLTER MONITER VEST",26.74
"DLP TWIN COUNTY REGIONAL HOSP","CUSTOM EPIDURAL ANEST KIT",441.23
"DLP TWIN COUNTY REGIONAL HOSP","PERCUTANEOUS SHEATH INTRODUCER KIT",458.06
"DLP TWIN COUNTY REGIONAL HOSP","NASAL AIRWAY 6,7,8",109.4
"DLP TWIN COUNTY REGIONAL HOSP","LEG WRAP, MEDITHERM, DHL540",641.03
"DLP TWIN COUNTY REGIONAL HOSP","ANESTHESIA SET, NEEDLELESS CC09087",108.18
"DLP TWIN COUNTY REGIONAL HOSP","POSEY PADDED SKIN SLEEVES-PAIR",233.37
"DLP TWIN COUNTY REGIONAL HOSP","TUBING, SUCTION, 000155",66.85
"DLP TWIN COUNTY REGIONAL HOSP","NIPPLE SHIELD, SMALL 388480",106.96
"DLP TWIN COUNTY REGIONAL HOSP","DRESSING, MESALT NACL STR 4X4",21.88
"DLP TWIN COUNTY REGIONAL HOSP","SPLINT,CLAVICAL,LGE TX9908-04",71.72
"DLP TWIN COUNTY REGIONAL HOSP","SAFE-T-CENTESIS CATH DRAIN TRAY W/CATH",668.54
"DLP TWIN COUNTY REGIONAL HOSP","PUNCH BIOPSY TRAY",89.95
"DLP TWIN COUNTY REGIONAL HOSP","NASOPHARYNGEAL TUBE 7.0",110.62
"DLP TWIN COUNTY REGIONAL HOSP","DEFIB PAD, PHILLIPS, PEDS, M3504A",340.35
"DLP TWIN COUNTY REGIONAL HOSP","VESSEL CATH KIT-ARROW",308.74
"DLP TWIN COUNTY REGIONAL HOSP","ICE BAG, SMALL",18.24
"DLP TWIN COUNTY REGIONAL HOSP","STOMAHESIVE PASTE, 116523",105.76
"DLP TWIN COUNTY REGIONAL HOSP","LIVER BIOPSY TRAY",704.99
"DLP TWIN COUNTY REGIONAL HOSP","CATH,THORACIC 24F 16""",199.34
"DLP TWIN COUNTY REGIONAL HOSP","BUTTON REPL, GASTROSTOMY 24FR 4.4CM",1797.74
"DLP TWIN COUNTY REGIONAL HOSP","ABDOMINAL BINDER, 9"", 13662067 (46 X 82)",113.04
"DLP TWIN COUNTY REGIONAL HOSP","TRACTION,BUCKS SPEC SM 8108-03",245.54
"DLP TWIN COUNTY REGIONAL HOSP","CATH,EXT,PUREWICK",132.75
"DLP TWIN COUNTY REGIONAL HOSP","CATH,JELCO ANY SIZE",10.94
"DLP TWIN COUNTY REGIONAL HOSP","BIOPSY TRAY,STD",177.11
"DLP TWIN COUNTY REGIONAL HOSP","SUTURE, ETH,PROLENE,5-0,P-3, 8698G-ED",51.06
"DLP TWIN COUNTY REGIONAL HOSP","AMBU LARYNGEAL MASK, SIZE 4, 321400",115.48
"DLP TWIN COUNTY REGIONAL HOSP","ELECTRODE, ST, BLUNT,LASER TIP 71018BX",14.58
"DLP TWIN COUNTY REGIONAL HOSP","OXISENSORS/NEONATE",201.78
"DLP TWIN COUNTY REGIONAL HOSP","MASK, NEONATE",21.88
"DLP TWIN COUNTY REGIONAL HOSP","IMMOBILIZER,SHOULDER,XLG TX9905-05",44.97
"DLP TWIN COUNTY REGIONAL HOSP","CATH,THORACIC 20F",77.79
"DLP TWIN COUNTY REGIONAL HOSP","CO2 DETECTOR-PED",167.75
"DLP TWIN COUNTY REGIONAL HOSP","THORACENTESIS KIT (ARROW)",461.9
"DLP TWIN COUNTY REGIONAL HOSP","MASK LARYNGEAL AIRWAY",125
"DLP TWIN COUNTY REGIONAL HOSP","ELECTRODE-QUICK PACE ADLT",578.55
"DLP TWIN COUNTY REGIONAL HOSP","CATH BLLN G05",2600
"DLP TWIN COUNTY REGIONAL HOSP","ARTERIAL CATHETER",299.02
"DLP TWIN COUNTY REGIONAL HOSP","TEMPTRON DISP. BI-POLAR LEAD",805.89
"DLP TWIN COUNTY REGIONAL HOSP","STETHOSCOPE-ESOPHAGEAL",147.07
"DLP TWIN COUNTY REGIONAL HOSP","POSEY WRAP AROUND-M/L",213.63
"DLP TWIN COUNTY REGIONAL HOSP","VAC DRESSING, GRANUFOAM, LRG",799.81
"DLP TWIN COUNTY REGIONAL HOSP","PREP TRAY",9.72
"DLP TWIN COUNTY REGIONAL HOSP","SPLINT, CLAVICAL X-SM TX9908-01",68.07
"DLP TWIN COUNTY REGIONAL HOSP","HYPERTHERMIA BLANKET",195.7
"DLP TWIN COUNTY REGIONAL HOSP","STAPLER, SKIN PRECISE,3M,DS5",75.37
"DLP TWIN COUNTY REGIONAL HOSP","ELEC ADLT8900-1051,PACING",658.81
"DLP TWIN COUNTY REGIONAL HOSP","PEDIATRIC DIGITAL OXISENSOR",126.41
"DLP TWIN COUNTY REGIONAL HOSP","BAXTER NEEDLESS IV SYSTEM",180.34
"DLP TWIN COUNTY REGIONAL HOSP","POSEY SELF-RELEASING HUGGER",228.51
"DLP TWIN COUNTY REGIONAL HOSP","GLIDESCOPE COVER SIZE 1",338.63
"DLP TWIN COUNTY REGIONAL HOSP","GLIDESCOPE COVER #3, 02700444",288.07
"DLP TWIN COUNTY REGIONAL HOSP","RECYCLED ADULT OXISENSORS",136.13
"DLP TWIN COUNTY REGIONAL HOSP","BLOOD TRANSF SET",181.77
"DLP TWIN COUNTY REGIONAL HOSP","SUTURE,ETH,PROLENE,BL,MONO4-0,18"",8699ED",72.93
"DLP TWIN COUNTY REGIONAL HOSP","TUBIFAST BEIGE 7 1/8 BOX",386.54
"DLP TWIN COUNTY REGIONAL HOSP","SUTURE, VICRYL,UD,BR CT,3-0,18"", J497G",63.21
"DLP TWIN COUNTY REGIONAL HOSP","THERMOSET",240.68
"DLP TWIN COUNTY REGIONAL HOSP","SURGIPADS, 8X10 ABD 20/BOX",60.78
"DLP TWIN COUNTY REGIONAL HOSP","COBAN 2""    (172312)",10.94
"DLP TWIN COUNTY REGIONAL HOSP","TRANSPACK IV",244.93
"DLP TWIN COUNTY REGIONAL HOSP","WOUND VAC CANNISTERS-EACH",591.96
"DLP TWIN COUNTY REGIONAL HOSP","ADULT/PEDS CO2 MONITORING ETT ADAPTER",171.38
"DLP TWIN COUNTY REGIONAL HOSP","CONVATEC WOUND MANAGER-LARGE (PER BOX)",269.85
"DLP TWIN COUNTY REGIONAL HOSP","CATH,THORACIC ALL",189.36
"DLP TWIN COUNTY REGIONAL HOSP","MASK, INFANT",24.31
"DLP TWIN COUNTY REGIONAL HOSP","BREATHING CIRCUIT 72""",114.26
"DLP TWIN COUNTY REGIONAL HOSP","SORBAVIEW, SHIELD, SECUREMENT SV233UDT",46.46
"DLP TWIN COUNTY REGIONAL HOSP","PARACENTESIS TRAY",89.95
"DLP TWIN COUNTY REGIONAL HOSP","BODY HOLDER-SM",143.44
"DLP TWIN COUNTY REGIONAL HOSP","DEFIB PAD, LP20, ADULT COMBO 11996-00017",595.6
"DLP TWIN COUNTY REGIONAL HOSP","ABD BINDER, 9"", (74 X 85)  (BARIATRIC)",185.97
"DLP TWIN COUNTY REGIONAL HOSP","VAC DRESSING, GRANUFOAM, MED",907.99
"DLP TWIN COUNTY REGIONAL HOSP","ANESTHESIA SET-BAXTER",142.21
"DLP TWIN COUNTY REGIONAL HOSP","POSEY QUILTED TORSO SUPPORT-MEDIUM",179.9
"DLP TWIN COUNTY REGIONAL HOSP","BANDAGE/DSG G01",176.86
"DLP TWIN COUNTY REGIONAL HOSP","SUTURE, ETH,BLK,MONO 5-0,18"",PS-2, 1666G",57.13
"DLP TWIN COUNTY REGIONAL HOSP","BLANKET, WARMING, UPPER BODY",104.54
"DLP TWIN COUNTY REGIONAL HOSP","DUO-FLEX J-WIRE",195.7
"DLP TWIN COUNTY REGIONAL HOSP","DUODERM PASTE",52.27
"DLP TWIN COUNTY REGIONAL HOSP","IMPAD UNDERCAST INFLATION PAD, L FOOT",143.44
"DLP TWIN COUNTY REGIONAL HOSP","PNEUMOTHORAX SET 200",1943.6
"DLP TWIN COUNTY REGIONAL HOSP","DEBRIEDMENT TRAY",48.63
"DLP TWIN COUNTY REGIONAL HOSP","kit,patient trial epg",20430
"DLP TWIN COUNTY REGIONAL HOSP","CATHETER, UMBILICAL ARGYLE 8F",279.57
"DLP TWIN COUNTY REGIONAL HOSP","NU GAUZE IODOFORM 1""",43.75
"DLP TWIN COUNTY REGIONAL HOSP","ESOPHAGEAL DETECTION DEVICE",70.8
"DLP TWIN COUNTY REGIONAL HOSP","IMMOBILIZER,SHOULDER,LG TX9905-04",54.69
"DLP TWIN COUNTY REGIONAL HOSP","BODY HOLDER LG M1117D-L",137.35
"DLP TWIN COUNTY REGIONAL HOSP","RESQ POD (ACSI)",1150.78
"DLP TWIN COUNTY REGIONAL HOSP","EYE PROTECTOR",83.86
"DLP TWIN COUNTY REGIONAL HOSP","GAS SCAVENGING KIT, GE MED 9504016",1125.57
"DLP TWIN COUNTY REGIONAL HOSP","PENCIL SHEATH,ST, 779619BX",34.03
"DLP TWIN COUNTY REGIONAL HOSP","HYDRASORB 4X4",14.58
"DLP TWIN COUNTY REGIONAL HOSP","INDICATOR,C02",86.3
"DLP TWIN COUNTY REGIONAL HOSP","STYLET INTB BOVIE TRACH LIGHT",625
"DLP TWIN COUNTY REGIONAL HOSP","STYLOCATH",89.95
"DLP TWIN COUNTY REGIONAL HOSP","SPINAL PUNCTURE TRAY-ANEST",263.03
"DLP TWIN COUNTY REGIONAL HOSP","SUTURE, ETH,7-0,18"",PS-2, 1647G",60.78
"DLP TWIN COUNTY REGIONAL HOSP","ASPIRATOR,MECONIUM",41.33
"DLP TWIN COUNTY REGIONAL HOSP","GASTROSTOMY TUBE 26FR MAGNA PORT",260.13
"DLP TWIN COUNTY REGIONAL HOSP","HEAT THERAPY PAD  TP-22E",113.04
"DLP TWIN COUNTY REGIONAL HOSP","VACUTAINER, EMPTY, 1000ml",403.55
"DLP TWIN COUNTY REGIONAL HOSP","TUBING,WARMING",257.39
"DLP TWIN COUNTY REGIONAL HOSP","COMBITUBE TRAY SA",2300.95
"DLP TWIN COUNTY REGIONAL HOSP","STOMAHESIVE 4X4",26.74
"DLP TWIN COUNTY REGIONAL HOSP","HEPATIC-AID II",193.27
"DLP TWIN COUNTY REGIONAL HOSP","IMMOBILIZER,SHOULDER LGE",89.95
"DLP TWIN COUNTY REGIONAL HOSP","MITT, FINGER CNTL-ADULT",279.57
"DLP TWIN COUNTY REGIONAL HOSP","HUMID VENT PORT2",26.74
"DLP TWIN COUNTY REGIONAL HOSP","THORA/PERICENTESIS TRAY",650.3
"DLP TWIN COUNTY REGIONAL HOSP","BUTTON REPL, GASTROSTOMY, 24FR 1.2CM",2196.42
"DLP TWIN COUNTY REGIONAL HOSP","GLIDESCOPE COVER #4, 02700446",288.07
"DLP TWIN COUNTY REGIONAL HOSP","OXISENSOR,  FOREHEAD, ADH, 77447",319.2
"DLP TWIN COUNTY REGIONAL HOSP","ANTI-REFLUX VALVE",123.98
"DLP TWIN COUNTY REGIONAL HOSP","SPLINT, ORTHOGLASS, 6""(PER 12"") CC12037",117.9
"DLP TWIN COUNTY REGIONAL HOSP","SPLINT, CLAVICAL X-LG TX9908-05",96.03
"DLP TWIN COUNTY REGIONAL HOSP","PLEURA-VAC",354.02
"DLP TWIN COUNTY REGIONAL HOSP","OSTOMY\WOUND CARE KIT-STERILE",245.54
"DLP TWIN COUNTY REGIONAL HOSP","BLOOD FILTER W/ADM SET,PALL",182.33
"DLP TWIN COUNTY REGIONAL HOSP","INTRODUCER PICC",562.28
"DLP TWIN COUNTY REGIONAL HOSP","SPLINT, ORTHOGLASS, 5""(PER 12"") CC12036",98.46
"DLP TWIN COUNTY REGIONAL HOSP","STAPLE EXTRACTOR/REMOVER",40.81
"DLP TWIN COUNTY REGIONAL HOSP","BLOOD SET",116.29
"DLP TWIN COUNTY REGIONAL HOSP","infus pressure bag",331
"DLP TWIN COUNTY REGIONAL HOSP","GASTROSTOMY TUBE 22FR MAGNA PORT",247.97
"DLP TWIN COUNTY REGIONAL HOSP","INTRACATH",48.63
"DLP TWIN COUNTY REGIONAL HOSP","SYSTEM, ORAL CLEAN",328.13
"DLP TWIN COUNTY REGIONAL HOSP","TRACTION,BUCKS,SPEC MED 8108-04",108.18
"DLP TWIN COUNTY REGIONAL HOSP","PONSKY NON-BALLOON REPLM GASTROSTOMY TU",386.93
"DLP TWIN COUNTY REGIONAL HOSP","FOOT COVER, FLWTRN,LGE,FG200",307.52
"DLP TWIN COUNTY REGIONAL HOSP","LMA, I-GEL, ALL SIZES",285.95
"DLP TWIN COUNTY REGIONAL HOSP","HYDRASORB 4X8",15.8
"DLP TWIN COUNTY REGIONAL HOSP","HYPER-AL DRESSING TRAY",76.58
"DLP TWIN COUNTY REGIONAL HOSP","SCALPEL, S/S BLADE #11, 372611",32.82
"DLP TWIN COUNTY REGIONAL HOSP","TRACTION,BUCKS,LGE 8108-05",109.4
"DLP TWIN COUNTY REGIONAL HOSP","NASAL PACKING, ANTERIOR 550",495.86
"DLP TWIN COUNTY REGIONAL HOSP","BODY HOLDER MED M1117D-M",137.35
"DLP TWIN COUNTY REGIONAL HOSP","CONE/TUBE IRRIG KIT",295.38
"DLP TWIN COUNTY REGIONAL HOSP","IV CATH NEIVA",95
"DLP TWIN COUNTY REGIONAL HOSP","SLEEVE, COMPRESSION,BARIATRIC,CALF DVT60",431.51
"DLP TWIN COUNTY REGIONAL HOSP","SPLINT, CLAVICAL MED TX9908-03",71.72
"DLP TWIN COUNTY REGIONAL HOSP","NEEDLE, ASPIRATION-15G ADJ",164.09
"DLP TWIN COUNTY REGIONAL HOSP","BLADE, LARYN, DISP",111.83
"DLP TWIN COUNTY REGIONAL HOSP","AMBU LARYNGEAL MASK SIZE 2",115.48
"DLP TWIN COUNTY REGIONAL HOSP","TUBIFAST GREEN 2 1/8 BOX",133.71
"DLP TWIN COUNTY REGIONAL HOSP","NU GAUZE PLAIN 1/2""",35.25
"DLP TWIN COUNTY REGIONAL HOSP","SWAN-GANZ THERM CATH B09075",653.36
"DLP TWIN COUNTY REGIONAL HOSP","IMMOBILIZER,SHOULDER,SM",89.95
"DLP TWIN COUNTY REGIONAL HOSP","ANGIOGRAM TRAY",89.95
"DLP TWIN COUNTY REGIONAL HOSP","ELECTRODE,ZOLL,MULTI FUNCTION",768.2
"DLP TWIN COUNTY REGIONAL HOSP","BREASTPUMP, MANUAL 67186S",302.66
"DLP TWIN COUNTY REGIONAL HOSP","CRICOTHYROTOMY SET, G32193",5054.08
"DLP TWIN COUNTY REGIONAL HOSP","ANESTHESIA MASK",29.17
"DLP TWIN COUNTY REGIONAL HOSP","SPLINT, TRACTION, SPEEDSPLINT DISP FEMOR",832.62
"DLP TWIN COUNTY REGIONAL HOSP","PORTEX TRACH 7.0 W/CUFF",751.19
"DLP TWIN COUNTY REGIONAL HOSP","LAPAROSCOPIC TRANSDUCER COVER",162.57
"DLP TWIN COUNTY REGIONAL HOSP","POSEY QUILTED TORSO SUPPORT-LARGE",317.87
"DLP TWIN COUNTY REGIONAL HOSP","GASTROSTOMY TUBE 24FR MAGNA PORT",260.13
"DLP TWIN COUNTY REGIONAL HOSP","POST-OP POUCH-(BARRIER&FLANGE)-PKG",452.17
"DLP TWIN COUNTY REGIONAL HOSP","HOT OR COLD PACK",21.88
"DLP TWIN COUNTY REGIONAL HOSP","STATLOCK IV",78.75
"DLP TWIN COUNTY REGIONAL HOSP","PNEUMOTHORAX SET TPT 200",1163.23
"DLP TWIN COUNTY REGIONAL HOSP","COUDE TIEMAN CATH-14FR",94.82
"DLP TWIN COUNTY REGIONAL HOSP","CURETTE, EAR, 009555",9.72
"DLP TWIN COUNTY REGIONAL HOSP","POSEY QUILTED TORSO SUPPORT-XL",317.87
"DLP TWIN COUNTY REGIONAL HOSP","EXCHANGE TRANSFUSION",853.29
"DLP TWIN COUNTY REGIONAL HOSP","DEFIB PAD, LP20, PED  11996-000093",639.37
"DLP TWIN COUNTY REGIONAL HOSP","TUBE, MOSS, JEJUNUM 517719",3150.89
"DLP TWIN COUNTY REGIONAL HOSP","SPECIAL SUPP PHYS/QHP",45
"DLP TWIN COUNTY REGIONAL HOSP","STOMA IRRIGATION STARTER-EACH",608.97
