"Description","Price"
"amLODIPine 5 mg tablet",11.66
"ammonia aromatic 15 % (w/v) solution for inhalation",1.61
"ammonium lactate 12 % lotion",14.41
"amoxicillin 125 mg/5 mL oral suspension",9
"amoxicillin 250 mg capsule",0.43
"amoxicillin 250 mg capsule",0.38
"amoxicillin 250 mg capsule",0.19
"amoxicillin 250 mg capsule",0.45
"amoxicillin 250 mg/5 mL oral suspension",13.5
"amoxicillin 250 mg-potassium clavulanate 125 mg tablet",17.8
"amoxicillin 250 mg-potassium clavulanate 62.5 mg/5 mL oral suspension",339.75
"amoxicillin 400 mg-potassium clavulanate 57 mg/5 mL oral suspension",40.5
"amoxicillin 400 mg-potassium clavulanate 57 mg/5 mL oral suspension",40.5
"amoxicillin 500 mg capsule",0.67
"amoxicillin 500 mg capsule",0.69
"amoxicillin 500 mg-potassium clavulanate 125 mg tablet",5.08
"amoxicillin 500 mg-potassium clavulanate 125 mg tablet",5.29
"amoxicillin 600 mg-potassium clavulanate 42.9 mg/5 mL oral suspension",84.38
"amoxicillin 600 mg-potassium clavulanate 42.9 mg/5 mL oral suspension",53.44
"amoxicillin 875 mg-potassium clavulanate 125 mg tablet",6.08
"amoxicillin 875 mg-potassium clavulanate 125 mg tablet",6.33
"amoxicillin 875 mg-potassium clavulanate 125 mg tablet",6.33
"amoxicillin-potassium clavulanate 1,000 mg-62.5 mg tablet,ext.rel 12hr",20.94
"amoxicillin-potassium clavulanate 1,000 mg-62.5 mg tablet,ext.rel 12hr",20.94
"amphotericin B 50 mg solution for injection",142.5
"amphotericin B liposome 50 mg intravenous suspension",850.24
"ampicillin 1 gram solution for injection",25.91
"ampicillin 2 gram solution for injection",50.25
"ampicillin 2 gram solution for injection",26.66
"ampicillin 250 mg capsule",0.44
"ampicillin 250 mg solution for injection",12.56
"ampicillin 250 mg/5 mL oral suspension",40.5
"ampicillin 500 mg capsule",0.76
"ampicillin 500 mg capsule",1.77
"ampicillin 500 mg solution for injection",13.2
"ampicillin-sulbactam 1.5 gram solution for injection",20.63
"ampicillin-sulbactam 1.5 gram solution for injection",13.13
"ampicillin-sulbactam 1.5 gram solution for injection",10.22
"ampicillin-sulbactam 1.5 gram solution for injection",28.49
"ampicillin-sulbactam 1.5 gram solution for injection",10.24
"ampicillin-sulbactam 15 gram solution for injection",210
"ampicillin-sulbactam 3 gram intravenous solution",24.19
"ampicillin-sulbactam 3 gram solution for injection",23.81
"ampicillin-sulbactam 3 gram solution for injection",20.08
"ampicillin-sulbactam 3 gram solution for injection",53.8
"ampicillin-sulbactam 3 gram solution for injection",13.5
"ampicillin-sulbactam 3 gram solution for injection",13.5
"ampicillin-sulbactam 3 gram solution for injection",53.8
"anastrozole 1 mg tablet",1.88
"anastrozole 1 mg tablet",2.3
"anastrozole 1 mg tablet",2.3
"anidulafungin 100 mg intravenous solution",675
"anidulafungin 50 mg intravenous solution",337.5
"antihemophilic factor 1,000 (+/-) unit intravenous powder for solution",5175
"antihemophilic factor-vWF 1,000 (400 vWF) unit/10 mL intravenous soln",4350
"antihemophilic factor-vWF 1,000 (400 vWF) unit/10 mL intravenous soln",4350
"antihemophilic factor-vWF 1,000 unit-2,400 unit intravenous solution",11430
"antihemophilic factor-vWF 1,000(vWF 1,000) unit/10 mL intravenous soln",4875
"antihemophilic factor-vWF 500 unit-1,200 unit intravenous solution",5535
"antipyrine-benzocaine 5.4 %-1.4 % ear drops",36.04
"antithrombin III (human) 500 (+/-) unit intravenous solution",7275
"antithrombin III (human) 500 (+/-) unit intravenous solution",14.55
"anti-thymocyte globulin (rabbit) 25 mg intravenous solution",2993.63
"apixaban 2.5 mg tablet",26.19
"apixaban 5 mg tablet",13.1
"apraclonidine 0.5 % eye drops",240.94
"aprepitant 125 mg capsule",410.2
"aprepitant 125 mg capsule",305.65
"aprepitant 40 mg capsule",329.81
"aprepitant 80 mg capsule",410.19
"aprepitant 80 mg capsule",410.19
"aprepitant 80 mg capsule",305.67
"argatroban 100 mg/mL intravenous solution",2527.5
"ARIPiprazole 10 mg tablet",1.09
"ARIPiprazole 10 mg tablet",1.09
"ARIPiprazole 10 mg tablet",7.48
"ARIPiprazole 5 mg tablet",33.56
"ARIPiprazole 5 mg tablet",14.97
"ARIPiprazole 5 mg tablet",2.19
"ARIPiprazole 5 mg tablet",2.19
"ARIPiprazole 5 mg tablet",44.6
"artemether-lumefantrine 20 mg-120 mg tablet",76.65
"articaine 4 %-epinephrine bitartrate 1:100,000 injection cartridge",2.58
"artificial tears (hypromellose) 0.5 % eye drops,carboxymethylcellulose sodium 0.5% eye drops",29.59
"artificial tears (hypromellose) 0.5 % eye drops,carboxymethylcellulose sodium 0.5% eye drops",96.92
"ascorbic acid (vitamin C) 250 mg tablet",0.06
"ascorbic acid (vitamin C) 250 mg tablet",0.87
"ascorbic acid (vitamin C) 500 mg tablet",0.05
"ascorbic acid (vitamin C) 500 mg tablet",0.05
"ascorbic acid (vitamin C) 500 mg tablet",0.06
"ascorbic acid (vitamin C) 500 mg/5 mL syrup",0.14
"ascorbic acid (vitamin C) 500 mg/5 mL syrup",0.14
"ascorbic acid (vitamin C) 500 mg/5 mL syrup",0.21
"ascorbic acid (vitamin C) 500 mg/mL injection solution",339.38
"aspirin 25 mg-dipyridamole 200 mg capsule,ext.release 12 hr multiphase",32.63
"aspirin 25 mg-dipyridamole 200 mg capsule,ext.release 12 hr multiphase",20.78
"aspirin 300 mg rectal suppository",4.38
"aspirin 325 mg tablet",0.02
"aspirin 325 mg tablet",0.04
"aspirin 325 mg tablet,delayed release",0.03
"aspirin 325 mg tablet,delayed release",0.02
"aspirin 325 mg tablet,delayed release",0.04
"aspirin 325 mg tablet,delayed release",0.06
"aspirin 600 mg rectal suppository",2.26
"aspirin 81 mg chewable tablet",0.18
"aspirin 81 mg chewable tablet",0.15
"aspirin 81 mg chewable tablet",0.02
"aspirin 81 mg chewable tablet",0.28
"aspirin 81 mg chewable tablet",0.28
"aspirin 81 mg chewable tablet",0.26
"aspirin 81 mg chewable tablet",0.19
"aspirin 81 mg tablet,delayed release",0.18
"aspirin 81 mg tablet,delayed release",0.14
"aspirin 81 mg tablet,delayed release",0.05
"aspirin 81 mg tablet,delayed release",0.02
"aspirin 81 mg tablet,delayed release",0.08
"atenolol 25 mg tablet",0.06
"atenolol 25 mg tablet",0.12
"atenolol 25 mg tablet",0.33
"atenolol 50 mg tablet",0.11
"atenolol 50 mg tablet",0.09
"atenolol 50 mg tablet",0.03
"atomoxetine 10 mg capsule",49.43
"atomoxetine 18 mg capsule",27.46
"atomoxetine 25 mg capsule",8.89
"atomoxetine 25 mg capsule",19.77
"atomoxetine 40 mg capsule",6.03
"atomoxetine 40 mg capsule",13.43
"atomoxetine 60 mg capsule",4.02
"atomoxetine 60 mg capsule",8.95
"atomoxetine 80 mg capsule",7.24
"atorvastatin 10 mg tablet",0.92
"atorvastatin 10 mg tablet",0.8
"atorvastatin 10 mg tablet",1.16
"atorvastatin 20 mg tablet",0.57
"atorvastatin 20 mg tablet",1.39
"atorvastatin 20 mg tablet",0.56
"atorvastatin 40 mg tablet",14.01
"atorvastatin 40 mg tablet",0.7
"atorvastatin 40 mg tablet",0.3
"atorvastatin 40 mg tablet",0.32
"atorvastatin 80 mg tablet",0.29
"atorvastatin 80 mg tablet",0.14
"atorvastatin 80 mg tablet",0.2
"atorvastatin 80 mg tablet",0.25
"atorvastatin 80 mg tablet",0.16
"atovaquone 750 mg/5 mL oral suspension",124.33
"atropine 0.1 mg/mL injection syringe",18.94
"atropine 0.1 mg/mL injection syringe",33.75
"atropine 0.4 mg/mL injection solution",26.25
"atropine 1 % eye drops",175.13
"atropine 1 % eye drops",175.13
"azaCITIDine 100 mg solution for injection",1167.3
"azaCITIDine 100 mg solution for injection",1167.3
"azaTHIOprine 50 mg tablet",1.03
"azaTHIOprine 50 mg tablet",0.84
"azelastine 137 mcg (0.1 %) nasal spray aerosol",163.13
"azithromycin 100 mg/5 mL oral suspension",98.1
"azithromycin 100 mg/5 mL oral suspension",78.98
"azithromycin 200 mg/5 mL oral suspension",98.1
"azithromycin 250 mg tablet",8.13
"azithromycin 250 mg tablet",6.33
"azithromycin 250 mg tablet",9.14
"azithromycin 250 mg tablet",8.37
"azithromycin 250 mg tablet",6.51
"azithromycin 250 mg tablet",8.13
"azithromycin 500 mg intravenous solution",11.25
"azithromycin 500 mg intravenous solution",27.34
"azithromycin 500 mg intravenous solution",23.25
"azithromycin 500 mg intravenous solution",18.75
"azithromycin 500 mg tablet",5.49
"azithromycin 500 mg tablet",10.73
"azithromycin 500 mg tablet",10.73
"azithromycin 500 mg tablet",9.05
"aztreonam 1 gram solution for injection",102.41
"aztreonam 2 gram solution for injection",204.83
"bacitracin 50,000 unit intramuscular solution",41.59
"bacitracin 50,000 unit intramuscular solution",41.59
"bacitracin 50,000 unit intramuscular solution",24.38
"bacitracin 500 unit/gram topical packet",0.5
"bacitracin zinc 500 unit/gram topical ointment",18.59
"bacitracin zinc 500 unit/gram topical ointment",5.88
"bacitracin zinc 500 unit/gram topical packet",0.32
"bacitracin-polymyxin B 500 unit-10,000 unit/gram eye ointment",81.64
"baclofen 10 mg tablet",0.56
"baclofen 10 mg tablet",0.56
"baclofen 10 mg tablet",0.79
"balanced salt solution combination no.2 intraocular irrigation",30.99
"balanced salt solution combination no.2 intraocular irrigation",108.75
"balsam peru-castor oil 87 mg-788 mg/gram topical ointment",111.6
"becaplermin 0.01 % topical gel",3995.61
"belatacept 250 mg intravenous solution",3548.33
"belimumab 120 mg intravenous solution",1890.94
"belimumab 400 mg intravenous solution",6302.89
"belladonna alkaloids-opium 16.2 mg-60 mg rectal suppository",50.18
"bendamustine 100 mg intravenous powder for solution",11144.25
"bendamustine 25 mg/mL intravenous solution",9094.88
"benzocaine 10 % mucosal gel",14.99
"benzocaine 20 % mucosal aerosol spray",103.67
"benzocaine-menthol 15 mg-3.6 mg lozenges",0.56
"benzocaine-menthol 15 mg-3.6 mg lozenges",0.57
"benzocaine-menthol 20 %-0.5 % topical aerosol",17.01
"benzocaine-menthol 20 %-0.5 % topical aerosol",17.01
"benzonatate 100 mg capsule",0.86
"benzonatate 100 mg capsule",1.74
"benzonatate 100 mg capsule",1.72
"benzonatate 100 mg capsule",1.74
"benzonatate 100 mg capsule",1.13
"benzonatate 100 mg capsule",0.73
"benztropine 1 mg tablet",0.78
"benztropine 1 mg tablet",0.21
"benztropine 1 mg tablet",0.29
"benztropine 1 mg tablet",0.78
"benztropine 2 mg/2 mL injection solution",176.25
"benztropine 2 mg/2 mL injection solution",206.25
"benztropine 2 mg/2 mL injection solution",225
"betamethasone acetate and sodium phos 6 mg/mL suspension for injection",185.4
"betamethasone acetate and sodium phos 6 mg/mL suspension for injection",140.25
"betamethasone dipropionate 0.05 % topical ointment",184.44
"betamethasone valerate 0.1 % lotion",225
"betamethasone valerate 0.1 % topical cream",83.93
"betamethasone valerate 0.1 % topical ointment",61.03
"bethanechol chloride 10 mg tablet",1.2
"bethanechol chloride 25 mg tablet",0.68
"bevacizumab 25 mg/mL intravenous solution",2915.63
"bevacizumab 25 mg/mL intravenous solution",11662.5
"bicalutamide 50 mg tablet",2.6
"bicalutamide 50 mg tablet",1.88
"bicalutamide 50 mg tablet",1.88
"bisacodyl 10 mg rectal suppository",0.39
"bisacodyl 10 mg rectal suppository",0.49
"bisacodyl 10 mg rectal suppository",0.29
"bisacodyl 5 mg tablet,delayed release",0.18
"bisacodyl 5 mg tablet,delayed release",0.1
"bismuth subsalicylate 262 mg chewable tablet",0.21
"bisoprolol fumarate 5 mg tablet",2.7
"bisoprolol fumarate 5 mg tablet",4.26
"bivalirudin 250 mg intravenous solution",1988.44
"bivalirudin 250 mg intravenous solution",2062.5
"bleomycin 15 unit solution for injection",12.43
"bleomycin 30 unit solution for injection",345.86
"bortezomib 3.5 mg solution for injection",6011.25
"bosentan 62.5 mg tablet",340.03
"brimonidine 0.2 % eye drops",56.25
"bromocriptine 2.5 mg tablet",18.81
"bromocriptine 2.5 mg tablet",11.27
"bromocriptine 2.5 mg tablet",12.41
"budesonide 0.25 mg/2 mL suspension for nebulization",28.25
"budesonide 0.25 mg/2 mL suspension for nebulization",29.65
"budesonide 0.5 mg/2 mL suspension for nebulization",33.24
"budesonide 0.5 mg/2 mL suspension for nebulization",33.24
"budesonide 0.5 mg/2 mL suspension for nebulization",34.89
"budesonide DR - ER 3 mg capsule,delayed,extended release",52.35
"budesonide-formoterol HFA 160 mcg-4.5 mcg/actuation aerosol inhaler",833.78
"budesonide-formoterol HFA 80 mcg-4.5 mcg/actuation aerosol inhaler",724.81
"bumetanide 0.25 mg/mL injection solution",9.38
"bumetanide 0.25 mg/mL injection solution",9.38
"bumetanide 0.25 mg/mL injection solution",8.54
"bumetanide 0.25 mg/mL injection solution",9.26
"bumetanide 0.5 mg tablet",3.25
"bumetanide 1 mg tablet",1.64
"bumetanide 1 mg tablet",1.55
"bumetanide 1 mg tablet",3.06
"bupivacaine (PF) 0.25 % (2.5 mg/mL) injection solution",6.19
"bupivacaine (PF) 0.25 % (2.5 mg/mL) injection solution",22.5
"bupivacaine (PF) 0.25 % (2.5 mg/mL) injection solution",5.29
"bupivacaine (PF) 0.25 % (2.5 mg/mL) injection solution",5.29
"bupivacaine (PF) 0.25 % (2.5 mg/mL) injection solution",6.19
"bupivacaine (PF) 0.5 % (5 mg/mL) injection solution",6.86
"bupivacaine (PF) 0.5 % (5 mg/mL) injection solution",23.63
"bupivacaine (PF) 0.5 % (5 mg/mL) injection solution",7.01
"bupivacaine (PF) 0.5 % (5 mg/mL) injection solution",6.86
"bupivacaine (PF) 0.5 % (5 mg/mL) injection solution",6.86
"bupivacaine (PF) 0.5 % (5 mg/mL) injection solution",6.86
"bupivacaine (PF) 0.75 % (7.5 mg/mL) in 8.25 % dextrose injection",16.75
"bupivacaine (PF) 0.75 % (7.5 mg/mL) injection solution",12.38
"bupivacaine (PF) 0.75 % (7.5 mg/mL) injection solution",12.26
"bupivacaine 0.25 % (2.5 mg/mL) injection solution",10.88
"bupivacaine 0.25 % (2.5 mg/mL) injection solution",21.94
"bupivacaine 0.25 % (2.5 mg/mL) injection solution",37.69
"bupivacaine 0.25 % (2.5 mg/mL) injection solution",10.88
"bupivacaine 0.25 % (2.5 mg/mL) injection solution",10.31
"bupivacaine 0.5 % (5 mg/mL) injection solution",9
"bupivacaine 0.5 % (5 mg/mL) injection solution",42
"bupivacaine 0.5 % (5 mg/mL) injection solution",9
"bupivacaine liposome(PF) 1.3 %(13.3 mg/mL) suspension for infiltration",637.5
"bupivacaine-epinephrine (PF) 0.25 %-1:200,000 injection solution",28.91
"bupivacaine-epinephrine (PF) 0.25 %-1:200,000 injection solution",0.36
"bupivacaine-epinephrine (PF) 0.5 %-1:200,000 injection solution",31.05
"bupivacaine-epinephrine (PF) 0.5 %-1:200,000 injection solution",9.11
"buprenorphine 4 mg-naloxone 1 mg sublingual film",30.56
"buprenorphine 8 mg-naloxone 2 mg sublingual film",30.56
"buprenorphine HCl 2 mg sublingual tablet",9.32
"buprenorphine HCl 2 mg sublingual tablet",2
"buPROPion HCl 100 mg tablet",1.34
"buPROPion HCl 100 mg tablet",3.07
"buPROPion HCl 100 mg tablet",3.07
"buPROPion HCl 75 mg tablet",1.34
"buPROPion HCl 75 mg tablet",2.84
"buPROPion HCl 75 mg tablet",3.07
"buPROPion HCl SR 100 mg tablet,12 hr sustained-release",1.68
"buPROPion HCl SR 100 mg tablet,12 hr sustained-release",2.43
"buPROPion HCl SR 100 mg tablet,12 hr sustained-release",2.43
"buPROPion HCl SR 150 mg tablet,12 hr sustained-release",1.12
"buPROPion HCl SR 150 mg tablet,12 hr sustained-release",1.12
"buPROPion HCl SR 150 mg tablet,12 hr sustained-release",1.51
"buPROPion HCl XL 150 mg 24 hr tablet, extended release",14.34
"buPROPion HCl XL 150 mg 24 hr tablet, extended release",11.87
"buPROPion HCl XL 150 mg 24 hr tablet, extended release",4.16
"buPROPion HCl XL 150 mg 24 hr tablet, extended release",4.89
"buPROPion HCl XL 300 mg 24 hr tablet, extended release",3.83
"buPROPion HCl XL 300 mg 24 hr tablet, extended release",2.8
"buPROPion HCl XL 300 mg 24 hr tablet, extended release",4.37
"buPROPion HCl XL 300 mg 24 hr tablet, extended release",3.94
"busPIRone 10 mg tablet",0.16
"busPIRone 10 mg tablet",0.26
"busulfan 2 mg tablet",87.84
"butalbital-acetaminophen-caffeine 50 mg-325 mg-40 mg tablet",6.1
"butalbital-acetaminophen-caffeine 50 mg-325 mg-40 mg tablet",6.77
"butorphanol tartrate 2 mg/mL injection solution",4.58
"butorphanol tartrate 2 mg/mL injection solution",4.52
"cabazitaxel 10 mg/mL (first dilution) intravenous solution",38184.3
"cadexomer iodine 0.9 % topical gel",428.4
"caffeine citrate 60 mg/3 mL (20 mg/mL) intravenous solution",131.25
"caffeine citrate 60 mg/3 mL (20 mg/mL) intravenous solution",90
"caffeine citrate 60 mg/3 mL (20 mg/mL) intravenous solution",78.75
"caffeine citrate 60 mg/3 mL (20 mg/mL) oral solution",90
"calamine 8 %-zinc oxide 8 % lotion",12.61
"calamine 8 %-zinc oxide 8 % lotion",5.31
"calcitonin (salmon) 200 unit/actuation nasal spray",280.76
"calcitonin (salmon) 200 unit/mL injection solution",10136.51
"calcitriol 0.25 mcg capsule",3.63
"calcitriol 0.25 mcg capsule",3.84
"calcitriol 0.25 mcg capsule",1.02
"calcitriol 1 mcg/mL intravenous solution",28.13
"calcium carbonate 200 mg calcium (500 mg) chewable tablet",0.1
"calcium carbonate 500 mg calcium (1,250 mg) chewable tablet",0.86
"calcium carbonate 500 mg calcium (1,250 mg) chewable tablet",0.2
"calcium carbonate 500 mg/5 mL calcium (1,250 mg/5 mL) oral suspension",8.74
"calcium carbonate 600 mg (1,500 mg)-vitamin D3 200 unit tablet",0.07
"calcium carbonate 600 mg (1,500 mg)-vitamin D3 200 unit tablet",0.06
"calcium carbonate-vitamin D3 250 mg-125 unit tablet",0.12
"calcium chloride 100 mg/mL (10 %) intravenous solution",69.56
"calcium chloride 100 mg/mL (10 %) intravenous syringe",25.46
"calcium chloride 100 mg/mL (10 %) intravenous syringe",31.99
"calcium chloride 100 mg/mL (10 %) intravenous syringe",33.75
"calcium citrate 200 mg (950 mg) tablet",0.17
"calcium citrate 200 mg (950 mg) tablet",0.1
"calcium citrate 200 mg (950 mg) tablet",0.12
"calcium gluconate 100 mg/mL (10 %) intravenous solution",13.16
"calcium gluconate 100 mg/mL (10 %) intravenous solution",4.16
"calcium gluconate 100 mg/mL (10 %) intravenous solution",17.16
"calcium gluconate 100 mg/mL (10 %) intravenous solution",5.63
"calcium gluconate 100 mg/mL (10 %) intravenous solution",5.63
"calcium gluconate 100 mg/mL (10 %) intravenous solution",5.63
"calcium polycarbophil 625 mg tablet",0.46
"calcium polycarbophil 625 mg tablet",0.26
"calcium polycarbophil 625 mg tablet",0.89
"calfactant 35 mg/mL in 0.9% sodium chloride intratracheal suspension",1421.89
"calfactant 35 mg/mL in 0.9% sodium chloride intratracheal suspension",2516.67
"camphor-menthol 0.5 %-0.5 % lotion",13.32
"capecitabine 500 mg tablet",117.23
"capecitabine 500 mg tablet",30.63
"capecitabine 500 mg tablet",91.17
"capsaicin 0.025 % topical cream",26.1
"capsaicin 0.075 % topical cream",17.53
"captopril 12.5 mg tablet",2.68
"captopril 25 mg tablet",1.46
"carBAMazepine 100 mg chewable tablet",1.92
"carBAMazepine 100 mg chewable tablet",2.05
"carBAMazepine 200 mg tablet",3.36
"carBAMazepine 200 mg tablet",3.36
"carBAMazepine 200 mg/10 mL oral suspension",14.21
"carBAMazepine 200 mg/10 mL oral suspension,carBAMazepine 100 mg/5 mL oral suspension",264.94
"carBAMazepine ER 100 mg tablet,extended release,12 hr",4.8
"carBAMazepine ER 100 mg tablet,extended release,12 hr",3.44
"carBAMazepine ER 100 mg tablet,extended release,12 hr",3.44
"carBAMazepine ER 200 mg capsule,extended release mphase12hr",5.59
"carBAMazepine ER 200 mg tablet,extended release,12 hr",12.61
"carbamide peroxide 6.5 % ear drops",15.24
