PROC #,Procedure Description,IP Price,OP Price,Note (*)
50,ANTIADRENAL ABS QUAN,147,84,
51,ANTIBODY BACTERIUM NOS Q128,156.5,89.5,
52,ANTIBODY BLASTOMYCES,157.5,90,
53,ANTIBODY BORDETELLA 1,238,136,
54,ANTIBODY EHRLICHIA,429,245,
55,ANTIBODY ENTEROVIRUS 2,277.5,158.5,
56,ANTIBODY HISTOPLASMA,152.5,87,
57,ANTIBODY IDENTIFICATION LEUK,196,112,
58,ANTIBODY RICKETTSIA,452.5,258.5,
59,ANTIBODY SCREEN RBC,423.5,242,
60,ANTIBODY TETANUS Q338,192.5,110,
61,ANTIGEN TESTING OF DONOR EA AG,912.5,521.5,
62,ANTIHUMAN GLOBULIN COOMBS D,496,283.5,
63,ANTINUCLEAR ANTIBODY,145.5,83,
64,ANTITHROMBIN III AG,426,243.5,
65,ANTITHROMBIN III FUNCTIONAL,368.5,210.5,
66,APOLIPOPROTEIN A-1 AND B,188,107.5,
67,APPL RIGID TOTAL CONT LEG CAST,369,369,
68,APPL SHORT LEG CAST WALKING,224,224,
69,APPL SKIN SUB F/NK/HF/G 1ST 25 SQ CM,1469.5,1469.5,
70,APPL SKIN SUB T/A/L >100 1ST 100 SQ CM,2514,2514,
71,APPL SKIN SUB T/A/L >100 ADDL 100 SQ CM,424,424,
72,APPL SKIN SUB T/A/L 1ST 25 SQ,1469.5,1469.5,
73,APPL SKIN SUB T/A/L ADDL 25 SQ,200.5,200.5,
74,APPLICATOR ENDOSCOPIC FLOSEAL,385.5,385.5,
75,APPLICATOR EXT TIP DURASEAL,610,610,
76,APPLIER ENDOCLIP 325,571.5,571.5,
77,APPLIER LIGACLIP 200,403,403,
78,APPLY MULTLAY COMPRS BELOW KNEE,228.5,228.5,
79,APTT MIXING STUDIES,126,72,
80,ARSENIC BLOOD,534,305,
81,ARTERIAL CATH/CANNULATION,371.5,371.5,
82,ARTERIAL PUNCTURE,99.5,99.5,
83,ARTHROWAND 3.75MM 50 SUPER,2147.5,2147.5,
84,ARTHROWAND TURBO/MULTIVAC,1062.5,1062.5,
85,ASPERGILLUS ANTIGEN,233.5,133.5,
86,AST,244,139.5,
87,AVULSION NAIL PLATE SINGLE,360,360,
88,B CELLS TOTAL COUNT,456,260.5,
89,B TYPE NATRIURETIC PEPTIDE,410.5,234.5,
90,BAG AMBU INFANT,119,119,
91,BAG DRAINAGE,83.5,83.5,
92,BAG PRESSURE INFUSOR,76.5,76.5,
93,BAG URINARY W/URINEMETER,144.5,144.5,
94,BALLOON DRUG ELUTING,4842.5,4842.5,
95,BALLOON PDB DISSECTN SPACEMAKR,1725.5,1725.5,
96,BALLOON SINUS DILATION,5100,5100,
97,BALLOON SINUS INFLATION,540.5,540.5,
98,BALLOON VIATRAC 14 PLUS,1807.5,1807.5,
99,BARRIER INTERCEED 425,1392,1392,
100,BARTONELLA,257.5,147,
101,BASIC METABOLIC PANEL,289.5,165.5,
102,BASKET STONE 450,1168.5,1168.5,
103,BASKET STONE 475,1168.5,1168.5,
104,BASKET STONE 500,1181.5,1181.5,
105,BCR/ABL1 MAJOR BREAKPOINT,1976,1129,
106,BCR/ABL1 MINOR BREAKPOINT,1745.5,997.5,
107,BETA 2 GLYCOPROTEIN 1 AB EACH,280,160,
108,BETA HCG QUALITATIVE SERUM,289.5,165.5,
109,BETA-2 MICROGLOBULIN,197,112.5,
110,BILE ACIDS TOTAL Q361,350,200,
111,BILIRUBIN DIRECT,311.5,178,
112,BILIRUBIN TOTAL,302,172.5,
113,BINDER ABDOMINAL,124.5,124.5,
114,BINDER ABDOMINAL ALL SIZES,83,83,
115,BLADDER IRRIGATE,845,845,
116,BLADDER SCAN,105,105,
117,BLADE 100,369.5,369.5,
118,BLADE 125,314,314,
119,BLADE 150,609.5,609.5,
120,BLADE 175,356,356,
121,BLADE 200,361.5,361.5,
122,BLADE 250,638.5,638.5,
123,BLADE 40,105.5,105.5,
124,BLADE 450,1708.5,1708.5,
125,BLADE 50,121.5,121.5,
126,BLADE 700,1339.5,1339.5,
127,BLADE 80,147,147,
128,BLADE AGGRESSIVE,1089,1089,
129,BLADE AGGRESSIVE PLUS 4.0,152.5,152.5,
130,BLADE ANGLED F SERIES STRYKER,435,435,
131,BLADE DERMATOME,293.5,293.5,
132,BLADE GIGLI 300MM ZMR,126.5,126.5,
133,BLADE LRG TEAR CROSS CUT,631,631,
134,BLADE SHAVER F SERIES STRYKER,304.5,304.5,
135,BLOOD OCCULT FECAL IMMUNOASSAY,193.5,110.5,
136,BLOOD TYPING ABO,496,283.5,
137,BLOOD TYPING RH D,271.5,155,
138,BONE CEMENT SIMPLEX GENTAMICIN,959,959,
139,BONE GRAFT BIOACTIVE,2926,2926,
140,BONE SCALPEL,2954,2954,
141,BONE SHAVER MICRO HOOK,1888,1888,
142,BOOT EX TRACKER WALKER,122,122,
143,BOOT PNEUMATIC OTS,163,163,
144,BOOT PREVALON,391.5,391.5,
145,BOOT WALKER SHORT LEG ALL SZ OTS,171,171,
146,BORDETELLA PERTUSSIS Q,184.5,105.5,
147,BOWL VACUUM MIX ORTHO 175,349.5,349.5,
148,BRACE ANKLE STIRRUP OTS,83.5,83.5,
149,BRAF,1584,905,
150,BRONCH EBUS SAMPLING 3/> NODE,2402,2402,
151,BRONCH EBUS SAMPLNG 1/2 NODE,2402,2402,
152,BRONCHOSCOPY DIAG W/WO WASHING,1239.5,1239.5,
153,BRONCHOSCOPY W/ALVEOLAR LAVAGE,1278.5,1278.5,
154,BRONCHOSCOPY W/BIOPSY,1475,1475,
155,BRONCHOSCOPY W/BRUSHING,1262.5,1262.5,
156,BRONCHOSCOPY W/THERAP ASP INIT,1383.5,1383.5,
157,BRONCHOSCOPY W/THERAP ASP SUB,1337.5,1337.5,
158,BRONCHOSCOPY W/TRANSBRONCH ASP,2575.5,2575.5,
159,BRONCHOSCOPY W/TRANSBRONCH BIO,2402,2402,
160,BUR 3.0MM,1367,1367,
161,BUR PRECISION ENT,1273.5,1273.5,
162,BUR ROUND,1273.5,1273.5,
163,C DIFFICILE TOXIN A AND B EIA,179.5,102.5,
164,C02 EXPIRED GAS DETERM DAILY,552,552,
165,CA 19-9,252,144,
166,CABLE CABLEREADY ASSEMBLY,2375,2375,
167,CABLE PACING DISP,119,119,
168,CABLE REMINGTON S101 60,522,522,
169,CABLE W/CRIMP 1.0/1.7 750MM,1698.5,1698.5,
170,CADMIUM Q,483,276,
171,CALCIUM,65.5,37.5,
172,CALCIUM IONIZED ISTAT,266,152,
173,CALCIUM URINE,76,43.5,
174,CALCULUS INFRARED SPECTROS Q38,210,120,
175,CALPROTECTIN FECAL,238,136,
176,CANCER ANTIGEN 125,252,144,
177,CANCER SCREEN COLONOSCOPY HI RISK,2205,2205,
178,CANDIDA SPECIES DP,237,135.5,
179,CANNULA CEMENT 10 GAUGE,343,343,
180,CANNULA CRYSTL SMOOTH ARTHRX,181.5,181.5,
181,CANNULA DISTL THREAD,157,157,
182,CANNULA DRI LOK 75MM STRYKER,280.5,280.5,
183,CANNULA TWISTN,181.5,181.5,
184,CANNULA UNIVERSAL ORTHO,96,96,
185,CAP FOR FIXATION PIN,193,193,
186,CAP MINI EXTEND LIFE TRANSFER,308,308,
187,CARBAMAZEPINE TOTAL,176,100.5,
188,CARBON MONOXIDE DIFF (DLCO),389,389,
189,CARBOXYHEMOGLOBIN,355.5,203,
190,CARCINOEMBRYONIC ANTIGEN,230,131.5,
191,CARDIAC REHAB MONITORED OP,417.5,417.5,
192,CARDIAC REHAB PHYS SPV W/O CONT ECG,261,261,
193,CARDIOLIPIN ANTIBODY EACH LG C,393,224.5,
194,CARDIOVERSION EXTERNAL,1168.5,1168.5,
195,CARNITINE TOTAL AND FREE QN,280,160,
196,CARTRIDGE OIL MAESTRO DRILL,1286,1286,
197,CASSETTE DIALYSIS NXSTAGE PREM W FILTER,1156.5,1156.5,
198,CASSETTE IRRIGATION ESSX,476,476,
199,CAST TOTAL CONTACT,640.5,640.5,
200,CATECHOLAMINE URINE FREE 24,332.5,190,
201,CATH ACCU VU OMNI FLUSH >35 CM,174,174,
202,CATH ACCUCATH INTRAVASC ALL SIZES,179,179,
203,CATH ANGIO ART/GRAFT LEFT HEART,19113,19113,
204,CATH ANGIO ART/VENT LEFT HEART,17418,17418,
205,CATH ANGIOGRAPHIC,58.5,58.5,
206,CATH ANGIOGRAPHIC 5FR 70CM,769.5,769.5,
207,CATH ASH SPLIT 900,2188,2188,
208,CATH BALLOON ANGIO,1951.5,1951.5,
209,CATH BALLOON CUTTING,3400,3400,
210,CATH BERENSTEIN,105,105,
211,CATH BLLN NEPHROSTOMY 550,1491.5,1491.5,
212,CATH BLLN URETERAL 600,1422.5,1422.5,
213,CATH CARDIAC DIAG MULTIPAK,270.5,270.5,
214,CATH CARDIAC DIAGNOSTIC,185,185,
215,CATH CHOLANGIOGRAM 125,285.5,285.5,
216,CATH CHOLANGIOGRAM 70,176,176,
217,CATH COUDE URETERAL 40,506.5,506.5,
218,CATH CROSSER,6419,6419,
219,CATH CTO CROSS BOSS,3804,3804,
220,CATH CV 50,94.5,94.5,
221,CATH CYSTO URETERAL 575,1181.5,1181.5,
222,CATH DIALYSIS 300,812.5,812.5,
223,CATH DILATATION BLLN PTA,1375,1375,
224,CATH DILATATION BLLN UROMAX,1562.5,1562.5,
225,CATH DRAINAGE,482,482,
226,CATH DUAL LUMEN PIG 6F,942,942,
227,CATH EVERCOSS PTA BALLOON,736.5,736.5,
228,CATH FLEXIMA TIP REGULAR,539,539,
229,CATH FOLEY 3W ALL SIZES,84,84,
230,CATH FOLEY 3W FOR IRRIG 24FR,81.5,81.5,
231,CATH FOLEY 50,100.5,100.5,
232,CATH FOLEY 60,84,84,
233,CATH FOLEY 70,223.5,223.5,
234,CATH FOLEY 80,358.5,358.5,
235,CATH FOLEY SILVER 3 WAY,84.5,84.5,
236,CATH GLIDECATH,404.5,404.5,
237,CATH GUIDE LINER,1975,1975,
238,CATH GUIDING,880,880,
239,CATH GUIDING MICRO,3931.5,3931.5,
240,CATH HEMATURIA 80,126,126,
241,CATH HEMODLYS,2362.5,2362.5,
242,CATH INTRATHECAL ASCENDA,3825,3825,
243,CATH INTRODUCER 225,735,735,
244,CATH IRRIGATION 60,149,149,
245,CATH IVUS,3071.5,3071.5,
246,CATH KMP,181.5,181.5,
247,CATH KMP (KUMPE),249.5,249.5,
248,CATH KMP SLIP CNRV ONLY,99,99,
249,CATH MARINER DRESCHER,435,435,
250,CATH MPA BRAIDED,179,179,
251,CATH MUSTANG BALLOON,1000,1000,
252,CATH NEPH MALECOT RE-ENTRY,535,535,
253,CATH NEPHROURETHERAL,766,766,
254,CATH NEXIVA,31.5,31.5,
255,CATH OMNI-FLUSH,103.5,103.5,
256,CATH PASSER 325,612.5,612.5,
257,CATH PICC MIDLINE DL,979.5,979.5,
258,CATH PLACE ABD/PEL/LWR 2ND,965.5,965.5,
259,CATH PULMONARY WEDGE,616.5,616.5,
260,CATH R AND L HEART W LV GRAFTS,23550,23550,
261,CATH R AND L HEART W/LV,20237.5,20237.5,
262,CATH RIGHT HEART,14616,14616,
263,CATH RIM,179,179,
264,CATH RT AND LT HEART RETRO,18438.5,18438.5,
265,CATH SAFECROSS,1045.5,1045.5,
266,CATH SHEPHERDS HOOK 1 5F,109,109,
267,CATH SOFT VU,103,103,
268,CATH SPLIT CATH III,1617,1617,
269,CATH SWAN GANZ,562.5,562.5,
270,CATH SWAN GANZ THERMODILUT,1254.5,1254.5,
271,CATH THROMBECT/EMBOLECT 2-7,266.5,266.5,
272,CATH THROMBECT/EMBOLECT SGL 4FR 40/80,188.5,188.5,
273,CATH URETERAL 100,204.5,204.5,
274,CATH URETERAL 30,74.5,74.5,
275,CATH URETERL,505.5,505.5,
276,CATH YUEH CENTESIS,138,138,
277,CAUT CHEM TISSUE GRANULATION,307,307,
278,CAUTERY ELECTRODE,887.5,887.5,
279,CAUTERY ELECTRODE LEEP 75,131.5,131.5,
280,CAUTERY ELECTRODE LOOP 24FR,455,455,
281,CAUTERY PENCIL HANDTROL 10,80.5,80.5,
282,CBC W/AUTO DIFF OTHER,126,72,
283,CBC WITHOUT DIFFERENTIAL,89.5,51,
284,CEBPA GENE ANALYSIS,2914,1665,
285,CELL COUNT MISC FLUID,60.5,34.5,
286,CELL COUNT MISC FLUID W/DIF,100.5,57.5,
287,CELLSAVER ANTICOAG ASSEM 40,116,116,
288,CELLSAVER PACK,500.5,500.5,
289,CELLSAVER PACK 250,575.5,575.5,
290,CELLSAVER PACK 300,1616,1616,
291,CELLSAVER RESERVOIR 80,94,94,
292,CEMENT BONE 225,1169,1169,
293,CEMENT SPACER MOLD BIO,3461.5,3461.5,
294,CEMENT SPACER MOLD BIOMET,6175,6175,
295,CERULOPLASMIN,212,121,
296,CFTR,3235,1848.5,
297,CHANGE OF CYSTOSTOMY TUBE SIMPLE,397.5,397.5,
298,CHARGER KIT GENERATR NEUROSTIM,5483,5483,
299,CHEMILUMINESCENT ASSAY,274,156.5,
300,CHEMO ADMIN SUBQ/IM HORMONAL,206,206,
301,CHEMO ADMIN SUBQ/IM NONHORMON,397,397,
302,CHIP BONE CANCELLOUS 30CC,1761,1761,
303,CHLAMYDIA TRACH AMP PROBE T,398,227.5,
304,CHLORIDE ISTAT,57,32.5,
305,CHLORIDE RANDOM URINE,67.5,38.5,
306,CHOLESTEROL SERUM,86.5,49.5,
307,CHROMOGRANIN A,272,155.5,
308,CHROMOSOME ANAL 15 20 CELLS 2,2025.5,1157.5,
309,CHROMOSOME ANALY 20 TO 25 CELL,2036,1163.5,
310,CHROMOSOME ANALY ADDL KARYOT,303.5,173.5,
311,CHROMOSOME ANALYSIS AMNIOTI,2165.5,1237.5,
312,CKMB,141,80.5,
313,CLIA OCCULT BLOOD GAS FLUID,75.5,43,
314,CLIP APPLIER MULTIPLE LIGAMAX5,1001,1001,
315,CLIP APPLIER UNIVERSAL EPIX,570,570,
316,CLIP ENDO USSC 176620,2298,2298,
317,CLIP LIGACLIP,233,233,
318,CLIP LIGACLIP 60,233,233,
319,CLOSTRIDIUM DIFFICILE TOXINGENES,398,227.5,
320,CLOZAPINE,224,128,
321,COAGULATION TIME ACTIVE (AC,72,41,
322,COCCIDIODIES,140,80,
323,COIL TORNADO,475,475,
324,COLD AGGLUTININ QUAN,191.5,109.5,
325,COLLAR ASPEN VISTA ALL SZS,149,149,
326,COLLAR VISTA ASPEN,362.5,362.5,
327,COLONOSCOPY FLEX DX,3207.5,3207.5,
328,COLONOSCOPY FLEX W/INJ SUBMUC,3145,3145,
329,COLONOSCOPY SCRN PT NOT HI RISK,2025.5,2025.5,
330,COLONOSCOPY THRU STOMA,1730,1730,
331,COLONOSCOPY THRU STOMA W/BIOP,1903,1903,
332,COLONOSCOPY THRU STOMA W/SNARE,2497,2497,
333,COLONOSCOPY W BAND LIGATION,4068.5,4068.5,
334,COLONOSCOPY W DECOMPRESSION,4381,4381,
335,COLONOSCOPY W/ABLATION,3535.5,3535.5,
336,COLONOSCOPY W/BIOPSY,4914.5,4914.5,
337,COLONOSCOPY W/CONTROL BLEEDING,3313,3313,
338,COLONOSCOPY W/HOT FORCEP,3695.5,3695.5,
339,COLONOSCOPY W/REMOVE BY SNARE,4410.5,4410.5,
340,COLONSCOPY W/RESECTION,3971.5,3971.5,
341,COMP TEST ANTIGLOBULIN,912.5,521.5,
342,COMPATIBILITY TEST-ELECTRONIC,912.5,521.5,
343,COMPLEMENT C1Q QUAN,268.5,153.5,
344,COMPLEMENT C4,146,83.5,
345,COMPLEMENT TOTAL CH 50,212,121,
346,COMPREHENSIVE METABOLIC PAN,421,240.5,
347,COMPRESSION SYS RADIAL,309,309,
348,CONCENTRATION INFECTIOUS AG,72,41,
349,CONNECTOR CATH URETERAL,174,174,
350,CONTINU CYC PERITONEAL DIALYSIS,801,801,
351,COPPER,198,113,
352,COR ANGIO RIGHT HEART,18265.5,18265.5,
353,COR ANGIO W/O LEFT HEART,14598.5,14598.5,
354,COR ART/GRFT ANGIO S AND I,17106.5,17106.5,
355,CORTISOL FREE 24 HOUR URINE,203,116,
356,CORTISOL TOTAL,212,121,
357,COUNTERSINK,191.5,191.5,
358,COUNTERSINK CANNULATD 7.0,1400,1400,
359,COUNTERSINK MICRO ASNIS 2.8MM,1499.5,1499.5,
360,COUNTERSINK MUC WRIGHT MED,1344,1344,
361,COUNTERSINK STRYKR,1793.5,1793.5,
362,CPAP/BIPAP SUBSEQUENT DAILY,476.5,476.5,
363,C-PEPTIDE,279,159.5,
364,CPR,974.5,974.5,
365,C-REACTIVE PROTEIN,166.5,95,
366,CREATINE,92,52.5,
367,CREATINE KINASE (CPK) TOTAL,86.5,49.5,
368,CREATININE CLEARANCE 24HR U,119,68,
369,CREATININE ISTAT,77,44,
370,CREATININE URINE,76,43.5,
371,CRITICAL CARE >74 PER 30 MIN,791,791,
372,CRITICAL CARE 30-74 ADDL SVC,2902.5,2902.5,
373,CROSSMATCH,912.5,521.5,
374,CRYOGLOBULIN QUAL SEMI QUAN Q,77,44,
375,CRYOPRECIPITATE EA UNIT,525,525,
376,CRYSTAL ID LIGHT MICRO,87.5,50,
377,CT ABDOMEN AND PELVIS W AND W/O CONT,6264,3579.5,
378,CT ABDOMEN AND PELVIS W CONT,5059.5,2891,
379,CT ABDOMEN AND PELVIS W/O CONT,4275.5,2443,
380,CT ABDOMEN W AND W/O CONTRAST,3692.5,2110,
381,CT ABDOMEN W/CONTRAST,3126.5,1786.5,
382,CT ABDOMEN W/O CONTRAST,2190,1251.5,
383,CT ASP/INJ RENAL CYST,1174.5,1174.5,
384,CT BIOPSY ABDOMINAL MASS,1763.5,1763.5,
385,CT BIOPSY BONE DEEP,1396.5,1396.5,
386,CT BIOPSY BONE SUPERFICIAL,1238.5,1238.5,
387,CT BIOPSY LUNG PERC,1377,1377,
388,CT BIOPSY RENAL NEEDLE,1238.5,1238.5,
389,CT BIOPSY THYROID PERC R,593,593,
390,CT BX/EXC LYMPH NODE(S) SUP,2540.5,2540.5,
391,CT CHEST W AND W/O CONTRAST,3266.5,1866.5,
392,CT CHEST W/CONTRAST,2875.5,1643,
393,CT CHEST W/O CONTRAST,2184,1248,
394,CT C-SPINE W AND W/O CONTRAST,4491.5,2566.5,
395,CT C-SPINE W/CONTRAST,3196.5,1826.5,
396,CT C-SPINE W/O CONTRAST,2557,1461,
397,CT DRAIN CATH SOFT TIS W IMG,1306,1306,
398,CT DRAIN FLUID CATH W IMG,4862,4862,
399,CT DRAIN PERITON/RETROP W IMG,4862,4862,
400,CT GUIDANCE NEEDLE PLACEMEN,2677.5,1530,
401,CT HEAD/BRAIN W/CONTRAST,2506,1432,
402,CT HEAD/BRAIN W/O CONTRAST,1747.5,998.5,
403,CT HEADBRAIN W AND WO CONTRAST,3051,1743.5,
404,CT INJ SI ARTHROGRAPHY W IMG,774,774,
405,CT LOW EXT W/CONTRAST RT,2606.5,1489.5,
406,CT LOW EXT W/O CONTRAST LT,2015,1151.5,
407,CT LOWEXT W AND WO CONTRAST RT,2997,1712.5,
408,CT L-SPINE W/CONTRAST,3196.5,1826.5,
409,CT L-SPINE W/O CONTRAST,2796.5,1598,
410,CT LUNG CANCER ANNUAL SCREEN,2059,1176.5,
411,CT MAXILLOFACIAL W AND WO CONT,4045,2311.5,
412,CT MAXILLOFACIAL W/CONTRAST,2210.5,1263,
413,CT MAXILLOFACIAL W/O CONTRA,1995,1140,
414,CT NECK W/CONTRAST,2373,1356,
415,CT NECK W/O CONTRAST,1749,999.5,
416,CT ORBIT/SELLA/FOSSA/EAR W/CON,2326.5,1329.5,
417,CT ORBIT/SELLA/FOSSA/EAR W/O CON,2165.5,1237.5,
418,CT ORBITSELLAFOSSAEAR W AND WO,3071.5,1755,
419,CT PELVIS W AND W/O CONTRAST,4102,2344,
420,CT PELVIS W/CONTRAST,2818.5,1610.5,
421,CT PELVIS W/O CONTRAST,2186,1249,
422,CT PERC CHOLECYSTOST GUID S AND I,2390.5,2390.5,
423,CT PLC NEPH CATH W NEPH OR URETGRM W IMG/S&I,3542.5,3542.5,
424,CT T-SPINE W/CONTRAST,3012,1721,
425,CT T-SPINE W/O CONTRAST,2796.5,1598,
426,CT UP EXT W AND WO CONTRAST RT,4216,2409,
427,CT UP EXT W/CONTRAST LT,3196.5,1826.5,
428,CT UP EXT W/O CONTRAST RT,2015,1151.5,
429,CTA ABDOMEN AND PELVIS W AND W/O CONTRAST,5534.5,3162.5,
430,CTA ABDOMEN W AND W/O CONTRAST,3377.5,1930,
431,CTA ABDOMINAL AORTA W/RUNOF,4273.5,2442,
432,CTA CHEST W AND W/O CONT,3572.5,2041.5,
433,CTA HEAD W AND W/O CONT,3915,2237,
434,CTA LOW EXT W AND W/O CONT RT,3339,1908,
435,CTA NECK W AND W/O CONT,2593.5,1482,
436,CTA PELVIS W AND W/O CONTRAST,3179,1816.5,
437,CTA UPEXT W AND WO CONTRAST LT,3337.5,1907,
438,CULT BACTERIA BLOOD,147,84,
439,CULT BACTERIA QUANT AEROBIC,154,88,
440,CULT BACTERIA QUANT ANAEROB,688,393,
441,CULT FUNGI,232,132.5,
442,CULT FUNGI BLOOD,118,67.5,
443,CULT PATHOGENIC ORGAN SCRN,133,76,
444,CULT STOOL ADDITIONAL PATHO,44,25,
445,CULT STOOL SALMONELLA SHIGE,65,37,
446,CULT TYPE ID BY NUCLEIC ACI,276.5,158,
447,CULTURE AFB,144.5,82.5,
448,CULTURE ANAEROBIC,249.5,142.5,
449,CULTURE BACTERIA AEROBIC,118,67.5,
450,CULTURE CHLAMYDIA,212.5,121.5,
451,CULTURE VIRUS,585.5,334.5,
452,CUP CERVICAL S/M/L/XL,475,475,
453,CUP CHEST COMPRESSION DISP,256,256,
454,CUSHION CHAIR,109,109,
455,CUTTER LINEAR RELOADABLE 75MM,451,451,
456,CYCLIC CITRULLINATED PEPTID,161,92,
457,CYCLOSPORINE,219,125,
458,CYTOGENOMIC CONS MICROARRAY,5526.5,3158,
459,CYTOMEGALOVIRUS,175,100,
460,CYTOMEGALOVIRUS ANTIBODY IGM,522.5,298.5,
461,CYTOMEGALOVIRUS QUANT,541,309,
462,CYTOPATH NONGYN LB W/INTERP,746.5,426.5,
463,D DIMER QUAN ULTRA SEN,384,219.5,
464,DCRA SINGLE MAJOR ART/BR,23857,23857,
465,DEBRIDE MUSC/FASCIA EA ADL 20 SQCM,363,363,
466,DEBRIDE SKIN/SUBQ TISS/MUSCLE,673,673,
467,DEBRIDE SKIN/SUBQ TISSUE,494,494,
468,DEBRIDE SUBQ MUS/BONE/TISSUE,1332.5,1332.5,
469,DEBRIDE SUBQ TISSUE EA ADL 20 SQCM,246,246,
470,DEBRIDEMENT NAIL 6 OR MORE,189,189,
471,DEBRIDEMENT NAIL UP TO 5,178.5,178.5,
472,DEBRIDEMENT SELECT 1ST  20 SQ CM,1072.5,613,
473,DEBRIDEMENT SELECT EA ADDL 20 SQ CM,194,111,
474,DECLOTTING/THROMBOLYTIC AGT,704.5,704.5,
475,DEFIB BS DYNAGEN DR EL D153,52000,52000,
476,DEFIB BS DYNAGEN DR EL DF4 D152,52000,52000,
477,DEFIB MEDTR VISIA AF VR MRI,45747,45747,
478,DEFIB SYS BS DYNAGEN DR EL 2 LEAD 8D72/A,63375,63375,
479,DEFIB SYS BS DYNAGEN DR EL DF4 2 LEAD 8D62/A,63375,63375,
480,DEFIB SYS BS DYNAGEN VR EL 1 LEAD 8D52/A,51025,51025,
481,DEFIB SYS EVERA XT DR MRI,60697,60697,
482,DELIVERY VAGINAL,2622.5,2622.5,
483,DEOXYRIBONUCLEIC ACID ANTIB,167,95.5,
484,DERMABOND,129.5,129.5,
485,DERMABOND 0.5ML HI VISCOSITY,149.5,149.5,
486,DERMABOND 0.7ML,136,136,
487,DERMABOND 100,164.5,164.5,
488,DERMABOND ADHESIVE SKIN MINI,75.5,75.5,
489,DERMABOND ADVANCED,124.5,124.5,
490,DERMABOND PRINEO 22CM ETHICON,478,478,
491,DERMACARRIER 2195/12/13/14 ZIM,213.5,213.5,
492,DEVICE ABSRB WND CLOSR,191.5,191.5,
493,DEVICE CLOSURE ANGIOSEAL,1226.5,1226.5,
494,DEVICE CLOSURE/GUIDE NEOCLOSE,413.5,413.5,
495,DEVICE DILATION URETERAL,503,503,
496,DEVICE ELECTROSURGCL CUT/COAG,2462.5,2462.5,
497,DEVICE ENDOMET ABLATION NOVA,3412.5,3412.5,
498,DEVICE ESSURE PBC SYSTEM,6012.5,6012.5,
499,DEVICE FIXATION SECURESTRAP 25,2566,2566,
500,DEVICE FIXATN ABSORBATACK 30X,2184,2184,
501,DEVICE ILLUMINATION,1533,1533,
502,DEVICE MENISCAL REPAIR,3181.5,3181.5,
503,DEVICE SUTURE,1575,1575,
504,DEVICE SUTURE CAPTURING CAPIO,1562.5,1562.5,
505,DEVICE TROCHANTERIC W/CABLE,5545.5,5545.5,
506,DIFFERENTIAL MANUAL,128.5,73.5,
507,DIFFUSER MAESTRO DRILL,644.5,644.5,
508,DIGOXIN,162,92.5,
509,DILATION ESOPHAGUS OVER WIRE,1702.5,1702.5,
