Facility ,Description,Price
Clinch Valley,POLY >4 PAR W/CPAP OR BV,5257.35
Clinch Valley,HST TYPE3 UNATT >=4 CHNL,499.8
Clinch Valley,HST TYPE2 UNATT>=7 CHNL,499.8
Clinch Valley,HST TYPE4 UNATT >=3 CHNL,499.8
Clinch Valley,SLEEP UA HR OS RSP AF/EF,899.85
Clinch Valley,OVERNIGHT DX PULSE OX,150.15
Clinch Valley,POLYSMNOGRAPHY 1-3 PAR,2932.65
Clinch Valley,POLYSOMNOGRAPHY >4 PAR,5683.65
Clinch Valley,POLY >4 PAR W/CPAP OR BV,6318.9
Clinch Valley,MUL SLEEP LATENCY,4342.8
Clinch Valley,LOC GUID RAD TX DEL,620.55
Clinch Valley,TR DOSIMETRY,932.4
Clinch Valley,TR PORT IMAGE,256.2
Clinch Valley,LARYNGOSCOPY FIBEROPTIC,324.45
Clinch Valley,TR MLC DEVICES IMRT,2146.2
Clinch Valley,IV INITIAL UP TO 1 HOUR,424.2
Clinch Valley,TR DOSIMETRY BASIC,779.1
Clinch Valley,IVP SINGLE/INITIAL DRUG,202.65
Clinch Valley,CB INFUS/INSTILL RADIOE,595.35
Clinch Valley,TR MED PHYSICS CONT,1344
Clinch Valley,TR TREAT DEVICE CPLEX,1229.55
Clinch Valley,IV HYDRAT EA ADD HR,66.15
Clinch Valley,RAD TR COMPLEX,952.35
Clinch Valley,TR TREAT DEVICE SIMPLE,534.45
Clinch Valley,RAD TR SIMPLE,707.7
Clinch Valley,RAD TR INTERMED,828.45
Clinch Valley,IMRT DELIVERY SIMPLE,8952.3
Clinch Valley,TR TREAT DEVICE INTRMED,766.5
Clinch Valley,SP TREATMENT,1009.05
Clinch Valley,IRRIGATION OF VAD,247.8
Clinch Valley,OP VISIT LEVEL 1 NP,130.2
Clinch Valley,IMRT DELIVERY COMPLEX,8952.3
Clinch Valley,INJECTION IM OR SQ,174.3
Clinch Valley,IV HYDRAT INIT UP TO 1HR,424.2
Clinch Valley,COLL BLOOD IMPLANTED VAD,110.25
Clinch Valley,OP VISIT LEVEL 1 EST,103.95
Clinch Valley,SULFUR COLLOID DX 20 MCI,123.9
Clinch Valley,NM THYROID UPTAKE W STIM,1492.05
Clinch Valley,NM MUGA R/S SINGLE,3642.45
Clinch Valley,NM SPLEEN W&W/O FLOW,1465.8
Clinch Valley,NM BONE WHOLE BODY,3040.8
Clinch Valley,I131 SOD IOD CAP DX MCI,162.75
Clinch Valley,TC99M BICISATE DX 25 MCI,1623.3
Clinch Valley,NM KIDNEY SPECT,3553.2
Clinch Valley,MACROAGG ALBMN DX 10 MCI,801.15
Clinch Valley,RADIOPHM THPY ORAL ADMIN,2995.65
Clinch Valley,NM LIVER & SPLEEN,2513.7
Clinch Valley,NM BONE MARROW W BDY,1623.3
Clinch Valley,NM KDNEY FLW&FNC W/RX,2697.45
Clinch Valley,HEPA IMAG INCL GB,3596.25
Clinch Valley,TC99M SESTAMIBI DX DOSE,1284.15
Clinch Valley,MERTIATIDE DX TO 15 MCI,1639.05
Clinch Valley,NM MYOCRD SPECT R/S MULT,7172.55
Clinch Valley,THALLOUS CHLORIDE MCI,348.6
Clinch Valley,GA67 CITRATE DX PER MCI,220.5
Clinch Valley,NM BRAIN VASC FLOW,996.45
Clinch Valley,NM KDNEY SCAN FLW&FNC,2044.35
Clinch Valley,NM PLANAR PARATHYROID,2957.85
Clinch Valley,NM VIT B12 ABSR W/FAC,2902.2
Clinch Valley,PET/CT TUMR LTD AREA INI,16078.65
Clinch Valley,PENTETATE DX TO 25 MCI,801.15
Clinch Valley,NM VASCULAR FLOW,933.45
Clinch Valley,NM DACRYOSYSTOGRAM,3361.05
Clinch Valley,PENTETREOTIDE DX 6 MCI,10827.6
Clinch Valley,NM LVR & SPLN W/FLOW,3596.25
Clinch Valley,NM VIT B12 ABSR W/O FAC,1976.1
Clinch Valley,NM INTESTINE IMAGING,2010.75
Clinch Valley,IN111 PENTETATE DX .5MCI,2139.9
Clinch Valley,NM ACUTE GI BLOOD LOSS,1598.1
Clinch Valley,XR PERITONEOGRAM,2509.5
Clinch Valley,PULM VENT & PERF IMAG,3971.1
Clinch Valley,NM VENOGRAM BI,2722.65
Clinch Valley,NM MYOCRD SPECT R/S SGL,7172.55
Clinch Valley,STRESS TEST,1856.4
Clinch Valley,NM BRAIN SPECT,1652.7
Clinch Valley,STRONTIUM SR89 CL TX MCI,12228.3
Clinch Valley,MEBROFENIN DX TO 15 MCI,801.15
Clinch Valley,NM LIVER,2157.75
Clinch Valley,PET/CT TM SK BS MIDTH IN,16078.65
Clinch Valley,PET/CT TM SK BS MIDTH SU,16078.65
Clinch Valley,NM PULM PERF PARTIC,1661.1
Clinch Valley,NM THYROID SCN UP/STIM V,3020.85
Clinch Valley,NM TUMOR LCL SPECT,2026.5
Clinch Valley,NM CISTERNOGRAM,6430.2
Clinch Valley,DISOFENIN DX UP TO 15MCI,1102.5
Clinch Valley,NM LYMPHIMAG,2010.75
Clinch Valley,NM ABSCESS LCL W BODY,2995.65
Clinch Valley,NM RBC SEQUEST,1647.45
Clinch Valley,NM GASTRIC EMPTYING,2100
Clinch Valley,NM BONE SPECT,2728.95
Clinch Valley,NM TUMOR LOCAL MULT,2100
Clinch Valley,SM153LEXIDRN TX TO150MCI,14385
Clinch Valley,NM KIDNEY FLW&FNC MUL,3906
Clinch Valley,MEDRONATE DX UP TO 30MCI,1102.5
Clinch Valley,PULM VENT IMAGING,3397.8
Clinch Valley,EXAMETAZIME DX TO 25 MCI,2138.85
Clinch Valley,NM BRAIN MIN 4 STATIC VF,1128.75
Clinch Valley,PET/CT TUMR WHOL BOD SUB,16078.65
Clinch Valley,NM MYOCARD IMAGE,3971.1
Clinch Valley,NM TUMOR LOCAL LTD,1748.25
Clinch Valley,PET/CT TUMR WHOL BOD INI,16078.65
Clinch Valley,NM THYROID SCAN W/FL,1992.9
Clinch Valley,NM LIVER SPECT,4358.55
Clinch Valley,NM CARDIAC PL SGL R/S,3534.3
Clinch Valley,QUANT DIF PULM PERF,1661.1
Clinch Valley,NM URETERAL REFLUX,2513.7
Clinch Valley,NM MYOCRD PERF R/S SGL,1326.15
Clinch Valley,NM BONE 3 PHASE,3398.85
Clinch Valley,I123 SOD IOD CAP 100 UCI,552.3
Clinch Valley,QUANT DIF PULM PRF & VNT,2303.7
Clinch Valley,NM TUMOR LC WHBD SGL DAY,4274.55
Clinch Valley,NM TESTICULAR W/FLOW,2583
Clinch Valley,LABELED RBC DX TO 30 MCI,1270.5
Clinch Valley,HEPA IMAG INCL GB W PHA,4588.5
Clinch Valley,NM THYROID METS W BDY,1483.65
Clinch Valley,EVAL OT HIGH COMPLEX,500.85
Clinch Valley,RE-EVALUATION PT,190.05
Clinch Valley,NEG PRESSURE > 50 CM PT,646.8
Clinch Valley,EVAL PT MOD COMPLEX,720.3
Clinch Valley,UNNA BOOT LT PT,302.4
Clinch Valley,APP FNGR SPL DYNAMIC OT,290.85
Clinch Valley,APP SH ARM SPL STATIC PT,220.5
Clinch Valley,EVAL OT MOD COMPLEX,454.65
Clinch Valley,PHYS PER TEST/MSR 15M PT,207.9
Clinch Valley,REM DEVITLIZD TISS NS PT,111.3
Clinch Valley,EL ST UN IND NOT WC PT,226.8
Clinch Valley,EVAL PT LOW COMPLEX,654.15
Clinch Valley,NEG PRESSRE 50CM OR < PT,512.4
Clinch Valley,APP SHT ARM SPL DYNAM PT,360.15
Clinch Valley,WORK HDNG/COND ADL HR OT,236.25
Clinch Valley,EL ST UNATT ULCRS>30 PT,239.4
Clinch Valley,WORK HD/CON 2 HRS INT OT,472.5
Clinch Valley,RE-EVALUATION OT,190.05
Clinch Valley,DEBRD WD EA AD 20SQCM PT,443.1
Clinch Valley,EVAL OT LOW COMPLEX,413.7
Clinch Valley,EVAL PT HIGH COMPLEX,791.7
Clinch Valley,APP FNGR SPL STATIC OT,202.65
Clinch Valley,WORK HD/CON 2 HRS INT PT,472.5
Clinch Valley,DEBRIDE WND IN 20SQCM PT,393.75
Clinch Valley,RESPIRATORY CLEARANCE,13
Clinch Valley,UA WO MICRO AUTO,181
Clinch Valley,VISION SCREEN/TEST,30
Clinch Valley,TDAP VACC 7YRS OR >IM,73
Clinch Valley,PHYSICAL EXAM LEVEL 2,77
Clinch Valley,HEP A VACCINE ADULT,169
Clinch Valley,FLU VACCINE,44
Clinch Valley,MMR VACCINE,105
Clinch Valley,VISION SCRN/TEST LEVEL 3,30
Clinch Valley,STREP A AG EIA,91
Clinch Valley,FIT TEST QUESTIONNAIRE,11
Clinch Valley,AUDIOMETRIC SCREENING,30
Clinch Valley,HEP A & HEP B VAC 1ML,339
Clinch Valley,FIT TEST,25
Clinch Valley,HEP B VACCINE ADULT,169
Clinch Valley,VISION SCRN/TEST LEVEL 2,30
Clinch Valley,PPD,46
Clinch Valley,PHYSICAL EXAM LEVEL 3,118
Clinch Valley,PHYSICAL EXAM,118
Clinch Valley,AUDIOMETRIC SCRN LEVEL 2,30
Clinch Valley,MINI-EVAL,28
Clinch Valley,EKG OH,101
Clinch Valley,NSGD INCL PROGR/MODIF SP,402.15
Clinch Valley,AUDIOMETRIC SCREENING,35.7
Clinch Valley,EVAL ORAL/PHARYNG SWL SP,433.65
Clinch Valley,BEHAV QL ANALYSIS VOICE,549.15
Clinch Valley,SP/EVAL SND W/ LANG EVAL,549.15
Clinch Valley,EV RX OF NSGD SP,382.2
Clinch Valley,TX SPEECH INDIVIDUAL SP,451.5
Clinch Valley,EV SGD W/PT ADD 30 MN SP,124.95
Clinch Valley,SP/EVAL SOUND PRODUCTION,549.15
Clinch Valley,APHASIA INT&RPT/HR SP,433.65
Clinch Valley,SP/EVAL FLUENCY,549.15
Clinch Valley,SP/EVAL SOUND PRODUCTION,549.15
Clinch Valley,EV SGD W/PT FIRST HR SP,217.35
Clinch Valley,DEV COG SKILLS EA 15M SP,134.4
Clinch Valley,SGD INCL PROGRAM/MOD SP,191.1
Clinch Valley,SP/EVAL SND W/ LANG EVAL,549.15
Clinch Valley,TX SWAL/ORAL FUNCTION SP,424.2
Clinch Valley,FLUORO EVAL OF SWALW SP,433.65
Clinch Valley,SP/EVAL FLUENCY,549.15
Clinch Valley,BEHAV QL ANALYSIS VOICE,549.15
Clinch Valley,CRYOPRECIPITATE POOLED,97.65
Clinch Valley,THERAPEUTIC PHLEB,181.65
Clinch Valley,ANTIGEN TYPING EA,180.6
Clinch Valley,PREPOOL LR PLATELETS IRR,864.15
Clinch Valley,BLOOD TRANSFUSION,814.8
Clinch Valley,ANTIBODY ID EA,400.05
Clinch Valley,PRBC LR IRR DD,428.4
Clinch Valley,KB STAIN (FETAL BLEED),190.05
Clinch Valley,PLTS PH LR IRR EACH UNIT,1425.9
Clinch Valley,ANTIBODY TITER EA INDIR,116.55
Clinch Valley,AUTO BLOOD COLLECTION,292.95
Clinch Valley,FFP,168
Clinch Valley,PLTS PH LR,1346.1
Clinch Valley,PRBC ADSOL,421.05
Clinch Valley,CROSSMATCH INCUB,248.85
Clinch Valley,DIRECT COOMBS AHG EA,150.15
Clinch Valley,RH TYPE,152.25
Clinch Valley,ANTIBODY SCREEN EA,173.25
Clinch Valley,DIRECT COOMBS IGG EA,150.15
Clinch Valley,PRBC WASH,721.35
Clinch Valley,IRRADIATION BLD EA,625.8
Clinch Valley,PLTS CONC,145.95
Clinch Valley,PREPOOLED LR PLATELETS,802.2
Clinch Valley,FETAL SCREEN (ROSETTE),102.9
Clinch Valley,GEL XMATCH AHG,789.6
Clinch Valley,CROSSMATCH IMM SPIN,173.25
Clinch Valley,SPLITTING OF PRODUCT,97.65
Clinch Valley,PRBC AUTO,455.7
Clinch Valley,AG SC DON BLD REA SER EA,63
Clinch Valley,PRBC LR,495.6
Clinch Valley,ALBUMIN INF 5% 50ML,72.45
Clinch Valley,CROSSMATCH AHG,367.5
Clinch Valley,ANTIBODY ID EA,400.05
Clinch Valley,DIRECT COOMBS COMP EA,174.3
Clinch Valley,ANTIBODY ELUTION EA,466.2
Clinch Valley,PLT CONC LR IRR,823
Clinch Valley,PRBC IR,510.3
Clinch Valley,FFP THAW EA UNIT,47.25
Clinch Valley,ABO TYPE,69.3
Clinch Valley,BB PHYS TX REACTION,554.4
Clinch Valley,PLT CONC LR,764
Clinch Valley,PRBC LR IRR,579.6
Clinch Valley,CRYOPRECIPITATE,113.4
Clinch Valley,DIRECT COOMBS COMP EA,174.3
Clinch Valley,PLASMA FRZ WITHIN 24 HRS,168
Clinch Valley,PLATELET CROSSMATCH AHG,155.4
Clinch Valley,OP VISIT LEVEL 5 EST,648.9
Clinch Valley,OP VISIT LEVEL 2 NP,400.05
Clinch Valley,OP VISIT LEVEL 3 NP,509.25
Clinch Valley,UNNA BOOT BI,550.2
Clinch Valley,DEBRID WND EA ADD 20SQCM,806.4
Clinch Valley,OP VISIT LEVEL 5 NP,958.65
Clinch Valley,OP VISIT LEVEL 1 NP,332.85
Clinch Valley,OP VISIT LEVEL 3 EST,400.05
Clinch Valley,NEG PRESSURE 50CM OR <,433.65
Clinch Valley,IV INITIAL UP TO 1 HOUR,983.85
Clinch Valley,APPLY VEN WND COMP BK BI,550.2
Clinch Valley,APPLY VENOUS WND COMP BK,550.2
Clinch Valley,APPLY COMP TH AND LEG LT,147
Clinch Valley,GLUCOS BLD METER FDA APP,48.3
Clinch Valley,OP VISIT LEVEL 4 NP,648.9
Clinch Valley,OP VISIT LEVEL 4 EST,509.25
Clinch Valley,OP VISIT LEVEL 2 EST,400.05
Clinch Valley,UNNA BOOT LT,550.2
Clinch Valley,DEBRIDE WND INI 20SQCM,806.4
Clinch Valley,HBO FULL BODY 30 MIN INT,721.35
Clinch Valley,OP VISIT LEVEL 1 EST,332.85
Clinch Valley,REM DEVITALIZED TISS NS,457.8
Clinch Valley,NEG PRESSURE > 50 CM,457.8
Clinch Valley,OVERNIGHT STUDY DX POX,142.8
Clinch Valley,RESP FLOW VOLUME LOOP,574.35
Clinch Valley,INTRAPULM PERC INITIAL,302.4
Clinch Valley,BLOOD GAS OTHER ANY TWO,540.75
Clinch Valley,PLETHYSMOGRAPHY,895.65
Clinch Valley,SMOKECESS >10 MIN,128.1
Clinch Valley,HAND HELD NEB SUBQ,278.25
Clinch Valley,CPR,1328.25
Clinch Valley,DX EXERCISE PULSE OX,181.65
Clinch Valley,PH BLOOD ONLY,129.15
Clinch Valley,DEM AER GEN/NEB/MDI/IPPB,465.15
Clinch Valley,BRONCH PROV EV MULT SPIR,1452.15
Clinch Valley,CPAP VENT INT&MGMT,895.65
Clinch Valley,INTRAPULM PERC SUBSQ,163.8
Clinch Valley,INTRAPULM PERC SUBSQ,89.25
Clinch Valley,ABG WITH MEAS O2 SAT,595.35
Clinch Valley,COLL CAPILLARY BLOOD,39.9
Clinch Valley,MAXIMUM VOLUNTARY VENT,181.65
Clinch Valley,ARTERIAL PUNCTURE,44.1
Clinch Valley,MDI SUBQ,278.25
Clinch Valley,INHALATION TX INITIA,465.15
Clinch Valley,OXYGEN,60.9
Clinch Valley,VENT MGMT INITIAL IP/OBS,2034.9
Clinch Valley,SMOKECESS 3-10 MIN,102.9
Clinch Valley,OXYGEN 1-12 HR,664.65
Clinch Valley,Aerosol SUBQ,312.9
Clinch Valley,SPIROMETRY,376.95
Clinch Valley,AEROSOL 1ST HOUR,1113
Clinch Valley,NEBULIZER SUBQ ADDL HR,1113
Clinch Valley,OVERNIGHT DX PULSE OX,213.15
Clinch Valley,INHALATION PENTAMIDINE,561.75
Clinch Valley,PULM STRESS SIMPLE,184.8
Clinch Valley,VENT MGMT IP/OBS SUB DAY,1921.5
Clinch Valley,SINGLE DX PULSE OX,163.8
Clinch Valley,DIFFUSING CAPACITY,433.65
Clinch Valley,IVP SINGLE/INITIAL DRUG,399
Clinch Valley,HEMODIALYSIS,634.2
Clinch Valley,OP-DIALYSIS UNSCHEDULE,953.4
Clinch Valley,NDL ELEC PARA VEL LTD,203.7
Clinch Valley,NERVE COND 1-2 STDS,296.1
Clinch Valley,NDL ELEC 2 EXT W/WO PA,646.8
Clinch Valley,EEG REC AW & DROWSY,1456.35
Clinch Valley,NDL ELEC 4 EXT W/WO PA,1326.15
Clinch Valley,NERVE COND 11-12 STDS,3580.5
Clinch Valley,EEG REC AW & DROWSY,1122.45
Clinch Valley,EEG UP TO 1 HR,1122.45
Clinch Valley,NERVE COND 13+ STDS,4048.8
Clinch Valley,NERVE COND 7-8 STDS,2428.65
Clinch Valley,EEG GREATER THAN 1 HR,1682.1
Clinch Valley,SHRT LATENCY SOMA UP LMB,1208.55
Clinch Valley,VEP,1184.4
Clinch Valley,NERVE COND 3-4 STDS,1089.9
Clinch Valley,NDL ELEC 1 EXT W/WO PA,326.55
Clinch Valley,NDL ELEC 3 EXT W/WO PA,1001.7
Clinch Valley,NERVE COND 5-6 STDS,1745.1
Clinch Valley,NDL ELEC PARA VEL 5 OR M,203.7
Clinch Valley,NRV COND EA LIMB W/FWAVE,235.2
Clinch Valley,EEG REC AW & DROWSY,1122.45
Clinch Valley,NERVE COND 9-10 STDS,2957.85
Clinch Valley,EEG CEREB DEATH,1776.6
Clinch Valley,CTH PLC/INJ LHC W GRAFT,12675.6
Clinch Valley,PTCA SINGLE VESSEL RI,6357.75
Clinch Valley,CTH PLC/INJ R&LHC/L VENT,12675.6
Clinch Valley,CTH PLC/INJ LHC & L VENT,13113.45
Clinch Valley,CATH HRT R&L/INJ L VENT,13717.2
Clinch Valley,CTH PLC/INJ R&LHC/GRAFTS,12675.6
Clinch Valley,PTCA STNT W ANG ADDL RC,9656.85
Clinch Valley,PERC DRUG EL COR STNT RI,9656.85
Clinch Valley,PERC DRUG EL COR STNT RC,9656.85
Clinch Valley,SP ANG INTRN MAMMARY,1530.9
Clinch Valley,SP VENOCAVAGM INF,5139.75
Clinch Valley,SP AORTOGM TH W/O FILM,4058.25
Clinch Valley,XR FLUORO NDL,989.1
Clinch Valley,PTCA STNT W ANG SGL  LD,9656.85
Clinch Valley,TEMP EXTERNAL PACING,344.4
Clinch Valley,SP ANGIO PULM SEL UNI LT,4589.55
Clinch Valley,PTCA STNT W ANG ADDL LD,9656.85
Clinch Valley,PHARMACY AGENT ADMIN,844.2
Clinch Valley,ILC/FEM ART ANG AT CCATH,421.05
Clinch Valley,SP ANGIO ADDL VESSEL,2187.15
Clinch Valley,PERC DRUG EL COR STNT LD,9656.85
Clinch Valley,INJ SELECT RT VENT/ATRIA,413.7
Clinch Valley,SP ANGIO EXT BI,4856.25
Clinch Valley,XR FLUOROSCOPY 0-60 MIN,962.85
Clinch Valley,PERC DRUG EL COR STNT LM,9656.85
Clinch Valley,CATH HRT LT/INJ L VENT,11170.95
Clinch Valley,MOD SED MD EADD 15,12.6
Clinch Valley,SP ANGIO PULM SEL BI,5306.7
Clinch Valley,SP VENOGRAM EXT UNI RT,2209.2
Clinch Valley,SP ANGIO EXT UNI RT,3624.6
Clinch Valley,PTCA STNT W ANG SGL RI,9656.85
Clinch Valley,INJ AOR,2697.24
Clinch Valley,SP AORTOGM ABD W/FILM,6052.2
Clinch Valley,SP ANGIO PULM SEL UNI RT,4901.4
Clinch Valley,FLUORO GUID CTRL ACC DEV,945
Clinch Valley,ENDO REP AAA W/IAOD,967.11
Clinch Valley,PTCA STENT W ANGIO ADDL,9656.85
Clinch Valley,XR INTRO LONG GI TUBE,1082.55
Clinch Valley,CATH PLC/INJ BYPAS GRFTS,11816.7
Clinch Valley,SP ANG VISC SEL W/WO F,3726.45
Clinch Valley,SP PERC DRAIN,1116.15
Clinch Valley,SP VENOCAVAGM SUP,4861.5
Clinch Valley,CATH PLC/INJ CORONRY ART,11170.95
Clinch Valley,VELOCITY BLD FLOW INT,876.75
Clinch Valley,PTCA SINGLE VESSEL LC,6357.75
Clinch Valley,PTCA STNT W ANG SGL LM,9656.85
Clinch Valley,OPEN FEM EXPOSURE UNI,11132.36
Clinch Valley,PTCA SINGLE VESSEL LM,6357.75
Clinch Valley,PTCA SINGLE VESSEL,6357.75
Clinch Valley,VELOCITY BLD FLOW EA ADD,1754.55
Clinch Valley,PERC TRANS CORON THROM,14832.3
Clinch Valley,PTCA SINGLE VESSEL LD,6357.75
Clinch Valley,PTCA EA ADL BRNCH RC,6357.75
Clinch Valley,PTCA SINGLE VESSEL RC,6357.75
Clinch Valley,PTCA EA ADDL BRANCH,6357.75
Clinch Valley,INSERTION FLO DR CATH,5532.45
Clinch Valley,PERC DRUG EL COR STNT SL,9656.85
Clinch Valley,IVUS INITIAL VESSEL,7523.25
Clinch Valley,MOD SED MD 1ST 15 >5YRS,13.65
Clinch Valley,SP TRANSCATH ANGIO F/U,2009.7
Clinch Valley,PRESSURE VENOUS DETER,1044.75
Clinch Valley,PTCA EA ADL BRNCH LC,6357.75
Clinch Valley,PTCA STNT W ANG SGL LC,9656.85
Clinch Valley,PERC DRUG EL COR STNT RI,9656.85
Clinch Valley,SP TRANSCTH THPY EMBL,8866.2
Clinch Valley,PERC DRUG EL COR STNT LC,9656.85
Clinch Valley,SP VENOGRAM EXT BI,3575.25
Clinch Valley,SP AORTOGM TH W/FILM,5831.7
Clinch Valley,RVSC AMI STN THRMB SGL,12875.1
Clinch Valley,PTCA STENT W ANGIO SGL,9656.85
Clinch Valley,XR UROGRAM ANTEGRADE,760.2
Clinch Valley,SP AORTOGM ABD W/RNF,3500.7
Clinch Valley,INJ SUPRAVALV AORTOGRM,464.1
Clinch Valley,PTCA STNT W ANG SGL RC,9656.85
Clinch Valley,CTH PLC/INJ GRAFT W RHC,11816.7
Clinch Valley,PTCA EA ADL BRNCH LD,6357.75
Clinch Valley,SP CHG TUBE/DRN W/C,1192.8
Clinch Valley,SP VENOGRAM EXT UNI LT,1837.5
Clinch Valley,US GUIDANCE VASC ACCESS,703.5
Clinch Valley,SP ANGIO EXT UNI LT,3490.2
Clinch Valley,PTCA STNT W ANG ADDL  LC,9656.85
Clinch Valley,RVSC CHR STN THRM SGL RC,14387.1
Clinch Valley,CTH PLC/INJ CR ART W RHC,12675.6
Clinch Valley,EKG TRACING ONLY,387.45
Clinch Valley,HOLTER RECORD VISUAL,582.75
Clinch Valley,EVENT MONITOR RECORD,903
Clinch Valley,HOLTER SCAN VISUAL,773.85
Clinch Valley,BIOIMPEDANCE CV ANALYSIS,345.45
Clinch Valley,CR EXER NON-MON,192.15
Clinch Valley,RESP FLOW VOLUME LOOP,574.35
Clinch Valley,SMOKECESS 3-10 MIN,102.9
Clinch Valley,IMPROVE RESP FUNC GROUP,101.85
Clinch Valley,CR EXER MON,214.2
Clinch Valley,EKG TRACING ONLY,387.45
Clinch Valley,PULM STRESS SIMPLE,184.8
Clinch Valley,PUL REHB TO 2-1HR SES/DY,163.8
Clinch Valley,SMOKECESS >10 MIN,128.1
Clinch Valley,IMPRV RESP FNC IND EA15M,89.25
Clinch Valley,EP W/LA REC W/ARRHYTHMIA,4.2
Clinch Valley,E COLI 0157 AG EIA,70.35
Clinch Valley,DEXAMETHASONE QN,87.15
Clinch Valley,IGF BINDING PROTEIN-3 CA,387.45
Clinch Valley,DEF DRUG OPIOIDS ALG 1-2,233.1
Clinch Valley,CHLORPROMAZINE,34.65
Clinch Valley,LYME DISEASE AB IGG QL,811.65
Clinch Valley,CHLORIDE UR,235.2
Clinch Valley,HEMOGLOBIN FRACT HPLC,140.7
Clinch Valley,LACTOGEN HPL,465.15
Clinch Valley,ASPERGILLUS AB,130.2
Clinch Valley,CYANIDE,202.65
Clinch Valley,GLOMERULAR BM FA AB TIT,530.25
Clinch Valley,THYROID STIM IMMUNO TSI,490.35
Clinch Valley,ROTAVIRUS AG EIA,495.6
Clinch Valley,PATH STAIN GROUP 2,130.2
Clinch Valley,FOLATE RBC,63
Clinch Valley,DEF DRUG ALCOHOLS,160.65
Clinch Valley,HALOPERIDOL HALDOL QN,200.55
Clinch Valley,ESTRIOL,214.2
Clinch Valley,ISLET CELL AB,494.55
