PROC #,Procedure Description,IP Price,OP Price,Note (*)
70,BLADE RECIPROCATING STRYKER,515,515,
71,BLADE SAGITTAL,196,196,
72,BLADE SAGITTAL HEAVY DUTY,516.5,516.5,
73,BLOOD TYPING ABO,299.5,299.5,
74,BLOOD TYPING RH D,164,164,
75,BONE CHIPS CRUSHD READIGRAFT,685,685,
76,BOOT AIR WALKER TALL OTS,377,377,
77,BOOT EX TRACKER WALKER,122,122,
78,BOOT ORTHO,76,76,
79,BOOT PNEUMATIC OTS,163,163,
80,BOOT PREVALON,391.5,391.5,
81,BOOT WALKER SHORT LEG ALL SZ OTS,222.5,222.5,
82,BORDETELLA PERTUSSIS Q,140.5,140.5,
83,BRACE ANKLE STIRRUP OTS,83.5,83.5,
84,BRAF,957,957,
85,BUR ROUND STRYKR,226.5,226.5,
86,BUR STRYKER,719,719,
87,C DIFFICILE TOXIN A AND B EIA,149,149,
88,C02 EXPIRED GAS DETERM DAILY,552,552,
89,CA 19-9,152.5,152.5,
90,CABLE W/CRIMP 1.0/1.7 750MM,1698.5,1698.5,
91,CALCIUM,88,88,
92,CALCIUM IONIZED,152,152,
93,CALCULUS INFRARED SPECTROS Q38,77,77,
94,CANCER SCREEN COLONOSCOPY HI RISK,2315.5,2315.5,
95,CANNULA DRI LOK 75MM STRYKER,280.5,280.5,
96,CANNULA DRI LOK 90MM STRYKER,157,157,
97,CARBAMAZEPINE TOTAL,117,117,
98,CARBOXYHEMOGLOBIN,203,203,
99,CARCINOEMBRYONIC ANTIGEN,139,139,
100,CARDIAC REHAB MONITORED OP,272,272,
101,CARDIOLIPIN AB IGA OTHER,224.5,224.5,
102,CARDIOVERSION EXTERNAL,1589.5,1589.5,
103,CATH CHOLANGIOGRAM 300,793.5,793.5,
104,CATH COUDE URETERAL 40,506.5,506.5,
105,CATH FOLEY 3W ALL SIZES,84,84,
106,CATH FOLEY 70,223.5,223.5,
107,CATH NEXIVA,35,35,
108,CATH SAFE-T CENTESIS DRAIN SYS,509.5,509.5,
109,CAUTERY PENCIL HANDTROL 10,80.5,80.5,
110,CBC W/AUTO DIFF OTHER,117.5,117.5,
111,CBC WITHOUT DIFFERENTIAL,98,98,
112,CELL COUNT MISC FLUID,128,128,
113,CELL COUNT MISC FLUID W/DIF,235.5,235.5,
114,CEMENT BONE 225,1169,1169,
115,CENTRALIZER DISTL/PROXIML VERSYS,296,296,
116,CHLAMYDIA,87,87,
117,CHLAMYDIA IGM,93.5,93.5,
118,CHLAMYDIA TRACH AMP PROBE T,401.5,401.5,
119,CHLORIDE RANDOM URINE,39,39,
120,CHOLESTEROL HDL,60.5,60.5,
121,CHOLESTEROL SERUM,36.5,36.5,
122,CLIA OCCULT BLOOD GAS FLUID,58,58,
123,CLIP APPLIER DISP,505,505,
124,CLOSTRIDIUM DIFFICILE TOXINGENES,240.5,240.5,
125,COCCIDIODIES,84.5,84.5,
126,COLONOSCOPY FLEX DX,2954.5,2954.5,
127,COLONOSCOPY FLEX W/INJ SUBMUC,3210,3210,
128,COLONOSCOPY SCRN PT NOT HI RISK,2315.5,2315.5,
129,COLONOSCOPY THRU STOMA W/SNARE,2497,2497,
130,COLONOSCOPY W/ABLATION,4323,4323,
131,COLONOSCOPY W/BIOPSY,3210,3210,
132,COLONOSCOPY W/HOT FORCEP,3644,3644,
133,COLONOSCOPY W/REMOVE BY SNARE,4062.5,4062.5,
134,COMPATIBILITY TEST-ELECTRONIC,551,551,
135,COMPREHENSIVE METABOLIC PAN,369,369,
136,CONCENTRATION FOR INF AGENT,63.5,63.5,
137,CORTISOL TOTAL,119.5,119.5,
138,CPAP/BIPAP SUBSEQUENT DAILY,374.5,374.5,
139,CPR,1567,1567,
140,C-REACTIVE PROTEIN,131,131,
141,CREATINE KINASE (CPK) TOTAL,102.5,102.5,
142,CREATININE ISTAT,73,73,
143,CREATININE URINE,58.5,58.5,
144,CRITICAL CARE >74 PER 30 MIN,791,791,
145,CRITICAL CARE 30-74 ADDL SVC,2902.5,2902.5,
146,CROSSMATCH,551,551,
147,CRYSTAL ID LIGHT MICRO,53,53,
148,CT ABDOMEN AND PELVIS W AND W/O CONT,3711.5,3711.5,
149,CT ABDOMEN AND PELVIS W CONT,3092.5,3092.5,
150,CT ABDOMEN AND PELVIS W/O CONT,2614.5,2614.5,
151,CT ABDOMEN W AND W/O CONTRAST,2421,2421,
152,CT ABDOMEN W/CONTRAST,1933.5,1933.5,
153,CT ABDOMEN W/O CONTRAST,1581,1581,
154,CT CHEST W AND W/O CONTRAST,2288,2288,
155,CT CHEST W/CONTRAST,1865,1865,
156,CT CHEST W/O CONTRAST,1479.5,1479.5,
157,CT C-SPINE W AND W/O CONTRAST,2580.5,2580.5,
158,CT C-SPINE W/O CONTRAST,1781.5,1781.5,
159,CT HEAD/BRAIN W/CONTRAST,2050.5,2050.5,
160,CT HEAD/BRAIN W/O CONTRAST,1422,1422,
161,CT HEADBRAIN W AND WO CONTRAST,2485.5,2485.5,
162,CT LOW EXT W/CONTRAST RT,1893.5,1893.5,
163,CT LOW EXT W/O CONTRAST RT,1672.5,1672.5,
164,CT LOWEXT W AND WO CONTRAST RT,2075,2075,
165,CT L-SPINE W AND W/O CONTRAST,2675.5,2675.5,
166,CT L-SPINE W/CONTRAST,2087.5,2087.5,
167,CT L-SPINE W/O CONTRAST,1781.5,1781.5,
168,CT LUNG CANCER ANNUAL SCREEN,933.5,933.5,
169,CT MAXILLOFACIAL W AND WO CONT,2311.5,2311.5,
170,CT MAXILLOFACIAL W/CONTRAST,1608,1608,
171,CT MAXILLOFACIAL W/O CONTRA,1301,1301,
172,CT NECK W AND W/O CONTRAST,2467,2467,
173,CT NECK W/CONTRAST,1975.5,1975.5,
174,CT NECK W/O CONTRAST,1311,1311,
175,CT ORBIT/SELLA/FOSSA/EAR W/CON,1806,1806,
176,CT ORBIT/SELLA/FOSSA/EAR W/O CON,1538.5,1538.5,
177,CT ORBITSELLAFOSSAEAR W AND WO,2232,2232,
178,CT PELVIS W AND W/O CONTRAST,1934.5,1934.5,
179,CT PELVIS W/CONTRAST,1732.5,1732.5,
180,CT PELVIS W/O CONTRAST,1304.5,1304.5,
181,CT T-SPINE W/CONTRAST,1892,1892,
182,CT T-SPINE W/O CONTRAST,1720,1720,
183,CT UP EXT W AND WO CONTRAST LT,2241,2241,
184,CT UP EXT W/CONTRAST LT,2087.5,2087.5,
185,CT UP EXT W/O CONTRAST LT,1658,1658,
186,CTA ABDOMEN AND PELVIS W AND W/O CONTRAST,3155,3155,
187,CTA ABDOMEN W AND W/O CONTRAST,2049,2049,
188,CTA ABDOMINAL AORTA W/RUNOF,2442,2442,
189,CTA CHEST W AND W/O CONT,2098,2098,
190,CTA HEAD W AND W/O CONT,2154.5,2154.5,
191,CTA NECK W AND W/O CONT,1915,1915,
192,CUFF SCD FOOT,50,50,
193,CULT BACTERIA BLOOD,84,84,
194,CULT FUNGI,133,133,
195,CULT MYCOPLASMA ANY SOURCE Q,184,184,
196,CULT PATHOGENIC ORGAN SCRN,103.5,103.5,
197,CULT STOOL ADDITIONAL PATHO,103,103,
198,CULT STOOL SALMONELLA SHIGE,238.5,238.5,
199,CULT TYPE ID BY NUCLEIC ACI,158,158,
200,CULTURE AFB,112.5,112.5,
201,CULTURE ANAEROBIC,337.5,337.5,
202,CULTURE BACTERIA AEROBIC,94,94,
203,CULTURE TYPING IMMUNOFLUORESCE,82.5,82.5,
204,CUP CHEST COMPRESSION DISP,256,256,
205,CUSHION CHAIR,109,109,
206,CYTOMEGALOVIRUS NEG UNIT CHARGE,105.5,105.5,
207,CYTOMEGALOVIRUS QUANT,304,304,
208,CYTOPATH NONGYN LB W/INTERP,695,695,
209,D DIMER QUAN ULTRA SEN,374.5,374.5,
210,DEMO/EVAL SVN/IPPB/MDI,374.5,374.5,
211,DEOXYRIBONUCLEIC ACID ANTIB,101,101,
212,DERMABOND,129.5,129.5,
213,DERMABOND 0.7ML,136,136,
214,DERMABOND 100,164.5,164.5,
215,DERMABOND ADHESIVE SKIN MINI,75.5,75.5,
216,DERMABOND ADVANCED,124.5,124.5,
217,DERMABOND MINI 0.36ML,75,75,
218,DEVICE ELECTROSURGCL CUT/COAG,324,324,
219,DEVICE FIXATION SECURESTRAP 25,2566,2566,
220,DIGOXIN,97.5,97.5,
221,DILATION ESOPHAGUS SOUND OR BO,1147.5,1147.5,
222,DISK METHOD SENSITIVITY,51,51,
223,DRAIN CONSTAVAC BLOOD CONS SYS,1131.5,1131.5,
224,DRESSING BAND 4-6 IN LATEX FREE ESMARK,127,127,
225,DRESSING BANDAGE 60,114.5,114.5,
226,DRESSING EPISTAXIS ALL SIZES,105,105,
227,DRESSING EXUFIBER AG 4X5,278,278,
228,DRESSING MEPILEX AG BORDER 4X12,201,201,
229,DRESSING QUICK CLOT 5 X 5,459.5,459.5,
230,DRESSING VAC SIMPLACE MED,317.5,317.5,
231,DRILLBIT 1.0 - 3.5,355,355,
232,DRILLBIT 1.0-3.5MM SYNTHES,477,477,
233,DRILLBIT 100/110MM SYNTHES,369,369,
234,DRILLBIT 2.0/2.6 AO SHAFT,885,885,
235,DRILLBIT 2.0-3.5 125-180MM,390,390,
236,DRILLBIT 2.7MM/3.5MM SYNTHES,1539.5,1539.5,
237,DRILLBIT 250,1037.5,1037.5,
238,DRILLBIT 275,1069,1069,
239,DRILLBIT 3 FLUTED SYNTHES,981,981,
240,DRILLBIT 3.5X130/230MM T2,731,731,
241,DRILLBIT 300,1181.5,1181.5,
242,DRILLBIT 325,1251.5,1251.5,
243,DRILLBIT 375,852,852,
244,DRILLBIT 4.2/5.0 AO,1200,1200,
245,DRILLBIT 600,1496.5,1496.5,
246,DRILLBIT BUR F SERIES STRYKER,1344,1344,
247,DRILLBIT LCP 2.8MM SYNTHES,714,714,
248,DRILLBIT QC 60-145MM ZMR,486.5,486.5,
249,DRILLBIT QUIK COUPLING 60-145MM,310.5,310.5,
250,DRUG SCREEN SINGLE,427,427,
251,DSG AQUACEL 6X6,153.5,153.5,
252,DSG AQUACEL AG RIBBON 3/4X18,88.5,88.5,
253,DSG MEPILEX BORDER 4X12,120.5,120.5,
254,DSG MEPILEX BORDER SACRUM 7.2,43.5,43.5,
255,DSG SILVASORB GEL,128,128,
256,ECHO 2D COMPL SPEC AND COLOR DOP,2502,2502,
257,ECHO 2D W/CONTRAST LIMITED,922.5,922.5,
258,ECHO 2D W/WO CONT SPECT/COLOR,2502,2502,
259,ECHO AWAKE TEE,4193,4193,
260,ECHO COLOR FLOW VELOCITY MAP,605,605,
261,EGD BALLOON DIL ESOPH 30 MM,4047.5,4047.5,
262,EGD DIAGNOSTIC,2177.5,2177.5,
263,EGD W/BAND ESOPH/GASTRIC VARIC,4349,4349,
264,EGD W/BIOPSY,2991,2991,
265,EGD W/CONTROL OF BLEEDING,3565,3565,
266,EGD W/DILATION,3118.5,3118.5,
267,EGD W/ESOPH BALLOON DILATION,2714.5,2714.5,
268,EGD W/PEG PLACEMENT,3546.5,3546.5,
269,EGD W/REMOVE FB,3148.5,3148.5,
270,EGD W/TUMOR/POLYP REMOVE SNARE,3486.5,3486.5,
271,EGFR GENE ANALYSIS,1760.5,1760.5,
272,EKG ROUTINE TRACING ONLY,254.5,254.5,
273,ENTEROVIRUS AMP PROBE TEC,240.5,240.5,
274,ENZYME DETECTION BETA LACTA,49.5,49.5,
275,ER VISIT LEVEL 1,360,360,
276,ER VISIT LEVEL 2,559,559,
277,ER VISIT LEVEL 3,905,905,
278,ESOPHAGOSCOPY DIAGNOSTIC,1610.5,1610.5,
279,EVAL SPEECH ONLY 31-60 MIN,494.5,494.5,
280,EVAL SPEECH/LANG 31-60 MIN,1035.5,1035.5,
281,EVAL VOICE 31-60 MIN,567,567,
282,EXTRACTABLE NUCLEAR AG,131.5,131.5,
283,F2,359,359,
284,F5,461,461,
285,FACTOR II,97,97,
286,FERRITIN,100,100,
287,FIBRINOGEN,105.5,105.5,
288,FINGER/HEEL/EAR STICK,20,20,
289,FLOW CELL SURF MARKR TC 1ST 1,1119.5,1119.5,
290,FLOW CYTO CELL SURFACE ADDL,135.5,135.5,
291,FLUR NONINFECTIOUS AG AB Q,88.5,88.5,
292,FLUTTER VALVE INITIAL,229,229,
293,FLUTTER VALVE RX SUBSEQUENT,141,141,
294,FOLATES RBC,127,127,
295,FOLATES SERUM,108,108,
296,FRESH FROZEN PLASMA PROC,100,100,
297,GASES BLOOD PH ONLY,25.5,25.5,
298,GASTRIC INTUB AND ASPIR/LAVAGE,234.5,234.5,
299,GGT,161.5,161.5,
300,GIARDIA SPECIFIC ANTIGEN EI,162.5,162.5,
301,GLUCOSE BLOOD,56.5,56.5,
302,GLUCOSE FLUID,141,141,
303,GLUCOSE METER BLOOD,39,39,
304,GONADOTROPIN CHORIONIC QUAN,258.5,258.5,
305,GUIDEWIRE,85.5,85.5,
306,GUIDEWIRE 1.6MM 150MM DRILLTIP,453,453,
307,GUIDEWIRE 175,436,436,
308,GUIDEWIRE 225,1470,1470,
309,GUIDEWIRE 325,1317,1317,
310,GUIDEWIRE FIXOS,290,290,
311,GUIDEWIRE THREADED 2.0/2.8MM,219,219,
312,HAEMOPHILUS INFLUENZA 3520,116,116,
313,HAPTOGLOBIN,92.5,92.5,
314,HEMATOCRIT (H/H),22,22,
315,HEMOGLOBIN (H/H),22.5,22.5,
316,HEMOGLOBIN A1C,104.5,104.5,
317,HEMOSTATIC AGENT 100,718.5,718.5,
318,HEPATIC FUNCTION PANEL,234,234,
319,HEPATITIS A AB TOTAL,91,91,
320,HEPATITIS B CORE AB TOTAL,101.5,101.5,
321,HEPATITIS B SURF AB,109,109,
322,HEPATITIS B SURF AG,86,86,
323,HEPATITIS C AB,176,176,
324,HEPATITIS C QUANTIFICATION,323,323,
325,HERPES SIMPLEX TYPE 1,97,97,
326,HERPES SIMPLEX TYPE 2,142,142,
327,HERPES SIMPLEX VIRUS 1,88,88,
328,HERPES SIMPLEX VIRUS 2,88,88,
329,HISTOPLASMA AG,91,91,
330,HISTOPLASMA ANTIBODY,92,92,
331,HIV 1 ANTIGENS W/HIV 1 & 2 AB,176,176,
332,HIV1 AG W HIV1 AND 2 AB,176,176,
333,HLA MATCH ARC,189,189,
334,HOLTER SCAN ANALYSIS UP TO 48 HRS,1121.5,1121.5,
335,HOLTER SCAN/REC/HKUP/DISC 48 HR,1061.5,1061.5,
336,HOMOCYSTEINE,161.5,161.5,
337,HOMOGENIZATION TISSUE,65.5,65.5,
338,IA ANALYTE QUAN RIA 1,160,160,
339,IDENTIFICATION AEROBIC,61,61,
340,IDENTIFICATION ANAEROBIC,69,69,
341,IDENTIFICATION MOLD,157.5,157.5,
342,IDENTIFICATION YEAST,147,147,
343,IMMOBILIZER KNEE OTS,115.5,115.5,
344,IMMUNO EACH ADDL ANTIBODY STAIN,230,230,
345,IMMUNOGLOBULIN E,121,121,
346,IMPLANT ALLOGRAFT,11375,11375,
347,IMPLANT ANCHOR,1743,1743,
348,IMPLANT ANCHOR ADVNC KNOTLS HEALX,2599,2599,
349,IMPLANT ANCHOR KNOTLESS,2953,2953,
350,IMPLANT ANCHOR MINI PLUS W/2,2137,2137,
351,IMPLANT ANCHOR SUTURE,1706.5,1706.5,
352,IMPLANT ANCHOR W/PRELOAD FF SUTURE,1808,1808,
353,IMPLANT BONE CANCELLOUS FREZ DRI,776,776,
354,IMPLANT BONE PUTTY 2.5CC,1638,1638,
355,IMPLANT BONE PUTTY DBX 5CC,3008.5,3008.5,
356,IMPLANT BONE SUBT 10CC STIMULN,3900,3900,
357,IMPLANT CTA HUMERAL HEAD EQUINOX 38-53MM,3514.5,3514.5,
358,IMPLANT FEMORAL COMPONENT,4940,4940,
359,IMPLANT FEMORAL HEAD 22-36MM,3242,3242,
360,IMPLANT HIP ACETAB SHELL 1500,1837.5,1837.5,
361,IMPLANT HIP LINER ELEVATD/NEUTRL ZIM,3575,3575,
362,IMPLANT HIP STEM PRIMARY EXT,5866.5,5866.5,
363,IMPLANT HIP TOT ACETAB SHELL 38-80MM,3640,3640,
364,IMPLANT HIP TOT BIPOLR LINR,1187.5,1187.5,
365,IMPLANT HIP TOT BIPOLR SHELL,2400,2400,
366,IMPLANT HIP TOT FEM HEAD 12/14,1484.5,1484.5,
367,IMPLANT HIP TOT FEM HEAD BIOLX,6987.5,6987.5,
368,IMPLANT HIP TOT FEM HEAD COCR,4519,4519,
369,IMPLANT HIP TOT STEM LD/FX VERSYS,5763.5,5763.5,
370,IMPLANT HIP TOT STEM STD/EXT,4875,4875,
371,IMPLANT KNEE ARTICUL SUR 3310,5770,5770,
372,IMPLANT KNEE ARTICULAR SURFACE,2494,2494,
373,IMPLANT KNEE BEAR BIOMET,3937.5,3937.5,
374,IMPLANT KNEE FEM COMP,4501.5,4501.5,
375,IMPLANT KNEE FEM COMP ZIM 8844,3495.5,3495.5,
376,IMPLANT KNEE PATELLA 1100,2625,2625,
377,IMPLANT KNEE PATELLA 900,1496.5,1496.5,
378,IMPLANT KNEE TAPER PLUG ZMR,3553,3553,
379,IMPLANT KNEE TIB COMP,4000,4000,
380,IMPLANT KNEE TOT ART SURF NEXGN,2494,2494,
381,IMPLANT MESH 10X15CM PROGRIP,1763.5,1763.5,
382,IMPLANT MESH PARIETEX PROGRIP 12X8CM,1317,1317,
383,IMPLANT MESH SURGIPRO PATCH,464.5,464.5,
384,IMPLANT MESH SYMBOTEX,1698.5,1698.5,
385,IMPLANT MESH SYMBOTEX ROUND,1362.5,1362.5,
386,IMPLANT NAIL CANN TIB 8-13MM,4080,4080,
387,IMPLANT NAIL HUMERL/TIBIAL T2,5032,5032,
388,IMPLANT NAIL STRYKER,8106,8106,
389,IMPLANT NAIL TROCH GAMMA3,4475.5,4475.5,
390,IMPLANT NAIL TROCHANTERC 11X180MM,3528,3528,
391,IMPLANT PLATE 1000,4142.5,4142.5,
392,IMPLANT PLATE 1800,3254,3254,
393,IMPLANT PLATE 3.5 8H 111MM,1407,1407,
394,IMPLANT PLATE 300,810,810,
395,IMPLANT PLATE 350,1337.5,1337.5,
396,IMPLANT PLATE 7 HOLE 81MM,711,711,
397,IMPLANT PLATE 8 HOLE,2355,2355,
398,IMPLANT PLATE 8HL ANTERIOR RT,3207,3207,
399,IMPLANT PLATE LCP 1/3 TUB W/CLR,750,750,
400,IMPLANT PLATE LCP PROX TIB FEM,4031,4031,
401,IMPLANT PLATE SMARTLOCK VOLAR,3748,3748,
402,IMPLANT PLATE T LCK 7HL 2.3,2473,2473,
403,IMPLANT PLATE TIBIAL ZIMMER,2992.5,2992.5,
404,IMPLANT PLATE WATERSHED 2.5,3442,3442,
405,IMPLANT PORT POWERPORT,3877.5,3877.5,
406,IMPLANT RECORDR LOOP,17209,17209,
407,IMPLANT SCREW,542.5,542.5,
408,IMPLANT SCREW 1000,4387.5,4387.5,
409,IMPLANT SCREW 150,594,594,
410,IMPLANT SCREW 175,719,719,
411,IMPLANT SCREW 2.7/3.5 LOCK CORT 8/65MM,708,708,
412,IMPLANT SCREW 275,956.5,956.5,
413,IMPLANT SCREW 3.5 STARDR CORTX,244.5,244.5,
414,IMPLANT SCREW 300,1172,1172,
415,IMPLANT SCREW 4.0 CAN 10-72MM,1598,1598,
416,IMPLANT SCREW 4.0 CAN PT 10-60MM,83.5,83.5,
417,IMPLANT SCREW 400,1614.5,1614.5,
418,IMPLANT SCREW 6.5/7.3 20-180MM,1071,1071,
419,IMPLANT SCREW 750,2326,2326,
420,IMPLANT SCREW BONE CROSSPIN 1.7,548,548,
421,IMPLANT SCREW BONE SELF TAP,565.5,565.5,
422,IMPLANT SCREW BONE T10 2.7,548,548,
423,IMPLANT SCREW BONE T10 3.5,548,548,
424,IMPLANT SCREW CANN LOCK 3.7 10-95MM,789,789,
425,IMPLANT SCREW CLS 8,519,519,
426,IMPLANT SCREW CORTEX SELF TAP,102,102,
427,IMPLANT SCREW CORTEX/CORTICAL,532.5,532.5,
428,IMPLANT SCREW FIXOS/SNAPOFF,1922,1922,
429,IMPLANT SCREW LCK CROSSPIN 2.3,632,632,
430,IMPLANT SCREW LOCK,712.5,712.5,
431,IMPLANT SCREW LOCK 1.5-2.8 MEDRTIS,781.5,781.5,
432,IMPLANT SCREW LOCK 4.0/5.0/6.0,924,924,
433,IMPLANT SCREW LOCK SELF TAP 3.5,519,519,
434,IMPLANT SCREW LOCK T10 3.5,1096,1096,
435,IMPLANT SCREW LOCKING 4.0/5.0,1286.5,1286.5,
436,IMPLANT SCREW MIS HEADED,528,528,
437,IMPLANT SYS LIGAMENT REPAIR,3494,3494,
438,INFECT AGENT ANTIGEN DET,88,88,
439,INFLUENZA ANTIGEN RAPID,142.5,142.5,
440,INFLUENZA DNA AMP PROBE,508,508,
441,INJECT VACCINE/TOXOID EA ADDL,30,30,
442,INJECT VACCINE/TOXOID FIRST,115.5,115.5,
443,INJECTION IM/SUBQ/ANTIBIOTICS,156.5,156.5,
444,INJECTION IV EA ADDL DRUG,245,245,
445,INJECTION IV EA ADDL SAME DRUG,247.5,247.5,
446,INJECTION IV PUSH INITIAL,412.5,412.5,
447,INSERT BLADDER CATH,127,127,
448,INSERT CATH CV NONTNL 5+,1370,1370,
449,INSERT TEMP BLADDER CATH,132.5,132.5,
450,INSITU HYBRID ANALYZE 25-99,254,254,
451,INSTRUMENT ENSEAL DISP,3396,3396,
452,INSULIN ANTIBODIES,156.5,156.5,
453,INTERPHASE IN SITU HYBRID 100-300,293,293,
454,IRON,48.5,48.5,
455,IRON BINDING CAPACITY UNSAT,64.5,64.5,
456,IRRAD LEUKORED PHER PLTS PR,1237.5,1237.5,
457,IRRADIATED LEUKORED RBCS PR,562.5,562.5,
458,IRRIGATION SUCTION TIP 60,217.5,217.5,
459,IRRIGATION VENOUS ACCESS DEV,142.5,142.5,
460,IRRIGATR/SUCTN STRYKEFLOW,452,452,
461,ISLET CELL ANTIBODY,195,195,
462,IV CHEMO EA ADD HR,292,292,
463,IV CHEMO INIT TO 1 HR,1048,1048,
464,IV CHEMO PUSH SGL OR INIT DRUG,741.5,741.5,
465,IV HYD EA ADD HR,211.5,211.5,
466,IV HYD INIT 31 MIN-60 MIN,528.5,528.5,
467,IV TX CONCURRENT,129.5,129.5,
468,IV TX EA ADD HR,135.5,135.5,
469,IV TX INIT TO 1 HR,450.5,450.5,
470,IV TX SEQ TO 1 HR,271.5,271.5,
471,JOINT PATELLA TOTAL,1496.5,1496.5,
472,KETONE BODY(S) QUAL,145.5,145.5,
473,KETONE BODY(S) QUANT,217.5,217.5,
474,KIT BONE PREP,3045,3045,
475,KIT FEMORAL 450,627,627,
476,KIT INSTRUMENT DISP,1094,1094,
477,KIT LAPAROSCOPIC ADV D HELP,297.5,297.5,
478,KIT PICC LINE DRESSING,107.5,107.5,
479,KIT SMALL JOINT DISP,906.5,906.5,
480,KIT VASCULAR ACCESS ARGON,291,291,
481,KRAS,1054,1054,
482,KRAS GENE ANALYSIS ADDL,789,789,
483,LACTIC ACID,83,83,
484,LACTOFERRIN FECAL QUAL,189,189,
485,LACTOFERRIN QUAN,461.5,461.5,
486,LAMOTRIGINE,97.5,97.5,
487,LD FLUID,63,63,
488,LDL DIRECT,70.5,70.5,
489,LE INHIBITOR SCREEN,170.5,170.5,
490,LEGIONELLA PNEM AMP PROBE,255,255,
491,LEUKO POOR PC,537.5,537.5,
492,LEUKO REDUCED RBCS PROC,1125,1125,
493,LEUKOCYTE COUNT FECAL,120,120,
494,LEUKORED PHER PLTS PROC,1212.5,1212.5,
495,LEVEL 4 W/ADDITIONAL SERVICE,1443.5,1443.5,
496,LEVEL 5 W/ADDITIONAL SERVICE,2536.5,2536.5,
497,LEVITIRACEM,97.5,97.5,
498,LIGATION OF HEMORRHOID(S),667,667,
499,LIPASE,212,212,
500,LIPID PROFILE 1,292.5,292.5,
501,LITHIUM,49.5,49.5,
502,LYME DISEASE AB TOTAL IMMUN,199,199,
503,LYME DISEASE WESTERN BLOT,152.5,152.5,
504,MAGNESIUM,68.5,68.5,
505,MAM DIAGNOSTIC BILAT,947,947,
506,MAM DIAGNOSTIC UNI RT,741.5,741.5,
