"PROC
#",Procedure Description,"IP
Price","OP
Price",
302,GLUCOSE FLUID,141,141,
303,GLUCOSE METER BLOOD,39,39,
304,GONADOTROPIN CHORIONIC QUAN,259,259,
305,GUIDEWIRE,86,86,
306,GUIDEWIRE 1.6MM 150MM DRILLTIP,453,453,
307,GUIDEWIRE 175,436,436,
308,GUIDEWIRE 225,"1,470","1,470",
309,GUIDEWIRE 325,"1,317","1,317",
310,GUIDEWIRE FIXOS,290,290,
311,GUIDEWIRE THREADED 2.0/2.8MM,219,219,
312,HAEMOPHILUS INFLUENZA 3520,116,116,
313,HAPTOGLOBIN,93,93,
314,HEMATOCRIT (H/H),22,22,
315,HEMOGLOBIN (H/H),23,23,
316,HEMOGLOBIN A1C,105,105,
317,HEMOSTATIC AGENT 100,719,719,
318,HEPATIC FUNCTION PANEL,234,234,
319,HEPATITIS A AB TOTAL,91,91,
320,HEPATITIS B CORE AB TOTAL,102,102,
321,HEPATITIS B SURF AB,109,109,
322,HEPATITIS B SURF AG,86,86,
323,HEPATITIS C AB,176,176,
324,HEPATITIS C QUANTIFICATION,323,323,
325,HERPES SIMPLEX TYPE 1,97,97,
326,HERPES SIMPLEX TYPE 2,142,142,
327,HERPES SIMPLEX VIRUS 1,88,88,
328,HERPES SIMPLEX VIRUS 2,88,88,
329,HISTOPLASMA AG,91,91,
330,HISTOPLASMA ANTIBODY,92,92,
331,HIV 1 ANTIGENS W/HIV 1 & 2 AB,176,176,
332,HIV1 AG W HIV1 AND 2 AB,176,176,
333,HLA MATCH ARC,189,189,
334,HOLTER SCAN ANALYSIS UP TO 48 HRS,"1,122","1,122",
335,HOLTER SCAN/REC/HKUP/DISC 48 HR,"1,062","1,062",
336,HOMOCYSTEINE,162,162,
337,HOMOGENIZATION TISSUE,66,66,
338,IA ANALYTE QUAN RIA 1,160,160,
339,IDENTIFICATION AEROBIC,61,61,
340,IDENTIFICATION ANAEROBIC,69,69,
341,IDENTIFICATION MOLD,158,158,
342,IDENTIFICATION YEAST,147,147,
343,IMMOBILIZER KNEE OTS,116,116,
344,IMMUNO EACH ADDL ANTIBODY STAIN,230,230,
345,IMMUNOGLOBULIN E,121,121,
346,IMPLANT ALLOGRAFT,"11,375","11,375",
347,IMPLANT ANCHOR,"1,743","1,743",
348,IMPLANT ANCHOR ADVNC KNOTLS HEALX,"2,599","2,599",
349,IMPLANT ANCHOR KNOTLESS,"2,953","2,953",
350,IMPLANT ANCHOR MINI PLUS W/2,"2,137","2,137",
351,IMPLANT ANCHOR SUTURE,"1,707","1,707",
352,IMPLANT ANCHOR W/PRELOAD FF SUTURE,"1,808","1,808",
353,IMPLANT BONE CANCELLOUS FREZ DRI,776,776,
354,IMPLANT BONE PUTTY 2.5CC,"1,638","1,638",
355,IMPLANT BONE PUTTY DBX 5CC,"3,009","3,009",
356,IMPLANT BONE SUBT 10CC STIMULN,"3,900","3,900",
357,IMPLANT CTA HUMERAL HEAD EQUINOX 38-53MM,"3,515","3,515",
358,IMPLANT FEMORAL COMPONENT,"4,940","4,940",
359,IMPLANT FEMORAL HEAD 22-36MM,"3,242","3,242",
360,IMPLANT HIP ACETAB SHELL 1500,"1,838","1,838",
361,IMPLANT HIP LINER ELEVATD/NEUTRL ZIM,"3,575","3,575",
362,IMPLANT HIP STEM PRIMARY EXT,"5,867","5,867",
363,IMPLANT HIP TOT ACETAB SHELL 38-80MM,"3,640","3,640",
364,IMPLANT HIP TOT BIPOLR LINR,"1,188","1,188",
365,IMPLANT HIP TOT BIPOLR SHELL,"2,400","2,400",
366,IMPLANT HIP TOT FEM HEAD 12/14,"1,485","1,485",
367,IMPLANT HIP TOT FEM HEAD BIOLX,"6,988","6,988",
368,IMPLANT HIP TOT FEM HEAD COCR,"4,519","4,519",
369,IMPLANT HIP TOT STEM LD/FX VERSYS,"5,764","5,764",
370,IMPLANT HIP TOT STEM STD/EXT,"4,875","4,875",
371,IMPLANT KNEE ARTICUL SUR 3310,"5,770","5,770",
372,IMPLANT KNEE ARTICULAR SURFACE,"2,494","2,494",
373,IMPLANT KNEE BEAR BIOMET,"3,938","3,938",
374,IMPLANT KNEE FEM COMP,"4,502","4,502",
375,IMPLANT KNEE FEM COMP ZIM 8844,"3,496","3,496",
376,IMPLANT KNEE PATELLA 1100,"2,625","2,625",
377,IMPLANT KNEE PATELLA 900,"1,497","1,497",
378,IMPLANT KNEE TAPER PLUG ZMR,"3,553","3,553",
379,IMPLANT KNEE TIB COMP,"4,000","4,000",
380,IMPLANT KNEE TOT ART SURF NEXGN,"2,494","2,494",
381,IMPLANT MESH 10X15CM PROGRIP,"1,764","1,764",
382,IMPLANT MESH PARIETEX PROGRIP 12X8CM,"1,317","1,317",
383,IMPLANT MESH SURGIPRO PATCH,465,465,
384,IMPLANT MESH SYMBOTEX,"1,699","1,699",
385,IMPLANT MESH SYMBOTEX ROUND,"1,363","1,363",
386,IMPLANT NAIL CANN TIB 8-13MM,"4,080","4,080",
387,IMPLANT NAIL HUMERL/TIBIAL T2,"5,032","5,032",
388,IMPLANT NAIL STRYKER,"8,106","8,106",
389,IMPLANT NAIL TROCH GAMMA3,"4,476","4,476",
390,IMPLANT NAIL TROCHANTERC 11X180MM,"3,528","3,528",
391,IMPLANT PLATE 1000,"4,143","4,143",
392,IMPLANT PLATE 1800,"3,254","3,254",
393,IMPLANT PLATE 3.5 8H 111MM,"1,407","1,407",
394,IMPLANT PLATE 300,810,810,
395,IMPLANT PLATE 350,"1,338","1,338",
396,IMPLANT PLATE 7 HOLE 81MM,711,711,
397,IMPLANT PLATE 8 HOLE,"2,355","2,355",
398,IMPLANT PLATE 8HL ANTERIOR RT,"3,207","3,207",
399,IMPLANT PLATE LCP 1/3 TUB W/CLR,750,750,
400,IMPLANT PLATE LCP PROX TIB FEM,"4,031","4,031",
401,IMPLANT PLATE SMARTLOCK VOLAR,"3,748","3,748",
402,IMPLANT PLATE T LCK 7HL 2.3,"2,473","2,473",
403,IMPLANT PLATE TIBIAL ZIMMER,"2,993","2,993",
404,IMPLANT PLATE WATERSHED 2.5,"3,442","3,442",
405,IMPLANT PORT POWERPORT,"3,878","3,878",
406,IMPLANT RECORDR LOOP,"17,209","17,209",
407,IMPLANT SCREW,543,543,
408,IMPLANT SCREW 1000,"4,388","4,388",
409,IMPLANT SCREW 150,594,594,
410,IMPLANT SCREW 175,719,719,
411,IMPLANT SCREW 2.7/3.5 LOCK CORT 8/65MM,708,708,
412,IMPLANT SCREW 275,957,957,
413,IMPLANT SCREW 3.5 STARDR CORTX,245,245,
414,IMPLANT SCREW 300,"1,172","1,172",
415,IMPLANT SCREW 4.0 CAN 10-72MM,"1,598","1,598",
416,IMPLANT SCREW 4.0 CAN PT 10-60MM,84,84,
417,IMPLANT SCREW 400,"1,615","1,615",
418,IMPLANT SCREW 6.5/7.3 20-180MM,"1,071","1,071",
419,IMPLANT SCREW 750,"2,326","2,326",
420,IMPLANT SCREW BONE CROSSPIN 1.7,548,548,
421,IMPLANT SCREW BONE SELF TAP,566,566,
422,IMPLANT SCREW BONE T10 2.7,548,548,
423,IMPLANT SCREW BONE T10 3.5,548,548,
424,IMPLANT SCREW CANN LOCK 3.7 10-95MM,789,789,
425,IMPLANT SCREW CLS 8,519,519,
426,IMPLANT SCREW CORTEX SELF TAP,102,102,
427,IMPLANT SCREW CORTEX/CORTICAL,533,533,
428,IMPLANT SCREW FIXOS/SNAPOFF,"1,922","1,922",
429,IMPLANT SCREW LCK CROSSPIN 2.3,632,632,
430,IMPLANT SCREW LOCK,713,713,
431,IMPLANT SCREW LOCK 1.5-2.8 MEDRTIS,782,782,
432,IMPLANT SCREW LOCK 4.0/5.0/6.0,924,924,
433,IMPLANT SCREW LOCK SELF TAP 3.5,519,519,
434,IMPLANT SCREW LOCK T10 3.5,"1,096","1,096",
435,IMPLANT SCREW LOCKING 4.0/5.0,"1,287","1,287",
436,IMPLANT SCREW MIS HEADED,528,528,
437,IMPLANT SYS LIGAMENT REPAIR,"3,494","3,494",
438,INFECT AGENT ANTIGEN DET,88,88,
439,INFLUENZA ANTIGEN RAPID,143,143,
440,INFLUENZA DNA AMP PROBE,508,508,
441,INJECT VACCINE/TOXOID EA ADDL,30,30,
442,INJECT VACCINE/TOXOID FIRST,116,116,
443,INJECTION IM/SUBQ/ANTIBIOTICS,157,157,
444,INJECTION IV EA ADDL DRUG,245,245,
445,INJECTION IV EA ADDL SAME DRUG,248,248,
446,INJECTION IV PUSH INITIAL,413,413,
447,INSERT BLADDER CATH,127,127,
448,INSERT CATH CV NONTNL 5+,"1,370","1,370",
449,INSERT TEMP BLADDER CATH,133,133,
450,INSITU HYBRID ANALYZE 25-99,254,254,
451,INSTRUMENT ENSEAL DISP,"3,396","3,396",
452,INSULIN ANTIBODIES,157,157,
453,INTERPHASE IN SITU HYBRID 100-300,293,293,
454,IRON,49,49,
455,IRON BINDING CAPACITY UNSAT,65,65,
456,IRRAD LEUKORED PHER PLTS PR,"1,238","1,238",
457,IRRADIATED LEUKORED RBCS PR,563,563,
458,IRRIGATION SUCTION TIP 60,218,218,
459,IRRIGATION VENOUS ACCESS DEV,143,143,
460,IRRIGATR/SUCTN STRYKEFLOW,452,452,
461,ISLET CELL ANTIBODY,195,195,
462,IV CHEMO EA ADD HR,292,292,
463,IV CHEMO INIT TO 1 HR,"1,048","1,048",
464,IV CHEMO PUSH SGL OR INIT DRUG,742,742,
465,IV HYD EA ADD HR,212,212,
466,IV HYD INIT 31 MIN-60 MIN,529,529,
467,IV TX CONCURRENT,130,130,
468,IV TX EA ADD HR,136,136,
469,IV TX INIT TO 1 HR,451,451,
470,IV TX SEQ TO 1 HR,272,272,
471,JOINT PATELLA TOTAL,"1,497","1,497",
472,KETONE BODY(S) QUAL,146,146,
473,KETONE BODY(S) QUANT,218,218,
474,KIT BONE PREP,"3,045","3,045",
475,KIT FEMORAL 450,627,627,
476,KIT INSTRUMENT DISP,"1,094","1,094",
477,KIT LAPAROSCOPIC ADV D HELP,298,298,
478,KIT PICC LINE DRESSING,108,108,
479,KIT SMALL JOINT DISP,907,907,
480,KIT VASCULAR ACCESS ARGON,291,291,
481,KRAS,"1,054","1,054",
482,KRAS GENE ANALYSIS ADDL,789,789,
483,LACTIC ACID,83,83,
484,LACTOFERRIN FECAL QUAL,189,189,
485,LACTOFERRIN QUAN,462,462,
486,LAMOTRIGINE,98,98,
487,LD FLUID,63,63,
488,LDL DIRECT,71,71,
489,LE INHIBITOR SCREEN,171,171,
490,LEGIONELLA PNEM AMP PROBE,255,255,
491,LEUKO POOR PC,538,538,
492,LEUKO REDUCED RBCS PROC,"1,125","1,125",
493,LEUKOCYTE COUNT FECAL,120,120,
494,LEUKORED PHER PLTS PROC,"1,213","1,213",
495,LEVEL 4 W/ADDITIONAL SERVICE,"1,444","1,444",
496,LEVEL 5 W/ADDITIONAL SERVICE,"2,537","2,537",
497,LEVITIRACEM,98,98,
498,LIGATION OF HEMORRHOID(S),667,667,
499,LIPASE,212,212,
500,LIPID PROFILE 1,293,293,
501,LITHIUM,50,50,
502,LYME DISEASE AB TOTAL IMMUN,199,199,
503,LYME DISEASE WESTERN BLOT,153,153,
504,MAGNESIUM,69,69,
505,MAM DIAGNOSTIC BILAT,947,947,
506,MAM DIAGNOSTIC UNI RT,742,742,
507,MAM PLC DEVICE LT,807,807,
508,MAM SCREEN BILAT,784,784,
509,MAM SURG SPECIMEN,"2,815","2,815",
510,MEDIHONEY GEL/PASTE 1.5 OZ,81,81,
511,MENDER MENISCUS 250,613,613,
512,METABOLIC PANEL CAL IONIZED,165,165,
513,METANEPHRIINES Q430,179,179,
514,MIC SENSITIVITY,64,64,
515,MOD SED > AGE 5 INTL 15 MIN W SAME,425,425,
516,MOD SED EACH ADDL 15 MIN W SAME,425,425,
517,MOLECULAR CYTOGENETICS FISH,157,157,
518,MONO TEST,151,151,
519,MORPHOMETRIC ANALYSIS,"1,120","1,120",
520,MRA HEAD W/O CONT,"2,339","2,339",
521,MRA NECK W AND W/O CONT,"4,242","4,242",
522,MRI ABDOMEN W AND W/O CONTRAST,"5,220","5,220",
523,MRI ABDOMEN W/O CONTRAST,"2,648","2,648",
524,MRI BRAIN W AND W/O CONTRAST,"5,440","5,440",
