"Dept Num","Dept Desc","Charge Code","Description","Rev Code","CPT","Description","Price"
"007"," EMERGENCY ROOM",700086,"PRO FEE CONTROL NASAL HEMOR",981,"30901","CONTROL OF NOSEBLEED",284.65
"007"," EMERGENCY ROOM",700088,"PRO FEE CAUTERIZATION SINUS",981,"17250","CHEMICAL CAUTERY TISSUE",185.25
"007"," EMERGENCY ROOM",700091,"PRO FEE CENTRAL LINE PLACEMENT",981,"36556","INSERT NON-TUNNEL CV CATH",632.63
"007"," EMERGENCY ROOM",700097,"PRO FEE INJECTION TRIGGER POINT",981,"20552","INJ TRIGGER POINT 1/2 MUSCL",191.15
"007"," EMERGENCY ROOM",700104,"PRO FEE REMOVAL CYST INTER JOINT",981,"20605","DRAIN/INJ JOINT/BURSA W/O US",187.35
"007"," EMERGENCY ROOM",700205,"PRO FEE ROUTINE",981,"99281","EMERGENCY DEPT VISIT",104.1
"007"," EMERGENCY ROOM",700209,"PRO FEE DERMABOND",981,"G0168","Wound closure by adhesive",135.7
"007"," EMERGENCY ROOM",700210,"PRO FEE CATHERIZATION SIMPLE",981,"51702","INSERT TEMP BLADDER CATH",150.95
"007"," EMERGENCY ROOM",700216,"PRO FEE CLOS REDUCT FINGER DISTAL",981,"26755","TREAT FINGER FRACTURE EACH",520.38
"007"," EMERGENCY ROOM",700217,"PRO FEE CLOS REDUCT ELBOW",981,"24640","TREAT ELBOW DISLOCATION",468.7
"007"," EMERGENCY ROOM",700218,"PHY FEE INCIS REM FORIEGN BODY",982,"10120","REMOVE FOREIGN BODY",528.65
"007"," EMERGENCY ROOM",700219,"PRO FEE REPR SIMPLE SUPR WOUND 2.5CM <0",981,"12011","RPR F/E/E/N/L/M 2.5 CM/<",279.95
"007"," EMERGENCY ROOM",700220,"PRO LOW COMPLEXITY",981,"99282","EMERGENCY DEPT VISIT",210.38
"007"," EMERGENCY ROOM",700225,"PRO FEE LAC TO 2.5 CM SIMPLE",981,"12001","RPR S/N/AX/GEN/TRNK 2.5CM/<",224.75
"007"," EMERGENCY ROOM",700230,"PRO LOW TO MODERATE COMPLEX",981,"99283","EMERGENCY DEPT VISIT",314
"007"," EMERGENCY ROOM",700231,"PRO FEE CAST SHORT ARM ELBOW-FINGER",981,"29075","APPLICATION OF FOREARM CAST",310.5
"007"," EMERGENCY ROOM",700234,"PRO FEE INTUBATION, ENDO EMERG",981,"31500","INSERT EMERGENCY AIRWAY",1207.55
"007"," EMERGENCY ROOM",700235,"PRO FEE SUTURE OF SKIN SIMPLE 2.6CM-7.5C",981,"12002","RPR S/N/AX/GEN/TRNK2.6-7.5CM",304.88
"007"," EMERGENCY ROOM",700244,"PRO FEE REMV FOREIGN BOD EXTERNL CANAL",981,"69200","CLEAR OUTER EAR CANAL",292.3
"007"," EMERGENCY ROOM",700245,"PRO MODERATE COMPLEX",981,"99284","EMERGENCY DEPT VISIT",598.28
"007"," EMERGENCY ROOM",700247,"PRO FEE APPLY SHORT LEG SPLINT",981,"29515","APPLICATION LOWER LEG SPLINT",250
"007"," EMERGENCY ROOM",700249,"PRO FEE APPLY FINGER SPLINT STATIC",981,"29130","APPLICATION OF FINGER SPLINT",143.2
"007"," EMERGENCY ROOM",700250,"PRO FEE HIGH COMPLEX",981,"99285","EMERGENCY DEPT VISIT",880.08
"007"," EMERGENCY ROOM",700253,"PRO FEE APP SHRT ARM SPLNT 4ARM OR HAND",981,"29125","APPLY FOREARM SPLINT",242.8
"007"," EMERGENCY ROOM",700257,"PRO FEE TREAT FRACT RADIUS OR ULNA",981,"25605","TREAT FRACTURE RADIUS/ULNA",3080.83
"007"," EMERGENCY ROOM",700273,"PRO FEE APPL LG LEG SPLINT THIGH TO ANKL",981,"29505","APPLICATION LONG LEG SPLINT",250
"007"," EMERGENCY ROOM",700274,"PRO FEE CLOS TRMT METATARS",981,"28630","TREAT TOE DISLOCATION",549.5
"007"," EMERGENCY ROOM",700283,"PRO FEE SOFT TISSUE INJECTION",981,"96372","THER/PROPH/DIAG INJ SC/IM",123.1
"007"," EMERGENCY ROOM",700299,"PRO FEE DRAIN EXTERNAL EAR",981,"69000","DRAIN EXTERNAL EAR LESION",601.6
"007"," EMERGENCY ROOM",700301,"PRO FEE CHEST TUBE INSERTION",981,"32551","INSERTION OF CHEST TUBE",886.95
"007"," EMERGENCY ROOM",700302,"PRO FEE  ARTHROCENTESIS MAJOR JOINT",981,"20610","DRAIN/INJ JOINT/BURSA W/O US",124
"007"," EMERGENCY ROOM",700430,"IMMUNIZATION INJ ADMINISTRATION - FLU",771,"90471","IMMUNIZATION ADMIN",30
"007"," EMERGENCY ROOM",710002,"PRO FEE CRIT CARE 31 TO 74MIN",981,"99291","CRITICAL CARE FIRST HOUR",1126.85
"007"," EMERGENCY ROOM",710010,"PRO FEE CRIT CARE  EA ADDL 30MIN",981,"99292","CRITICAL CARE ADDL 30 MIN",558.63
"007"," EMERGENCY ROOM",710016,"PRO FEE LONG ARM SPLINT",981,"29105","APPLY LONG ARM SPLINT",296.8
"007"," EMERGENCY ROOM",710019,"PRO FEE REPAIR 12.6-20.0CM",981,"12005","RPR S/N/A/GEN/TRK12.6-20.0CM",514.23
"007"," EMERGENCY ROOM",710020,"PRO FEE CLOS FRACTURE FINGER MID PROX FL",981,"26725","TREAT FINGER FRACTURE EACH",485.29
"007"," EMERGENCY ROOM",726605,"PRO FEE CLOSED REDUCTION METACARPAL",981,"26605","TREAT METACARPAL FRACTURE",866.82
"007"," EMERGENCY ROOM",727825,"PRO FEE CLOSED REDUCTION TIB OR FIB",981,"27825","TREAT LOWER LEG FRACTURE",3756.45
"007"," EMERGENCY ROOM",728515,"PRO FEE CLOS TREAT FRACT PHAL W MAN",981,"28515","TREATMENT OF TOE FRACTURE",729
"007"," EMERGENCY ROOM",790471,"IMMUNIZATION INJ ADMINISTRATION - Rabies",771,"90471","IMMUNIZATION ADMIN",30
"007"," EMERGENCY ROOM",798925,"PRO FEE  OMT 1-2 BODY REGIONS",981,"98925","OSTEOPATH MANJ 1-2 REGIONS",142.98
"007"," EMERGENCY ROOM",798926,"PRO FEE  OMT 3-4 BODY REGIONS",981,"98926","OSTEOPATH MANJ 3-4 REGIONS",215.64
"007"," EMERGENCY ROOM",798927,"PRO FEE  OMT 5-6 BODY REGIONS",981,"98927","OSTEOPATH MANJ 5-6 REGIONS",286.14
"007"," EMERGENCY ROOM",798928,"PRO FEE  OMT 7-8 BODY REGIONS",981,"98928","OSTEOPATH MANJ 7-8 REGIONS",371.73
"007"," EMERGENCY ROOM",1700040,"TREATMENT ROOM   NURSE ONLY",761,"99211","OFFICE/OUTPATIENT VISIT EST",102
"007"," EMERGENCY ROOM",7049505,"PHYS FEE REPAIR ING HERNIA 50+ REDUCE",982,"49505","PRP I/HERN INIT REDUC >5 YR",1633.17
"007"," EMERGENCY ROOM",10099233,"PHY FEE SUBS HOSP CARE Levl 3",987,"99233","SUBSEQUENT HOSPITAL CARE",514
"007"," EMERGENCY ROOM",20069209,"REM CERUMEN IRRIGATE/LAVAGE",510,"69209","REMOVE IMPACTED EAR WAX UNI",80
"010"," CENTRAL SUPPLY",100004,"FOUR PRONG FINGER SPLINT SMALL",271,,,25
"010"," CENTRAL SUPPLY",100009,"FROG FINGER SPLINT MEDIUM",271,,,9.5
"010"," CENTRAL SUPPLY",1000015,"THIMBLE FINGER SPLINT LARGE",271,,,29.5
"010"," CENTRAL SUPPLY",1000019,"POSTOP BOOT MALE SMALL",271,,,30.5
"010"," CENTRAL SUPPLY",1000021,"POSTOP BOOT FEMALE SMALL",271,,,129.5
"010"," CENTRAL SUPPLY",1000027,"POSTOP BOOT MALE LARGE",271,,,30.5
"010"," CENTRAL SUPPLY",1000029,"POSTOP BOOT FEMALE MEDIUM",271,,,30.5
"010"," CENTRAL SUPPLY",1000031,"WF SPLINT MEDIUM LEFT",271,,,34.5
"010"," CENTRAL SUPPLY",1000032,"WF SPLINT LARGE LEFT",271,,,34.5
"010"," CENTRAL SUPPLY",1000034,"WF SPLINT SMALL LEFT",271,,,34.5
"010"," CENTRAL SUPPLY",1000038,"WF SPLINT MEDIUM RIGHT",271,,,34.5
"010"," CENTRAL SUPPLY",1000039,"WF SPLINT LARGE RIGHT",271,,,34.5
"010"," CENTRAL SUPPLY",1000041,"ACE BANDAGE 2 INCHES",271,,,9.5
"010"," CENTRAL SUPPLY",1000042,"ACE BANDAGE 3 INCHES",271,,,12.5
"010"," CENTRAL SUPPLY",1000043,"ACE BANDAGE 6 INCHES",271,,,18
"010"," CENTRAL SUPPLY",1000046,"ARM SLING UNIVERSAL CHILD",271,,,12.5
"010"," CENTRAL SUPPLY",1000048,"KNEE SPLINT ELASTIC XLARGE",271,,,83.5
"010"," CENTRAL SUPPLY",1000065,"ABDOMINAL BINDER UNIVERSAL",271,,,41
"010"," CENTRAL SUPPLY",1000074,"RIB BELT MALE 6 UNIVERSAL",271,,,14.5
"010"," CENTRAL SUPPLY",1000076,"FOAM SEATS",271,,,23
"010"," CENTRAL SUPPLY",1000083,"BETADINE",272,,,6.5
"010"," CENTRAL SUPPLY",1000084,"NS 0.9% 1000ML BOTTLE (FOR IRRIGATION)",272,,,28
"010"," CENTRAL SUPPLY",1000085,"STERILE WATER 1000ML FOR IRRIGATION",272,,,28
"010"," CENTRAL SUPPLY",1000092,"CRUTCHES YOUTH",272,"E0114","Crutch underarm pair no wood",38
"010"," CENTRAL SUPPLY",1000097,"PHILADELPHIA COLLAR MEDIUM",271,,,45
"010"," CENTRAL SUPPLY",1090162,"UNNA BOOT MEDICOPASTE",270,,,18
"010"," CENTRAL SUPPLY",1110225,"CATHETER SUCTION 10 FR",270,,,3
"010"," CENTRAL SUPPLY",1121504,"BLANKET WARMING FULL BODY",270,,,33
"010"," CENTRAL SUPPLY",1218105,"ARM SLING LIGHT BLUE LARGE",270,,,20
"010"," CENTRAL SUPPLY",1280110,"MASK AEROSOL ADULT",270,,,20
"010"," CENTRAL SUPPLY",1280640,"TUBING O2 7'",270,,,5
"010"," CENTRAL SUPPLY",4000021,"BLOOD GAS KIT",271,,,25
"010"," CENTRAL SUPPLY",10000024,"NS 0.9% 500ML",636,"J7040","Normal saline solution infus",117
"010"," CENTRAL SUPPLY",10000026,"D5W 0.9% NS  1000ML",636,"J7042","5% dextrose/normal saline",117
"010"," CENTRAL SUPPLY",10000027,"NS 0.9% 1000ML BAG (FOR IV USE)",636,"J7030","Normal saline solution infus",117
"010"," CENTRAL SUPPLY",10000033,"NS 0.45% 1000ML",636,,,117
"010"," CENTRAL SUPPLY",10000035,"LACTATED RINGERS 1000ML",258,"J7120","Ringers lactate infusion",117
"010"," CENTRAL SUPPLY",10000038,"D5W  1000ML",258,"J7070","D5w infusion",117
"010"," CENTRAL SUPPLY",10000044,"D5W   100ML IVPB",258,,,88
"010"," CENTRAL SUPPLY",10000046,"NS 0.9% 100ML",258,,,88
"010"," CENTRAL SUPPLY",10000066,"D5W   250ML BAG",258,,,117
"010"," CENTRAL SUPPLY",10000067,"NS 0.9% 250ML",636,"J7050","Normal saline solution infus",117
"010"," CENTRAL SUPPLY",10000069,"NS 0.9% 250ML ADV",636,"J7050","Normal saline solution infus",117
"010"," CENTRAL SUPPLY",10000102,"POST LEG SPLINT HIP SMALL",271,,,487
"010"," CENTRAL SUPPLY",10000103,"ADULT DIAPERS",272,,,46
"010"," CENTRAL SUPPLY",10000105,"CHUX",272,,,41
"010"," CENTRAL SUPPLY",10000107,"FOAM LIMB HOLDER",271,,,31.5
"010"," CENTRAL SUPPLY",10000108,"GASTRIC LAVAGE TUBE 32FR",270,,,70.5
"010"," CENTRAL SUPPLY",10000110,"EXTERNAL CATHETER LARGE",272,,,6.5
"010"," CENTRAL SUPPLY",10000112,"DUODERM THIN 2X4",270,,,7.5
"010"," CENTRAL SUPPLY",10000140,"ANTI-EMBOLISM HOSE KNEE SMALL",271,,,55.5
"010"," CENTRAL SUPPLY",10000141,"ZOLL ADHESIVE SENSOR PED",270,,,105
"010"," CENTRAL SUPPLY",10000144,"COLD PACK",271,,,6.5
"010"," CENTRAL SUPPLY",10000151,"ZOLL ADHESIVE SENSORS ADULT",270,,,185.06
"010"," CENTRAL SUPPLY",10000154,"SKIN STAPLES PMR35",270,,,21
"010"," CENTRAL SUPPLY",10000158,"FLEETS REGULAR ENEMA",271,,,6.5
"010"," CENTRAL SUPPLY",10000159,"SS ENEMA",250,,,6.5
"010"," CENTRAL SUPPLY",10000162,"OSTOMY POWDER",270,,,47.5
"010"," CENTRAL SUPPLY",10000163,"LYOFOAM EXTRA 4X4",270,,,10.5
"010"," CENTRAL SUPPLY",10000165,"SURGIPADS (ABD PADS)",272,,,6.5
"010"," CENTRAL SUPPLY",10000166,"KLING 3""",272,,,6.5
"010"," CENTRAL SUPPLY",10000167,"KLING 2""",272,,,6.5
"010"," CENTRAL SUPPLY",10000168,"KERLIX ROLL",272,,,6.5
"010"," CENTRAL SUPPLY",10000170,"KLING 4""",272,,,6.5
"010"," CENTRAL SUPPLY",10000182,"ALUMINUM PADDED SPLINT MEDIUM",270,,,18
"010"," CENTRAL SUPPLY",10000185,"ANTI-EMBOLISM HOSE KNEE MEDIUM",271,,,55.5
"010"," CENTRAL SUPPLY",10000186,"ANTI-EMBOLISM HOSE KNEE LARGE",271,,,55.5
"010"," CENTRAL SUPPLY",10000201,"SUCTION KIT 12FR",272,,,10.5
"010"," CENTRAL SUPPLY",10000205,"ADAPTIC 3X16",272,,,19
"010"," CENTRAL SUPPLY",10000221,"CERVICAL COLLAR MEDIUM",271,,,14.5
"010"," CENTRAL SUPPLY",10000226,"BATH SPONGE",270,,,10.5
"010"," CENTRAL SUPPLY",10000234,"SOCK AID",270,,,46
"010"," CENTRAL SUPPLY",10000238,"REACHER 26""",270,,,54.5
"010"," CENTRAL SUPPLY",10000239,"DRESSING STICK",270,,,44
"010"," CENTRAL SUPPLY",10000242,"CLEAR CATH 22",272,,,0
"010"," CENTRAL SUPPLY",10000243,"SPONGE",270,,,19
"010"," CENTRAL SUPPLY",10000244,"CLEAR CATH 20",272,,,0
"010"," CENTRAL SUPPLY",10000245,"CLEAR CATH 18",272,,,0
"010"," CENTRAL SUPPLY",10000248,"GAIT BELT",270,,,29.5
"010"," CENTRAL SUPPLY",10000257,"STATLOCK FOLEY ADULT",270,,,20
"010"," CENTRAL SUPPLY",10000269,"SUTURE 4-0 ETHILON 1667H",272,,,11.5
"010"," CENTRAL SUPPLY",10000280,"DRAINAGE BAG (LEG TYPE)",272,,,6.5
"010"," CENTRAL SUPPLY",10000288,"URINE DRAIN BAG CTR ENTRY",272,,,16
"010"," CENTRAL SUPPLY",10000293,"HYDROGEL DRESSING 2X3",270,,,14.5
"010"," CENTRAL SUPPLY",10000299,"STAPLE REMOVER",272,,,6.5
"010"," CENTRAL SUPPLY",10000301,"SPLINT LOWER LEG PLASTER",271,,,124
"010"," CENTRAL SUPPLY",10000315,"MEDI-PAK SURGICAL CAUTERY PEN",270,,,28
"010"," CENTRAL SUPPLY",10000330,"RHINO ROCKET NASAL PACK ADULT",270,,,48.5
"010"," CENTRAL SUPPLY",10000334,"STOCKINETTE IMP STR LG",270,,,19
"010"," CENTRAL SUPPLY",10000348,"LUMBAR PUNCTURE TRAY",272,,,82
"010"," CENTRAL SUPPLY",10000349,"GAUZE FLUFFS",272,,,20
"010"," CENTRAL SUPPLY",10000351,"STERILE 4X4 TRAY",272,,,6.5
"010"," CENTRAL SUPPLY",10000355,"IRRIGATION TRAY",272,,,6.5
"010"," CENTRAL SUPPLY",10000357,"SUTURE REMOVAL TRAY",272,,,0
"010"," CENTRAL SUPPLY",10000359,"URETHRAL CATHETER TRAY",272,,,6.5
"010"," CENTRAL SUPPLY",10000360,"ELECTROSURGICAL DISP PAD",272,,,19
"010"," CENTRAL SUPPLY",10000364,"EASY CAP II ADULT",270,,,32.5
"010"," CENTRAL SUPPLY",10000366,"SAMSON SHORT WALKER SMALL",272,,,218
"010"," CENTRAL SUPPLY",10000367,"SAMSON SHORT WALKER MEDIUM",272,,,235.5
"010"," CENTRAL SUPPLY",10000368,"SAMSON SHORT WALKER LARGE",272,,,255.5
"010"," CENTRAL SUPPLY",10000374,"YANKAUR SUCTION",272,,,6.5
"010"," CENTRAL SUPPLY",10000378,"PEAK FLOW METER",272,,,70
"010"," CENTRAL SUPPLY",10000381,"INCENTIVE SPIROMETER",272,,,9.5
"010"," CENTRAL SUPPLY",10000384,"CHEST DRAIN DRY SUCTION",270,,,141
"010"," CENTRAL SUPPLY",10000387,"SUCTION KIT 14FR",272,,,33.5
"010"," CENTRAL SUPPLY",10000389,"NON REBREATHER MASK",272,,,6.5
"010"," CENTRAL SUPPLY",10000392,"OXYGEN SUPPLY TUBING",272,,,16
"010"," CENTRAL SUPPLY",10000393,"VENTURI MASK",272,,,7.5
"010"," CENTRAL SUPPLY",10000394,"AEROSOL MASK",272,,,29.5
"010"," CENTRAL SUPPLY",10000398,"SUCTION CONNECTING TUBE",272,,,20
"010"," CENTRAL SUPPLY",10000399,"NASAL CANULA",272,,,6.5
"010"," CENTRAL SUPPLY",10000400,"SIMPLE OXYGEN MASK",272,,,16
"010"," CENTRAL SUPPLY",10000404,"SPLASHIELD",270,,,19
"010"," CENTRAL SUPPLY",10000408,"HAIR BRUSH SET",270,,,0.00531914893617021
"010"," CENTRAL SUPPLY",10000413,"CAST LONG ARM FIBERGLASS-ADULT",271,"29065","APPLICATION OF LONG ARM CAST",465.89
"010"," CENTRAL SUPPLY",10000416,"OB MAXI PAD W/WING",270,,,6.5
"010"," CENTRAL SUPPLY",10000421,"FOLEY CATH 22FR 5CC",270,,,19
"010"," CENTRAL SUPPLY",10000423,"CAST SHORT LEG FIBERGLASS-ADULT",271,"29405","APPLY SHORT LEG CAST",243
"010"," CENTRAL SUPPLY",10000439,"DYSPHAGIA CUP",270,,,45
"010"," CENTRAL SUPPLY",10000442,"LARYNGEAL MASK ADULT SZ 5",270,,,394
"010"," CENTRAL SUPPLY",10000446,"IRRIMAN IRRIGATION KIT",270,,,28
"010"," CENTRAL SUPPLY",10000449,"SHOE HORN",272,,,33.5
"010"," CENTRAL SUPPLY",10000450,"W/A RESTRAINTER",272,,,16
"010"," CENTRAL SUPPLY",10000454,"MACINTOSH BLADE 3",270,,,19
"010"," CENTRAL SUPPLY",10000464,"HUBER NEEDLE 20G X 1""",270,,,0
"010"," CENTRAL SUPPLY",10000465,"CHLORAPREP 3ML",270,,,6.5
"010"," CENTRAL SUPPLY",10000471,"SAM SPLINT",270,,,50
"010"," CENTRAL SUPPLY",10000472,"SHUR-CLENS 12 0Z",270,,,23
"010"," CENTRAL SUPPLY",10000473,"ACAPELLA HIGH FLOW",270,,,62.5
"010"," CENTRAL SUPPLY",10000478,"DERMABOND (LIQUIBAND) PEN 1 EACH",270,,,28.75
"010"," CENTRAL SUPPLY",10000483,"SCP - LARGE THIGH",270,"E0660","Pneumatic appliance full leg",177
"010"," CENTRAL SUPPLY",10000485,"SCP - MEDIUM KNEE",270,"E0669","Seg pneumatic appli half leg",76.5
"010"," CENTRAL SUPPLY",10000486,"SCP - LARGE KNEE",270,"E0669","Seg pneumatic appli half leg",114.5
"010"," CENTRAL SUPPLY",10000487,"DISP BP CUFF (8-13CM) INFANT",270,,,10.5
"010"," CENTRAL SUPPLY",10000488,"DISP BP CUFF (12-19CM) CHILD",270,,,10.5
"010"," CENTRAL SUPPLY",10000489,"DISP BP CUFF 23 33CM ADULT",270,,,10.5
"010"," CENTRAL SUPPLY",10000490,"DISP BP CUFF (17-25CM) LONG ADULT",270,,,10.5
"010"," CENTRAL SUPPLY",10000491,"DISP BP CUFF (31-40CM) LARGE ADULT",270,,,10.5
"010"," CENTRAL SUPPLY",10000495,"ENDO GUIDE 14",270,,,16
"010"," CENTRAL SUPPLY",10000511,"ET TUBE 7.0",272,,,80
"010"," CENTRAL SUPPLY",10000512,"ET TUBE 7.5",272,,,105.5
"010"," CENTRAL SUPPLY",10000518,"TOILET AID 12 IN",270,,,21
"010"," CENTRAL SUPPLY",10000519,"DISP BP CUFF (17-25CM) SM ADULT",270,,,10.5
"010"," CENTRAL SUPPLY",10000520,"FOLEY CATH 14FR 30CC",272,,,95
"010"," CENTRAL SUPPLY",10000526,"FOLEY CATH 12FR 5CC",272,,,24
"010"," CENTRAL SUPPLY",10000530,"FOLEY CATHETER 20FR 5CC",272,,,100
"010"," CENTRAL SUPPLY",10000535,"FOLEY CATHETER SILICONE 20FR 30CC",272,,,94
"010"," CENTRAL SUPPLY",10000536,"FOLEY CATHETER SILICONE 18FR 30CC",272,,,94
"010"," CENTRAL SUPPLY",10000542,"ANTI-EMBOLISM HOSE THIGH HIGH XLARGE",271,,,118
"010"," CENTRAL SUPPLY",10000546,"VARIJET CONTRAST INJ THERAPY NEEDLE",270,,,139
"010"," CENTRAL SUPPLY",10000558,"SECURE ICE PACK",270,,,9.5
"010"," CENTRAL SUPPLY",10000566,"CLAMP KELLY",270,,,16
"010"," CENTRAL SUPPLY",10000601,"NEBULIZER",410,"94664","EVALUATE PT USE OF INHALER",90.23
"010"," CENTRAL SUPPLY",10000603,"HUMIDIFIER INSPIRON",272,,,29.5
"010"," CENTRAL SUPPLY",10000610,"ADAPTIC 3X8",272,,,9.5
"010"," CENTRAL SUPPLY",10000611,"CUFF AND COLLAR-SUPPORT OF THE ARM L/XL",270,,,31.5
"010"," CENTRAL SUPPLY",10000615,"MIPILEX BORDER DRESSING 4x4",270,,,18
"010"," CENTRAL SUPPLY",10000618,"XEROFORM DRESSING 5X9",272,,,25
"010"," CENTRAL SUPPLY",10000619,"ADAPTIC 3X3",272,,,19
"010"," CENTRAL SUPPLY",10000621,"DIVIDED CANNULA",272,,,13.5
"010"," CENTRAL SUPPLY",10000622,"STERI-STRIP 1/2 X 4",272,,,29.5
"010"," CENTRAL SUPPLY",10000623,"STERI-STRIP 1/8 X3",272,,,19
"010"," CENTRAL SUPPLY",10000627,"OPSITE",272,,,18
"010"," CENTRAL SUPPLY",10000636,"UNIVERSAL KNEE IMM 16""",270,,,86
"010"," CENTRAL SUPPLY",10000638,"UNIVERSAL KNEE IMM 20""",270,,,88.5
"010"," CENTRAL SUPPLY",10000639,"UNIVERSAL KNEE IMM 24""",270,,,97.5
"010"," CENTRAL SUPPLY",10000643,"NUGUAZE BOTTLE PLAIN 1/4X5",272,,,54.5
"010"," CENTRAL SUPPLY",10000646,"KNEE SPLINT UNIV 12 INCH",271,,,103
"010"," CENTRAL SUPPLY",10000647,"NUGUAZE BOTTLE PLAIN 1/2X5",272,,,58
"010"," CENTRAL SUPPLY",10000649,"NUGUAZE IODOFORM 1/2X5",272,,,58
"010"," CENTRAL SUPPLY",10000652,"EXOFORM WRIST BRACE LT SM",270,,,57
"010"," CENTRAL SUPPLY",10000655,"KNEE SPLINT UNIV 20 INCH",271,,,116
"010"," CENTRAL SUPPLY",10000658,"SURGICAL PEN GENETIAN VIOLET",271,,,41
"010"," CENTRAL SUPPLY",10000661,"ACE BANDAGE 4""",271,,,6.5
"010"," CENTRAL SUPPLY",10000667,"EXOFORM WRIST BRACE RT XS",270,,,58
